 ,Mean1,XM1,YM1,Mean2,XM2,YM2,Mean3,XM3,YM3,Mean4,XM4,YM4,Mean5,XM5,YM5,Mean6,XM6,YM6,Mean7,XM7,YM7,Mean8,XM8,YM8,Mean9,XM9,YM9,Mean10,XM10,YM10,Mean11,XM11,YM11,Mean12,XM12,YM12,Mean13,XM13,YM13,Mean14,XM14,YM14,Mean15,XM15,YM15,Mean16,XM16,YM16,Mean17,XM17,YM17,Mean18,XM18,YM18,Mean19,XM19,YM19,Mean20,XM20,YM20,Mean21,XM21,YM21,Mean22,XM22,YM22,Mean23,XM23,YM23,Mean24,XM24,YM24,Mean25,XM25,YM25,Mean26,XM26,YM26,Mean27,XM27,YM27,Mean28,XM28,YM28,Mean29,XM29,YM29,Mean30,XM30,YM30,Mean31,XM31,YM31,Mean32,XM32,YM32,Mean33,XM33,YM33,Mean34,XM34,YM34,Mean35,XM35,YM35,Mean36,XM36,YM36,Mean37,XM37,YM37,Mean38,XM38,YM38,Mean39,XM39,YM39,Mean40,XM40,YM40,Mean41,XM41,YM41,Mean42,XM42,YM42,Mean43,XM43,YM43,Mean44,XM44,YM44,Mean45,XM45,YM45,Mean46,XM46,YM46,Mean47,XM47,YM47,Mean48,XM48,YM48,Mean49,XM49,YM49,Mean50,XM50,YM50,Mean51,XM51,YM51,Mean52,XM52,YM52,Mean53,XM53,YM53,Mean54,XM54,YM54,Mean55,XM55,YM55,Mean56,XM56,YM56,Mean57,XM57,YM57,Mean58,XM58,YM58,Mean59,XM59,YM59,Mean60,XM60,YM60,Mean61,XM61,YM61,Mean62,XM62,YM62,Mean63,XM63,YM63
347,304.143,125.545,109.969,60.357,165.826,70.246,235.125,95.777,129.188,161.200,92.491,124.067,107.048,127.808,76.548,162.714,145.912,105.937,57.048,115.291,158.351,373.667,131.397,152.732,636.000,133.711,158.077,140.667,133.679,53.133,161.226,91.766,108.730,278.600,100.690,105.738,486.500,114.956,125.597,434.615,97.676,163.857,174.167,97.376,139.958,269.833,114.389,117.709,153.625,132.020,162.842,338.231,122.603,118.074,251.438,131.142,80.840,212.952,146.863,97.890,524.235,154.487,129.454,18.167,38.845,79.538,552.750,133.643,130.959,4095.000,128.495,149.110,181.357,115.740,106.648,224.688,101.681,98.081,28.800,121.848,42.507,57.714,112.810,46.252,183.273,150.993,105.074,103.176,52.639,151.778,263.300,140.016,96.009,93.000,134.264,138.392,414.500,106.769,130.210,164.875,124.113,165.597,360.500,115.656,131.305,522.364,119.217,143.028,11.706,60.197,139.615,99.231,110.508,101.032,14.700,91.031,91.797,396.300,134.548,146.328,479.857,137.337,108.073,1743.235,141.026,139.062,88.462,154.072,118.347,35.062,119.593,79.538,157.250,109.372,87.346,254.308,133.928,123.451,469.688,107.189,118.439,387.846,119.992,103.017,450.625,119.816,109.772,37.188,159.650,70.869,367.385,140.129,92.720,222.125,135.960,86.734,20.846,83.171,133.273,178.438,137.024,152.459,60.286,134.361,64.281,401.000,119.581,137.862,97.429,100.548,136.573,39.484,153.348,136.169,182.571,124.670,114.141,17.231,159.099,80.311,412.333,97.254,89.652,256.571,132.770,117.588,545.923,128.162,142.028
348,330.286,125.495,109.843,42.857,165.886,70.135,400.125,95.829,129.089,231.400,92.416,123.922,141.238,127.759,76.493,113.286,145.878,105.770,57.429,115.397,158.246,412.667,131.473,152.784,563.250,133.680,158.158,29.417,133.611,52.797,180.581,91.491,108.566,305.000,100.763,105.769,516.333,114.974,125.574,360.231,97.586,163.807,186.389,97.385,140.036,199.111,114.485,117.432,183.000,132.130,162.913,433.846,122.445,118.179,287.312,131.050,80.947,272.095,146.927,97.907,601.647,154.544,129.511,62.167,38.859,79.419,657.917,133.580,130.921,4077.385,128.496,149.109,169.214,115.685,106.410,148.062,101.634,97.915,15.000,122.179,42.813,54.929,112.724,46.432,277.864,151.054,104.836,88.824,52.750,151.611,359.100,139.969,96.184,115.875,134.364,138.164,430.500,106.827,130.187,318.125,123.674,165.401,326.333,115.635,131.182,740.545,119.217,143.091,4.765,59.855,139.276,185.077,110.567,100.720,10.100,91.347,92.339,413.300,134.471,146.236,509.929,137.331,108.149,1331.294,141.042,139.066,123.462,154.000,118.322,108.750,119.315,79.616,96.625,109.246,87.610,142.154,133.951,123.512,430.000,107.247,118.385,330.538,120.057,103.045,459.938,119.831,109.782,61.062,159.476,70.654,373.000,140.046,92.990,209.500,135.824,86.835,9.538,83.050,133.795,183.875,137.033,152.571,61.381,134.538,64.187,271.538,119.700,137.864,37.714,100.479,136.825,57.161,153.355,136.326,80.429,124.701,114.146,38.385,159.191,79.756,395.833,97.128,89.670,278.952,132.815,117.602,462.769,128.181,142.007
349,377.500,125.531,109.769,51.357,165.957,69.670,404.125,95.760,129.158,217.100,92.328,123.995,192.190,127.835,76.299,198.143,145.950,105.909,72.667,115.469,157.883,391.000,131.390,152.761,515.875,133.746,158.074,83.250,133.567,53.161,251.806,91.779,108.573,265.600,100.789,105.830,402.167,115.033,125.562,333.077,97.687,163.878,142.667,97.373,139.974,383.556,114.414,117.476,106.500,131.981,162.873,342.923,122.518,118.173,266.188,131.155,80.961,296.286,146.835,97.885,534.353,154.520,129.598,2.000,38.595,78.998,640.750,133.577,130.941,3159.077,128.497,149.098,186.571,115.662,106.536,213.312,101.591,97.966,30.900,121.877,42.936,53.857,112.692,46.148,221.909,151.151,104.894,84.235,52.839,151.742,373.100,139.958,96.172,67.938,134.401,138.398,465.250,106.870,130.213,90.125,123.877,165.616,144.000,115.617,131.101,468.909,119.198,143.101,13.882,60.492,138.854,139.615,110.479,100.826,2.800,90.985,91.472,344.500,134.616,146.330,456.143,137.373,108.241,1250.412,141.002,139.044,150.538,154.054,118.205,66.562,119.199,79.776,219.312,109.124,87.519,335.077,133.977,123.561,540.250,107.245,118.342,297.308,119.794,103.078,467.438,119.869,109.866,82.500,159.576,70.801,402.462,140.168,92.841,276.500,136.013,86.821,1.692,83.207,132.891,178.375,137.164,152.411,93.476,134.746,64.427,290.385,119.639,137.826,42.000,100.405,136.923,36.645,153.358,135.986,224.143,124.798,114.222,20.692,159.575,80.134,245.000,97.073,89.744,340.476,132.729,117.600,485.769,128.113,142.017
350,343.929,125.489,109.721,68.143,165.875,70.435,333.750,95.782,129.031,146.400,92.466,124.089,75.429,127.779,76.286,102.000,145.779,106.062,98.667,115.417,158.580,222.917,131.383,152.852,488.250,133.729,158.103,105.750,133.594,53.022,249.871,91.739,108.702,319.700,100.679,105.628,424.667,115.098,125.578,334.308,97.697,163.904,146.111,97.429,139.696,325.556,114.437,117.581,106.750,132.167,163.045,348.231,122.571,118.225,242.125,131.163,80.919,341.048,146.752,97.946,664.000,154.578,129.430,40.500,38.842,78.695,574.167,133.606,130.938,1371.231,128.503,149.132,212.143,115.645,106.457,256.938,101.594,98.124,39.400,122.171,42.603,25.000,112.898,45.854,213.864,150.871,104.926,116.588,52.816,151.749,348.600,139.956,96.200,132.875,134.437,138.246,332.250,106.654,130.146,100.000,123.999,165.592,369.833,115.646,131.304,576.727,119.210,143.069,2.765,60.295,139.345,161.615,110.356,100.765,10.000,91.273,92.423,331.600,134.570,146.358,380.643,137.340,107.944,940.765,141.076,139.075,159.692,154.276,118.293,59.000,119.217,79.547,130.812,109.057,87.469,234.923,133.955,123.485,507.562,107.311,118.417,414.615,119.994,103.065,299.500,119.844,109.859,38.750,159.480,70.659,346.000,140.138,92.941,181.125,135.916,86.727,7.231,82.305,133.877,94.750,137.118,152.611,56.429,134.623,64.424,370.462,119.636,137.795,58.286,100.727,136.794,35.742,153.015,135.912,118.429,124.745,114.009,37.385,159.396,80.416,282.667,97.212,89.669,249.619,132.702,117.690,580.231,128.151,142.030
351,289.929,125.480,109.722,66.071,165.907,69.937,413.375,95.834,129.131,203.100,92.392,124.235,118.952,127.849,76.468,108.714,145.981,106.146,115.143,115.477,158.341,225.583,131.417,152.862,566.000,133.700,158.090,99.667,133.568,53.326,202.516,91.709,108.695,268.700,100.642,105.754,295.000,114.991,125.583,416.154,97.650,163.854,157.556,97.243,139.766,374.944,114.340,117.620,176.875,132.107,162.863,283.308,122.458,118.107,350.312,131.141,80.945,250.000,146.913,97.841,586.824,154.499,129.600,42.167,38.595,79.178,529.083,133.585,130.916,721.769,128.488,149.103,171.214,115.613,106.392,175.500,101.608,98.062,59.000,121.724,42.668,53.714,112.635,46.169,244.727,150.987,104.817,175.294,52.504,151.815,366.500,139.941,96.165,127.062,134.318,138.330,451.375,106.762,130.294,139.000,123.694,165.617,316.833,115.621,131.309,579.818,119.221,143.098,12.176,60.282,139.465,157.923,110.460,100.851,9.500,91.422,92.535,436.100,134.601,146.226,393.500,137.337,108.168,1579.118,141.034,139.116,143.692,154.269,118.153,79.438,119.247,79.765,109.625,109.098,87.379,191.000,133.963,123.364,427.188,107.218,118.432,324.154,120.105,103.031,419.938,119.839,109.638,49.312,159.222,70.528,327.462,140.140,92.821,144.375,135.719,86.890,25.385,82.997,134.045,172.062,136.877,152.568,80.333,134.438,64.526,316.077,119.687,137.904,95.429,100.394,136.671,31.677,153.306,136.219,203.857,124.753,114.172,44.615,159.392,80.041,242.583,97.320,89.610,295.524,132.884,117.559,620.538,128.141,142.052
352,294.500,125.555,109.743,122.429,165.775,69.929,338.125,95.733,129.151,199.700,92.461,124.050,259.619,127.841,76.304,136.286,145.868,106.169,55.048,115.277,158.135,356.667,131.525,152.925,444.750,133.732,158.106,92.500,133.561,53.292,287.613,91.821,108.627,246.200,100.659,105.700,290.667,115.052,125.695,483.077,97.557,163.767,148.889,97.448,139.689,387.278,114.374,117.568,142.500,132.062,162.771,403.692,122.548,118.126,251.312,131.043,80.958,246.952,146.793,97.992,607.765,154.548,129.480,32.833,38.609,78.794,695.583,133.577,130.873,487.231,128.521,149.017,122.500,115.715,106.384,235.188,101.642,98.002,27.900,122.147,42.305,23.357,112.586,46.208,248.636,150.972,104.999,54.824,52.745,151.725,260.400,139.959,96.206,148.375,134.441,138.581,264.250,106.768,130.167,170.250,123.726,165.700,301.667,115.651,131.165,621.091,119.198,143.101,8.471,59.875,139.487,155.923,110.352,100.612,1.900,91.295,92.225,304.900,134.478,146.333,384.929,137.278,108.192,965.706,141.014,139.076,80.462,154.187,118.238,74.500,119.207,79.521,124.938,109.231,87.361,190.923,133.829,123.480,436.000,107.348,118.365,392.692,120.013,103.092,425.875,119.848,109.844,28.375,159.421,70.627,293.846,140.007,92.885,293.250,135.961,86.807,463.538,82.817,133.725,101.625,137.096,152.384,74.286,134.669,64.381,370.154,119.645,137.808,58.429,100.559,136.601,95.548,153.448,135.850,121.857,124.711,114.066,31.692,159.038,80.319,314.333,97.112,89.612,272.190,132.818,117.696,494.308,128.172,142.024
353,364.857,125.537,109.881,49.000,165.921,69.978,404.750,95.816,129.138,243.800,92.446,123.916,265.238,127.847,76.309,164.143,145.759,106.057,82.571,115.488,158.232,222.833,131.469,152.599,429.750,133.677,158.055,137.167,133.640,53.219,259.935,91.672,108.655,270.900,100.581,105.744,304.833,115.008,125.618,447.000,97.594,163.920,145.833,97.332,139.727,292.056,114.252,117.597,144.750,132.003,162.894,279.462,122.515,118.052,438.375,131.153,80.855,261.714,146.778,97.928,633.647,154.508,129.461,75.167,38.690,79.424,492.333,133.609,130.898,528.538,128.478,149.106,156.143,115.581,106.528,200.438,101.664,97.912,30.200,121.820,42.439,53.286,112.810,46.181,242.818,150.945,104.818,64.588,52.691,151.942,343.300,139.942,96.012,136.812,134.390,138.477,353.000,106.802,130.199,302.875,123.873,165.605,280.000,115.581,131.369,613.273,119.255,143.154,30.941,59.875,139.122,115.077,110.633,100.720,0.000,NaN,NaN,291.500,134.425,146.283,423.857,137.284,108.125,669.412,140.967,139.124,215.769,154.130,118.308,67.375,119.239,79.784,112.562,109.001,87.262,228.615,133.808,123.542,473.062,107.274,118.344,349.846,119.994,103.080,310.250,119.843,109.700,16.688,159.443,70.819,304.231,140.196,92.686,326.625,135.953,86.848,248.846,82.874,133.827,163.438,136.967,152.566,79.286,134.451,64.382,344.462,119.693,137.751,95.714,100.542,136.946,31.871,153.400,136.177,189.429,124.831,114.272,46.385,159.135,80.227,300.417,97.217,89.638,283.905,132.871,117.589,456.538,128.229,141.997
354,183.286,125.577,109.714,109.429,165.820,69.713,323.125,95.822,129.191,240.300,92.292,123.948,134.857,127.867,76.585,132.429,145.846,105.866,87.333,115.580,158.266,401.750,131.473,152.741,419.000,133.651,158.023,114.917,133.497,53.280,132.774,91.821,108.660,349.500,100.759,105.718,146.167,114.950,125.553,404.385,97.642,163.843,112.000,97.344,139.765,268.722,114.441,117.446,193.000,132.087,162.956,307.923,122.517,118.045,274.688,131.155,81.039,301.619,146.815,97.957,598.941,154.522,129.542,72.167,38.812,79.314,508.750,133.589,130.927,482.692,128.500,149.048,241.071,115.600,106.259,200.125,101.742,97.925,19.800,122.167,42.850,49.786,112.260,46.128,230.318,151.000,104.846,48.588,52.846,151.700,304.900,139.910,96.124,62.500,134.292,138.198,275.375,106.846,130.232,150.750,123.847,165.562,212.500,115.604,130.739,487.091,119.142,143.061,1.412,61.303,138.958,118.538,110.519,100.637,27.100,90.994,92.069,358.000,134.607,146.379,321.571,137.377,108.113,276.235,141.022,139.023,129.846,154.033,118.471,79.062,119.258,79.654,468.812,109.067,87.444,206.308,133.912,123.659,412.938,107.227,118.563,376.538,119.899,103.120,432.000,119.802,109.850,59.562,159.457,70.478,317.538,140.087,93.046,246.250,136.044,86.781,247.231,82.848,133.662,164.250,137.003,152.470,64.905,134.516,64.275,297.000,119.831,137.788,35.714,100.717,137.009,36.129,153.148,135.949,204.714,124.822,113.870,38.769,159.435,80.137,354.417,97.193,89.615,290.857,132.829,117.580,455.615,128.203,141.932
355,243.714,125.495,109.985,111.214,165.777,70.161,396.375,95.712,129.130,317.100,92.386,124.043,126.857,127.783,76.464,186.714,145.850,106.097,62.095,115.491,158.187,443.000,131.480,152.681,604.500,133.733,158.173,110.417,133.599,53.114,270.323,91.651,108.696,317.400,100.700,105.711,309.667,114.963,125.538,328.462,97.673,163.887,145.556,97.443,139.838,362.333,114.368,117.536,105.375,132.027,162.740,347.231,122.457,118.116,280.875,131.068,80.896,320.095,146.878,97.852,678.000,154.566,129.490,44.333,38.795,78.982,633.583,133.651,131.026,450.385,128.463,149.046,189.429,115.515,106.356,129.312,101.492,97.976,38.100,121.826,42.789,37.643,112.993,45.945,189.955,151.006,105.000,48.000,53.205,151.568,357.500,139.983,96.118,122.812,134.304,138.431,322.500,106.744,130.177,162.125,123.984,165.598,241.333,115.660,131.070,452.364,119.181,143.085,16.941,59.675,139.403,117.462,110.535,100.947,4.300,90.877,92.016,286.200,134.566,146.318,488.714,137.341,108.222,258.765,140.936,139.126,135.923,154.174,118.217,30.750,119.508,79.831,353.062,109.117,87.402,163.692,133.820,123.553,417.562,107.197,118.448,462.077,119.979,103.174,454.000,119.777,109.932,59.250,159.667,70.813,312.846,140.092,92.945,207.000,135.850,86.889,66.308,82.989,133.937,149.812,136.890,152.492,55.286,134.797,64.118,238.769,119.621,137.750,44.571,100.637,136.587,54.516,153.322,136.083,171.000,124.695,113.916,58.462,159.113,80.733,406.250,96.962,89.672,398.286,132.786,117.610,553.231,128.208,141.950
356,280.714,125.464,109.917,89.071,165.943,70.275,188.000,95.799,129.015,191.000,92.336,124.059,154.571,127.820,76.457,192.571,145.808,106.052,70.190,115.411,158.106,369.250,131.473,152.574,391.750,133.811,158.091,70.000,133.664,53.319,253.548,91.755,108.657,277.900,100.740,105.699,256.500,115.001,125.580,406.923,97.585,163.860,175.167,97.315,139.853,338.889,114.322,117.468,184.625,132.074,162.977,346.615,122.603,118.095,297.938,131.035,80.843,398.476,146.870,97.851,684.471,154.513,129.406,63.333,38.616,79.394,613.000,133.580,130.886,479.538,128.491,149.078,115.929,115.597,106.351,237.438,101.735,98.119,8.300,122.041,43.286,28.071,112.363,46.165,248.864,150.954,104.882,69.059,52.957,151.572,324.700,139.986,96.206,99.062,134.369,138.480,387.000,106.797,130.198,215.375,123.887,165.479,237.000,115.667,131.300,627.455,119.186,143.077,3.353,60.360,139.758,173.692,110.655,100.849,13.500,91.396,92.007,297.200,134.513,146.343,424.500,137.347,108.231,244.706,140.913,139.091,127.692,153.997,118.296,43.125,119.189,79.541,310.688,109.073,87.544,216.462,133.807,123.600,508.875,107.398,118.450,402.769,119.951,103.073,531.250,119.763,109.728,72.875,159.487,70.871,402.538,140.084,92.793,247.625,135.972,86.755,44.923,83.155,133.805,150.938,136.981,152.517,86.905,134.486,64.410,348.615,119.718,137.761,74.429,100.663,137.136,30.645,153.361,135.796,157.714,124.752,113.782,41.769,158.887,80.495,265.083,97.224,89.603,313.429,132.804,117.618,474.308,128.165,141.961
357,331.143,125.457,109.779,120.286,165.920,69.865,280.750,95.759,129.169,208.400,92.326,123.930,155.143,127.768,76.446,119.143,145.896,106.178,80.381,115.157,158.196,378.000,131.396,152.732,483.000,133.676,158.070,112.667,133.555,53.131,225.419,91.756,108.610,257.200,100.753,105.721,206.333,114.980,125.441,350.154,97.665,163.885,166.056,97.278,139.820,290.278,114.326,117.373,163.375,132.195,162.962,279.462,122.564,118.109,337.625,131.210,80.822,326.000,146.815,97.962,603.765,154.535,129.515,2.333,38.595,79.736,733.417,133.654,130.995,490.231,128.532,149.102,204.286,115.612,106.518,242.250,101.666,98.007,42.700,121.736,42.804,35.571,112.544,45.973,246.409,150.888,104.998,49.529,52.720,151.727,402.200,139.967,95.990,80.688,134.372,138.222,355.000,106.794,130.273,188.375,123.928,165.540,284.500,115.630,131.122,579.273,119.278,143.020,8.471,60.192,139.196,167.000,110.619,100.689,6.500,90.866,91.939,223.300,134.540,146.345,410.786,137.320,107.999,182.824,141.048,139.142,177.000,153.962,118.312,66.750,119.100,79.872,263.500,109.101,87.508,145.000,133.780,123.469,478.125,107.307,118.427,331.846,119.919,103.215,548.375,119.752,109.694,57.062,159.248,70.804,292.923,140.004,92.847,217.000,135.948,86.779,24.385,83.199,133.743,157.625,137.007,152.564,99.143,134.790,64.254,339.077,119.582,137.714,48.000,100.458,136.885,52.452,153.294,136.120,107.429,124.666,114.266,47.615,159.492,80.201,312.667,97.192,89.689,231.048,132.854,117.579,526.538,128.119,142.097
358,309.714,125.550,109.891,67.071,165.889,70.429,263.875,95.857,129.068,222.700,92.407,123.990,182.476,127.918,76.354,106.286,145.933,106.089,110.381,115.586,158.261,318.917,131.432,152.762,455.750,133.690,158.049,97.250,133.585,52.703,221.677,91.554,108.665,284.200,100.751,105.601,217.167,115.022,125.666,352.462,97.653,163.832,168.556,97.381,139.775,360.944,114.242,117.403,221.875,132.202,163.045,227.385,122.580,118.118,304.562,131.221,80.943,394.286,146.788,97.914,569.529,154.520,129.491,22.333,38.759,79.321,642.750,133.619,130.965,611.923,128.457,149.210,172.643,115.601,106.591,218.188,101.537,98.098,25.300,121.700,42.738,37.929,112.828,46.510,264.045,150.928,104.842,124.353,52.899,151.818,261.500,140.036,96.200,67.438,134.332,138.506,460.375,106.778,130.166,156.500,123.905,165.564,222.833,115.588,131.248,592.000,119.160,143.118,11.353,60.770,138.889,139.538,110.506,100.764,12.300,91.534,91.779,304.000,134.594,146.242,419.500,137.390,108.166,260.706,141.061,138.840,2817.000,154.076,118.281,38.688,119.178,79.576,125.562,109.037,87.429,183.923,133.785,123.441,448.938,107.183,118.339,434.231,120.042,103.098,515.125,119.782,109.757,84.625,159.620,70.668,306.769,140.128,92.884,227.875,136.035,86.837,12.692,82.951,133.906,158.938,137.044,152.509,72.667,134.683,64.261,305.385,119.672,137.892,43.143,100.702,137.087,116.452,153.258,136.134,133.571,124.723,113.874,38.692,158.807,80.411,329.250,97.142,89.614,349.714,132.745,117.783,521.077,128.208,142.025
359,312.500,125.544,109.786,99.929,165.818,70.319,200.625,95.686,129.259,292.400,92.440,124.050,140.762,127.723,76.534,124.000,145.863,105.878,59.905,115.381,158.174,307.833,131.427,152.806,612.750,133.809,158.107,69.083,133.411,53.225,212.968,91.731,108.730,306.600,100.753,105.763,276.667,115.045,125.492,377.231,97.546,163.799,162.667,97.279,139.803,292.000,114.277,117.510,154.875,132.013,163.031,339.615,122.527,118.121,365.188,131.038,80.845,291.429,146.898,97.784,747.294,154.532,129.544,16.667,38.905,79.242,686.083,133.588,130.924,429.231,128.475,149.145,165.571,115.606,106.264,203.438,101.603,98.035,33.100,121.948,43.019,63.357,112.675,46.423,211.545,150.906,105.069,53.647,52.925,151.795,388.400,139.952,96.087,93.625,134.296,138.355,287.375,106.819,130.261,190.250,123.559,165.456,137.667,115.609,131.011,531.091,119.179,143.015,12.235,60.821,139.104,197.308,110.467,100.865,10.800,91.439,92.059,264.900,134.634,146.388,363.714,137.317,108.190,260.000,140.986,139.042,1524.769,154.076,118.265,70.688,119.247,79.863,94.375,109.011,87.553,257.462,133.905,123.484,426.062,107.290,118.469,361.385,119.912,103.153,463.875,119.831,109.721,46.688,159.458,70.560,316.154,140.113,92.843,160.000,135.768,86.807,6.154,82.565,133.513,125.375,137.143,152.556,62.048,134.876,64.060,298.846,119.619,137.839,36.286,100.373,136.960,65.290,153.075,136.416,156.286,124.747,113.948,51.538,159.297,80.345,348.917,97.122,89.665,296.667,132.859,117.682,406.769,128.136,142.089
360,324.500,125.592,109.697,111.786,166.104,70.061,267.750,95.786,129.140,243.800,92.337,124.043,179.714,127.785,76.339,176.429,145.867,106.139,57.810,115.363,158.202,335.583,131.440,152.597,404.250,133.782,158.040,100.167,133.601,52.999,198.968,91.527,108.745,230.500,100.803,105.847,286.000,115.018,125.505,409.615,97.467,163.890,180.667,97.463,139.579,274.833,114.351,117.347,73.000,132.056,162.945,229.769,122.535,118.235,260.625,131.153,80.889,292.667,146.936,97.816,504.353,154.536,129.549,3.833,38.595,79.785,651.917,133.566,130.893,509.385,128.476,149.057,169.143,115.533,106.368,252.312,101.761,97.860,31.300,121.820,42.844,46.500,112.402,46.333,232.545,151.067,105.000,89.765,52.892,151.744,302.700,139.920,96.238,86.750,134.368,138.229,350.875,106.854,130.095,153.000,123.869,165.658,255.000,115.571,130.939,616.182,119.231,143.100,7.588,60.331,139.931,106.308,110.476,100.692,29.900,91.172,92.064,369.900,134.567,146.275,425.500,137.350,108.186,169.824,141.100,139.118,395.615,153.968,118.278,73.500,119.458,79.689,154.375,109.073,87.384,277.769,133.681,123.599,408.250,107.315,118.390,369.000,119.977,103.089,591.125,119.827,109.796,58.812,159.397,70.674,368.000,140.207,92.816,228.250,135.888,86.803,31.077,82.766,133.697,73.812,137.074,152.283,47.952,134.569,64.396,371.231,119.736,137.768,119.000,100.448,136.826,84.710,153.593,135.970,160.000,124.743,113.988,85.846,158.964,80.341,263.583,97.195,89.622,290.476,132.786,117.717,613.692,128.149,141.957
361,242.714,125.530,109.709,85.357,166.039,70.101,274.125,95.735,129.165,221.300,92.410,123.950,141.333,127.776,76.508,168.143,145.853,105.893,106.476,115.301,157.882,363.167,131.482,152.659,343.125,133.786,158.140,133.667,133.588,53.319,237.871,91.720,108.526,216.500,100.781,105.830,155.833,115.021,125.575,399.615,97.560,163.905,127.333,97.441,139.695,291.944,114.222,117.485,175.750,132.103,162.973,334.692,122.609,118.094,308.250,131.054,80.896,293.048,146.837,97.929,589.882,154.566,129.304,71.667,38.895,78.749,590.583,133.581,130.969,576.308,128.505,149.053,109.286,115.526,106.305,173.688,101.610,98.063,18.000,121.754,42.821,41.643,112.737,46.325,237.000,150.923,104.930,72.824,53.012,151.867,285.400,139.971,95.926,85.062,134.497,138.270,493.125,106.719,130.237,102.875,123.877,165.716,234.667,115.589,131.095,390.000,119.199,143.045,13.765,60.655,139.805,190.615,110.581,100.867,8.300,91.030,92.016,300.500,134.473,146.094,395.071,137.315,108.341,217.588,141.025,139.251,93.462,153.837,118.224,100.500,119.705,79.847,149.438,109.173,87.326,230.231,133.954,123.584,508.438,107.262,118.416,299.692,120.006,103.090,383.125,119.722,109.632,95.750,159.387,70.480,320.154,140.189,92.823,249.250,135.773,86.775,29.538,82.801,134.234,127.875,137.017,152.468,95.571,134.566,64.392,420.615,119.639,137.846,31.571,100.633,137.231,33.290,153.248,135.902,50.143,124.615,114.084,39.923,159.198,80.232,298.917,97.135,89.674,284.476,132.776,117.607,531.462,128.172,141.951
362,305.714,125.572,110.043,125.714,165.757,70.087,262.500,95.718,129.054,231.700,92.434,123.983,166.476,127.777,76.599,259.714,145.894,106.013,141.524,115.618,158.112,355.917,131.361,152.639,567.500,133.779,158.125,104.083,133.807,53.068,225.097,91.733,108.695,306.300,100.667,105.754,218.833,114.978,125.711,414.923,97.537,163.900,160.944,97.359,139.883,337.111,114.303,117.510,160.375,132.138,162.969,253.462,122.516,117.929,265.812,131.095,81.078,194.286,146.643,97.775,557.059,154.554,129.541,32.167,38.632,79.444,540.583,133.616,131.078,523.692,128.506,149.095,126.571,115.727,106.340,160.625,101.615,97.790,34.300,121.782,42.610,37.286,112.476,46.376,262.227,150.904,104.966,78.353,52.882,151.707,255.900,139.982,95.968,142.125,134.254,138.354,292.250,106.671,130.190,189.625,123.755,165.432,249.833,115.656,130.999,632.000,119.202,143.019,3.471,60.873,139.356,189.462,110.467,100.713,11.600,90.972,91.979,336.300,134.511,146.334,418.786,137.295,108.211,178.412,141.031,139.173,181.000,153.918,118.158,47.125,119.282,79.603,59.375,109.202,87.197,202.462,133.771,123.613,441.938,107.199,118.453,361.308,119.933,103.140,458.062,119.795,109.646,36.375,159.582,71.005,431.308,140.210,92.826,318.000,135.899,86.889,22.231,82.698,133.347,148.062,136.950,152.744,67.429,134.519,64.360,328.538,119.734,137.717,26.429,100.784,137.038,43.871,153.393,136.203,147.429,124.615,114.036,99.308,159.242,80.410,455.417,97.275,89.591,319.048,132.802,117.649,577.308,128.157,141.988
363,346.429,125.517,109.823,143.214,165.916,70.219,304.000,95.824,129.056,222.300,92.444,124.047,200.952,127.860,76.446,130.429,145.914,106.069,1525.619,115.440,158.203,401.750,131.422,152.758,341.375,133.713,158.067,113.000,133.382,52.942,229.806,91.578,108.719,157.500,100.738,105.946,275.833,114.985,125.525,374.077,97.548,163.977,137.722,97.420,139.957,330.611,114.237,117.434,180.750,131.931,162.840,258.231,122.551,118.112,318.938,131.125,80.868,209.810,146.718,97.957,397.647,154.569,129.526,36.667,38.808,79.801,805.583,133.608,130.966,511.308,128.492,149.107,161.714,115.649,106.475,265.312,101.733,97.954,22.200,122.197,42.749,37.000,112.647,46.227,192.909,151.031,105.089,118.588,52.868,151.642,308.600,139.986,96.025,54.812,134.486,138.348,287.375,106.739,130.115,132.250,123.921,165.727,289.333,115.606,131.270,625.091,119.177,143.099,5.529,60.401,139.817,141.692,110.521,100.836,1.800,90.985,92.535,267.700,134.531,146.264,411.571,137.325,108.106,178.353,140.913,139.186,70.692,153.870,118.503,134.438,119.264,79.626,156.812,109.059,87.429,188.769,134.034,123.538,606.875,107.291,118.390,378.615,119.865,103.125,401.438,119.783,109.827,63.625,159.490,70.710,312.308,140.116,92.834,287.125,136.044,86.805,7.538,82.476,134.107,133.750,136.861,152.540,93.000,134.516,64.271,344.615,119.691,137.853,34.286,100.727,137.216,34.258,153.149,136.128,77.714,124.701,114.090,28.000,158.981,80.441,409.667,97.196,89.671,311.048,132.821,117.662,512.923,128.120,141.962
