 ,Mean1,XM1,YM1,Mean2,XM2,YM2,Mean3,XM3,YM3,Mean4,XM4,YM4,Mean5,XM5,YM5,Mean6,XM6,YM6,Mean7,XM7,YM7,Mean8,XM8,YM8,Mean9,XM9,YM9,Mean10,XM10,YM10,Mean11,XM11,YM11,Mean12,XM12,YM12,Mean13,XM13,YM13,Mean14,XM14,YM14,Mean15,XM15,YM15,Mean16,XM16,YM16,Mean17,XM17,YM17,Mean18,XM18,YM18,Mean19,XM19,YM19,Mean20,XM20,YM20,Mean21,XM21,YM21,Mean22,XM22,YM22,Mean23,XM23,YM23,Mean24,XM24,YM24,Mean25,XM25,YM25,Mean26,XM26,YM26,Mean27,XM27,YM27,Mean28,XM28,YM28,Mean29,XM29,YM29,Mean30,XM30,YM30,Mean31,XM31,YM31,Mean32,XM32,YM32,Mean33,XM33,YM33,Mean34,XM34,YM34,Mean35,XM35,YM35,Mean36,XM36,YM36,Mean37,XM37,YM37,Mean38,XM38,YM38,Mean39,XM39,YM39,Mean40,XM40,YM40,Mean41,XM41,YM41,Mean42,XM42,YM42,Mean43,XM43,YM43,Mean44,XM44,YM44,Mean45,XM45,YM45,Mean46,XM46,YM46,Mean47,XM47,YM47,Mean48,XM48,YM48,Mean49,XM49,YM49,Mean50,XM50,YM50,Mean51,XM51,YM51,Mean52,XM52,YM52,Mean53,XM53,YM53,Mean54,XM54,YM54,Mean55,XM55,YM55,Mean56,XM56,YM56,Mean57,XM57,YM57
160,313.875,88.508,79.537,253.625,81.607,96.009,508.095,51.587,121.910,459.765,72.104,97.137,364.095,110.574,92.460,112.000,38.064,100.147,109.613,125.875,112.360,54.062,57.229,117.746,27.097,136.850,117.125,35.938,61.256,123.488,321.462,31.382,111.216,414.667,59.804,113.822,57.318,116.612,102.008,32.919,72.945,124.508,94.167,24.545,105.839,41.810,97.217,133.999,16.000,98.742,126.616,149.250,60.270,100.721,745.875,105.948,115.330,195.000,152.850,95.478,53.188,97.981,108.347,186.500,116.470,131.635,232.625,66.706,89.855,29.455,55.815,135.581,282.575,82.362,143.006,160.438,108.484,110.111,368.250,107.202,99.985,64.214,70.641,88.421,71.250,92.793,97.917,79.404,72.596,107.334,57.000,98.180,112.135,681.944,54.832,106.348,63.588,94.767,85.984,48.429,117.130,116.312,33.750,109.796,104.173,81.500,67.321,117.443,42.333,90.309,128.826,142.581,111.417,125.924,1526.194,108.991,132.192,48.238,87.475,117.871,344.000,159.624,103.701,308.143,102.597,90.659,82.400,103.709,104.539,43.219,31.913,100.846,62.167,21.044,113.480,116.625,77.073,113.489,5.294,89.859,104.659,354.000,103.838,86.150,11.429,77.784,86.549,0.833,128.123,104.315,12.077,120.064,121.780,58.500,119.175,92.468,10.125,121.985,99.703,142.000,154.173,118.015,119.333,121.972,130.236,44.952,155.969,132.115,8.125,140.652,120.988
161,231.375,88.462,79.640,292.750,81.745,96.024,465.810,51.600,122.012,501.647,71.928,97.210,459.429,110.519,92.516,1116.200,37.918,100.113,100.516,126.088,112.302,88.062,57.194,118.043,37.419,136.639,117.136,21.438,61.278,123.332,294.077,31.487,110.926,46.833,59.924,113.647,51.500,116.526,101.644,10.378,72.605,123.543,126.500,24.447,105.957,46.476,97.152,133.585,81.769,98.769,126.474,240.500,60.145,100.675,996.812,106.066,115.331,95.750,152.844,95.590,24.750,98.160,108.365,190.062,116.625,131.653,205.500,66.550,89.657,2.364,55.717,135.911,240.025,82.385,142.959,160.812,108.349,110.036,229.500,107.271,100.019,67.643,70.606,88.496,56.000,93.270,97.999,66.553,72.652,107.258,75.333,98.216,112.055,682.278,54.855,106.365,56.235,95.021,85.635,27.771,117.645,116.043,44.750,110.045,104.550,36.250,66.920,117.393,21.583,90.169,128.420,111.226,111.288,125.834,1184.710,108.934,132.177,30.286,87.267,118.284,379.125,159.651,103.723,200.000,102.613,90.619,26.600,103.794,104.688,44.281,32.310,100.714,70.000,21.053,113.558,129.406,77.185,113.488,3.353,89.984,103.804,289.167,103.841,86.125,22.762,78.123,86.377,28.500,127.665,103.927,2.769,120.151,121.262,42.625,119.407,92.658,6.125,121.460,99.975,92.909,154.166,118.301,179.667,121.662,130.415,23.143,156.445,132.524,19.375,140.671,121.297
162,152.875,88.280,79.568,292.750,81.639,96.135,558.476,51.615,121.988,462.706,71.992,97.168,335.048,110.560,92.673,937.400,37.990,100.129,63.548,126.045,112.386,64.188,57.310,117.650,31.032,136.594,117.031,17.938,61.344,123.732,313.154,31.428,110.945,57.833,59.922,113.836,20.091,116.869,101.982,18.541,72.893,124.379,69.500,24.456,106.180,24.286,97.465,133.754,36.231,98.788,126.495,169.833,60.320,100.647,697.062,106.086,115.253,78.000,152.893,95.735,38.875,97.684,108.071,185.438,116.715,131.688,266.875,66.753,89.841,0.000,NaN,NaN,221.325,82.267,142.873,115.562,108.579,110.220,283.500,107.176,99.955,76.286,70.381,88.279,23.000,93.362,97.935,70.170,72.666,107.352,65.667,98.188,112.006,749.722,54.863,106.258,74.353,94.847,86.001,43.229,117.040,116.268,34.500,109.776,104.221,34.250,67.203,117.446,21.500,90.347,128.269,153.548,111.364,126.114,833.935,108.946,132.198,50.524,87.560,117.837,407.875,159.556,103.646,295.786,102.460,90.829,65.000,103.743,104.653,36.375,31.896,100.715,73.500,21.095,113.474,112.375,76.849,113.515,22.000,89.975,103.881,206.000,103.833,86.137,19.048,77.790,86.766,3.333,128.030,104.052,5.231,120.430,120.763,38.125,119.197,92.532,73.500,121.805,99.667,64.545,154.271,117.815,14.667,121.858,130.788,35.429,156.205,131.941,28.250,140.995,121.291
163,231.125,88.394,79.658,228.750,81.683,95.987,549.810,51.627,121.946,457.294,71.988,97.188,293.810,110.544,92.623,335.800,37.865,100.142,103.871,126.097,112.190,53.938,57.105,117.724,17.419,136.713,116.864,18.812,61.567,124.426,403.385,31.443,111.023,71.833,59.755,113.742,31.182,116.588,102.145,25.135,72.684,123.985,57.833,24.577,106.043,81.143,96.970,133.687,35.308,98.582,126.480,139.750,60.134,100.835,807.375,106.000,115.329,104.500,152.856,95.585,26.750,98.013,108.309,172.062,116.540,131.575,250.500,66.699,89.625,0.182,55.645,136.245,194.275,82.221,143.071,150.812,108.530,110.171,294.625,107.289,99.962,48.071,70.916,88.077,2.875,93.155,97.805,60.638,72.820,107.391,51.833,98.412,111.901,806.778,54.867,106.284,83.235,94.824,85.899,48.200,117.004,116.558,57.875,110.369,104.176,78.750,66.950,117.409,13.167,90.261,127.820,102.194,111.423,125.942,503.806,108.933,132.307,25.048,87.546,117.688,341.250,159.716,103.624,296.643,102.579,90.613,77.600,103.657,104.504,55.125,31.679,100.746,68.556,21.011,113.462,101.344,76.886,113.596,18.706,90.156,104.084,369.167,103.803,86.193,12.381,78.180,86.404,15.833,127.284,104.015,51.692,119.870,120.581,13.125,119.343,92.305,34.625,121.507,99.665,124.364,154.163,117.935,86.333,121.893,130.419,43.333,156.167,132.193,23.500,140.875,121.299
164,236.500,88.404,79.645,258.500,81.653,96.066,460.762,51.643,121.972,390.471,72.104,97.190,395.143,110.618,92.578,73.200,38.049,100.049,47.613,126.122,111.995,31.438,57.069,118.173,35.097,136.807,116.660,12.500,60.785,123.964,277.077,31.391,111.120,39.167,59.994,113.573,43.682,116.384,101.711,10.162,72.563,123.890,91.667,24.428,105.915,16.190,97.262,133.696,48.385,98.676,126.842,120.167,60.241,100.709,2065.938,105.982,115.301,80.250,152.846,95.642,16.000,97.975,108.487,128.312,116.547,131.867,269.000,66.663,89.639,11.273,55.650,136.230,235.075,82.339,142.983,119.812,108.563,109.985,252.750,107.261,100.034,42.786,70.615,88.363,14.125,93.155,97.800,46.383,72.315,107.414,64.833,98.070,112.136,743.444,54.913,106.374,104.353,94.629,86.029,55.743,117.266,116.202,22.125,110.145,104.415,37.000,67.234,117.645,15.167,90.028,128.069,133.613,111.306,125.977,124.194,108.955,132.040,40.857,87.321,118.179,371.875,159.605,103.720,300.429,102.605,90.832,124.400,103.572,104.504,50.688,32.105,100.662,33.611,21.004,113.809,100.625,77.020,113.504,4.294,90.229,104.290,355.833,103.801,86.158,12.286,77.597,86.991,11.167,128.185,104.315,14.923,120.250,121.550,27.625,119.359,92.201,0.875,122.295,99.975,30.000,154.225,117.741,76.667,121.647,130.435,39.619,156.135,132.474,26.375,140.676,121.322
165,155.250,88.560,79.803,331.375,81.617,96.081,567.429,51.561,121.873,445.412,72.055,97.141,327.429,110.605,92.575,72.000,38.369,100.028,120.839,126.066,112.283,23.438,57.108,117.838,21.871,136.662,117.213,8.875,61.146,124.148,422.692,31.424,110.969,4.000,59.985,113.860,37.136,116.661,101.464,14.054,73.165,123.861,52.833,24.300,106.100,43.238,97.281,133.755,5.385,98.735,126.480,210.583,60.300,100.639,4095.000,106.020,115.320,141.750,152.789,95.633,14.938,98.290,107.973,158.562,116.360,131.748,272.375,66.644,89.871,30.545,55.678,135.887,211.025,82.542,142.975,123.438,108.526,110.136,299.750,107.166,99.925,42.000,70.747,88.322,19.375,92.963,97.791,51.702,72.585,107.349,40.167,98.478,112.174,724.556,54.884,106.245,60.529,94.752,85.655,43.571,117.029,116.591,6.875,110.391,104.636,4.500,67.115,117.335,40.250,90.237,129.107,162.710,111.498,126.051,131.871,109.097,132.172,39.048,87.155,118.035,323.750,159.607,103.597,259.571,102.590,90.472,83.000,103.641,104.331,40.750,31.463,100.880,75.056,21.251,113.567,106.875,76.980,113.474,14.176,89.654,104.180,393.167,103.857,86.151,25.238,78.345,86.660,13.667,127.875,104.315,5.769,120.584,121.034,14.000,119.270,92.496,13.125,122.115,100.152,39.455,154.246,117.976,11.333,121.493,130.601,7.524,156.246,132.015,14.625,140.895,121.230
166,112.875,88.597,79.820,1782.000,81.660,96.116,547.619,51.615,121.949,406.706,71.938,97.146,329.238,110.545,92.658,60.400,37.861,100.054,82.645,125.878,112.168,52.438,57.018,117.611,33.613,136.596,117.032,11.500,61.346,124.145,243.385,31.400,110.986,35.167,60.014,113.762,79.364,116.288,101.895,8.162,73.138,124.030,74.167,24.561,105.785,56.286,97.017,133.986,22.846,98.978,126.459,227.333,60.181,100.618,3500.344,105.976,115.305,162.000,152.864,95.694,26.688,97.820,108.380,153.000,116.653,131.814,201.375,66.711,89.708,4.909,55.955,135.315,218.875,82.376,142.874,173.375,108.383,109.979,320.875,107.163,100.026,154.071,71.136,88.437,51.500,93.269,97.837,51.872,72.847,107.484,33.000,98.298,112.023,679.111,54.776,106.303,80.706,94.925,85.936,46.686,117.226,116.114,67.875,109.770,104.200,29.250,66.850,117.335,13.500,90.156,128.225,120.194,111.390,125.886,143.871,109.018,132.217,33.429,87.975,118.116,334.250,159.652,103.692,305.786,102.600,90.530,1564.500,103.518,104.487,40.406,31.547,100.669,109.000,21.055,113.437,91.781,77.150,113.579,7.588,89.990,103.906,232.167,103.764,86.096,30.000,77.757,86.701,10.667,127.565,103.695,26.462,120.301,121.348,23.250,119.008,92.645,10.250,121.531,99.710,118.364,154.131,117.833,51.500,122.091,130.646,26.952,156.299,132.422,3.125,140.709,121.303
167,125.375,88.579,79.668,3337.500,81.675,96.107,435.143,51.612,121.906,422.706,71.939,97.176,436.190,110.499,92.633,82.800,37.488,99.975,92.387,126.138,112.220,70.875,57.210,117.847,31.484,136.944,116.807,4.625,60.990,124.239,236.692,31.378,110.909,39.667,60.076,113.793,32.864,116.633,101.939,0.973,72.695,125.085,157.833,24.329,106.084,59.429,97.236,133.638,20.231,98.967,126.734,212.500,60.511,100.611,2679.406,105.999,115.266,51.250,152.940,95.570,38.188,98.163,108.435,198.750,116.629,131.815,268.375,66.757,89.710,24.545,55.764,135.409,237.200,82.430,142.962,165.750,108.696,110.021,265.000,107.276,99.852,338.929,70.681,88.426,24.500,92.940,97.509,92.553,72.475,107.350,69.167,98.459,112.139,680.722,54.801,106.288,59.353,94.793,86.188,31.543,116.870,115.853,19.750,109.881,104.019,78.250,67.073,117.503,40.750,90.283,128.665,135.677,111.420,125.958,150.000,109.064,132.277,32.524,87.318,118.119,578.250,159.640,103.684,396.357,102.637,90.716,1392.200,103.549,104.564,31.750,32.229,100.757,357.833,21.230,113.342,96.781,77.142,113.610,402.000,89.918,103.951,310.333,103.864,86.114,18.095,77.570,86.392,33.833,127.834,103.829,6.923,119.753,121.441,36.875,119.076,92.488,79.500,122.104,100.043,142.909,154.273,117.980,94.333,121.981,130.706,10.476,156.153,132.736,13.750,140.903,121.977
168,221.750,88.598,79.672,1426.250,81.732,96.117,587.714,51.640,121.981,596.471,72.111,97.158,378.667,110.564,92.533,45.200,38.140,99.976,108.581,125.868,112.551,52.000,57.420,117.697,55.032,136.425,116.883,0.000,NaN,NaN,310.923,31.461,111.085,32.333,59.771,113.901,25.364,116.521,101.746,14.324,72.681,124.205,1756.833,24.496,106.048,36.381,96.939,133.662,48.308,98.875,126.651,120.750,60.143,100.619,3925.875,106.005,115.323,42.750,152.675,95.851,23.250,98.191,108.557,235.938,116.473,131.770,422.875,66.668,89.691,18.000,55.902,135.982,247.100,82.392,142.958,149.188,108.396,110.054,318.250,107.270,99.932,169.857,70.856,88.318,25.750,92.872,98.059,68.383,72.594,107.534,157.000,98.452,112.157,806.778,54.889,106.303,86.647,94.926,86.080,62.943,117.040,115.996,12.125,110.215,104.667,1.500,67.425,117.335,14.667,89.985,128.354,106.065,111.431,125.885,134.710,108.976,132.109,29.619,87.644,118.163,337.500,159.570,103.638,3642.322,102.609,90.557,602.800,103.614,104.538,35.062,31.558,100.739,346.889,21.098,113.468,111.125,77.121,113.529,214.647,89.928,104.017,337.000,103.878,86.200,14.190,77.678,86.466,0.000,NaN,NaN,43.692,119.920,121.086,35.625,119.517,92.338,86.875,122.203,99.948,78.727,154.135,117.805,122.833,122.017,130.531,9.905,156.255,132.525,13.500,140.792,121.572
169,153.125,88.530,79.643,282.250,81.743,96.091,336.476,51.619,122.032,4095.000,72.075,97.185,267.048,110.483,92.637,114.800,38.128,100.214,65.742,126.068,112.442,555.688,56.993,117.785,41.742,136.647,117.038,37.500,60.921,124.034,256.462,31.537,110.973,36.833,59.798,114.199,27.409,116.143,101.857,18.541,72.462,124.285,1126.833,24.535,105.997,48.762,97.510,133.809,35.308,98.799,126.521,198.833,60.462,100.675,1564.875,105.997,115.308,109.250,152.775,95.681,32.000,97.914,108.465,161.562,116.685,131.751,672.125,66.663,89.747,9.273,55.943,135.899,183.100,82.265,143.017,147.312,108.683,109.955,249.875,107.110,99.975,154.786,70.484,88.314,22.750,92.884,97.752,78.000,72.521,107.240,122.667,98.271,112.303,729.778,54.846,106.370,47.647,94.820,85.661,31.771,117.212,116.367,7.125,109.645,104.261,3.750,66.805,117.645,25.000,90.103,128.946,120.000,111.457,126.010,139.548,109.221,132.273,19.762,87.908,117.835,525.625,159.684,103.670,2092.000,102.579,90.658,200.300,103.550,104.609,45.250,31.734,100.813,206.667,21.175,113.526,128.875,76.878,113.560,32.235,89.763,104.093,258.500,103.903,86.105,15.810,77.864,86.837,7.500,127.255,104.005,18.538,120.164,121.500,24.125,119.171,92.180,25.250,121.957,99.981,63.818,154.209,118.173,96.833,121.913,130.794,106.762,156.039,131.998,3.500,140.973,121.288
170,162.250,88.433,79.565,345.125,81.598,96.113,570.952,51.607,121.912,2499.647,72.032,97.181,365.429,110.544,92.608,95.600,37.709,100.225,72.258,125.870,112.283,527.562,56.997,117.833,32.065,136.670,117.308,9.438,61.348,124.073,280.000,31.501,110.911,36.833,59.630,113.692,84.409,116.345,100.942,21.784,72.285,123.910,673.333,24.505,106.132,69.333,97.065,133.692,17.077,98.944,127.078,188.000,60.313,100.595,752.562,106.011,115.313,117.000,152.719,95.781,14.125,98.314,108.270,204.812,116.678,131.750,2328.000,66.604,89.730,13.636,55.645,136.245,202.375,82.150,142.820,149.812,108.587,110.099,290.125,107.221,99.950,358.000,70.394,88.285,22.125,92.917,97.851,86.851,72.460,107.287,48.167,98.235,112.421,734.889,54.869,106.290,40.588,94.889,85.822,60.257,117.138,116.346,20.125,110.353,104.167,34.500,67.164,117.620,18.917,90.376,128.296,121.290,111.461,126.112,110.903,109.047,132.176,23.095,87.693,118.198,381.750,159.596,103.632,945.214,102.638,90.707,47.300,103.480,104.578,291.875,32.037,100.831,118.000,21.101,113.547,104.594,77.157,113.828,25.059,90.066,103.662,404.333,103.830,86.153,7.714,77.732,86.714,4.167,127.739,104.005,2.000,120.053,121.437,12.000,119.192,91.918,85.375,121.942,100.063,102.727,154.229,117.828,69.500,121.923,130.429,109.333,156.256,132.194,11.750,140.674,121.055
171,203.500,88.648,79.563,238.000,81.759,96.171,556.667,51.618,121.994,475.412,72.132,97.166,359.429,110.539,92.633,42.400,37.775,100.110,64.323,126.001,112.641,66.125,57.309,118.001,41.419,136.340,116.950,25.875,61.245,123.819,366.462,31.501,110.934,42.500,59.825,113.604,28.136,116.527,101.419,17.622,72.532,124.073,195.000,24.464,106.063,20.667,97.351,134.075,13.615,98.789,126.276,157.417,60.508,100.730,667.812,106.031,115.316,185.500,152.638,95.760,37.688,97.528,108.537,150.750,116.608,131.816,835.250,66.684,89.686,4.727,55.955,135.327,213.425,82.251,142.894,118.062,108.566,109.983,317.625,107.319,99.912,97.786,70.676,88.309,42.375,92.884,97.686,100.128,72.771,107.372,76.667,98.285,111.938,830.167,54.913,106.336,79.882,94.738,85.910,45.029,116.976,116.313,38.375,109.900,104.682,52.500,66.821,117.351,40.333,90.261,128.633,110.968,111.570,125.869,137.355,108.911,132.213,42.762,87.221,118.038,305.750,159.673,103.618,433.000,102.665,90.682,39.600,103.387,104.591,344.312,31.917,100.892,83.556,20.938,113.562,90.906,76.947,113.631,25.118,90.388,104.019,448.167,103.891,86.149,17.429,78.065,86.967,13.000,128.117,104.315,13.538,119.896,121.675,28.500,118.920,92.409,65.750,122.144,99.704,92.182,154.310,118.057,84.500,121.838,130.405,57.810,156.044,131.918,24.250,141.085,121.330
172,1678.750,88.467,79.648,204.375,81.671,96.065,561.048,51.569,121.965,463.059,71.918,97.182,392.762,110.602,92.585,91.200,38.219,100.033,97.935,125.841,112.380,55.750,57.318,117.497,18.452,136.464,117.112,19.625,61.261,123.579,3535.039,31.448,110.976,155.000,59.887,113.673,38.909,116.743,101.446,6.811,72.727,123.542,117.667,24.395,106.017,28.476,97.372,133.901,28.308,98.732,127.087,192.833,60.381,100.738,785.188,105.971,115.346,72.250,152.795,95.814,50.750,97.598,108.140,149.938,116.618,131.691,314.750,66.591,89.766,3.273,55.645,135.780,244.700,82.351,142.872,139.750,108.530,109.989,238.375,107.275,100.000,48.000,70.899,88.434,21.625,93.150,97.509,80.681,72.670,107.378,246.333,98.231,112.320,764.389,54.876,106.305,97.294,94.912,86.025,44.057,117.065,116.426,39.375,109.867,104.243,0.000,NaN,NaN,32.250,89.988,128.398,66.323,111.465,125.909,146.258,109.088,132.235,31.952,87.590,117.732,431.125,159.741,103.751,373.571,102.502,90.575,194.800,103.466,104.741,179.562,31.682,100.861,48.000,20.854,113.492,75.875,77.129,113.507,8.294,89.982,103.877,239.833,103.863,86.077,16.762,77.986,87.212,16.667,127.937,104.079,11.462,120.262,121.415,25.250,119.264,92.428,30.000,121.897,99.762,96.000,154.312,118.030,56.333,121.922,130.717,47.429,155.860,132.160,60.000,140.944,121.528
173,1943.375,88.469,79.637,215.875,81.705,96.104,467.905,51.677,121.975,504.353,72.034,97.204,424.667,110.535,92.634,89.400,38.008,100.235,65.419,125.869,112.171,52.500,57.092,117.894,21.677,136.759,116.696,22.750,61.304,124.144,2212.692,31.438,110.956,40.833,59.886,113.755,34.045,116.447,101.594,20.324,73.021,123.747,156.000,24.435,105.928,34.571,97.220,133.976,31.923,98.909,126.650,224.417,60.254,100.596,618.312,105.985,115.274,105.000,152.838,95.613,30.812,97.811,108.273,193.500,116.519,131.770,218.375,66.591,89.607,9.091,55.335,135.625,201.900,82.158,142.978,103.312,108.533,109.993,314.250,107.241,100.024,49.643,71.095,88.482,20.875,93.053,97.887,65.702,72.352,107.351,147.333,98.268,112.080,805.778,54.910,106.332,54.059,94.902,85.913,45.086,117.112,116.078,59.250,109.979,104.220,30.500,67.331,117.404,22.000,90.334,128.797,116.000,111.385,126.037,82.194,109.080,131.778,29.238,87.398,117.916,368.000,159.678,103.609,456.786,102.579,90.509,91.000,103.636,104.503,65.781,31.757,100.940,28.778,20.869,113.495,128.375,77.294,113.480,52.706,89.779,104.459,398.667,103.847,86.095,36.952,77.673,86.798,22.833,128.185,104.005,12.077,120.020,120.846,27.750,119.127,92.370,69.375,121.725,100.027,45.273,154.132,117.776,126.000,121.821,130.572,19.048,156.384,132.345,16.875,140.748,121.151
174,1124.625,88.442,79.643,248.250,81.827,96.045,519.619,51.589,122.027,411.412,72.014,97.210,314.286,110.677,92.631,46.000,37.766,100.280,63.806,125.897,112.443,36.562,57.375,117.704,14.774,136.471,116.670,27.250,61.226,124.123,377.385,31.438,111.057,28.833,59.793,113.611,44.500,116.353,101.499,8.270,72.877,124.196,140.000,24.565,106.183,30.476,97.349,134.101,20.154,98.959,126.732,182.250,60.192,100.723,658.000,105.985,115.340,85.750,152.727,95.482,25.562,97.791,108.106,169.688,116.352,131.820,218.125,66.563,89.692,24.545,55.675,135.710,245.925,82.237,142.939,115.062,108.623,110.108,305.125,107.255,99.940,96.286,71.130,88.537,27.000,93.390,97.822,79.702,72.324,107.414,115.833,98.124,112.110,733.944,54.863,106.333,88.882,94.967,85.668,790.429,117.218,116.255,68.750,110.080,104.339,74.750,67.367,117.443,28.750,89.868,128.692,86.323,111.622,126.139,115.742,108.985,132.081,65.143,87.623,118.241,494.125,159.636,103.662,462.214,102.628,90.527,102.300,103.620,104.179,30.031,31.820,100.780,47.333,20.865,113.302,98.062,77.059,113.523,51.000,90.046,103.820,347.333,103.852,86.119,12.000,77.955,86.864,5.167,127.875,103.995,42.615,120.165,121.621,48.750,119.144,92.675,13.875,122.086,99.626,49.818,154.297,118.084,63.000,121.674,130.703,22.095,156.014,132.510,17.625,141.176,121.484
175,590.500,88.417,79.610,462.125,81.686,96.057,424.762,51.599,122.024,419.529,72.069,97.185,288.476,110.563,92.507,92.400,38.007,100.123,88.645,126.165,112.103,71.000,57.069,117.702,41.935,136.586,117.070,43.438,61.295,124.267,275.077,31.362,111.110,28.167,59.664,113.892,43.364,116.479,101.617,22.541,72.555,124.183,137.667,24.487,106.027,25.619,97.186,133.618,38.769,98.763,126.528,288.250,60.157,100.652,656.688,105.933,115.330,115.250,152.768,95.679,45.688,98.172,108.382,187.062,116.407,131.826,258.000,66.568,89.870,6.545,55.955,135.866,222.400,82.382,142.950,97.750,108.523,109.897,231.000,107.290,100.049,74.214,70.920,88.469,42.125,93.161,97.619,69.660,72.232,107.174,120.000,98.428,112.071,856.222,54.834,106.380,67.000,94.686,86.010,426.829,117.252,116.152,31.625,110.194,104.128,53.000,67.288,117.626,18.750,90.140,128.856,98.903,111.441,126.215,86.194,109.158,132.175,543.190,87.477,118.146,314.750,159.625,103.757,405.071,102.585,90.649,56.500,103.777,104.299,35.938,31.483,100.501,41.833,20.918,113.601,113.219,77.214,113.734,22.882,90.007,104.015,293.000,103.739,86.308,0.000,NaN,NaN,8.167,127.875,104.315,32.462,119.774,121.039,17.625,119.457,92.715,44.875,121.875,99.927,168.000,154.274,117.867,25.000,121.743,130.630,3.619,155.783,132.802,19.125,141.327,121.177
176,164.000,88.440,79.820,191.000,81.582,96.194,588.381,51.578,122.031,566.706,72.134,97.163,341.524,110.633,92.656,45.000,38.041,100.285,84.387,125.979,112.238,71.000,57.078,117.599,12.000,136.643,117.182,31.938,61.321,123.966,269.308,31.475,110.967,100.667,59.819,113.630,398.000,116.475,101.781,12.973,72.558,123.777,31.500,24.676,106.018,32.762,97.397,133.572,39.462,98.583,126.728,235.000,60.136,100.728,740.500,106.039,115.256,152.500,152.975,95.784,22.812,97.626,108.560,196.375,116.490,131.899,263.875,66.599,89.799,6.727,55.645,135.935,218.225,82.313,142.999,173.875,108.546,110.320,291.500,107.278,99.934,89.143,70.807,88.491,20.750,93.088,97.919,78.851,72.605,107.380,152.000,98.298,112.091,747.056,54.871,106.315,47.118,94.904,86.027,71.971,117.415,116.156,39.000,109.980,104.021,63.000,66.994,117.390,21.417,90.313,128.577,93.548,111.474,126.002,154.194,108.961,132.131,168.810,87.457,118.193,311.625,159.676,103.668,471.714,102.694,90.631,68.900,103.525,104.213,43.125,31.772,100.580,31.889,21.079,113.624,120.625,76.985,113.680,6.824,89.684,104.005,193.167,103.954,86.256,23.429,77.950,86.983,13.333,127.519,104.354,16.538,119.900,121.300,62.125,119.090,92.468,82.500,121.709,99.633,153.091,154.137,118.036,42.167,121.507,130.355,6.952,156.195,132.712,60.500,140.831,121.155
177,203.250,88.529,79.689,261.250,81.690,96.012,599.619,51.581,121.986,483.529,71.995,97.137,356.381,110.555,92.539,138.600,37.799,100.169,82.968,126.181,112.233,56.000,57.054,118.053,20.710,136.719,116.832,196.062,61.345,123.782,214.769,31.483,110.912,70.833,59.932,113.848,112.273,116.535,101.915,11.135,72.800,124.017,92.667,24.546,106.173,41.048,97.426,133.705,79.308,99.020,126.560,255.417,60.222,100.631,603.562,105.958,115.307,102.000,152.844,95.521,23.312,98.231,108.046,200.625,116.480,131.802,199.000,66.592,89.855,0.000,NaN,NaN,251.875,82.571,143.005,146.938,108.393,110.050,330.750,107.279,99.934,71.857,70.984,88.488,9.500,93.302,97.989,56.638,72.712,107.282,112.167,98.173,112.059,685.278,54.763,106.374,117.059,94.760,85.859,37.171,117.106,116.417,71.500,109.943,104.256,0.000,NaN,NaN,37.417,90.212,128.588,117.161,111.469,126.144,110.903,108.920,132.069,48.238,87.612,118.165,343.375,159.593,103.557,356.214,102.614,90.648,118.200,103.483,104.255,32.125,31.785,100.663,54.333,21.030,113.643,118.375,77.016,113.711,3.353,89.473,104.168,401.500,103.873,86.209,7.905,77.345,86.667,12.500,127.726,103.910,26.308,120.103,121.784,13.500,119.603,92.303,33.000,121.989,99.646,67.818,154.077,117.853,30.000,121.699,130.093,24.381,156.275,132.675,5.250,140.961,121.225
178,162.500,88.547,79.759,290.500,81.696,96.105,519.810,51.640,121.953,501.882,72.118,97.219,373.524,110.511,92.530,42.200,37.993,100.115,68.581,125.968,112.255,42.625,57.188,118.052,18.581,136.538,117.029,233.312,61.318,124.049,307.077,31.388,110.931,22.667,60.158,113.827,48.455,116.720,101.756,6.919,72.751,123.990,73.833,24.507,105.923,52.762,97.253,134.028,30.846,98.720,126.594,267.500,60.311,100.680,623.875,106.081,115.355,160.750,152.689,95.623,41.250,97.962,108.497,164.188,116.436,131.847,234.500,66.625,89.769,8.000,55.335,135.540,226.975,82.301,143.042,118.438,108.586,109.969,355.375,107.260,99.923,92.071,70.818,88.459,25.875,92.899,97.537,83.574,72.971,107.281,169.167,98.345,112.132,754.833,54.860,106.369,122.176,94.793,86.125,49.571,117.455,116.038,39.250,109.995,103.850,15.750,67.115,117.645,16.583,89.926,128.539,74.323,111.169,125.969,103.484,109.118,132.336,19.810,87.815,118.264,486.750,159.566,103.744,478.143,102.606,90.550,89.700,103.557,104.388,34.312,31.414,100.878,53.778,21.114,113.363,115.906,77.033,113.624,17.706,89.711,103.701,333.833,103.829,86.136,35.619,77.879,86.721,1.500,127.875,104.315,8.308,120.188,120.920,2.375,119.505,92.845,22.750,122.089,99.977,132.364,154.248,117.990,46.000,122.014,130.410,6.286,156.357,131.900,11.250,141.446,121.169
