 ,Mean1,XM1,YM1,Mean2,XM2,YM2,Mean3,XM3,YM3,Mean4,XM4,YM4,Mean5,XM5,YM5,Mean6,XM6,YM6,Mean7,XM7,YM7,Mean8,XM8,YM8,Mean9,XM9,YM9,Mean10,XM10,YM10,Mean11,XM11,YM11,Mean12,XM12,YM12,Mean13,XM13,YM13,Mean14,XM14,YM14,Mean15,XM15,YM15,Mean16,XM16,YM16,Mean17,XM17,YM17,Mean18,XM18,YM18,Mean19,XM19,YM19,Mean20,XM20,YM20,Mean21,XM21,YM21,Mean22,XM22,YM22
277,62.204,126.259,131.044,63.775,123.157,136.651,160.815,119.831,90.870,104.127,171.378,64.217,30.905,154.301,141.895,56.557,122.555,74.647,179.787,119.172,148.559,389.419,169.441,55.841,123.947,163.859,61.045,46.762,121.695,125.323,32.533,148.163,142.252,62.059,113.421,129.654,243.389,139.273,137.293,278.111,135.815,126.104,707.730,143.406,133.361,317.364,144.116,126.847,186.800,150.197,124.577,202.524,154.095,130.051,105.562,140.056,148.116,58.333,137.901,154.564,41.667,90.132,178.399,28.094,118.505,132.921
278,72.429,126.255,131.637,52.325,123.514,136.942,142.741,119.721,90.587,129.291,171.219,64.368,57.048,154.026,142.133,49.049,122.309,74.456,132.000,119.165,148.742,349.226,169.350,55.956,123.600,163.752,60.935,50.762,121.731,125.243,44.867,147.702,142.425,30.176,113.509,129.250,202.722,139.111,137.432,175.111,135.795,126.142,656.865,143.360,133.427,497.227,144.265,126.822,206.314,150.128,124.359,153.810,154.127,129.947,117.875,139.866,148.229,90.143,138.078,154.545,34.542,90.526,178.348,40.125,118.789,132.612
279,42.327,126.158,131.501,42.325,122.955,136.490,150.778,119.995,90.568,116.329,171.146,64.523,43.333,154.401,141.880,75.639,122.710,74.668,144.213,119.118,148.634,339.419,169.490,55.907,125.760,163.841,60.736,414.571,122.204,125.124,39.600,147.954,142.357,21.235,113.762,128.905,237.444,139.083,137.139,212.333,135.834,126.051,726.324,143.467,133.417,464.182,144.177,126.936,195.371,150.137,124.421,222.238,154.164,130.049,89.312,139.903,148.153,62.857,137.631,154.576,100.417,90.055,178.486,66.562,118.690,132.788
280,45.653,126.016,131.718,50.400,123.483,136.741,139.407,119.974,90.808,127.342,171.279,64.338,49.524,154.361,141.723,46.590,122.648,74.201,121.319,119.135,148.562,393.419,169.369,55.894,122.587,163.809,60.797,295.095,121.911,125.156,519.500,147.749,141.966,352.647,113.736,129.329,194.889,139.019,137.196,258.778,135.831,125.986,688.973,143.422,133.404,401.136,144.263,126.957,187.543,149.975,124.430,215.048,154.166,130.305,162.875,139.995,148.129,83.048,137.572,154.800,33.042,90.162,178.538,25.406,118.532,133.143
281,46.286,126.112,131.097,63.050,123.324,136.377,151.778,119.895,90.766,130.734,171.278,64.347,69.619,154.197,141.964,27.016,122.862,74.402,97.915,119.092,148.884,419.161,169.415,55.805,126.400,163.740,60.800,353.619,121.972,125.257,332.667,147.941,142.093,507.235,113.674,129.300,198.889,139.349,137.273,216.778,135.761,126.194,664.000,143.358,133.494,425.818,144.185,126.882,197.229,150.121,124.468,209.714,154.154,130.000,161.562,140.026,148.227,43.762,137.848,154.813,43.833,90.341,178.240,35.125,118.710,133.295
282,66.224,126.202,131.636,46.925,123.418,136.754,211.593,119.856,90.738,147.570,171.443,64.261,45.571,154.079,142.449,50.492,122.664,74.825,120.681,119.280,148.289,377.871,169.385,55.914,121.680,163.765,60.713,451.429,121.928,125.099,290.600,147.948,142.081,152.706,113.575,129.048,202.333,139.041,137.459,221.611,135.823,126.081,629.513,143.455,133.390,463.136,144.372,126.852,191.914,150.141,124.508,204.333,154.156,130.164,133.875,140.038,147.926,47.095,137.734,154.597,43.208,89.886,178.426,21.656,119.107,132.997
283,54.714,126.018,130.921,61.750,123.285,136.413,130.222,119.774,90.742,151.544,171.430,64.268,52.286,154.331,142.246,62.197,122.764,74.140,115.702,119.089,148.924,459.677,169.489,55.894,123.467,163.924,60.808,101.000,121.901,125.183,371.333,147.868,142.166,81.765,113.735,129.154,192.167,139.199,137.086,249.944,135.817,125.999,588.649,143.379,133.359,399.136,144.182,126.856,173.343,150.190,124.452,165.952,153.990,130.138,114.438,139.915,148.231,85.476,138.012,154.683,34.083,89.755,178.436,39.875,119.053,132.721
284,49.020,126.076,131.195,42.700,123.041,136.460,166.111,119.833,90.451,111.620,171.288,64.313,32.762,154.545,141.529,48.787,122.641,74.168,172.298,119.241,148.615,403.484,169.367,55.775,131.173,163.801,61.083,38.571,121.818,125.226,353.800,147.836,142.062,29.588,113.275,128.929,189.944,139.141,137.126,162.333,135.780,125.989,723.459,143.381,133.458,417.636,144.230,126.776,163.286,150.308,124.424,223.190,154.064,130.063,182.812,139.949,148.144,30.762,137.837,154.759,51.500,89.743,178.472,42.031,118.839,132.860
285,40.306,125.717,131.287,46.175,123.543,136.818,225.963,119.769,90.369,162.481,171.186,64.234,36.286,154.264,141.818,43.902,122.576,74.615,67.574,119.180,148.561,378.645,169.424,55.771,109.013,163.665,60.801,64.238,121.870,125.370,234.400,147.827,141.881,39.176,113.579,129.073,236.500,139.077,137.283,191.056,135.729,126.085,562.000,143.446,133.509,502.364,144.246,126.875,174.857,150.268,124.476,195.952,154.275,130.120,203.500,140.016,148.255,60.429,137.672,154.536,47.667,90.503,178.654,43.031,118.884,132.684
286,77.918,125.921,131.580,36.150,123.370,136.545,151.370,119.741,90.804,126.658,171.025,64.308,59.762,154.195,142.317,38.393,122.707,74.643,149.191,119.037,148.392,442.452,169.520,55.982,93.893,163.870,61.004,65.143,122.339,125.169,247.767,147.988,142.099,36.176,113.569,129.388,179.611,139.113,137.202,234.444,135.672,126.063,728.432,143.399,133.440,353.409,144.245,126.805,169.771,150.211,124.421,223.381,154.116,129.993,194.562,140.068,148.228,61.857,137.923,154.528,32.958,90.264,178.418,40.562,119.006,133.034
287,41.306,126.006,131.394,52.475,123.329,136.616,129.037,119.824,90.699,161.747,171.308,64.551,68.000,154.312,141.994,93.410,122.687,74.631,126.000,119.142,148.810,339.548,169.394,55.679,117.680,163.769,60.834,54.571,121.832,125.478,140.067,148.126,142.163,15.059,113.386,128.851,171.833,139.116,137.440,179.000,135.632,126.022,599.622,143.410,133.436,456.000,144.320,126.876,159.571,150.041,124.339,249.810,154.055,129.935,126.562,140.099,148.112,65.190,137.833,154.805,34.333,90.193,178.576,21.719,118.994,132.617
288,55.306,126.188,131.293,38.850,123.149,136.689,164.630,119.795,90.689,173.418,171.323,64.234,69.810,154.299,142.354,36.131,122.957,74.230,137.191,119.115,148.641,460.774,169.408,55.913,127.413,163.889,60.971,30.571,121.410,125.640,41.300,147.848,142.184,34.294,113.524,129.163,194.889,139.314,137.254,231.667,135.746,126.063,668.324,143.358,133.459,468.045,144.181,126.838,175.400,150.121,124.410,213.000,154.207,130.147,134.062,139.935,148.052,36.667,137.981,154.539,48.333,90.127,178.149,39.500,119.038,133.019
289,73.265,125.971,132.097,58.050,123.363,136.963,142.296,119.869,90.309,135.494,171.259,64.563,74.762,154.181,142.085,57.869,122.664,74.662,163.702,119.134,148.596,537.935,169.449,55.868,81.520,163.838,60.989,57.238,121.667,125.427,37.833,148.070,142.128,15.647,113.869,129.183,222.222,139.212,137.393,191.444,135.793,125.978,597.513,143.397,133.364,318.545,144.129,126.931,145.314,149.956,124.440,212.810,154.176,130.230,132.688,139.900,148.323,58.714,137.966,154.863,59.125,90.239,178.369,32.906,118.612,132.749
290,66.653,126.107,131.460,82.100,123.267,136.571,166.815,119.744,90.664,152.354,171.218,64.617,50.714,154.122,142.165,54.459,122.860,74.751,117.362,119.163,148.833,348.258,169.469,55.693,110.773,163.973,60.995,64.143,121.835,125.340,35.200,148.088,142.302,63.706,113.404,129.008,204.389,139.190,137.296,135.556,135.704,125.915,544.270,143.423,133.348,357.000,144.228,126.867,192.600,150.053,124.304,153.381,154.084,130.146,129.938,139.943,148.248,46.905,138.115,154.717,77.083,89.971,178.324,58.219,118.391,132.306
291,100.755,126.061,131.237,69.250,123.421,136.847,115.630,119.828,90.758,131.367,171.337,64.505,52.952,154.327,141.780,56.230,122.491,75.000,157.064,119.218,148.846,385.097,169.439,55.906,83.173,163.838,60.795,64.143,121.850,125.138,41.767,148.025,142.072,31.118,113.528,129.526,183.222,139.136,137.441,235.444,135.848,125.892,594.216,143.386,133.478,359.136,144.211,126.719,183.686,150.085,124.549,194.905,154.135,130.209,124.625,140.001,148.203,43.429,138.054,154.918,29.875,89.901,178.425,36.062,118.555,133.124
292,368.184,126.074,131.234,110.675,123.455,136.657,146.074,119.779,90.758,183.924,171.216,64.340,45.381,154.212,141.802,21.115,122.351,74.442,120.596,119.168,148.501,475.871,169.427,55.913,106.240,163.856,60.736,60.095,121.607,125.442,27.733,147.781,142.531,31.353,113.756,129.333,121.944,139.373,137.302,185.889,135.692,126.158,538.649,143.361,133.506,427.909,144.276,126.834,193.800,150.109,124.532,163.571,154.126,130.040,122.125,139.995,147.945,65.619,138.076,154.472,28.250,90.195,178.621,28.406,118.447,132.998
293,252.449,126.031,131.111,521.000,123.446,136.763,101.556,119.843,90.692,118.380,171.211,64.357,45.667,154.021,141.908,30.951,122.627,74.220,95.957,119.022,148.541,370.194,169.416,55.988,116.560,163.811,60.858,50.000,121.822,125.193,40.100,148.042,142.139,43.529,113.826,129.100,168.389,139.120,137.213,230.278,135.833,126.057,657.351,143.407,133.523,416.136,144.221,126.874,173.114,150.013,124.544,239.048,154.115,130.145,146.438,140.001,148.073,48.857,137.938,154.860,55.792,90.364,178.328,20.531,118.600,132.831
294,225.653,126.083,131.172,291.375,123.504,136.559,152.963,119.888,90.651,137.646,171.088,64.509,32.000,154.190,141.719,48.656,122.850,74.688,112.851,119.176,148.369,420.774,169.490,55.845,111.573,163.775,60.886,43.143,122.121,125.342,21.833,148.056,141.876,49.059,113.588,128.996,277.722,139.207,137.292,187.056,135.866,126.084,649.946,143.394,133.357,392.318,144.290,126.743,194.200,150.264,124.491,174.000,154.021,130.099,124.125,140.021,148.075,76.190,137.871,154.827,41.875,90.616,178.211,49.438,118.785,133.180
295,307.265,126.097,131.207,225.050,123.460,136.861,120.926,119.764,90.512,117.975,171.238,64.443,51.333,154.285,141.847,46.721,122.665,74.710,114.043,119.308,148.544,448.065,169.468,55.854,93.467,163.905,61.066,37.048,121.888,125.060,39.800,147.895,141.914,22.706,113.617,129.431,176.667,139.227,137.277,164.056,135.844,125.911,587.892,143.457,133.393,513.273,144.268,126.888,141.314,149.856,124.169,157.381,154.035,130.121,177.562,139.920,148.328,77.000,137.837,154.732,45.583,90.087,178.387,41.250,118.705,132.723
296,147.327,125.875,131.145,194.850,123.431,136.689,155.444,119.781,90.665,122.278,171.226,64.598,46.000,154.086,141.879,56.197,122.740,74.676,137.617,119.223,148.792,389.419,169.425,55.843,80.480,163.824,60.988,69.476,121.832,125.456,14.800,147.975,142.432,42.176,113.829,129.304,219.556,139.050,137.321,192.167,135.724,126.081,594.649,143.419,133.511,390.455,144.324,126.946,173.286,150.135,124.386,168.810,154.077,129.920,124.625,139.944,148.358,51.905,137.798,154.790,43.167,90.688,178.177,41.969,118.639,133.164
297,94.918,126.197,131.420,229.375,123.367,136.864,166.963,119.851,90.531,134.734,171.249,64.296,33.619,154.387,141.805,66.262,122.709,74.473,132.979,119.152,148.407,328.323,169.489,55.714,115.253,163.694,60.696,50.381,121.919,125.228,42.500,147.797,142.010,30.353,113.656,129.033,172.111,139.114,137.321,254.222,135.902,126.114,641.568,143.405,133.416,353.273,144.241,126.896,116.314,150.063,124.342,139.190,154.051,130.024,100.125,140.015,148.068,62.286,138.027,154.591,65.250,89.915,178.324,25.094,118.670,132.717
298,50.020,126.168,131.371,253.425,123.399,136.850,186.556,119.877,90.550,87.038,171.511,64.551,55.667,154.238,141.707,58.459,122.709,74.767,116.085,119.287,148.608,348.129,169.412,55.945,128.480,163.713,61.129,56.476,121.941,125.034,46.967,147.939,142.245,37.882,113.185,129.051,3308.556,139.179,137.332,214.167,135.706,126.045,581.622,143.381,133.412,420.955,144.302,126.871,139.229,150.010,124.265,236.714,154.060,130.141,111.125,139.884,148.373,42.048,137.701,154.686,20.667,90.559,178.334,34.094,119.024,132.892
299,60.673,126.168,131.138,257.050,123.346,136.814,115.519,119.849,90.354,148.253,171.253,64.235,66.524,154.091,142.384,49.934,122.539,74.693,126.936,119.274,148.507,370.065,169.442,55.661,82.800,163.732,61.180,61.667,121.844,125.348,45.633,147.873,142.234,23.118,113.568,129.042,2416.417,139.181,137.371,3149.333,135.798,126.106,732.973,143.476,133.480,402.409,144.225,126.832,140.857,149.822,124.493,152.524,154.032,130.178,137.562,140.069,148.282,50.524,138.014,154.517,57.667,90.030,178.550,20.906,118.854,132.870
300,61.184,126.041,131.307,185.650,123.504,136.617,123.556,120.001,90.472,153.949,171.381,64.512,93.524,154.325,142.258,56.852,122.764,74.562,118.851,119.190,148.596,439.355,169.477,55.890,128.480,163.830,60.596,48.857,121.617,125.276,56.933,147.724,141.687,31.529,113.345,129.313,2541.083,139.176,137.387,2481.667,135.777,126.106,727.568,143.404,133.437,481.000,144.177,126.804,192.371,150.080,124.294,199.952,154.001,130.033,136.938,140.016,148.268,79.762,137.933,154.497,30.000,89.714,178.552,28.688,119.108,132.576
301,75.163,125.904,131.298,80.675,123.250,136.919,177.074,119.729,90.497,128.658,171.139,64.410,46.952,154.229,142.056,65.180,122.558,74.694,41.362,119.093,148.818,431.806,169.424,55.819,136.720,163.869,61.114,45.048,121.638,125.123,38.100,147.719,142.643,19.941,114.193,129.000,1870.889,139.143,137.354,2830.222,135.805,126.096,620.054,143.294,133.419,499.136,144.232,126.821,162.971,150.244,124.518,179.190,154.111,130.205,123.750,139.966,148.057,61.333,137.771,154.661,26.417,90.071,178.562,19.469,119.225,132.522
302,45.796,125.649,131.669,44.025,123.289,136.730,131.778,120.051,90.772,158.228,171.263,64.586,44.667,153.945,141.915,36.393,122.937,74.418,132.043,119.183,148.752,406.323,169.396,55.860,105.760,163.852,60.731,40.095,121.645,125.089,41.700,147.889,142.369,54.824,113.474,129.085,2433.611,139.174,137.371,2628.389,135.741,126.127,608.054,143.417,133.504,467.955,144.140,126.884,188.857,150.062,124.313,177.762,153.939,130.030,155.438,139.940,148.140,29.952,137.923,154.714,57.750,90.109,178.303,29.938,118.621,132.942
303,66.898,125.878,131.421,57.675,122.939,136.633,186.185,119.820,90.800,146.633,171.315,64.401,66.524,154.136,141.989,41.082,122.487,74.576,92.298,119.232,148.713,470.968,169.393,55.857,121.173,163.816,61.009,50.000,122.089,125.205,30.433,148.288,142.191,65.706,113.929,128.997,1884.000,139.191,137.327,2215.222,135.766,126.149,589.784,143.389,133.446,448.227,144.314,126.866,138.457,150.039,124.441,139.143,154.048,129.980,162.062,139.946,147.988,57.476,137.822,154.803,42.000,89.990,178.492,33.125,118.823,132.963
304,56.694,126.110,131.496,51.550,123.373,136.809,124.444,119.821,90.344,172.937,171.331,64.450,78.619,154.304,141.882,56.393,122.768,74.366,142.128,119.328,148.381,331.935,169.393,55.988,108.080,163.745,60.894,60.286,121.869,125.166,38.533,148.228,142.176,28.706,113.407,129.292,1218.500,139.179,137.359,1938.111,135.793,126.138,574.216,143.404,133.419,409.727,144.360,126.865,144.771,150.283,124.521,180.524,154.095,130.032,145.938,139.993,148.398,37.619,137.735,154.681,59.542,90.055,178.751,47.062,118.849,132.966
305,59.939,126.151,131.330,49.050,123.037,136.399,106.481,119.834,90.685,119.089,171.220,64.479,57.476,154.315,141.554,63.475,122.737,74.651,116.851,119.231,148.825,413.032,169.421,55.907,118.293,163.813,61.226,52.571,121.804,125.351,51.233,148.122,142.330,44.588,113.684,128.817,972.778,139.120,137.390,930.111,135.789,126.101,664.162,143.382,133.393,514.591,144.391,126.929,234.114,149.944,124.542,232.952,154.169,129.948,187.375,139.929,148.480,90.286,137.956,154.833,42.917,90.689,178.529,46.906,118.620,133.010
306,68.898,126.041,131.482,36.875,123.080,136.256,119.370,119.813,90.637,155.418,171.139,64.439,33.286,153.936,141.795,54.033,122.721,74.381,76.681,119.221,148.581,406.129,169.493,55.886,89.493,163.916,60.988,39.286,121.946,125.230,32.767,147.987,142.158,51.412,113.188,129.129,215.056,139.219,137.380,212.056,135.615,126.286,691.135,143.385,133.409,431.909,144.277,126.761,222.086,149.953,124.372,155.143,153.960,130.165,150.312,140.071,147.907,63.143,137.603,154.820,44.917,90.507,178.375,13.781,118.172,133.220
307,46.449,126.142,131.384,46.250,122.923,136.737,129.148,119.868,90.620,117.823,171.121,64.567,29.429,154.325,141.622,69.934,122.669,74.473,82.298,119.129,148.502,415.871,169.439,55.765,103.787,163.885,60.950,59.714,121.783,125.546,55.333,148.089,142.193,18.118,113.461,129.583,209.556,139.198,137.258,170.111,135.667,126.006,663.568,143.355,133.506,405.136,144.346,126.865,161.171,149.951,124.519,191.190,154.007,129.970,110.500,140.124,148.253,48.333,137.611,154.639,52.083,90.123,178.214,38.750,118.817,132.678
308,60.204,126.233,131.319,49.150,123.527,136.795,217.704,119.871,90.622,131.924,171.264,64.431,36.095,154.443,142.101,56.852,122.862,74.275,113.872,119.160,148.598,423.355,169.402,55.884,124.080,163.763,61.016,48.000,121.741,125.173,46.033,147.817,142.456,26.412,113.630,129.358,209.389,139.033,137.365,174.778,135.906,126.073,605.730,143.400,133.446,404.864,144.232,126.873,164.057,150.076,124.570,223.952,154.163,130.053,76.562,139.913,148.100,87.333,137.867,154.644,27.917,90.455,178.648,44.719,118.550,132.959
309,65.429,126.140,131.268,53.775,123.547,136.863,128.630,119.717,90.581,120.127,171.330,64.408,74.810,154.242,142.191,62.689,122.901,74.436,129.574,119.287,148.607,401.548,169.405,55.928,102.000,163.786,60.915,41.667,121.711,125.128,18.667,147.997,141.813,28.529,113.380,129.190,155.944,139.020,137.179,170.556,135.849,126.137,660.919,143.418,133.505,419.182,144.279,126.921,124.886,150.150,124.512,207.238,154.032,130.020,114.562,140.084,148.211,51.810,137.713,154.408,64.542,90.183,178.270,37.344,118.717,133.012
310,53.694,126.097,131.445,37.950,123.063,136.506,132.222,119.657,90.595,140.987,171.331,64.392,42.190,154.183,142.110,50.754,122.594,74.528,116.766,119.215,148.734,334.323,169.404,55.725,153.040,163.662,60.895,98.619,122.236,125.427,48.767,148.140,142.257,29.118,113.643,129.032,165.333,139.143,137.356,228.833,135.768,126.101,581.243,143.397,133.468,434.227,144.284,126.734,149.543,150.099,124.572,204.905,154.053,129.882,190.688,139.961,148.159,32.238,137.913,154.628,39.458,89.621,178.226,30.062,118.659,132.674
311,59.735,125.807,131.202,51.050,123.536,136.555,165.000,119.780,90.682,109.392,171.273,64.371,25.333,154.380,141.917,55.377,122.839,74.225,141.149,119.064,148.930,440.516,169.420,55.998,82.907,163.823,60.678,65.571,121.849,125.137,40.500,148.082,142.017,44.706,114.102,128.997,180.667,139.175,137.308,227.056,135.833,125.998,587.784,143.357,133.541,433.318,144.290,126.809,138.171,149.940,124.304,171.619,154.083,130.090,149.312,139.990,148.180,69.381,138.076,154.622,33.833,90.121,178.233,48.750,118.958,132.793
312,72.878,125.822,131.223,38.750,123.131,136.611,127.704,119.971,90.682,174.785,171.148,64.445,58.714,154.275,141.671,51.934,122.788,74.542,172.426,119.129,148.559,422.387,169.473,55.901,65.920,163.893,60.772,59.143,121.545,125.368,70.700,147.998,142.088,22.000,113.276,129.423,157.111,139.146,137.437,186.944,135.759,126.235,486.919,143.393,133.402,367.000,144.202,126.874,149.143,150.020,124.563,157.571,154.087,130.043,130.625,139.964,148.060,47.333,137.853,154.631,53.917,89.989,178.432,19.781,118.947,132.248
313,45.184,125.782,131.642,29.925,123.103,136.512,169.481,119.886,90.812,127.114,171.202,64.380,66.714,154.305,142.217,40.918,122.585,74.608,127.149,119.167,148.818,318.065,169.448,55.961,100.587,163.829,60.554,62.571,122.188,125.218,27.833,147.911,142.155,52.353,113.370,129.133,177.278,139.124,137.397,258.222,135.824,126.112,688.216,143.402,133.483,405.091,144.166,126.825,184.571,150.113,124.380,179.095,154.155,130.179,149.938,139.984,148.250,57.238,137.527,154.648,48.958,89.790,178.439,40.594,118.652,132.675
314,67.898,125.883,131.412,37.875,123.374,136.860,103.630,119.942,90.182,125.519,171.340,64.382,63.381,154.030,141.975,51.443,122.646,74.634,148.979,119.181,148.854,440.516,169.426,55.872,112.160,163.831,60.955,55.952,121.875,125.443,55.467,148.337,142.127,65.706,113.731,129.013,168.000,139.080,137.240,210.778,135.863,126.171,556.919,143.345,133.537,329.591,144.241,126.828,149.914,150.197,124.291,187.000,153.988,130.120,139.812,140.072,148.417,72.476,137.493,154.607,37.042,90.299,178.276,36.031,118.679,133.292
315,62.102,126.108,131.781,56.225,123.258,136.739,167.037,119.659,90.799,139.139,171.225,64.399,55.762,154.194,141.819,51.902,122.793,74.672,145.277,119.304,148.645,404.387,169.464,55.826,145.840,163.704,60.889,68.476,121.867,125.323,28.700,148.016,141.621,26.353,114.014,129.079,144.333,139.169,137.360,224.611,135.844,126.101,620.378,143.397,133.443,508.455,144.172,126.839,181.686,150.001,124.552,262.571,154.044,130.155,101.812,139.954,148.047,52.190,137.813,154.758,23.875,90.251,178.362,38.000,118.898,132.501
316,40.714,126.166,131.508,59.425,123.081,136.455,128.778,119.906,90.663,140.000,171.402,64.461,52.524,154.404,142.028,48.689,122.904,74.344,117.234,119.186,148.466,377.032,169.375,55.850,89.093,163.700,60.882,40.048,121.689,124.958,18.033,147.906,142.201,41.824,113.513,129.329,185.722,139.226,137.364,212.778,135.751,126.033,687.405,143.442,133.447,482.045,144.299,126.803,176.714,149.994,124.451,189.190,154.121,129.961,143.562,140.026,148.040,57.429,137.378,154.604,32.375,90.271,178.362,35.125,119.018,132.736
317,52.184,126.309,131.782,67.225,123.117,136.406,160.222,119.948,90.557,139.671,171.162,64.447,54.571,154.135,142.453,44.590,122.512,74.638,100.255,119.012,148.254,362.194,169.409,55.929,93.120,163.840,61.235,41.000,121.600,125.042,36.367,148.241,141.938,43.941,113.801,129.266,218.000,138.946,137.322,227.167,135.728,126.200,569.892,143.385,133.456,467.500,144.311,126.779,186.629,150.163,124.364,196.571,154.105,130.211,143.000,140.064,148.401,84.619,137.986,154.602,35.500,90.355,178.031,19.219,118.369,133.337
318,56.551,125.901,131.644,68.800,123.243,136.388,148.000,119.749,90.780,118.734,171.208,64.225,41.857,154.383,142.027,50.885,122.901,74.466,100.213,119.234,148.814,389.032,169.441,55.842,98.747,163.911,61.128,31.857,122.178,125.415,34.933,147.769,141.991,42.000,113.880,129.342,150.444,139.156,137.274,193.500,135.689,125.857,718.919,143.375,133.458,386.364,144.260,126.818,209.400,150.096,124.276,224.667,154.065,130.203,167.688,139.931,147.884,52.143,138.217,154.824,22.167,90.057,178.282,44.844,119.066,132.886
319,61.837,126.002,131.601,62.950,123.042,136.825,167.630,119.812,90.490,157.215,171.347,64.411,49.714,154.333,141.662,58.361,122.643,74.304,110.468,119.336,148.569,411.226,169.390,55.820,111.893,163.923,60.709,81.571,121.787,125.222,39.533,148.164,142.456,36.176,113.231,129.229,212.111,139.330,137.342,200.167,135.909,126.103,591.189,143.292,133.502,375.864,144.239,126.866,145.343,150.192,124.556,245.381,154.076,129.924,124.875,140.026,148.323,87.619,137.885,154.687,33.833,90.302,178.490,34.219,118.970,132.545
320,88.837,126.083,131.559,84.725,123.674,136.909,139.889,119.873,90.445,127.038,171.275,64.447,938.857,154.261,142.134,55.770,122.541,74.741,183.106,119.136,148.755,333.032,169.439,55.843,111.120,163.835,60.831,52.667,121.470,125.365,37.667,148.234,142.568,12.353,113.624,129.435,155.111,139.290,137.243,200.389,135.790,126.065,517.027,143.334,133.345,351.045,144.302,126.802,178.686,150.077,124.635,223.952,154.052,129.914,90.562,139.985,148.165,79.571,137.848,154.637,38.125,90.592,178.240,56.719,118.586,132.840
321,58.939,125.729,131.179,48.125,123.340,136.771,152.111,119.826,90.705,157.899,171.242,64.462,452.429,154.293,142.116,58.361,122.917,74.459,154.638,119.175,148.890,374.516,169.408,55.792,138.240,163.852,60.893,62.810,121.912,125.102,65.367,148.137,142.219,34.588,113.558,129.418,175.222,139.149,137.324,201.556,135.691,126.092,638.487,143.333,133.459,446.045,144.373,126.796,202.800,150.207,124.462,204.619,154.247,130.184,182.875,139.993,148.251,50.095,137.792,154.922,39.458,90.954,178.271,30.188,119.061,133.586
322,61.020,126.296,131.331,64.825,123.352,136.845,116.074,119.971,90.595,118.709,171.465,64.348,748.048,154.298,142.177,43.049,122.860,74.757,108.638,119.060,148.564,331.226,169.517,55.891,186.933,163.831,60.844,91.905,121.801,125.310,54.833,148.122,141.954,29.353,113.850,129.391,143.056,139.057,137.215,247.556,135.867,125.963,627.351,143.401,133.463,361.227,144.369,126.851,188.371,150.136,124.434,227.714,154.119,129.891,95.625,139.984,148.199,64.429,138.089,154.669,51.292,90.278,178.432,44.281,118.721,132.737
323,50.694,126.001,131.586,32.775,122.704,136.433,75.667,119.866,90.213,108.810,171.183,64.404,578.714,154.305,142.078,52.820,122.495,74.169,119.149,119.127,148.786,468.774,169.413,55.971,97.413,163.878,60.630,25.476,121.731,124.990,48.433,148.204,142.083,44.235,113.728,129.225,224.778,139.185,137.408,232.667,135.761,126.209,583.459,143.384,133.440,438.818,144.302,126.725,131.343,150.153,124.591,214.762,153.986,130.205,124.062,139.977,148.049,41.095,137.776,154.858,51.875,90.263,178.217,28.250,118.863,132.798
324,54.041,125.897,131.420,49.500,123.182,136.720,109.000,119.687,90.699,139.215,171.193,64.136,262.667,154.314,142.041,48.426,122.633,74.236,113.404,119.201,148.675,463.613,169.529,55.790,101.200,163.752,60.759,124.667,121.986,125.202,39.733,148.154,142.044,35.647,113.757,129.264,156.611,139.133,137.270,143.056,135.874,126.024,429.351,143.270,133.389,426.864,144.274,126.717,107.800,150.180,124.672,183.667,154.012,130.155,117.812,139.965,148.298,83.714,137.527,154.558,46.917,90.626,178.330,61.812,118.927,132.839
325,52.816,125.946,131.610,29.550,123.308,136.762,147.778,119.914,90.545,138.810,171.078,64.313,151.238,154.229,142.322,58.230,122.766,74.226,114.170,119.244,148.477,328.968,169.429,55.999,123.653,163.769,60.674,85.095,121.764,125.446,29.800,148.040,142.474,27.824,113.414,129.207,125.056,139.158,137.186,194.222,135.804,126.039,597.838,143.331,133.497,389.045,144.327,126.651,158.486,150.132,124.415,184.095,153.930,130.046,135.688,140.051,147.947,36.333,137.643,154.969,30.500,90.017,178.368,31.875,118.692,132.890
326,45.531,125.824,131.646,59.375,123.458,136.657,179.259,119.662,90.535,101.443,171.419,64.339,62.714,154.162,141.892,48.000,122.602,74.564,112.851,119.136,148.749,398.710,169.485,55.927,98.667,163.809,60.697,84.905,121.687,125.251,20.667,148.381,142.225,16.000,113.708,129.332,181.000,139.107,137.374,322.222,135.822,126.116,624.108,143.326,133.489,372.409,144.243,126.934,163.743,150.037,124.663,202.524,154.035,130.194,201.750,140.023,148.309,66.429,137.856,154.841,30.875,90.239,178.116,21.844,118.600,132.948
327,35.184,126.082,131.370,45.875,123.718,136.959,157.407,119.870,90.792,133.316,171.153,64.174,29.048,154.389,142.124,50.885,122.585,74.658,57.915,119.157,148.660,312.387,169.429,55.884,117.893,163.967,60.821,74.714,122.235,125.416,56.067,147.821,141.941,77.824,113.716,129.273,177.167,139.127,137.342,213.611,135.929,125.929,601.189,143.373,133.429,510.364,144.314,126.844,215.743,149.998,124.301,140.286,153.994,130.093,121.875,139.935,148.302,59.762,137.929,154.714,56.083,90.161,178.703,32.656,119.143,132.427
