 ,Mean1,XM1,YM1,Mean2,XM2,YM2,Mean3,XM3,YM3,Mean4,XM4,YM4,Mean5,XM5,YM5,Mean6,XM6,YM6,Mean7,XM7,YM7,Mean8,XM8,YM8,Mean9,XM9,YM9,Mean10,XM10,YM10,Mean11,XM11,YM11,Mean12,XM12,YM12,Mean13,XM13,YM13,Mean14,XM14,YM14,Mean15,XM15,YM15,Mean16,XM16,YM16,Mean17,XM17,YM17,Mean18,XM18,YM18,Mean19,XM19,YM19,Mean20,XM20,YM20,Mean21,XM21,YM21,Mean22,XM22,YM22,Mean23,XM23,YM23,Mean24,XM24,YM24,Mean25,XM25,YM25,Mean26,XM26,YM26,Mean27,XM27,YM27,Mean28,XM28,YM28,Mean29,XM29,YM29,Mean30,XM30,YM30,Mean31,XM31,YM31,Mean32,XM32,YM32,Mean33,XM33,YM33,Mean34,XM34,YM34,Mean35,XM35,YM35,Mean36,XM36,YM36,Mean37,XM37,YM37,Mean38,XM38,YM38
467,651.400,79.303,151.750,184.917,90.288,146.738,99.922,61.275,147.105,191.379,84.543,175.932,84.733,61.158,205.380,71.875,84.146,149.658,1099.952,99.410,170.835,21.077,61.510,113.683,14.111,52.657,172.225,1632.314,70.286,167.557,16.933,75.611,117.298,587.458,78.146,144.559,105.700,59.135,179.266,53.308,66.678,172.868,226.864,73.745,177.413,5.318,100.667,142.591,73.200,67.121,136.323,177.062,52.461,181.077,29.294,80.419,195.068,20.529,100.423,148.411,435.500,99.448,112.074,193.562,97.124,124.739,56.938,55.293,169.547,24.875,47.225,146.341,50.300,79.341,133.643,187.136,49.495,160.628,1822.387,74.621,163.514,516.091,80.146,139.257,43.189,79.300,201.033,30.000,103.682,121.666,288.562,80.172,165.113,4.375,59.197,108.965,81.000,69.921,115.843,710.903,98.409,165.116,52.865,65.319,117.042,73.385,73.802,197.342,28.357,79.938,173.743,63.500,77.260,186.154
468,607.767,79.317,151.712,134.778,90.179,146.889,156.627,61.236,147.192,55.241,84.329,175.880,65.600,61.086,205.007,74.500,83.900,149.447,1512.905,99.371,170.895,15.654,60.876,113.837,48.296,52.586,172.884,1424.275,70.280,167.602,52.133,76.020,117.212,612.292,78.172,144.396,509.800,58.966,179.221,42.923,66.500,172.866,282.500,73.708,177.491,20.909,101.226,143.320,130.933,66.618,136.222,191.938,52.249,181.008,20.353,80.191,194.747,27.235,100.230,148.030,376.875,99.575,112.030,308.688,97.352,124.787,17.500,55.323,169.043,5.625,47.179,146.075,51.100,79.269,133.885,216.545,49.515,160.593,1070.710,74.581,163.462,569.455,80.182,139.212,54.108,79.632,201.048,203.613,103.557,121.637,263.688,80.162,165.101,17.188,59.913,108.924,60.833,70.340,116.032,706.968,98.306,165.166,90.541,65.221,117.021,82.154,74.043,197.369,16.643,79.804,173.629,73.611,77.126,185.717
469,718.767,79.312,151.748,118.472,90.191,146.925,124.471,61.178,147.433,30.586,84.606,176.026,74.700,61.227,204.852,51.750,84.072,150.079,769.762,99.357,170.879,22.423,61.504,113.481,553.593,52.429,172.655,253.529,70.404,167.487,16.367,75.697,117.308,502.083,78.143,144.574,436.200,58.892,179.131,25.154,66.593,173.100,238.091,73.809,177.470,25.364,101.041,143.058,122.500,66.716,136.457,186.938,52.316,181.089,20.353,80.202,194.756,46.118,100.166,147.382,482.500,99.488,112.065,227.938,97.327,124.675,45.750,55.246,168.980,18.188,47.079,146.472,42.700,79.153,133.589,261.818,49.512,160.576,1187.097,74.589,163.500,578.909,80.208,139.159,70.432,79.645,201.115,194.387,103.368,121.722,323.938,80.315,165.218,0.312,60.295,109.895,28.167,69.968,115.694,246.645,98.549,165.085,62.054,65.310,117.235,85.308,73.834,197.127,17.500,79.688,174.138,82.444,77.162,185.759
470,712.067,79.348,151.704,189.611,90.049,146.860,145.647,61.289,147.483,27.103,84.802,175.843,73.600,61.260,204.849,71.250,84.228,149.856,111.333,99.255,170.816,23.846,61.118,113.524,56.481,52.267,172.709,143.255,70.340,167.624,16.967,75.800,117.174,664.375,78.137,144.585,149.900,59.005,179.089,14.000,66.609,172.779,211.000,73.792,177.585,20.318,101.092,142.665,160.567,66.914,136.387,198.500,52.364,180.800,24.471,80.166,195.337,30.412,100.404,148.183,342.312,99.320,112.004,240.562,97.231,124.633,51.375,55.295,169.147,30.375,47.144,145.933,15.500,79.363,133.599,238.955,49.321,160.617,164.129,74.651,163.403,1020.727,80.160,139.222,61.568,79.571,200.934,56.968,103.504,121.479,297.250,80.276,165.339,9.812,59.934,109.674,64.083,69.961,115.615,34.387,98.646,165.408,27.784,65.470,116.918,118.615,73.956,196.841,29.857,79.680,173.556,97.222,77.346,185.796
471,788.967,79.430,151.719,129.500,90.268,147.029,112.078,61.130,147.529,27.069,84.428,176.258,73.533,61.049,205.236,68.062,84.405,149.502,50.667,99.152,171.032,14.846,61.288,113.537,8.407,52.135,172.440,105.922,70.270,167.741,8.333,75.771,117.242,842.208,78.282,144.306,163.900,58.995,179.343,3.385,66.432,172.945,178.773,73.698,177.445,16.727,101.298,143.761,105.767,66.903,136.322,216.562,52.305,181.019,24.706,79.983,195.445,15.294,100.509,148.106,382.875,99.531,112.087,222.875,97.269,124.743,4.438,55.191,169.646,44.625,47.447,146.081,218.500,79.346,133.484,186.636,49.410,160.502,125.742,74.531,163.403,3140.545,80.186,139.218,96.811,79.338,200.896,46.387,103.484,121.833,254.188,80.194,165.247,5.875,59.879,108.916,67.583,70.118,115.746,16.516,98.162,165.215,23.784,65.132,117.207,124.769,73.836,197.166,27.071,79.953,173.872,111.278,77.334,186.167
472,3438.167,79.243,151.659,157.778,90.275,146.807,149.216,61.213,147.285,23.517,84.697,176.003,76.933,61.061,205.016,1869.938,84.162,149.779,53.429,99.324,171.042,442.077,61.312,113.882,9.667,52.684,172.984,88.784,70.315,167.713,31.933,75.087,117.279,4095.000,78.120,144.460,102.000,58.922,179.323,35.308,66.660,172.743,247.136,73.742,177.504,16.591,101.381,142.801,82.833,66.661,136.495,172.875,52.451,181.084,50.412,80.413,195.012,24.412,100.112,148.050,351.062,99.542,112.133,186.000,97.154,124.786,19.938,55.757,169.121,28.938,47.478,146.322,1490.100,79.321,133.580,246.636,49.457,160.535,150.129,74.714,163.514,4063.932,80.128,139.187,59.405,79.255,201.179,55.935,103.552,121.838,371.188,80.321,165.191,4.688,60.121,109.721,99.167,70.184,115.569,31.290,98.387,165.476,295.568,65.254,117.066,69.615,73.801,197.240,29.714,79.836,173.520,66.444,77.220,186.075
473,3946.817,79.349,151.737,178.000,90.077,146.944,122.235,61.256,147.342,28.793,84.968,176.099,66.700,61.145,204.968,1524.938,84.163,149.759,63.476,99.420,170.838,707.385,61.373,113.786,16.556,52.414,172.487,86.627,70.384,167.681,28.567,75.724,116.827,4084.500,78.120,144.464,103.200,58.967,179.228,19.769,66.108,172.798,203.182,73.803,177.454,24.000,101.261,142.982,108.500,66.981,136.285,271.562,52.329,181.068,43.353,80.030,195.289,15.353,100.135,148.247,406.312,99.574,112.011,186.312,97.433,124.693,11.250,55.571,169.637,511.625,47.230,146.175,601.000,79.361,133.680,192.091,49.511,160.638,125.097,74.844,163.394,2697.591,80.113,139.130,73.189,79.634,200.838,39.677,102.972,122.027,237.688,80.253,165.208,2.562,60.280,109.018,39.333,69.999,115.556,39.032,98.184,164.993,266.378,65.213,117.139,104.385,73.818,197.055,49.286,79.866,173.754,83.333,77.103,185.747
474,4090.083,79.359,151.744,157.167,90.248,146.767,117.216,61.239,147.341,31.069,84.196,175.950,121.367,60.899,204.865,279.562,84.175,149.678,47.381,99.566,170.304,590.115,61.390,113.810,13.741,51.973,172.101,93.882,70.318,167.672,30.767,75.458,116.953,4039.958,78.122,144.476,220.900,59.052,179.321,58.846,66.221,173.084,240.864,73.688,177.473,10.773,100.885,143.278,107.533,66.859,136.370,198.812,52.447,181.108,21.118,80.213,195.101,10.882,100.133,148.394,373.688,99.453,112.012,261.812,97.088,124.688,25.625,55.557,169.403,291.062,47.234,146.423,59.200,79.511,133.822,220.955,49.596,160.556,100.581,74.747,163.421,639.227,80.082,139.208,82.595,79.379,201.182,32.516,103.258,121.725,257.000,80.359,165.190,0.250,60.295,109.275,44.500,69.955,115.678,35.290,98.520,165.040,200.919,65.223,116.950,59.769,73.811,197.341,10.143,80.076,173.482,69.722,77.324,186.014
475,3142.233,79.264,151.622,146.111,90.204,146.645,219.333,61.011,147.408,26.621,84.505,175.873,94.567,60.958,204.876,89.375,84.115,149.727,90.619,99.499,171.034,311.308,61.346,114.027,20.926,52.729,173.110,105.490,70.413,167.894,28.700,75.716,117.374,4064.042,78.120,144.468,221.500,58.847,179.119,27.077,66.254,172.984,214.909,73.718,177.546,17.545,100.949,143.173,98.933,67.142,136.320,305.625,52.557,181.088,24.412,79.988,195.462,36.941,99.963,148.301,230.812,99.413,112.037,186.188,97.275,124.724,58.938,55.361,169.157,5.250,47.478,147.091,31.600,79.293,133.847,184.045,49.326,160.596,89.742,74.755,163.451,479.000,80.161,139.073,79.027,79.535,200.813,48.581,103.420,121.775,249.500,80.232,165.231,0.438,59.808,109.851,55.833,69.934,115.639,15.290,98.370,165.295,145.081,65.116,117.108,66.231,73.967,197.068,23.000,79.696,173.492,79.056,77.431,186.438
476,849.100,79.321,151.685,99.889,90.138,146.814,2157.922,61.204,147.388,52.345,84.472,175.994,72.500,61.051,204.980,70.000,84.048,149.541,49.762,99.456,171.013,41.077,61.454,113.722,12.444,51.992,173.164,140.510,70.381,167.690,23.233,75.478,117.656,1273.208,78.120,144.521,184.000,58.954,179.240,19.692,66.560,172.674,155.273,73.807,177.618,27.591,100.962,142.998,121.300,66.865,136.109,264.688,52.351,181.119,27.059,80.177,195.481,19.000,99.813,148.424,347.250,99.516,111.974,199.188,97.333,124.690,12.625,55.871,169.200,19.812,47.562,146.588,14.000,79.440,133.586,247.909,49.337,160.803,136.194,74.554,163.482,495.364,80.183,139.234,75.514,79.300,201.032,34.194,103.174,122.044,169.312,80.411,165.108,5.188,59.985,108.655,84.000,70.075,115.842,35.742,98.373,164.795,43.081,65.194,116.933,66.615,73.972,197.296,40.143,79.754,173.337,51.722,77.071,185.962
477,600.233,79.357,151.718,155.083,90.095,146.889,1677.451,61.204,147.384,43.207,84.539,175.815,83.533,61.120,204.831,60.250,84.225,149.945,64.286,99.536,170.893,21.615,61.441,113.664,23.926,52.502,172.291,145.804,70.283,167.529,15.100,75.625,117.317,546.625,78.151,144.512,108.700,59.016,179.240,26.077,66.235,173.237,192.136,73.737,177.536,28.227,101.253,142.882,143.900,66.937,136.358,194.875,52.442,181.170,17.235,80.466,194.797,32.647,100.098,148.055,401.312,99.477,112.066,277.812,97.212,124.856,35.250,55.206,169.054,4.875,47.033,146.507,27.800,79.022,133.604,189.545,49.514,160.657,147.161,74.284,163.388,467.045,80.036,139.273,18.486,79.589,200.708,42.323,103.322,121.975,275.812,80.098,165.235,13.750,60.199,109.061,81.083,69.999,115.625,23.484,98.226,165.076,89.135,65.205,117.029,42.538,73.892,197.313,22.857,80.044,173.178,53.889,77.217,186.141
478,646.400,79.328,151.805,154.667,90.177,146.780,1018.824,61.247,147.334,45.069,84.670,175.756,74.533,61.143,204.811,54.062,84.172,149.655,62.238,99.301,171.212,31.115,61.338,113.672,14.222,52.116,172.538,110.667,70.195,167.584,51.067,75.596,117.299,543.208,78.174,144.528,158.100,58.891,179.331,46.923,66.780,172.910,180.636,73.858,177.661,28.727,101.369,142.839,139.267,67.027,136.367,298.625,52.321,180.932,54.471,80.131,195.027,17.647,100.043,148.057,373.125,99.534,112.095,210.375,97.212,124.803,61.438,55.685,169.415,15.625,47.436,145.719,24.700,79.366,133.957,215.773,49.484,160.559,187.613,74.598,163.623,471.455,80.098,139.212,48.919,79.644,200.749,3.419,103.075,121.979,312.938,80.309,165.052,6.875,59.402,109.044,53.917,69.910,115.674,17.677,98.426,165.001,30.973,65.206,117.266,75.692,73.830,197.162,7.929,79.923,173.998,64.111,77.539,186.136
479,627.567,79.335,151.698,146.028,90.143,146.793,419.490,61.149,147.393,30.207,84.923,175.959,107.133,61.068,204.744,96.375,83.936,149.695,95.857,99.421,170.934,31.692,61.415,113.556,18.519,52.340,172.531,114.196,70.354,167.630,33.833,75.579,117.027,599.750,78.102,144.467,136.300,58.881,179.113,38.000,66.606,173.160,198.409,73.850,177.376,31.864,101.103,143.173,157.133,66.725,136.424,217.438,52.395,181.034,38.412,80.361,195.234,35.118,100.072,147.466,473.750,99.524,112.024,87.375,96.944,124.708,36.812,55.268,169.311,15.562,47.102,146.390,38.100,79.107,133.302,189.636,49.489,160.657,151.226,74.493,163.444,425.773,80.235,139.085,40.432,79.235,200.847,37.226,103.434,122.069,286.562,80.221,165.229,2.438,59.365,108.965,42.417,69.993,115.521,80.129,98.421,165.133,39.081,65.330,117.035,57.615,73.873,197.033,28.857,80.054,174.215,86.667,77.192,186.340
480,630.200,79.302,151.730,114.528,90.156,146.760,210.667,61.303,147.331,14.897,84.538,175.504,110.200,61.045,204.882,56.438,84.138,149.809,84.619,99.380,170.872,19.269,61.630,113.488,11.852,52.066,172.067,138.549,70.272,167.583,36.833,75.493,117.244,563.667,78.128,144.553,118.300,59.007,179.241,47.615,66.384,172.829,226.727,73.716,177.451,18.045,101.191,142.818,147.633,66.932,136.258,173.938,52.433,180.972,32.824,80.350,195.139,11.235,100.131,148.726,367.375,99.517,111.961,229.125,97.181,124.729,42.125,55.446,168.971,9.500,47.271,146.457,25.500,79.218,133.376,163.955,49.409,160.650,136.387,74.569,163.501,472.136,80.073,139.145,44.865,79.482,201.221,59.806,103.093,121.805,194.625,80.284,165.161,0.125,59.365,109.585,42.833,69.852,116.049,36.323,98.444,165.239,56.919,65.369,117.416,2130.846,73.958,197.164,16.429,79.774,173.793,66.278,76.848,186.349
481,593.100,79.314,151.743,151.139,90.189,146.947,128.980,61.206,147.178,27.862,84.452,176.103,2350.967,61.054,205.033,77.312,84.142,149.975,80.381,99.436,170.935,25.808,61.570,113.830,12.185,52.381,172.821,106.039,70.219,167.655,20.467,75.694,117.228,603.875,78.104,144.538,245.100,58.916,179.220,54.077,66.374,173.096,256.636,73.837,177.513,38.864,101.414,143.175,120.500,67.085,136.547,280.312,52.243,181.070,425.059,80.173,195.028,29.000,100.216,148.067,453.000,99.463,112.039,143.812,97.128,124.679,27.188,55.314,169.521,24.125,47.146,146.445,34.300,79.052,133.192,217.364,49.495,160.639,695.097,74.622,163.502,480.091,80.156,139.184,32.000,79.541,201.071,52.194,103.021,121.744,289.938,80.198,165.189,0.812,59.985,108.345,41.000,69.898,116.015,19.871,98.664,165.494,31.730,65.273,117.333,1993.154,73.910,197.226,42.286,79.979,173.813,137.611,77.156,185.993
482,604.967,79.402,151.722,121.778,90.252,146.952,144.824,61.420,147.427,40.103,84.525,176.084,1850.700,61.070,204.983,48.250,84.306,149.434,58.857,99.319,171.210,38.731,61.085,113.817,13.111,52.476,172.686,144.863,70.267,167.472,14.333,75.274,117.246,577.333,78.151,144.376,169.600,58.901,178.959,28.000,66.293,172.771,290.136,73.864,177.462,24.773,101.056,143.096,115.767,66.996,136.320,202.875,52.450,181.055,98.647,80.046,195.085,25.118,100.136,147.698,452.000,99.558,112.006,134.500,97.178,124.662,12.625,55.660,169.403,10.312,47.399,146.620,36.700,79.478,134.031,212.045,49.329,160.480,227.484,74.548,163.419,490.455,80.041,139.191,1521.568,79.531,201.032,38.194,102.882,121.651,312.875,80.291,165.065,0.000,NaN,NaN,74.333,70.021,115.623,13.161,98.623,164.931,25.784,65.321,117.289,1489.462,73.855,197.195,32.143,80.306,173.416,100.333,77.175,186.144
483,705.533,79.299,151.735,148.917,90.259,146.962,128.510,61.310,147.308,26.448,84.690,176.117,925.033,61.127,204.924,55.000,83.985,149.454,56.476,99.258,171.015,16.538,61.333,114.088,19.407,52.208,173.255,95.569,70.229,167.545,32.400,75.836,117.390,480.792,78.145,144.533,123.000,58.841,179.351,40.154,66.526,172.868,211.636,73.653,177.408,24.182,101.131,142.736,150.467,66.874,136.261,202.125,52.380,180.959,50.412,80.296,195.027,27.353,99.857,147.741,3940.312,99.503,111.939,201.812,97.062,124.608,17.500,55.145,169.331,2.312,47.493,146.701,547.700,79.371,133.694,190.500,49.432,160.498,265.613,74.517,163.453,3444.955,80.063,139.141,674.757,79.473,201.060,50.387,103.224,121.731,230.625,80.376,165.075,6.438,60.295,109.275,52.250,69.854,115.512,21.935,98.205,164.959,6.162,65.328,116.761,1387.769,73.926,197.177,17.143,79.760,174.234,71.667,77.259,186.196
484,646.767,79.385,151.742,164.611,90.263,146.630,153.569,61.460,147.106,39.793,84.748,175.995,102.833,61.286,204.869,87.188,84.153,149.843,65.095,99.437,170.688,19.077,61.638,113.480,420.815,52.333,172.655,120.863,70.204,167.249,19.500,75.822,116.923,554.042,78.083,144.510,138.000,58.949,179.018,54.538,66.537,172.813,177.636,73.837,177.555,19.591,101.363,143.391,128.100,66.755,136.307,171.375,52.249,181.123,377.059,80.520,195.351,30.824,100.136,148.213,3699.125,99.482,111.954,159.000,97.162,124.643,23.688,55.542,169.278,13.688,47.303,146.808,190.200,79.199,133.743,238.909,49.380,160.741,172.452,74.549,163.344,2208.841,80.041,139.167,996.595,79.529,201.084,46.903,103.556,121.758,239.188,80.284,165.211,14.000,60.150,109.037,56.750,69.873,115.550,21.484,98.890,164.926,14.919,65.426,117.456,1080.692,73.840,197.133,26.286,79.706,173.991,92.944,77.219,185.812
485,524.567,79.409,151.733,150.333,90.354,146.792,120.353,61.256,147.303,39.931,84.306,175.892,73.367,61.158,205.164,93.188,84.111,149.811,83.143,99.188,170.678,29.000,61.368,113.756,521.407,52.476,172.831,97.529,70.318,167.488,20.067,75.914,117.356,571.667,78.140,144.463,480.100,58.890,179.039,47.615,66.357,172.725,214.545,73.744,177.515,14.000,101.113,143.117,164.367,66.885,136.240,207.250,52.367,181.011,83.000,80.406,195.265,25.000,100.612,148.149,3278.781,99.506,111.953,193.750,97.244,124.742,13.938,55.243,168.892,619.375,47.319,146.317,16.800,79.225,134.069,254.864,49.371,160.803,153.677,74.742,163.381,658.818,80.088,139.207,838.216,79.483,201.039,43.742,103.110,121.793,371.250,80.285,165.047,0.625,60.295,108.345,71.083,70.100,115.540,36.516,98.409,165.090,44.703,65.404,116.972,1564.538,73.878,197.167,70.286,79.794,174.041,44.000,77.276,186.346
486,611.300,79.379,151.775,136.194,90.206,146.837,119.176,61.103,147.347,45.690,84.743,175.984,59.467,61.093,204.879,68.438,84.068,149.673,60.905,99.468,170.896,13.962,61.629,113.896,326.074,52.399,172.673,122.588,70.345,167.641,18.500,75.059,117.129,676.583,78.235,144.396,348.200,58.869,179.097,48.769,66.476,173.297,263.727,73.832,177.308,12.909,101.568,143.325,101.933,66.688,136.382,200.438,52.339,181.123,246.529,80.520,195.310,33.941,100.208,147.993,3596.688,99.496,111.985,172.938,97.083,124.686,8.750,54.855,169.559,133.875,47.196,146.039,23.200,79.373,133.933,208.136,49.530,160.796,105.355,74.681,163.309,2868.068,80.202,139.181,95.514,79.643,201.000,26.645,103.641,121.722,290.375,80.218,165.210,2.125,60.605,108.655,40.750,69.789,115.776,16.258,98.440,165.453,62.270,65.240,116.988,64.923,73.700,196.958,52.929,79.850,173.776,57.278,77.172,186.063
487,621.700,79.351,151.774,135.944,90.255,146.901,146.706,61.305,147.417,19.897,84.816,175.510,111.567,61.378,204.832,77.938,84.223,149.775,83.762,99.413,170.811,25.500,61.262,113.734,303.519,52.419,172.665,134.588,70.409,167.199,23.367,75.382,117.163,601.375,78.172,144.400,261.700,58.953,179.124,18.308,66.320,172.802,202.273,73.898,177.352,26.818,100.973,143.401,153.033,66.847,136.334,168.875,52.449,180.978,53.882,80.372,195.249,34.412,99.948,148.210,2559.938,99.472,111.962,94.875,96.967,124.743,3.688,55.855,169.699,30.562,47.197,146.386,10.000,79.205,134.075,218.409,49.454,160.677,166.258,74.725,163.457,1753.273,80.197,139.266,84.757,79.335,201.082,58.774,103.468,121.848,293.312,80.238,165.113,6.875,59.433,109.207,39.750,70.134,115.852,38.710,98.377,165.070,81.351,65.069,117.199,74.846,74.180,197.335,39.643,79.724,174.014,127.778,77.184,186.300
488,618.600,79.330,151.749,101.139,90.090,147.099,113.922,61.288,147.198,61.276,84.286,175.759,94.333,61.196,204.999,100.312,84.164,149.417,67.762,99.529,170.614,13.846,61.728,113.758,38.556,52.317,172.557,104.196,70.302,167.542,22.767,75.736,117.226,746.750,78.230,144.517,138.200,58.887,178.901,56.077,66.498,173.030,274.136,73.774,177.459,9.045,100.735,142.771,101.233,67.028,136.162,202.500,52.341,181.053,43.294,80.263,194.833,25.353,100.009,148.193,747.812,99.465,111.977,130.875,97.323,124.542,25.188,55.127,169.328,17.625,47.420,146.781,8.200,79.205,134.007,238.000,49.484,160.650,183.806,74.597,163.551,2989.432,80.189,139.199,47.297,79.457,201.366,72.452,103.319,121.744,214.688,80.245,165.131,9.375,59.675,108.965,32.000,70.082,115.389,58.258,98.256,165.370,43.189,65.100,117.253,60.538,73.757,197.035,25.071,80.104,173.884,77.222,77.140,185.807
489,624.867,79.346,151.729,127.722,90.122,146.778,109.882,61.305,147.261,14.897,84.831,175.808,100.133,61.115,205.023,75.188,84.283,149.973,78.286,99.294,170.651,40.692,61.415,113.895,17.370,51.938,172.848,142.706,70.392,167.490,26.067,75.439,117.481,612.917,78.201,144.442,110.800,59.029,179.370,63.692,66.788,172.933,214.182,73.843,177.499,26.773,101.056,143.476,108.467,66.990,136.430,207.500,52.425,181.018,36.882,80.066,195.053,38.706,99.979,148.308,398.625,99.415,111.857,236.375,97.114,124.705,24.062,55.164,169.214,6.562,47.302,146.696,7.100,79.205,133.660,230.409,49.423,160.628,278.774,74.711,163.481,2194.909,80.247,139.202,83.081,79.611,201.145,34.452,102.788,121.688,331.938,80.177,165.163,70.500,60.048,109.216,31.000,69.723,115.842,35.355,98.707,164.675,29.459,65.481,117.421,40.154,73.765,196.860,68.143,80.049,174.365,119.444,77.211,186.254
490,657.733,79.370,151.749,146.389,90.048,146.900,117.608,61.308,147.107,21.241,84.306,176.240,67.567,61.064,205.029,101.500,84.029,149.362,69.048,99.339,171.187,24.462,61.698,113.872,11.370,52.630,172.857,135.373,70.199,167.646,26.733,75.897,117.297,627.792,78.239,144.365,104.100,59.023,179.398,19.692,66.422,173.110,227.545,73.736,177.491,19.000,100.786,143.209,117.467,67.000,136.398,165.188,52.195,180.992,27.882,80.339,195.203,23.471,100.161,148.538,405.500,99.469,111.960,170.562,97.210,124.794,29.750,55.218,169.014,19.125,47.472,146.916,11.700,79.388,134.022,328.000,49.429,160.693,3121.710,74.505,163.506,1449.682,80.198,139.208,39.730,79.340,200.843,27.484,103.250,121.481,338.562,80.348,165.204,36.438,59.672,109.351,45.167,69.944,115.975,45.290,98.562,165.188,42.865,65.393,117.122,116.154,73.971,197.118,22.500,79.821,173.730,123.056,77.124,186.243
491,696.000,79.304,151.689,144.000,90.270,146.776,153.412,61.259,147.075,41.241,84.615,175.824,72.633,61.121,205.037,67.750,84.039,149.945,60.524,99.406,170.853,35.462,61.438,113.980,22.889,51.986,172.687,154.667,70.313,167.553,28.467,75.206,117.070,580.500,78.110,144.544,151.700,58.963,179.164,19.538,66.317,172.815,312.818,73.787,177.508,22.636,100.642,143.009,109.933,66.900,136.503,225.125,52.314,181.051,26.059,80.510,195.428,58.471,100.091,148.254,355.312,99.519,112.097,130.312,97.074,124.585,14.312,54.823,169.357,13.188,47.088,145.736,0.200,79.515,132.835,195.773,49.334,160.494,744.839,74.477,163.518,502.682,80.161,139.160,58.270,79.292,200.792,39.806,103.232,121.824,304.312,80.253,165.133,5.000,59.784,109.167,58.667,69.917,115.675,14.323,98.559,164.574,53.027,65.206,117.302,59.385,73.930,197.102,27.500,80.134,174.055,83.722,77.265,185.853
492,606.200,79.329,151.723,131.111,90.110,146.733,139.216,61.340,147.160,21.655,84.470,175.793,96.400,61.359,204.934,54.188,84.244,150.116,59.095,99.289,170.628,19.731,61.579,113.840,6.778,51.954,173.018,122.745,70.548,167.566,16.867,75.970,117.215,566.292,78.100,144.413,100.700,58.739,179.083,60.923,66.597,173.121,225.591,73.814,177.490,25.409,100.931,142.970,70.800,67.139,136.398,252.312,52.383,181.101,24.353,79.880,194.908,14.941,100.181,148.209,364.500,99.467,111.952,172.125,97.141,124.890,38.438,54.970,169.578,18.125,47.364,146.902,33.700,79.465,133.647,243.091,49.504,160.627,153.935,74.708,163.435,479.773,80.106,139.126,63.568,79.413,201.259,15.097,103.512,121.402,267.562,80.339,165.223,8.750,60.550,109.470,82.167,70.008,115.563,32.258,98.635,164.935,22.973,65.160,117.532,94.308,73.825,197.172,20.786,79.659,173.922,80.111,77.122,186.247
493,674.900,79.406,151.780,137.583,90.167,146.977,96.863,61.198,147.308,48.483,84.421,175.688,86.300,61.338,205.060,1910.062,84.200,149.788,54.143,99.434,170.589,26.731,61.796,113.726,21.074,52.294,172.929,98.314,70.285,167.482,38.500,75.185,117.273,572.333,78.095,144.490,181.600,58.964,179.136,30.692,66.817,172.995,262.136,73.660,177.457,29.818,100.973,143.006,76.533,67.213,136.493,180.562,52.173,180.807,23.294,80.376,195.266,21.882,100.271,147.813,381.000,99.455,111.917,133.000,97.171,124.669,37.750,55.360,169.856,17.812,47.576,146.703,11.500,79.111,133.358,245.409,49.458,160.700,148.387,74.618,163.375,461.273,80.098,139.108,50.703,79.300,200.976,31.097,103.319,121.727,349.438,80.191,165.175,3.438,59.979,108.965,58.250,70.059,115.704,19.226,98.250,164.643,25.568,65.072,117.446,115.000,73.677,197.308,46.857,79.908,173.978,59.167,77.177,186.125
494,682.533,79.387,151.776,158.639,90.097,146.703,117.216,61.415,147.357,24.655,84.460,175.871,69.033,61.308,205.092,1349.000,84.168,149.703,83.952,99.245,170.617,20.538,61.262,113.865,10.000,52.203,172.582,108.745,70.269,167.578,35.200,75.639,117.338,510.250,78.157,144.524,154.300,58.864,179.339,16.538,66.903,173.236,313.409,73.750,177.560,27.364,101.016,142.843,102.667,66.983,136.211,199.062,52.458,180.966,39.647,80.263,195.006,23.647,100.266,148.054,369.938,99.424,111.988,172.125,97.144,124.837,34.062,55.588,169.288,698.875,47.255,146.319,13.200,79.306,133.659,239.909,49.409,160.596,155.355,74.511,163.431,500.909,80.155,139.164,27.351,79.757,200.870,39.355,103.454,122.062,325.500,80.341,165.198,8.500,60.295,108.874,73.250,70.031,115.713,15.290,98.972,165.405,35.784,65.322,116.987,81.308,73.688,197.167,38.429,80.175,173.779,130.611,77.209,186.053
495,741.067,79.401,151.790,174.028,90.188,146.954,112.471,61.370,147.658,23.414,84.132,176.120,98.867,60.921,204.797,1224.438,84.169,149.749,53.714,99.307,170.836,25.731,61.820,113.918,8.926,52.407,172.003,132.706,70.370,167.625,10.667,75.622,116.921,564.125,78.104,144.504,119.200,58.828,179.211,58.308,66.464,173.027,224.091,73.708,177.481,7.591,101.527,143.581,134.367,66.876,136.329,232.688,52.409,181.026,51.882,80.417,195.269,31.353,100.016,148.612,455.625,99.399,111.947,140.438,97.223,124.743,50.750,55.506,169.417,126.062,47.406,146.465,12.400,79.505,133.075,183.500,49.415,160.514,129.613,74.526,163.547,475.409,80.111,139.125,56.324,79.610,201.141,243.226,103.371,121.548,312.500,80.176,165.240,0.000,NaN,NaN,79.417,70.056,115.868,30.516,98.632,165.138,35.730,65.166,117.320,118.000,73.873,197.193,60.214,80.143,173.911,84.000,77.331,185.781
