 ,Mean1,XM1,YM1,Mean2,XM2,YM2,Mean3,XM3,YM3,Mean4,XM4,YM4,Mean5,XM5,YM5,Mean6,XM6,YM6,Mean7,XM7,YM7,Mean8,XM8,YM8,Mean9,XM9,YM9,Mean10,XM10,YM10,Mean11,XM11,YM11,Mean12,XM12,YM12
331,22.000,90.947,85.902,59.000,52.756,72.087,65.524,66.201,42.282,48.857,52.023,76.109,70.000,45.984,78.875,41.917,30.247,109.452,20.375,25.927,106.658,51.500,29.126,114.313,94.769,46.608,103.749,97.810,89.799,91.612,80.250,49.502,104.477,40.700,94.304,94.547
332,27.273,91.074,85.961,11.000,52.446,72.223,44.095,66.375,42.046,54.476,52.224,75.881,64.353,45.843,78.912,51.833,29.995,108.967,33.625,25.736,106.911,97.500,29.214,114.313,49.923,46.652,103.867,57.905,89.465,91.711,137.750,49.914,104.500,22.000,93.919,94.768
333,47.091,90.823,85.959,22.500,52.855,72.385,45.905,66.007,41.980,72.667,52.023,76.108,72.118,46.072,78.987,26.083,30.125,109.192,25.750,25.409,106.578,114.750,29.152,114.105,34.538,46.718,103.828,29.333,89.855,91.687,116.917,49.827,104.484,58.100,94.179,94.491
334,73.636,90.698,85.967,86.000,52.432,72.059,26.762,66.202,42.493,69.238,52.158,76.244,73.059,45.505,78.932,45.083,29.995,109.059,19.250,25.768,106.793,34.000,28.990,114.354,51.231,46.529,103.886,41.429,89.714,91.847,54.833,49.425,104.577,34.800,93.947,94.465
335,87.818,91.000,86.076,82.250,52.636,72.407,46.952,66.238,42.084,49.619,52.378,76.120,59.647,45.791,78.970,13.917,29.787,109.331,30.875,25.731,106.759,50.250,29.212,114.122,43.615,46.701,104.204,36.381,89.823,91.870,57.500,49.844,104.654,50.200,94.223,94.632
336,42.000,90.994,85.989,84.500,52.329,72.127,46.000,66.202,42.024,41.524,52.141,76.046,38.588,45.499,78.858,21.750,29.938,109.694,47.500,25.908,106.943,60.250,29.172,113.766,36.077,46.443,103.913,98.095,89.545,91.622,47.917,49.636,104.302,45.000,94.405,94.656
337,35.273,90.702,86.111,35.250,52.464,72.207,59.810,66.142,41.785,39.714,52.277,76.163,58.588,45.533,78.777,23.583,30.112,109.353,56.500,25.570,106.918,48.000,29.272,113.891,42.385,46.283,103.859,26.381,89.791,91.754,61.000,49.968,104.480,53.200,94.027,94.721
338,109.091,90.796,86.018,50.250,52.469,72.217,41.429,65.946,41.937,58.095,52.125,75.832,50.353,45.736,78.794,45.833,30.081,108.690,51.750,25.753,106.737,41.500,29.190,114.117,22.769,46.694,103.806,50.000,89.599,91.598,62.250,49.461,104.655,18.700,94.193,94.188
339,65.455,90.884,86.034,83.500,52.431,72.419,36.571,66.167,42.053,47.524,52.124,76.027,58.353,45.636,78.931,32.250,30.002,109.327,18.375,25.714,106.784,34.250,29.073,114.158,23.846,46.467,103.964,44.381,89.676,91.643,44.750,49.984,104.450,65.100,94.158,94.304
340,58.182,90.367,86.036,67.250,52.505,72.511,49.810,66.136,41.832,17.333,52.187,75.981,104.824,45.572,78.867,31.083,29.917,109.568,44.875,25.606,106.654,20.500,29.144,114.243,32.538,46.848,103.732,48.857,89.610,91.626,65.583,49.904,104.436,47.800,94.152,94.640
341,50.909,90.630,85.815,144.750,52.614,72.478,37.048,66.421,42.345,41.143,52.219,75.944,62.235,45.833,78.891,38.500,30.028,109.095,30.375,25.868,106.602,33.000,29.253,114.193,39.846,46.559,103.882,73.238,89.749,91.601,59.833,50.052,104.472,66.700,94.251,94.357
342,42.909,90.743,85.912,79.750,52.475,72.403,39.429,66.154,41.946,59.714,52.392,76.210,55.765,45.728,78.893,19.583,30.226,108.910,28.875,26.058,106.808,25.750,29.054,113.895,45.615,46.805,103.831,49.905,89.813,91.302,38.667,49.611,104.634,38.100,94.105,94.345
343,56.182,90.364,86.077,116.500,52.686,72.203,63.429,66.067,41.675,54.286,52.226,76.084,90.000,45.428,78.723,33.750,29.972,109.646,33.750,25.544,106.972,4.750,29.148,113.909,28.462,46.322,104.274,62.667,89.890,91.637,49.250,49.792,104.573,57.500,94.133,94.702
344,22.545,90.953,85.925,152.750,52.411,72.412,32.000,66.200,42.205,52.095,52.329,76.257,64.471,45.943,78.915,35.000,30.039,109.349,47.000,25.746,106.952,40.000,29.024,114.074,31.462,46.305,104.124,21.524,89.745,91.552,69.333,49.800,104.277,32.600,94.220,94.885
345,58.000,90.785,86.172,23.250,52.562,72.375,42.286,66.161,41.833,71.333,52.178,76.186,21.882,45.562,78.968,24.500,30.121,109.160,25.625,25.796,106.999,5.500,29.196,114.418,35.538,46.631,104.024,80.571,89.629,91.597,53.667,49.886,104.386,42.800,94.159,94.772
346,47.636,90.644,85.871,43.500,52.447,72.153,31.048,66.489,42.059,62.095,52.389,76.089,76.000,45.841,78.920,21.333,30.150,109.314,56.500,25.676,107.084,21.750,28.985,113.640,48.615,46.817,103.781,60.762,89.748,91.706,37.750,49.837,104.507,54.000,94.241,94.443
347,12.909,90.736,86.025,89.750,52.407,72.235,36.286,66.273,41.816,125.429,52.087,75.992,28.706,45.548,78.898,27.083,29.981,109.408,34.000,25.523,106.621,32.000,29.140,114.136,30.308,46.963,103.955,72.000,89.346,91.623,67.000,50.033,104.647,37.600,94.244,94.246
348,35.273,90.763,86.118,26.000,52.342,72.075,30.571,66.249,42.250,40.000,52.288,75.958,43.059,45.613,78.900,18.000,30.288,109.736,54.000,25.817,107.071,54.250,29.206,114.149,21.154,46.756,103.792,67.048,89.758,91.528,52.500,50.065,104.504,58.600,94.348,94.275
349,85.636,90.610,85.972,59.500,52.536,71.925,76.571,65.835,41.767,14.571,52.393,76.075,62.706,45.617,78.959,48.583,30.286,109.552,47.125,25.939,106.743,32.000,29.116,114.102,45.846,46.208,104.114,71.810,89.625,91.599,63.417,49.979,104.531,86.200,94.341,94.670
350,43.636,90.688,86.091,38.000,52.714,72.155,51.524,66.359,42.119,34.571,52.297,76.321,75.882,45.826,78.791,50.083,30.080,109.178,74.625,25.653,106.780,14.750,29.295,114.235,42.000,46.435,103.785,60.476,89.469,91.644,68.167,49.906,104.439,66.000,94.070,94.274
351,39.636,90.790,85.977,74.750,52.377,72.149,25.810,65.907,42.020,20.286,52.244,75.909,52.824,45.716,78.954,25.167,29.882,109.467,83.250,25.526,106.666,124.250,29.128,113.928,23.308,46.167,104.049,42.476,89.572,91.545,50.167,49.836,104.458,41.700,93.959,94.620
352,28.909,90.905,86.220,14.250,52.545,72.695,31.524,66.109,41.886,18.190,52.328,76.105,29.412,45.822,78.757,15.917,29.923,109.043,21.125,25.549,106.903,156.250,29.113,114.018,30.923,46.546,103.786,60.381,89.733,91.875,28.167,49.874,104.474,35.400,94.334,94.266
353,34.182,90.734,86.149,21.000,52.309,72.123,19.333,66.101,42.144,21.333,52.537,75.838,48.824,45.860,78.927,10.917,29.932,109.964,27.750,25.653,106.699,57.500,29.229,114.467,13.154,46.659,104.277,28.952,89.608,91.542,37.000,49.826,104.336,59.200,94.145,94.463
354,59.818,90.568,85.968,99.000,52.590,72.232,42.095,66.384,42.138,59.238,52.059,75.977,64.353,45.720,79.008,36.500,30.164,109.148,31.625,25.674,107.009,102.500,29.064,114.267,16.769,46.116,104.051,52.381,89.669,91.456,17.333,49.825,104.591,46.900,94.492,94.814
355,29.455,90.824,85.901,80.500,52.622,72.269,42.857,66.242,42.054,38.381,51.963,75.967,59.529,45.656,78.937,25.000,30.126,109.284,79.875,25.577,106.688,73.500,29.173,113.750,30.000,46.613,104.229,43.048,89.713,91.661,51.333,49.814,104.434,48.600,94.367,94.378
356,48.909,90.458,86.094,80.000,52.322,72.101,34.286,66.104,41.901,29.524,52.298,76.098,56.000,45.610,78.768,47.417,29.962,109.009,48.625,25.699,107.123,56.250,29.084,114.282,34.000,46.735,103.783,44.667,89.541,91.423,29.000,49.203,104.613,28.300,94.238,94.602
357,77.273,90.940,85.915,87.250,52.638,72.193,41.524,66.197,42.027,83.905,52.076,76.183,39.294,45.555,78.927,54.167,29.920,109.300,25.125,25.558,107.100,22.500,29.109,114.132,17.077,46.659,103.804,46.667,89.911,91.418,62.500,49.919,104.372,42.500,94.291,94.478
358,38.364,90.818,85.924,44.250,52.529,72.199,11.333,66.495,42.031,49.333,52.151,76.171,81.882,45.937,78.867,28.833,30.100,109.189,55.000,25.892,106.943,35.250,29.064,114.037,25.308,46.507,104.152,68.286,89.863,91.842,45.833,49.837,104.630,51.600,94.478,94.621
359,104.545,90.603,85.888,81.500,52.362,72.192,23.429,66.112,42.210,80.095,52.340,76.105,84.588,45.731,78.921,40.750,29.978,109.387,47.875,25.723,106.835,34.500,29.230,114.022,19.308,46.772,104.410,30.476,89.438,91.655,39.333,50.179,104.536,3.100,94.055,94.675
360,53.636,90.973,86.012,64.500,52.460,72.165,70.286,65.965,42.116,37.524,52.324,76.105,71.294,45.576,78.866,18.250,30.021,108.855,35.250,25.753,107.017,61.750,29.033,113.778,26.077,46.584,103.892,38.476,89.904,91.449,61.083,49.902,104.350,22.000,94.230,94.708
361,46.364,90.754,86.083,93.250,52.463,72.442,21.714,66.465,41.910,51.714,52.167,75.922,72.588,45.847,78.907,36.667,29.966,109.225,28.875,25.619,106.872,36.500,28.985,114.267,19.462,46.357,104.249,37.238,89.818,91.501,38.000,50.183,104.339,34.600,94.421,94.583
362,17.273,91.086,86.129,200.000,52.578,72.101,22.190,66.394,42.103,60.095,52.236,76.141,33.647,46.138,78.879,32.750,30.178,109.318,15.375,25.968,106.447,34.000,29.028,114.103,34.846,46.750,103.911,31.619,89.449,91.726,66.500,49.806,104.632,46.900,94.205,94.618
363,26.364,90.761,86.070,47.500,52.545,72.292,50.190,66.351,42.260,53.524,52.119,76.128,80.588,45.387,79.004,55.000,30.248,109.310,29.250,25.974,106.354,77.750,29.080,114.227,40.615,46.246,104.122,88.095,89.753,91.620,20.250,50.175,104.495,33.300,94.159,94.489
364,105.636,91.035,86.023,55.000,52.400,72.041,11.048,66.193,42.040,51.238,52.168,76.162,82.706,45.720,79.054,25.583,30.241,109.494,52.625,25.716,106.894,27.750,28.991,113.640,16.462,46.416,103.869,77.810,89.725,91.725,50.583,49.980,104.325,26.700,94.368,94.577
365,64.364,90.742,86.076,89.750,52.710,72.167,53.524,66.090,42.115,56.667,52.245,76.034,101.529,45.537,78.888,33.750,30.129,109.478,44.000,25.554,106.828,21.250,29.120,114.100,22.000,46.551,103.801,44.286,89.616,91.595,44.583,49.603,104.334,42.500,94.161,94.383
366,25.455,90.547,85.932,96.750,52.515,72.282,32.095,65.949,42.132,63.333,52.267,76.140,51.529,45.484,78.871,62.833,29.966,109.343,40.000,25.621,106.938,30.750,29.235,114.059,28.462,46.519,103.716,19.619,89.695,91.278,79.333,49.948,104.566,50.800,94.411,94.650
367,121.091,90.748,86.040,72.750,52.479,72.222,45.048,66.197,42.008,59.524,52.299,76.053,48.000,45.345,79.020,30.333,29.950,109.250,13.375,26.099,106.676,80.500,29.132,114.308,44.308,46.644,103.942,41.429,89.801,91.644,28.833,49.597,104.474,47.600,94.139,94.755
368,92.909,90.511,86.219,58.750,52.519,72.427,7.810,65.849,42.228,39.429,52.376,75.997,65.882,45.842,79.021,36.167,29.734,109.091,47.375,25.748,106.948,40.250,29.270,113.915,5.615,47.258,104.315,63.048,89.892,91.430,37.250,50.032,104.680,68.600,94.282,94.595
369,76.000,90.817,86.015,101.500,52.538,72.219,45.333,66.266,42.327,53.619,52.410,76.108,56.941,45.502,78.841,70.500,30.203,109.331,15.500,25.783,106.495,43.250,29.064,114.018,53.077,46.432,103.924,84.190,89.798,91.714,32.750,49.595,104.541,47.000,94.350,94.419
370,73.818,90.628,86.212,91.250,52.689,72.238,75.048,66.102,42.218,33.429,52.089,76.172,29.294,45.679,78.947,41.500,30.011,109.070,74.875,25.775,107.009,59.500,29.163,114.031,32.462,46.447,104.006,35.333,90.057,91.640,47.417,49.758,104.309,50.200,94.165,94.554
371,101.818,90.841,85.846,113.000,52.602,72.135,16.381,66.374,41.780,43.333,52.338,76.145,98.471,45.706,78.731,198.667,30.042,109.280,21.375,25.814,106.819,107.500,29.162,114.079,28.000,46.549,103.839,37.429,89.997,91.379,66.500,49.621,104.524,54.700,94.251,94.549
372,150.545,90.703,85.975,113.750,52.519,72.174,57.429,66.277,42.181,33.810,52.193,75.826,72.118,45.912,78.836,287.583,30.005,109.232,331.875,25.698,106.876,57.750,29.125,113.902,41.308,46.680,104.148,45.333,89.527,91.451,46.417,49.816,104.565,76.800,94.252,94.541
373,120.364,90.525,86.039,67.000,52.588,72.326,45.714,66.168,42.052,60.667,52.295,76.108,42.000,45.849,79.092,141.500,30.125,109.279,270.875,25.763,106.853,51.750,29.132,114.247,24.538,46.763,104.003,37.810,89.648,91.507,61.833,49.595,104.483,52.400,94.302,94.324
374,136.909,90.667,86.034,71.000,52.597,72.163,23.619,66.278,41.968,81.810,52.127,76.082,60.000,45.726,78.929,268.917,30.047,109.268,160.000,25.646,106.831,43.500,28.985,114.117,24.308,46.543,103.755,40.571,89.783,91.737,56.833,49.925,104.421,27.300,94.057,95.013
375,171.091,90.856,85.988,41.750,52.747,72.370,39.143,66.073,41.862,25.714,52.082,76.422,46.353,45.338,79.036,149.167,30.128,109.119,181.125,25.752,106.857,76.750,29.103,114.003,37.538,46.642,103.886,70.857,89.711,91.567,36.417,49.887,104.506,44.400,94.359,94.468
376,121.455,90.544,85.974,128.750,52.496,72.074,25.810,66.352,42.077,57.333,52.145,76.140,37.176,46.190,78.986,104.417,29.979,109.495,107.875,25.550,106.916,8.250,29.145,114.244,29.231,46.680,104.543,39.905,89.621,91.498,55.333,49.762,104.534,42.200,94.200,94.705
377,135.455,90.654,86.014,16.750,52.545,72.695,48.857,66.362,42.140,2.095,52.165,76.119,59.765,45.907,79.001,48.417,30.075,109.341,154.875,25.847,106.686,36.500,29.023,114.260,38.154,46.383,103.977,66.095,89.789,91.643,65.583,49.629,104.328,41.200,94.433,94.402
378,132.909,90.632,86.035,76.750,52.581,72.402,45.143,66.354,41.971,24.095,52.038,75.882,55.765,45.699,78.837,120.667,30.055,109.104,245.750,25.747,106.743,46.250,29.250,114.382,5.077,46.702,103.859,32.667,89.684,91.431,48.917,49.782,104.431,55.600,94.176,94.849
379,41.455,91.008,85.930,21.750,52.670,72.381,32.476,66.169,41.720,61.619,52.273,76.154,85.882,45.669,78.888,152.500,30.023,109.146,185.375,25.713,106.921,78.500,29.197,114.346,57.462,46.401,103.784,46.476,89.573,91.382,32.750,49.865,104.313,39.400,94.443,94.689
380,58.182,90.776,86.062,64.750,52.506,72.156,26.381,66.119,41.815,62.000,52.355,76.213,8.706,45.809,78.920,83.333,30.096,109.151,167.250,25.724,106.795,7.250,28.985,113.615,35.000,46.504,104.179,73.524,89.633,91.660,56.000,49.735,104.400,58.600,94.260,94.544
381,59.455,90.675,86.106,19.000,52.406,72.422,109.810,66.397,42.018,57.619,52.092,76.234,42.824,45.538,78.892,130.083,30.176,109.339,197.625,25.696,106.806,43.500,29.131,113.984,29.769,46.503,104.090,39.905,89.756,91.660,63.833,49.961,104.447,76.900,94.009,94.613
382,24.000,90.734,86.051,29.250,52.558,71.921,34.952,66.131,42.089,34.000,52.271,76.250,30.235,45.641,78.785,101.083,30.077,109.298,89.625,25.614,106.727,94.500,29.065,114.208,29.308,46.566,104.000,40.190,89.623,91.415,56.417,50.023,104.538,37.500,94.395,94.712
383,122.364,90.893,86.050,34.000,52.358,72.114,37.714,66.393,42.187,40.952,52.223,76.146,52.353,45.942,78.964,109.833,29.918,109.356,58.375,25.611,106.904,90.500,29.157,113.868,23.077,46.535,103.969,17.238,89.947,91.456,54.500,49.837,104.249,25.800,94.234,94.743
384,43.273,90.767,86.167,76.000,52.656,72.207,38.000,66.107,41.934,67.333,52.306,76.183,91.647,45.826,78.889,69.833,30.098,109.185,216.125,25.678,106.724,29.750,29.152,114.545,15.846,46.607,104.243,38.857,89.528,91.471,55.917,50.083,104.508,50.300,94.165,94.720
385,53.636,91.027,86.041,43.250,52.427,72.276,29.714,66.171,41.894,64.571,52.186,76.018,96.471,45.548,78.927,139.417,30.059,109.176,77.250,25.892,106.910,66.750,29.138,114.205,26.077,46.564,103.992,36.857,89.469,91.885,73.833,49.781,104.569,41.000,94.273,94.564
386,26.000,90.469,86.170,42.750,52.340,72.311,33.524,65.968,42.061,50.286,52.311,76.152,32.588,45.790,78.861,53.833,30.236,109.197,122.000,25.734,106.916,70.250,29.200,114.107,30.231,46.519,103.872,40.476,89.772,91.660,44.333,49.414,104.509,57.500,94.331,94.549
387,18.545,90.462,86.134,69.000,52.539,71.960,79.238,66.117,42.052,19.810,52.424,76.121,50.000,45.427,78.786,28.417,29.954,109.355,99.750,25.668,106.869,27.250,28.985,114.013,0.000,NaN,NaN,51.810,89.714,91.612,51.417,49.524,104.524,22.200,94.239,94.441
388,17.455,90.775,86.012,78.250,52.623,72.467,32.476,66.261,42.035,32.000,52.217,75.968,30.824,45.658,78.960,33.000,30.290,109.403,48.750,25.632,106.768,64.750,29.188,113.999,7.769,46.824,104.330,42.571,89.750,91.732,47.583,50.028,104.304,45.200,94.213,94.367
389,47.818,90.667,85.959,22.500,52.342,72.161,49.333,66.119,42.034,46.000,52.229,75.973,89.059,45.672,78.877,27.500,29.996,109.271,84.250,25.614,106.941,117.500,29.089,114.157,25.769,46.403,104.026,52.286,89.808,91.774,51.417,49.688,104.414,48.100,94.405,94.788
390,30.727,90.880,85.865,79.000,52.639,72.368,38.476,66.453,41.837,76.571,52.177,75.909,38.588,45.564,78.944,43.500,29.939,109.030,15.500,25.980,106.958,66.250,29.138,114.258,20.923,46.225,104.134,19.143,89.799,91.721,59.500,49.771,104.381,96.200,94.297,94.740
391,22.364,90.491,85.949,68.750,52.577,72.348,63.619,66.151,42.043,52.952,52.161,76.008,64.471,45.485,78.843,48.167,29.901,109.152,59.625,25.771,106.813,44.250,29.270,113.992,14.538,46.630,104.374,71.333,89.791,91.755,89.333,49.655,104.593,25.200,94.374,94.721
392,14.545,90.640,86.064,107.750,52.604,72.105,21.524,66.399,42.164,31.238,52.062,75.919,72.706,45.695,78.963,34.667,30.068,109.470,93.625,25.857,107.086,45.750,29.171,114.333,14.615,46.387,104.320,22.000,89.799,91.252,53.250,49.634,104.484,61.800,94.246,94.468
393,31.455,90.589,86.204,258.750,52.551,72.347,28.381,66.416,41.797,70.095,52.327,76.222,60.000,45.888,78.809,49.000,30.036,109.473,17.125,25.496,106.598,25.000,28.985,114.167,24.077,46.528,103.868,24.286,89.595,91.514,43.167,50.122,104.406,33.500,94.170,94.575
394,94.000,90.526,86.112,477.250,52.512,72.261,26.381,66.150,42.266,55.143,51.970,76.083,60.353,46.092,79.007,37.833,30.241,109.242,31.000,25.844,106.861,98.500,29.093,114.180,17.692,46.631,104.223,51.143,89.657,91.671,49.583,49.813,104.190,25.700,94.183,94.352
395,56.182,90.819,85.876,205.250,52.546,72.155,39.810,66.089,41.957,69.333,52.332,76.179,50.118,45.664,78.906,28.667,29.853,108.860,38.125,25.645,106.760,31.500,29.295,114.087,31.692,46.684,104.201,25.048,89.675,91.329,58.333,49.520,104.619,26.100,94.376,94.492
396,89.091,90.693,85.846,228.000,52.545,72.156,53.905,65.936,42.215,53.714,52.109,76.211,64.353,45.608,78.852,25.000,30.109,109.584,13.875,25.505,106.854,35.500,29.240,114.143,96.615,46.555,104.042,43.619,89.560,91.570,71.917,49.771,104.498,64.900,94.305,94.659
397,15.636,90.762,86.108,310.000,52.563,72.345,39.048,66.292,41.837,66.952,52.097,76.186,450.235,45.757,78.933,61.500,29.988,109.262,47.250,25.389,106.632,83.000,29.178,114.020,92.385,46.771,103.925,33.333,89.491,91.406,27.833,49.797,104.301,41.500,94.213,94.629
398,18.545,90.602,86.104,308.500,52.572,72.213,22.571,65.947,41.937,61.619,52.327,76.115,463.765,45.740,78.873,44.750,30.030,109.048,34.750,25.770,106.648,46.750,29.295,114.452,123.462,46.760,104.143,46.381,89.909,91.626,80.167,49.803,104.495,43.200,94.191,94.213
399,49.273,90.429,86.226,167.750,52.609,72.198,50.190,66.024,41.966,30.571,52.208,76.161,544.706,45.637,78.847,13.250,30.215,109.464,36.375,25.716,106.975,14.000,28.985,114.479,109.385,46.490,104.096,17.048,89.669,91.416,64.833,49.720,104.464,43.200,94.137,94.454
400,16.000,90.781,85.845,241.000,52.455,72.350,31.524,66.124,42.211,48.286,52.298,75.866,392.000,45.679,78.868,33.667,30.153,109.099,53.375,25.632,106.887,68.000,29.051,114.094,101.462,46.598,103.994,58.000,89.827,91.462,104.000,49.799,104.424,30.000,94.296,94.933
401,77.091,90.816,85.829,244.000,52.528,72.348,26.000,66.200,42.148,59.714,52.177,75.810,347.412,45.725,78.900,41.167,29.883,109.524,27.625,25.676,106.704,0.000,NaN,NaN,50.538,46.598,103.735,62.476,89.611,91.638,48.250,49.597,104.475,46.800,94.237,94.411
402,31.636,90.780,86.025,366.500,52.468,72.200,69.143,66.215,42.009,47.524,52.462,75.970,396.941,45.719,78.872,25.000,30.084,109.134,43.500,25.693,106.626,28.750,29.015,113.917,37.769,46.646,103.973,47.524,89.670,91.474,326.500,49.690,104.492,56.400,94.088,94.935
403,7.455,90.849,85.745,196.250,52.514,72.209,40.952,66.181,42.150,12.000,52.181,76.388,327.176,45.828,78.888,36.667,29.932,109.110,49.625,25.938,106.989,42.500,29.173,114.417,16.462,46.810,103.754,57.905,89.695,91.839,121.750,49.644,104.526,19.800,94.104,94.664
404,40.364,90.931,86.130,138.750,52.504,72.179,64.571,66.233,41.887,48.762,52.560,75.994,302.235,45.801,78.891,53.250,29.959,109.549,27.875,25.703,107.180,74.000,29.088,114.218,35.077,46.591,103.988,38.667,89.753,91.627,131.167,49.901,104.288,32.100,94.156,94.704
405,108.364,90.859,86.066,54.250,52.694,72.398,47.524,66.306,41.926,38.952,51.899,76.053,319.294,45.810,78.863,46.667,30.079,109.464,33.750,25.570,106.944,7.500,29.026,114.225,20.308,46.498,104.091,43.048,89.675,91.720,201.333,49.679,104.438,47.800,94.291,94.501
406,25.273,90.807,85.934,35.250,52.545,72.051,27.333,66.305,41.974,22.095,52.143,75.991,183.529,45.500,78.792,22.000,30.376,109.302,9.000,25.700,106.976,4.250,29.295,113.925,23.769,46.891,103.997,30.857,89.567,91.367,166.667,49.806,104.541,52.300,94.238,94.608
407,20.727,90.512,85.965,72.250,52.790,72.177,32.190,66.254,41.859,34.571,52.220,75.852,173.529,45.675,78.943,40.750,30.007,109.323,45.625,25.925,106.866,45.750,29.226,113.866,53.000,46.359,104.256,62.476,89.590,91.363,146.667,49.638,104.559,23.400,94.228,94.869
408,64.000,90.880,86.087,62.750,52.482,72.381,54.286,66.145,42.077,52.571,52.410,75.976,270.941,45.749,78.892,45.750,30.058,109.374,86.250,25.836,106.791,44.500,29.145,114.245,51.538,46.599,103.911,55.619,89.807,91.727,69.500,49.826,104.452,59.200,94.312,94.271
409,34.545,90.592,86.250,39.500,52.529,72.358,40.286,66.110,41.832,52.952,52.028,75.881,173.294,45.681,78.844,48.167,30.067,109.055,27.125,25.708,107.228,74.500,29.006,114.157,58.923,46.765,103.974,56.952,89.729,91.466,166.833,49.745,104.537,39.700,94.424,94.667
410,75.818,90.773,85.913,69.500,52.558,72.267,42.667,65.997,42.313,25.333,52.469,75.818,309.765,45.626,78.850,20.667,30.111,109.679,25.500,25.806,106.672,132.000,29.212,114.080,42.462,46.645,103.878,32.476,90.026,91.738,70.083,49.810,104.466,13.700,94.241,94.605
411,51.818,90.784,85.974,70.250,52.491,72.408,21.714,66.231,41.819,31.619,52.268,76.040,237.529,45.660,78.973,43.583,30.041,108.947,56.250,25.984,106.938,10.500,28.985,114.036,31.692,46.816,103.834,49.143,89.889,91.570,40.000,49.692,104.711,80.500,94.194,94.509
412,17.818,90.552,85.971,40.500,52.361,72.425,43.238,66.133,41.849,47.810,51.977,76.001,156.235,45.741,78.902,34.167,30.316,109.070,9.625,25.788,106.698,66.250,29.036,114.159,17.769,46.615,103.821,66.762,89.811,91.450,74.917,49.699,104.512,78.300,94.298,94.768
413,59.273,90.785,86.131,51.000,52.746,72.385,59.905,66.102,42.274,45.810,52.415,76.170,297.176,45.715,78.966,11.417,29.811,109.689,38.625,25.619,107.066,50.750,29.080,114.081,31.692,46.346,104.133,71.048,89.701,91.344,34.167,50.016,104.332,42.200,94.077,94.377
414,37.636,90.629,86.082,26.750,52.464,72.481,37.429,66.068,42.061,32.000,52.328,76.171,265.059,45.757,78.886,19.750,30.339,109.367,52.000,25.623,107.009,34.500,28.985,114.019,26.231,46.370,104.380,55.905,89.530,91.450,59.583,49.721,104.362,10.900,94.179,94.941
415,54.727,90.591,85.948,49.000,52.667,72.214,31.238,66.244,42.272,69.238,52.106,75.926,414.706,45.696,78.917,36.667,30.131,109.400,11.250,25.682,106.650,82.250,29.140,114.325,19.538,46.097,104.000,57.810,89.801,91.452,61.833,49.857,104.414,61.200,94.218,94.435
416,79.273,90.585,86.050,23.000,52.774,72.270,38.095,66.038,42.011,45.238,52.476,76.180,315.294,45.721,78.874,47.917,30.145,109.334,7.250,25.810,106.603,45.500,29.084,114.082,34.231,46.295,103.738,42.381,89.773,91.565,47.750,49.935,104.473,69.500,94.199,94.693
417,32.182,90.700,86.083,86.500,52.530,72.131,25.714,66.239,41.953,33.905,52.164,76.246,232.941,45.800,78.928,25.583,29.890,109.293,23.000,25.718,106.670,35.250,28.985,113.852,27.462,46.619,104.026,60.095,89.610,91.492,72.167,49.886,104.619,44.800,94.241,94.726
418,50.545,90.827,85.946,39.000,52.559,72.135,7.619,66.464,42.354,69.333,52.273,76.102,305.176,45.768,78.920,12.583,30.011,108.817,67.750,25.617,106.766,70.750,29.030,113.888,13.000,46.527,104.005,68.286,89.643,91.188,33.500,49.809,104.564,95.700,94.355,94.358
419,61.455,90.824,86.095,96.750,52.455,72.318,47.238,66.178,41.834,35.429,52.381,75.868,326.706,45.967,78.920,43.333,30.184,109.168,35.000,25.809,106.580,28.000,29.107,114.058,30.692,46.531,103.849,24.857,89.746,91.721,25.000,49.792,104.527,49.800,94.287,94.693
420,95.273,90.481,86.058,59.500,52.529,72.547,18.000,65.982,41.910,56.952,52.498,76.079,220.353,45.750,78.889,57.500,30.078,109.207,82.875,25.705,106.869,61.000,29.235,113.964,19.538,46.308,104.441,76.667,89.853,91.676,75.500,49.926,104.536,35.500,94.157,94.259
421,168.364,90.685,86.029,37.000,52.702,71.972,47.143,66.234,41.827,35.238,52.145,75.903,119.882,45.442,78.933,13.167,30.292,109.497,27.000,25.331,106.960,24.500,28.988,113.780,26.692,46.688,103.933,81.714,89.783,91.441,57.667,49.545,104.474,48.600,94.284,94.464
422,252.000,90.610,85.961,77.750,52.615,72.122,72.762,66.208,42.112,62.381,52.168,76.046,62.706,45.684,78.762,39.500,30.181,109.219,56.000,25.901,106.888,21.500,29.176,113.900,35.154,46.653,104.329,38.857,89.951,91.607,72.500,49.624,104.671,48.700,94.187,94.911
423,176.000,90.587,85.955,29.500,52.545,72.453,47.714,66.132,42.352,47.810,52.057,76.183,80.471,45.766,78.761,54.000,30.108,109.255,34.375,25.586,106.772,72.750,29.141,114.236,20.692,46.548,104.027,54.667,89.703,91.690,40.583,49.921,104.259,68.900,94.296,94.494
424,98.182,90.606,85.997,48.750,52.680,72.355,34.286,66.164,42.045,17.619,52.133,75.921,45.882,45.893,78.801,18.417,29.916,109.427,39.750,25.815,107.085,16.500,28.985,114.338,19.000,46.709,103.891,51.619,89.869,91.646,80.417,49.721,104.434,39.600,94.387,94.532
