 ,Mean1,XM1,YM1,Mean2,XM2,YM2,Mean3,XM3,YM3,Mean4,XM4,YM4,Mean5,XM5,YM5,Mean6,XM6,YM6,Mean7,XM7,YM7,Mean8,XM8,YM8,Mean9,XM9,YM9,Mean10,XM10,YM10,Mean11,XM11,YM11,Mean12,XM12,YM12,Mean13,XM13,YM13,Mean14,XM14,YM14,Mean15,XM15,YM15,Mean16,XM16,YM16,Mean17,XM17,YM17,Mean18,XM18,YM18,Mean19,XM19,YM19,Mean20,XM20,YM20,Mean21,XM21,YM21,Mean22,XM22,YM22,Mean23,XM23,YM23,Mean24,XM24,YM24,Mean25,XM25,YM25,Mean26,XM26,YM26,Mean27,XM27,YM27,Mean28,XM28,YM28,Mean29,XM29,YM29,Mean30,XM30,YM30,Mean31,XM31,YM31,Mean32,XM32,YM32,Mean33,XM33,YM33,Mean34,XM34,YM34,Mean35,XM35,YM35,Mean36,XM36,YM36,Mean37,XM37,YM37,Mean38,XM38,YM38,Mean39,XM39,YM39,Mean40,XM40,YM40,Mean41,XM41,YM41,Mean42,XM42,YM42,Mean43,XM43,YM43,Mean44,XM44,YM44,Mean45,XM45,YM45,Mean46,XM46,YM46,Mean47,XM47,YM47,Mean48,XM48,YM48,Mean49,XM49,YM49,Mean50,XM50,YM50,Mean51,XM51,YM51,Mean52,XM52,YM52,Mean53,XM53,YM53
426,248.250,56.268,84.105,216.100,73.457,102.139,302.538,31.098,78.109,71.294,34.451,91.213,127.615,124.796,86.972,38.875,15.798,77.660,45.615,22.033,80.555,275.062,41.856,91.889,175.923,39.533,51.211,44.700,63.077,123.592,49.625,43.330,96.188,187.355,50.901,90.883,58.286,81.055,105.648,41.200,84.862,103.193,98.143,77.661,94.047,166.378,125.371,108.685,97.765,46.952,87.312,1236.462,53.896,118.126,908.385,59.785,119.501,84.429,77.122,127.480,258.516,25.354,77.056,112.286,76.396,111.038,50.700,34.829,106.484,48.688,41.908,61.572,82.250,71.523,93.771,105.385,86.244,128.657,122.452,12.102,93.844,133.613,55.630,111.028,37.290,27.874,108.520,17.471,70.154,131.486,165.417,62.509,85.486,12.595,96.956,123.411,61.625,43.341,127.026,24.077,32.080,59.162,36.190,75.542,132.587,407.643,65.377,127.098,3.500,66.517,114.670,98.250,21.803,71.897,219.905,35.791,75.567,41.318,28.060,98.930,115.375,117.815,80.802,2.323,29.967,114.442,142.250,66.039,119.607,236.857,81.450,131.161,45.059,55.450,126.712,446.308,50.383,122.814,108.800,118.531,62.130,175.600,61.931,112.796,308.625,69.902,124.947,52.000,34.344,96.580,115.806,72.849,119.167,119.226,69.332,102.623,147.176,83.195,125.522
427,259.062,56.394,83.990,238.400,73.370,102.076,358.923,31.038,78.226,76.706,34.411,91.190,131.231,124.836,86.900,56.438,15.585,77.392,74.769,22.302,80.539,138.625,41.813,91.942,162.077,39.792,50.928,47.000,62.925,123.623,53.000,43.722,96.187,213.677,50.770,90.796,76.571,80.993,105.462,52.600,84.827,103.244,76.286,77.596,94.598,99.730,125.453,109.036,87.882,46.845,87.610,568.923,53.944,118.250,636.615,59.808,119.547,72.143,77.118,127.614,260.839,25.361,77.000,69.333,76.261,111.131,42.700,34.818,106.389,39.688,42.250,61.748,112.125,71.437,93.692,88.077,86.365,128.878,888.194,12.178,93.806,168.129,55.717,110.929,26.000,27.560,108.581,6.000,70.030,130.832,114.417,62.623,85.569,21.081,96.638,123.809,91.000,43.340,127.237,34.308,31.699,59.163,45.048,75.861,132.906,296.786,65.375,127.116,29.167,66.728,114.782,93.500,21.761,72.058,307.143,35.780,75.458,92.455,27.897,98.900,46.125,117.589,80.981,0.581,30.225,113.925,183.250,66.014,119.559,175.429,81.513,131.132,33.529,55.351,126.603,398.231,50.321,122.907,455.100,118.374,62.442,241.000,62.066,112.915,253.500,69.811,124.925,53.846,34.572,96.566,115.161,73.189,119.159,112.258,69.349,102.672,277.882,83.203,125.335
428,446.688,56.423,84.023,205.400,73.526,102.078,432.077,31.072,78.171,114.765,34.425,91.346,172.231,124.784,86.789,80.625,15.823,77.669,54.846,22.483,80.257,282.188,41.848,91.950,197.308,39.623,50.791,51.700,62.875,123.452,59.500,43.543,96.157,143.742,50.600,90.802,168.286,80.952,105.701,59.100,84.997,103.305,45.571,77.513,94.221,184.595,125.695,108.648,140.824,46.921,87.721,395.885,53.921,118.073,286.923,59.744,119.532,63.857,77.021,127.304,219.032,25.197,77.145,163.238,76.524,111.286,25.500,34.802,106.344,58.250,42.188,61.245,65.625,71.673,93.632,106.308,86.435,128.759,1719.613,12.183,93.766,243.677,55.742,111.124,20.387,27.461,108.212,18.529,70.789,130.759,113.083,62.249,85.685,2.703,96.720,123.516,45.250,43.252,127.035,31.538,31.878,59.546,63.238,75.967,132.870,315.643,65.488,126.901,10.917,66.476,114.448,104.000,22.195,71.875,265.143,35.818,75.529,72.682,27.853,98.964,142.000,117.843,80.767,11.484,29.915,113.389,162.812,66.049,119.672,188.714,81.344,131.118,80.000,55.473,126.678,417.769,50.368,122.796,220.300,118.353,62.323,247.700,61.975,112.854,329.250,69.888,125.054,59.846,34.804,96.147,87.484,72.890,119.360,162.194,69.187,102.590,232.706,83.282,125.557
429,2064.312,56.387,84.017,236.100,73.458,101.970,326.462,31.108,78.184,89.941,34.652,91.172,143.923,124.653,86.706,62.062,15.581,77.572,35.923,22.497,80.475,330.062,41.922,91.862,134.154,39.618,50.922,30.400,63.021,123.516,60.250,43.322,95.872,177.806,50.633,90.827,988.190,81.073,105.622,72.300,84.818,103.491,155.714,77.567,94.119,143.135,125.619,108.836,147.647,46.915,87.418,354.308,53.940,118.139,306.923,59.820,119.621,57.000,76.964,127.616,240.516,25.194,77.068,63.429,76.226,111.312,101.100,34.697,106.216,912.562,42.100,61.621,76.375,71.579,93.746,93.769,86.322,128.850,1499.032,12.191,93.775,215.355,55.628,111.035,23.677,27.289,108.215,23.353,70.560,131.073,116.333,62.294,85.613,10.703,96.906,123.433,152.375,43.221,127.177,48.462,32.016,59.279,56.381,75.577,132.538,417.857,65.486,127.052,18.833,66.863,114.297,92.500,22.077,71.923,348.762,35.779,75.448,56.955,27.888,98.710,103.625,117.595,80.742,1.613,30.535,114.545,238.688,66.040,119.558,197.143,81.300,131.168,65.824,55.548,126.992,396.538,50.416,122.807,231.600,118.377,62.400,194.700,61.932,112.867,319.750,69.829,125.034,50.077,34.301,96.281,99.935,72.704,119.151,106.194,69.183,102.625,245.294,83.227,125.322
430,2327.062,56.392,84.020,330.200,73.366,102.032,345.000,31.022,78.009,98.059,34.332,91.155,144.000,124.747,86.578,45.875,15.410,77.842,81.462,22.619,80.381,214.375,41.767,91.912,124.385,39.608,50.885,63.900,62.953,123.686,39.500,43.257,95.959,169.290,50.671,90.724,925.429,81.025,105.578,72.000,85.054,103.290,99.714,77.777,94.073,155.730,125.455,108.660,109.882,47.000,87.468,392.077,54.021,118.085,249.308,59.788,119.516,17.143,76.826,127.852,215.290,25.307,76.980,50.952,76.326,110.855,38.900,35.153,106.573,623.500,42.142,61.609,183.875,71.674,93.677,52.692,86.492,128.708,856.903,12.126,93.794,202.774,55.784,111.218,21.806,27.201,108.538,3.000,69.595,131.285,94.583,62.819,85.650,23.189,96.715,123.225,128.375,43.264,127.233,50.385,31.891,59.347,22.857,75.896,132.758,422.071,65.401,127.126,45.833,66.755,114.381,113.750,22.200,71.932,336.286,35.658,75.439,54.273,27.882,98.754,115.625,117.757,80.832,0.000,NaN,NaN,212.938,66.131,119.500,200.571,81.330,130.908,53.647,55.464,126.570,455.154,50.366,122.832,174.600,118.371,62.425,167.600,61.961,112.756,353.375,69.912,124.971,51.846,34.233,96.568,97.935,72.933,119.175,92.258,69.343,102.643,274.235,83.231,125.247
431,1740.688,56.386,84.016,170.200,73.382,102.113,286.385,31.200,78.250,98.824,34.553,91.137,114.077,124.596,86.648,54.375,15.460,77.699,115.385,22.211,80.445,205.062,41.945,91.956,186.615,39.499,51.144,86.100,63.105,123.898,91.125,43.436,96.014,187.677,50.790,90.734,347.714,81.030,105.626,59.700,84.843,103.475,30.571,77.646,94.108,249.135,125.474,108.826,150.000,47.006,87.567,387.769,53.941,118.041,205.615,59.738,119.481,6.714,76.936,127.558,289.290,25.308,76.934,88.286,76.408,111.400,67.300,34.759,106.466,327.938,42.203,61.671,89.375,71.602,93.692,159.231,86.333,128.700,1302.581,12.171,93.831,257.935,55.660,111.052,46.710,27.217,108.563,7.412,70.877,131.019,113.083,62.275,85.758,8.000,97.032,123.629,63.125,43.141,127.132,29.077,31.741,59.574,49.524,75.674,132.614,320.500,65.431,127.143,21.167,66.573,114.287,142.750,21.907,71.900,372.952,35.847,75.439,66.455,27.808,99.038,97.625,117.911,80.895,4.839,29.729,113.615,231.500,65.986,119.730,276.571,81.388,131.312,44.118,55.257,126.534,463.692,50.341,122.800,320.600,118.292,62.347,273.200,62.021,112.781,360.625,69.959,124.932,34.154,34.414,96.314,59.484,72.851,119.273,89.355,69.296,102.515,181.294,83.233,125.453
432,892.188,56.355,83.960,193.200,73.613,102.093,265.923,31.139,78.073,84.000,34.216,91.132,111.538,124.853,86.661,72.000,16.199,77.536,48.846,22.066,80.555,275.875,41.846,91.952,162.154,39.741,50.999,50.400,62.976,123.795,83.375,43.522,96.113,135.935,50.633,90.773,106.952,80.979,105.446,27.500,85.133,103.165,32.000,77.656,93.929,1076.324,125.455,108.784,111.176,46.914,87.468,330.385,53.950,118.194,248.308,59.873,119.639,57.571,76.874,127.387,279.548,25.296,77.162,61.048,76.223,111.044,85.600,34.564,106.338,106.938,42.162,61.391,109.750,71.703,93.821,115.231,86.554,128.705,814.194,12.215,93.714,184.516,55.691,111.048,39.871,27.616,108.030,15.294,71.046,131.248,120.500,62.389,85.585,4.108,96.622,123.588,93.125,43.200,127.023,18.308,31.826,59.167,43.619,75.763,133.280,362.714,65.450,127.100,18.500,66.925,114.570,148.500,21.964,71.963,300.286,35.817,75.379,51.591,27.950,98.671,84.500,117.989,80.852,0.000,NaN,NaN,256.125,66.009,119.768,268.000,81.434,131.133,28.059,55.614,126.461,432.692,50.310,122.722,198.600,118.455,62.412,230.900,61.986,112.771,355.750,69.875,125.152,56.769,34.287,96.504,110.774,72.940,119.281,131.871,69.189,102.537,276.000,83.255,125.595
433,441.188,56.315,83.952,281.800,73.497,101.969,422.923,31.154,78.037,97.059,34.582,91.363,76.538,124.826,86.855,70.438,16.165,77.145,37.692,22.443,80.507,181.875,42.037,91.929,131.615,39.762,51.160,53.900,62.815,123.963,19.875,43.680,96.004,290.258,50.596,90.911,132.667,81.193,105.590,69.000,85.031,103.410,100.714,77.580,94.225,2520.027,125.471,108.754,130.588,46.935,87.270,364.231,53.916,118.145,282.615,59.822,119.470,32.571,77.168,127.354,256.452,25.313,77.180,48.952,76.226,111.160,55.200,34.912,106.372,129.500,41.995,61.524,80.500,71.461,93.741,105.000,86.500,128.877,344.452,12.134,93.688,175.806,55.706,111.077,13.806,27.392,108.325,571.529,70.543,131.098,72.583,62.396,85.533,15.081,96.579,123.116,99.625,43.080,127.161,36.923,32.015,59.502,29.238,75.618,132.683,255.786,65.422,126.940,23.500,66.610,114.677,67.250,22.253,71.899,303.238,35.795,75.427,79.773,27.980,98.871,84.125,117.670,80.821,3.484,30.036,114.407,220.188,66.160,119.781,278.714,81.489,130.924,47.176,55.521,126.396,515.231,50.401,122.776,257.000,118.447,62.395,258.600,62.031,112.920,297.625,69.880,125.037,50.923,34.541,96.680,1120.968,72.961,119.164,105.290,69.150,102.694,139.176,83.241,125.273
434,309.188,56.345,83.934,195.400,73.458,101.790,314.846,31.108,78.090,116.471,34.608,91.236,89.231,124.591,86.826,28.562,16.029,77.428,97.923,22.119,80.549,207.812,41.910,91.784,150.692,39.588,51.107,32.400,62.687,123.658,85.875,43.643,95.967,181.226,50.469,90.737,82.857,81.127,105.446,113.900,84.899,103.127,90.429,77.469,94.116,2021.189,125.513,108.790,136.588,47.046,87.589,357.615,54.111,118.071,378.077,59.804,119.567,40.286,77.106,127.513,262.903,25.315,77.048,99.524,76.186,111.406,62.400,34.643,106.189,93.125,42.185,61.663,48.875,71.604,93.952,96.923,86.328,128.618,150.903,12.123,93.692,190.581,55.730,111.117,30.194,27.365,108.226,386.706,70.527,131.050,101.667,62.189,85.372,29.946,97.162,123.073,132.750,43.237,127.161,37.308,32.059,59.334,23.905,75.686,132.907,255.429,65.550,127.045,23.083,66.661,114.555,42.750,21.819,71.983,321.048,35.956,75.531,46.500,27.827,98.670,115.375,117.795,80.880,4.194,30.535,114.235,267.750,66.066,119.678,186.714,81.305,131.184,54.765,55.640,126.239,408.154,50.401,122.724,289.300,118.408,62.391,174.700,61.743,112.919,330.500,69.937,125.074,72.154,34.231,96.656,1433.355,73.061,119.223,74.194,69.324,102.618,180.588,83.229,125.268
435,370.250,56.406,84.003,177.700,73.449,102.046,388.385,31.205,78.070,86.294,34.482,91.382,90.000,124.535,86.892,115.188,15.904,77.387,54.846,22.299,80.414,239.312,41.994,91.930,128.923,39.560,51.092,113.000,63.010,123.589,21.500,43.571,95.884,240.903,50.860,90.800,54.190,81.147,105.662,91.600,84.833,103.232,87.429,77.597,94.459,1532.216,125.480,108.711,65.647,46.937,87.333,370.538,53.948,118.104,292.000,59.869,119.649,28.286,76.930,127.279,264.065,25.356,77.091,78.571,76.468,111.159,36.400,34.504,106.403,635.562,42.080,61.583,69.250,71.498,93.744,122.846,86.664,128.842,107.484,12.275,93.852,219.742,55.721,111.062,22.581,27.739,108.171,287.471,70.520,131.058,88.583,62.377,85.532,28.973,96.854,123.478,116.250,43.381,127.169,35.538,32.138,59.549,7.143,75.973,132.938,349.643,65.471,126.955,17.917,66.499,114.500,191.750,22.060,72.000,389.429,35.770,75.430,103.136,28.070,98.857,35.750,117.788,80.772,5.742,29.971,114.183,280.875,66.129,119.676,186.429,81.413,131.047,41.176,55.569,126.510,356.231,50.375,122.758,212.800,118.534,62.382,292.700,62.091,112.752,256.250,69.812,125.015,35.769,34.540,96.428,938.903,72.989,119.220,156.065,69.085,102.651,206.000,83.262,125.287
436,297.438,56.448,84.052,203.100,73.549,102.032,293.308,31.207,78.202,80.471,34.516,91.390,130.692,124.693,86.725,74.000,15.725,77.665,67.462,22.281,80.250,230.938,41.894,91.927,131.692,39.576,50.928,42.200,62.742,124.012,17.750,43.848,96.107,172.323,50.743,90.925,42.857,81.094,105.539,143.900,84.904,103.441,56.429,77.765,93.897,1470.865,125.497,108.750,108.588,47.058,87.161,374.654,53.982,118.134,299.308,59.950,119.511,39.286,76.983,127.683,311.806,25.396,76.967,85.810,76.257,110.919,74.700,34.724,106.339,473.250,42.171,61.572,110.500,71.621,93.582,160.308,86.375,128.897,97.290,12.254,93.768,233.290,55.691,111.019,17.032,27.579,108.359,156.941,70.591,131.046,78.167,62.152,85.591,26.541,97.076,124.003,184.000,43.276,127.141,64.385,31.727,59.628,66.476,76.058,132.877,374.071,65.472,127.085,12.667,66.805,114.655,106.750,21.989,71.901,365.810,35.784,75.449,108.273,27.995,98.781,72.625,117.807,80.734,0.000,NaN,NaN,211.438,66.104,119.648,160.571,81.271,131.272,26.765,55.728,126.322,291.769,50.378,122.826,256.500,118.383,62.311,182.400,61.930,112.932,340.500,69.820,124.962,54.385,34.641,96.657,512.968,73.065,119.245,154.452,68.988,102.750,268.353,83.259,125.450
437,230.562,56.209,83.954,218.500,73.408,102.023,232.538,31.136,78.073,91.706,34.561,91.231,146.615,124.768,86.662,40.125,15.823,77.461,91.000,22.587,80.442,295.500,41.988,91.933,147.923,39.608,51.056,23.600,62.533,124.005,34.000,43.459,96.136,196.516,50.770,90.733,54.000,81.148,105.759,78.500,84.913,103.338,135.714,77.647,94.176,1189.514,125.450,108.717,149.647,46.882,87.262,358.269,53.882,118.155,236.000,59.764,119.456,32.714,77.118,127.026,245.226,25.340,77.103,127.905,76.307,111.157,47.700,34.547,106.339,225.375,42.038,61.533,91.125,71.450,93.870,116.308,86.632,128.801,110.774,12.306,93.781,249.097,55.610,111.053,58.516,27.434,108.420,61.882,70.528,131.090,121.833,62.501,85.658,16.649,97.229,123.489,57.000,43.591,127.119,22.692,31.727,59.504,47.714,76.091,132.706,309.286,65.413,127.067,24.000,66.749,114.285,116.000,21.892,72.050,318.190,35.866,75.481,113.818,28.034,98.949,103.250,117.703,80.759,11.355,30.417,114.482,198.625,66.007,119.566,222.429,81.367,131.237,57.294,55.525,126.816,407.308,50.348,122.693,197.100,118.491,62.364,313.400,62.050,112.826,303.500,69.830,125.077,34.231,34.412,96.383,248.774,73.100,119.168,98.581,69.107,102.366,191.765,83.232,125.351
438,266.062,56.305,83.934,219.500,73.507,101.966,268.000,31.004,78.069,88.000,34.463,91.342,102.231,124.871,86.901,75.625,15.967,77.596,71.308,22.505,80.516,264.000,41.957,91.975,193.692,39.757,51.027,52.000,62.965,123.807,3.375,44.072,96.289,233.290,50.804,90.799,111.143,81.125,105.646,117.800,84.856,103.407,111.143,77.665,94.297,511.514,125.547,108.728,194.471,46.886,87.429,323.731,53.958,118.117,347.154,59.776,119.633,37.286,76.940,127.635,264.581,25.264,77.061,57.048,76.268,111.333,21.500,34.598,106.042,59.938,41.962,61.456,30.125,71.699,94.214,96.923,86.358,128.883,156.323,12.163,93.761,165.742,55.564,111.185,49.097,27.359,108.134,46.471,70.588,131.232,97.417,62.498,85.548,16.216,97.109,123.532,166.875,43.488,127.130,4.385,31.786,59.283,22.476,75.901,132.555,301.571,65.441,127.070,18.417,66.815,114.956,81.250,22.027,72.038,366.286,35.835,75.492,105.091,27.858,98.821,110.375,117.823,80.937,0.000,NaN,NaN,208.312,66.069,119.698,190.429,81.509,131.115,33.706,55.689,126.440,431.000,50.373,122.908,267.000,118.505,62.336,325.000,62.034,112.795,339.875,69.834,125.086,33.077,34.226,96.456,175.742,72.960,119.195,135.355,69.199,102.593,311.294,83.240,125.270
439,184.938,56.378,83.896,137.400,73.422,102.037,296.846,31.137,78.039,64.941,34.415,91.613,92.923,124.723,86.863,89.375,15.951,77.475,52.308,22.255,80.335,208.562,41.780,91.959,123.692,39.544,50.946,55.700,62.828,123.915,34.500,43.866,96.018,142.323,50.836,90.831,60.762,81.031,105.837,82.200,85.119,103.269,69.571,77.521,94.158,165.189,125.573,108.919,106.588,46.932,87.355,459.885,53.891,118.162,252.231,59.758,119.572,44.000,77.043,127.338,220.516,25.279,77.003,108.286,76.388,111.183,57.100,34.950,106.374,44.562,41.912,61.428,92.875,71.736,94.016,98.923,86.275,128.925,88.452,12.459,93.777,210.516,55.732,111.123,21.806,27.843,108.242,59.647,70.382,130.943,107.333,62.527,85.597,18.108,96.530,123.456,178.625,43.083,127.100,32.462,31.363,59.372,51.619,75.893,132.741,310.286,65.464,127.053,29.083,66.611,114.417,119.500,21.815,71.813,254.667,35.804,75.530,82.500,27.953,98.868,76.000,117.888,80.696,1.613,29.605,113.925,206.875,65.992,119.690,180.857,81.459,130.988,33.176,55.341,126.650,477.154,50.401,122.782,238.400,118.352,62.472,154.100,62.129,112.866,329.500,69.861,124.996,71.846,34.337,96.508,124.903,72.942,119.195,133.290,69.132,102.473,252.353,83.201,125.376
440,206.438,56.467,83.913,170.300,73.461,102.061,308.077,31.112,78.146,54.529,34.654,91.518,119.462,124.688,86.630,39.875,15.742,77.412,70.077,22.321,80.236,184.438,41.854,91.985,127.077,39.860,51.058,32.800,62.839,123.444,33.125,43.668,96.214,179.484,50.767,90.766,70.000,81.183,105.395,67.300,85.022,103.093,217.857,77.703,94.148,167.676,125.593,108.716,115.059,46.958,87.285,346.769,53.983,118.199,325.769,59.704,119.639,62.857,77.206,127.482,309.032,25.207,77.021,83.238,76.314,111.170,35.800,34.662,106.569,39.688,42.187,61.611,91.125,71.642,93.891,158.385,86.302,128.839,96.968,12.204,93.961,185.161,55.645,111.037,47.032,27.463,108.524,9.118,70.891,130.707,63.917,62.327,85.443,14.973,96.667,123.856,150.750,43.332,127.052,11.000,31.914,59.387,15.905,76.289,132.863,349.571,65.454,127.111,39.083,66.773,114.343,32.500,22.365,71.865,327.905,35.629,75.575,70.727,27.808,98.782,87.125,117.750,80.669,2.968,29.295,113.945,194.062,66.097,119.576,184.143,81.306,131.064,81.647,55.388,126.935,539.462,50.490,122.756,230.400,118.558,62.186,242.100,61.995,112.753,442.500,69.865,124.997,61.846,34.216,96.682,91.290,73.045,119.073,124.452,69.173,102.643,250.118,83.285,125.361
441,238.438,56.427,84.057,242.100,73.367,101.988,296.538,31.141,78.173,82.000,34.397,91.213,76.615,124.616,86.516,35.562,15.393,77.838,60.923,22.265,80.457,292.062,41.819,91.952,172.154,39.604,50.976,42.100,62.917,123.781,58.625,43.296,96.080,130.129,50.576,90.830,42.381,80.951,105.646,66.700,84.756,103.674,184.286,77.681,94.097,168.486,125.496,108.698,144.706,46.931,87.358,363.269,53.901,118.025,221.692,59.869,119.521,95.571,77.012,127.707,288.645,25.163,77.117,83.714,76.235,111.429,62.300,34.834,106.287,52.312,42.250,61.373,69.875,71.470,93.660,106.769,86.570,128.743,71.742,12.036,93.756,304.129,55.574,111.100,25.935,27.546,107.959,15.353,70.639,131.128,86.000,62.632,85.391,15.459,96.770,122.964,79.250,43.430,127.059,9.692,31.364,59.436,34.476,75.587,132.953,250.143,65.459,127.016,17.583,66.541,114.560,76.250,22.119,71.971,260.381,35.847,75.334,100.182,28.047,98.944,64.000,117.652,80.811,3.806,29.820,113.662,192.438,66.133,119.615,253.429,81.280,131.135,65.941,55.503,126.378,786.692,50.406,122.819,155.800,118.395,62.453,120.200,61.994,113.005,383.000,69.888,124.972,65.769,34.463,96.763,85.484,72.894,119.292,126.968,69.155,102.601,252.824,83.140,125.329
442,233.438,56.425,83.984,270.900,73.483,102.170,366.769,31.163,78.105,85.471,34.488,91.374,104.308,124.751,86.776,39.562,15.695,77.310,19.769,22.454,80.230,246.438,41.890,91.953,2743.577,39.652,51.001,984.300,62.917,123.693,82.875,43.370,96.219,185.935,50.708,90.786,24.571,81.481,105.801,37.400,84.825,103.832,143.143,77.640,94.025,73.946,125.495,108.629,97.412,46.923,87.365,934.462,53.887,118.273,278.000,59.868,119.468,38.714,76.793,127.602,276.710,25.332,77.018,57.619,76.276,111.280,52.300,34.650,106.394,66.688,42.249,61.889,50.500,71.872,93.902,92.000,86.334,128.850,118.645,12.325,93.733,246.839,55.614,111.099,22.194,27.283,108.223,6.000,70.677,130.820,123.250,62.657,85.640,17.459,97.003,123.737,146.500,43.298,127.194,50.000,32.062,59.481,37.905,75.763,132.559,485.714,65.332,126.967,21.583,66.921,114.363,46.750,22.092,71.987,326.667,35.811,75.517,94.818,28.007,98.775,67.375,117.708,80.799,0.710,29.605,113.305,237.062,66.118,119.776,198.143,81.281,131.036,57.235,55.747,126.336,3819.423,50.359,122.771,228.300,118.419,62.336,204.000,61.970,112.763,331.250,69.882,124.888,68.923,34.353,96.458,48.774,73.145,119.285,72.452,69.187,102.723,249.647,83.294,125.358
443,159.250,56.238,83.954,160.900,73.521,101.933,315.000,31.064,78.223,95.706,34.600,91.239,161.846,124.755,86.921,46.250,15.769,77.472,54.154,22.180,80.428,306.188,41.839,91.838,1821.769,39.657,50.951,888.700,62.939,123.676,57.625,43.680,95.912,179.355,50.619,90.700,71.429,81.101,105.500,83.900,84.864,103.283,171.286,77.597,94.201,112.378,125.637,108.650,145.765,47.027,87.675,681.462,53.932,118.207,215.462,59.755,119.501,25.000,77.276,127.565,216.968,25.394,77.107,87.048,76.235,111.365,27.500,35.148,106.124,24.188,42.157,61.086,69.000,71.426,93.896,173.692,86.539,128.812,92.000,12.251,93.788,215.290,55.814,111.172,22.452,27.306,108.341,20.824,70.091,130.972,90.417,62.332,85.626,24.541,97.029,123.472,76.625,43.605,127.187,18.308,31.658,59.554,39.048,75.957,132.884,392.429,65.412,126.885,19.667,66.808,114.285,25.750,22.171,72.075,250.762,35.791,75.460,67.182,28.035,98.546,33.000,117.624,80.797,7.290,29.756,113.651,207.812,66.017,119.691,215.000,81.422,131.244,54.529,55.800,126.296,3337.154,50.375,122.758,289.100,118.401,62.209,270.700,61.857,112.857,268.750,69.938,124.950,40.692,34.357,96.452,62.645,73.060,119.468,133.742,69.135,102.761,213.294,83.201,125.468
444,249.250,56.416,84.138,246.700,73.478,101.958,324.154,31.128,78.172,101.941,34.478,91.491,126.923,124.782,86.891,51.188,15.899,77.466,42.692,22.249,80.490,296.500,41.880,91.897,460.077,39.626,50.950,434.000,62.904,123.683,52.125,43.355,96.047,180.581,50.531,90.874,80.000,81.248,105.617,84.100,84.933,103.512,99.571,77.635,94.082,95.351,125.427,108.839,137.412,47.030,87.318,596.269,53.989,118.189,279.462,59.666,119.566,21.429,77.124,127.617,282.774,25.208,76.975,107.619,76.383,111.271,8.500,35.196,106.058,20.438,41.941,61.579,60.375,71.628,93.946,221.154,86.445,128.846,82.774,12.122,93.807,221.935,55.685,111.025,18.194,27.599,108.092,14.000,70.430,131.166,109.250,62.504,85.440,21.189,96.680,123.521,153.625,43.427,127.053,36.000,32.138,59.658,53.619,75.970,132.730,350.286,65.458,126.935,6.583,66.491,114.847,2.250,21.545,72.075,284.095,35.768,75.416,78.545,27.978,99.125,113.750,117.769,80.825,8.839,30.535,114.235,169.062,65.900,119.769,201.143,81.342,131.136,32.647,55.311,126.328,2302.923,50.360,122.763,195.100,118.471,62.097,255.200,61.959,112.800,233.000,69.945,125.053,56.462,34.325,96.549,59.419,73.017,119.118,146.000,69.178,102.467,198.118,83.285,125.371
445,195.188,56.451,83.880,241.900,73.429,102.093,324.308,31.175,78.044,90.471,34.321,91.129,1112.231,124.762,86.797,33.812,16.108,77.418,96.462,22.286,80.526,273.375,41.660,91.884,195.923,39.663,50.956,204.000,62.902,123.459,2.375,43.555,95.978,160.387,50.855,90.876,118.476,81.028,105.632,34.100,84.958,103.534,98.857,77.622,94.277,109.297,125.376,108.685,133.059,46.931,87.213,434.692,53.999,118.208,413.154,59.826,119.617,62.000,77.098,127.499,250.387,25.154,77.184,98.571,76.390,111.374,74.500,34.993,106.129,23.375,42.078,61.591,135.125,71.616,93.960,1924.462,86.513,128.784,77.871,12.069,93.844,192.258,55.663,111.093,17.355,27.080,108.330,1.118,70.525,130.420,121.833,62.554,85.339,1.676,96.045,123.855,119.125,42.874,126.906,33.308,31.707,59.800,55.810,75.448,132.775,346.357,65.397,126.967,43.417,66.728,115.014,4.500,22.475,71.765,326.571,35.901,75.513,105.909,28.028,98.766,66.625,117.797,80.500,3.290,29.605,113.305,232.125,66.077,119.663,140.857,81.262,131.024,43.471,55.629,126.509,1331.385,50.400,122.809,202.300,118.458,62.221,302.300,62.037,112.829,226.000,69.842,125.043,54.692,34.190,96.505,76.000,73.056,119.391,111.613,69.176,102.596,234.588,83.204,125.610
