 ,Mean1,XM1,YM1,Mean2,XM2,YM2,Mean3,XM3,YM3,Mean4,XM4,YM4,Mean5,XM5,YM5,Mean6,XM6,YM6,Mean7,XM7,YM7,Mean8,XM8,YM8,Mean9,XM9,YM9,Mean10,XM10,YM10,Mean11,XM11,YM11,Mean12,XM12,YM12,Mean13,XM13,YM13,Mean14,XM14,YM14,Mean15,XM15,YM15,Mean16,XM16,YM16,Mean17,XM17,YM17,Mean18,XM18,YM18,Mean19,XM19,YM19,Mean20,XM20,YM20,Mean21,XM21,YM21,Mean22,XM22,YM22,Mean23,XM23,YM23
507,166.222,90.353,137.434,28.750,82.967,119.785,63.615,69.434,89.096,36.167,50.375,50.758,81.250,53.812,55.516,163.833,90.486,130.813,188.000,101.748,124.662,51.250,59.452,64.521,106.200,93.947,130.460,290.000,96.554,91.778,39.222,57.478,74.970,79.111,78.586,123.851,78.667,85.517,77.784,148.824,89.398,90.846,66.750,85.922,135.158,143.000,98.847,125.189,109.667,93.571,125.630,302.125,89.767,107.558,207.455,84.429,97.126,13.500,84.475,68.022,24.769,63.663,93.948,201.667,110.205,119.163,136.000,94.032,107.491
508,234.222,90.346,137.398,63.000,82.977,119.998,43.000,69.363,89.175,49.333,50.378,50.828,68.250,53.742,55.536,166.167,90.539,130.760,78.667,101.715,124.847,67.125,59.113,64.675,93.400,93.966,130.080,234.500,96.499,91.813,36.722,57.253,74.791,36.889,78.675,123.920,64.667,85.483,78.015,85.529,89.415,91.029,83.000,86.071,135.382,145.800,98.881,125.504,116.833,93.691,125.544,251.625,89.750,107.630,154.727,84.368,97.294,119.000,84.620,67.563,41.462,63.407,93.861,248.000,110.205,118.983,100.545,94.162,107.892
509,229.333,90.368,137.459,54.250,82.829,119.999,129.615,69.133,89.376,97.667,50.656,50.370,39.250,53.898,55.347,185.500,90.586,130.908,61.667,101.711,124.537,64.625,59.393,64.675,21.200,93.983,130.454,157.500,96.570,91.873,37.833,57.297,74.902,20.222,78.636,123.702,82.000,85.494,77.864,173.059,89.346,90.934,150.000,85.935,135.179,135.400,98.904,125.375,127.167,93.786,125.673,300.000,89.668,107.555,171.636,84.467,97.379,40.250,84.415,67.541,28.000,63.458,93.616,266.333,110.205,119.179,52.182,94.022,107.881
510,270.889,90.413,137.464,34.625,82.849,120.077,83.538,69.423,89.142,9.833,50.338,50.238,6.500,53.833,55.478,248.667,90.495,131.032,81.833,101.621,124.700,55.250,59.142,64.412,117.600,93.813,130.009,274.000,96.444,91.841,55.556,57.470,74.938,57.778,78.497,123.825,92.333,85.505,77.937,132.824,89.405,90.820,111.000,86.120,135.105,168.000,98.803,125.210,90.667,93.876,125.467,318.375,89.686,107.605,233.455,84.388,97.135,36.750,84.433,67.836,23.154,63.986,93.682,268.000,110.205,119.030,66.909,94.087,107.667
511,137.556,90.416,137.466,25.375,82.962,120.069,94.769,69.140,89.364,27.333,50.178,50.647,83.250,53.644,55.610,278.167,90.555,130.802,101.167,101.781,124.608,85.125,59.188,64.773,95.200,93.975,130.136,84.750,96.388,91.845,25.333,57.371,74.864,36.444,78.653,123.699,37.833,85.622,77.886,123.529,89.393,90.836,121.500,86.007,135.099,120.400,98.969,125.326,134.333,93.743,125.555,260.500,89.853,107.618,227.091,84.418,97.087,43.250,84.643,67.791,43.923,63.341,93.866,137.000,110.205,119.154,132.182,94.079,107.732
512,214.667,90.329,137.475,69.375,82.793,120.078,52.077,69.072,89.071,42.333,50.381,50.602,133.250,53.785,55.455,210.667,90.580,130.737,82.667,101.757,124.539,71.125,59.315,64.625,41.200,93.919,130.403,95.500,96.583,91.671,29.500,56.978,74.817,7.556,78.776,123.964,71.333,85.560,77.880,88.824,89.407,91.116,168.500,86.038,135.139,201.400,98.938,125.476,120.167,93.607,125.601,220.375,89.768,107.495,238.909,84.486,97.202,80.000,84.696,67.820,52.385,63.703,93.591,227.667,110.205,119.032,44.727,94.143,107.764
513,237.111,90.407,137.556,39.875,82.796,120.227,72.769,69.309,89.243,64.000,50.413,50.532,51.250,53.755,55.662,182.500,90.478,130.752,129.500,101.910,124.569,73.000,59.177,64.518,63.000,93.963,130.852,71.500,96.569,91.903,47.778,57.243,75.301,40.444,78.449,123.806,76.333,85.708,77.717,164.471,89.472,90.893,119.750,86.031,134.878,125.400,98.873,125.332,126.500,93.668,125.489,297.750,89.665,107.676,250.727,84.460,97.159,58.750,84.786,67.569,27.385,63.543,93.975,399.333,110.205,119.164,54.182,94.058,107.917
514,117.556,90.278,137.585,45.750,83.094,119.774,48.231,69.421,89.070,70.667,50.542,50.475,46.000,53.692,55.648,155.833,90.651,130.855,107.667,101.687,124.461,35.500,59.256,64.711,65.000,93.846,129.852,136.750,96.508,91.857,19.111,57.265,74.696,31.333,78.367,123.977,68.833,85.734,77.826,153.765,89.508,91.011,133.750,86.023,135.168,151.000,98.910,125.293,117.833,93.686,125.528,253.625,89.656,107.527,215.091,84.486,97.357,57.750,84.463,67.754,48.154,63.315,93.748,388.000,110.205,118.992,97.455,94.131,107.848
515,104.667,90.259,137.364,68.875,82.899,119.778,66.462,69.333,89.252,43.667,50.886,50.510,48.500,53.705,55.635,127.833,90.530,130.785,203.333,101.704,124.477,32.000,59.118,64.504,53.600,93.917,130.308,38.500,96.613,91.957,38.444,57.519,75.270,21.111,78.513,123.571,91.000,85.610,77.606,170.941,89.435,90.998,81.500,86.149,135.064,199.400,98.944,125.233,99.167,93.605,125.590,199.750,89.779,107.626,146.182,84.357,97.251,46.500,84.475,67.853,148.308,63.560,93.933,374.333,110.205,119.090,65.091,94.114,107.949
516,241.333,90.331,137.526,88.000,83.077,120.027,33.538,69.310,89.041,10.667,50.685,50.196,34.750,53.694,55.286,208.000,90.668,130.782,162.833,101.725,124.575,19.375,59.187,64.575,53.600,93.976,130.609,50.500,96.430,91.527,32.444,57.207,75.117,4.000,78.826,123.604,93.000,85.532,77.912,112.118,89.370,90.835,70.000,85.996,135.004,86.800,98.937,125.396,151.667,93.700,125.622,219.375,89.719,107.531,186.182,84.457,97.177,36.000,84.723,67.709,119.231,63.533,93.897,386.000,110.205,119.022,116.545,94.128,107.846
517,222.444,90.400,137.518,37.250,83.031,119.829,85.385,69.251,89.118,29.167,50.318,50.313,25.000,53.745,55.332,98.167,90.492,130.719,145.333,101.729,124.662,87.125,59.145,64.733,79.800,93.882,130.150,94.000,96.418,91.586,56.222,57.288,75.243,30.667,78.706,123.652,92.667,85.785,77.656,121.882,89.404,91.156,113.000,85.952,135.192,165.800,98.874,125.420,121.667,93.786,125.503,204.375,89.666,107.571,279.636,84.490,97.266,44.500,84.627,67.947,57.769,63.565,93.844,321.000,110.205,119.031,33.818,94.237,107.423
518,122.222,90.318,137.509,53.875,82.971,119.991,58.692,69.244,89.321,29.833,50.488,50.740,82.250,53.792,55.549,144.333,90.420,130.718,137.667,101.741,124.530,33.375,59.251,64.881,79.400,94.001,130.231,66.000,96.435,91.869,30.833,57.294,75.112,28.667,78.739,123.920,61.167,85.577,77.837,146.353,89.419,90.910,70.750,85.934,135.138,114.400,98.928,125.288,145.500,93.692,125.344,283.500,89.718,107.612,151.636,84.441,97.115,39.750,84.678,67.723,38.923,63.809,93.854,565.000,110.205,118.828,75.455,94.195,107.849
519,171.556,90.350,137.459,36.125,82.852,120.104,38.077,69.244,89.090,48.833,50.491,50.468,76.500,53.814,55.591,173.333,90.584,130.781,171.000,101.478,124.491,36.750,59.112,64.845,72.400,93.789,130.513,113.000,96.492,91.737,22.944,57.212,75.131,29.778,78.759,123.685,69.833,85.598,77.699,189.882,89.433,91.064,123.750,85.883,135.195,129.800,98.856,125.364,147.000,93.669,125.612,294.750,89.641,107.497,355.455,84.455,97.092,27.500,84.576,67.735,65.308,63.543,93.891,1052.333,110.205,119.179,85.091,94.120,107.802
520,195.333,90.424,137.550,51.500,83.050,119.964,70.538,69.339,89.159,46.333,50.531,50.340,23.250,53.855,55.595,259.833,90.581,130.831,94.833,101.652,124.529,27.000,59.056,64.601,140.600,93.884,130.430,76.250,96.440,91.458,19.556,57.423,75.223,18.444,78.275,123.572,63.000,85.521,77.949,228.235,89.472,90.962,77.500,85.906,135.262,156.400,98.943,125.280,122.000,93.642,125.542,235.875,89.809,107.522,194.182,84.457,97.152,69.750,84.791,67.796,56.000,63.377,94.095,437.000,110.205,119.172,107.273,94.021,107.988
521,224.444,90.494,137.418,24.875,83.170,120.172,30.846,69.209,89.060,14.667,50.379,50.118,62.000,53.939,55.489,205.667,90.400,130.851,136.667,101.741,124.644,69.375,59.245,64.592,112.200,93.963,130.080,196.000,96.629,91.756,22.000,57.150,74.966,78.222,78.845,124.033,83.833,85.515,77.964,102.588,89.268,90.885,159.000,85.972,135.147,103.000,98.854,125.447,104.000,93.515,125.433,189.000,89.767,107.503,179.636,84.394,97.061,17.000,84.780,67.434,32.462,63.532,93.736,325.333,110.205,119.012,117.091,94.068,107.888
522,161.778,90.351,137.460,27.125,83.021,119.761,42.692,69.335,89.509,54.667,50.485,50.710,53.750,53.912,55.505,260.333,90.463,130.920,158.500,101.746,124.546,40.375,59.116,64.821,70.000,93.868,130.288,109.000,96.553,91.678,22.167,57.426,75.396,35.111,78.744,123.570,98.333,85.593,77.846,144.471,89.359,90.920,157.750,85.974,135.219,101.000,98.920,125.359,117.500,93.773,125.614,230.750,89.807,107.563,199.818,84.526,97.209,94.000,84.510,67.860,63.846,63.615,93.906,255.000,110.205,118.990,116.000,94.206,107.636
523,205.556,90.295,137.436,35.875,82.668,119.663,37.769,69.132,89.231,32.333,50.466,50.653,85.000,53.863,55.516,273.000,90.548,130.762,43.667,101.568,124.527,29.500,59.270,64.728,63.400,93.890,130.103,74.500,96.446,91.579,39.167,57.514,74.912,11.778,78.778,123.594,38.333,85.621,77.823,153.529,89.496,90.867,125.250,86.052,135.142,105.400,98.883,125.216,84.500,93.602,125.592,235.625,89.658,107.608,178.545,84.426,97.070,42.750,84.850,67.735,35.308,63.972,94.004,295.333,110.205,119.195,65.455,94.079,107.671
524,198.000,90.310,137.569,37.750,82.960,119.814,74.000,69.025,89.320,34.333,50.364,50.485,36.500,53.844,55.084,159.500,90.494,130.785,75.833,101.669,124.562,43.000,58.996,64.786,90.600,93.968,130.191,113.750,96.507,91.726,39.222,57.367,75.243,29.778,78.772,123.813,91.333,85.496,77.753,142.706,89.313,90.746,58.250,86.147,135.183,111.200,98.904,125.287,140.667,93.495,125.521,224.250,89.831,107.499,238.545,84.524,97.319,36.500,84.764,67.561,32.077,63.472,93.913,231.000,110.205,119.151,80.182,94.058,107.823
525,137.556,90.336,137.360,4.250,82.916,119.523,40.000,69.374,89.207,21.000,50.562,50.887,43.000,53.962,55.613,176.667,90.521,130.881,116.667,101.674,124.692,29.750,59.136,64.955,72.000,93.959,130.132,54.750,96.460,91.778,29.556,57.259,75.284,34.667,78.653,123.926,76.500,85.433,77.893,141.647,89.405,90.893,64.000,86.128,135.166,108.800,98.879,125.429,174.500,93.684,125.536,171.125,89.854,107.498,271.455,84.468,97.156,44.500,84.555,67.906,27.538,63.596,93.727,324.667,110.205,119.121,113.818,93.930,107.805
526,116.444,90.486,137.509,54.500,83.074,119.950,51.846,69.423,89.238,31.333,50.540,50.957,0.000,NaN,NaN,79.167,90.556,130.775,123.000,101.586,124.620,28.625,59.286,64.539,131.000,93.970,130.077,127.000,96.635,91.683,27.833,57.525,75.072,52.000,78.504,123.811,59.167,85.449,77.829,112.824,89.362,91.002,74.000,86.181,135.050,129.000,98.917,125.160,156.667,93.680,125.599,217.000,89.902,107.598,194.727,84.416,97.240,72.000,84.706,67.814,62.692,63.628,93.864,386.667,110.205,119.208,96.000,94.265,107.575
527,254.222,90.352,137.442,33.000,83.162,120.049,36.385,69.240,89.577,46.167,50.471,50.701,40.000,53.653,55.420,138.167,90.476,130.900,106.500,101.805,124.646,59.625,59.082,64.746,84.800,93.861,130.566,67.000,96.574,91.944,37.833,57.167,75.034,45.556,78.570,123.819,99.000,85.708,77.928,195.059,89.365,90.967,69.500,85.877,135.051,92.400,98.901,125.520,140.333,93.547,125.622,227.625,89.738,107.507,190.727,84.437,97.336,41.500,84.636,67.707,77.462,63.714,93.689,168.333,110.205,119.063,120.364,94.117,107.523
528,174.000,90.317,137.410,14.375,82.992,119.993,68.154,69.363,89.302,23.167,50.493,50.255,119.000,53.861,55.345,125.167,90.589,130.786,122.167,101.657,124.707,30.500,59.143,64.627,77.400,93.891,129.970,106.500,96.438,91.805,40.167,57.087,74.946,34.667,78.688,123.805,46.500,85.669,77.919,105.412,89.472,91.256,149.250,86.020,135.094,160.200,98.913,125.273,94.333,93.607,125.450,309.750,89.826,107.639,264.727,84.393,97.214,40.500,84.427,67.509,30.692,63.685,93.976,159.333,110.205,119.084,58.727,94.173,107.807
529,122.667,90.371,137.516,31.125,82.753,120.169,51.077,69.142,89.091,71.167,50.628,50.558,59.250,53.738,55.430,85.333,90.466,131.002,84.667,101.593,124.611,46.750,59.171,64.726,94.400,93.931,130.131,132.250,96.438,91.740,37.778,57.457,75.162,16.889,78.585,124.155,72.833,85.555,77.814,168.941,89.454,90.844,61.500,86.079,135.042,78.800,98.814,125.094,198.167,93.595,125.557,198.500,89.664,107.521,219.273,84.430,97.198,49.750,84.505,67.783,36.462,63.538,93.853,188.000,110.205,118.659,60.000,94.093,107.660
530,193.333,90.195,137.557,42.500,82.919,120.013,59.692,69.287,89.087,22.667,50.717,50.551,20.750,54.028,55.705,172.667,90.516,131.064,83.333,101.570,124.460,62.375,59.251,64.765,111.600,93.983,130.181,37.250,96.496,91.680,38.722,57.510,74.787,44.222,78.465,123.773,63.333,85.624,77.756,129.176,89.403,90.933,124.500,86.070,135.171,102.400,98.960,125.330,160.500,93.574,125.585,286.125,89.864,107.537,318.182,84.486,97.136,6.000,84.630,68.045,44.154,63.574,93.732,352.000,110.205,119.084,37.273,94.108,107.563
531,130.667,90.170,137.359,91.250,83.047,120.015,27.769,69.340,89.195,48.667,50.564,50.417,1.750,54.051,55.335,118.833,90.462,130.939,84.000,101.814,124.491,54.125,59.042,64.520,143.800,93.921,130.424,85.250,96.564,91.802,29.278,57.217,75.040,42.667,78.533,124.069,47.167,85.542,78.034,136.235,89.344,91.238,125.750,85.919,135.243,142.000,98.855,125.185,73.167,93.577,125.528,233.000,89.821,107.654,224.909,84.546,97.033,43.500,84.341,67.655,44.615,63.630,93.592,191.333,110.205,119.033,31.091,94.045,107.725
532,176.222,90.337,137.424,31.875,82.896,120.059,80.846,69.420,89.186,63.500,50.451,50.306,45.500,53.797,55.289,154.667,90.534,130.896,196.500,101.633,124.518,91.000,59.285,64.585,79.600,93.907,130.299,149.250,96.502,91.749,45.722,57.339,75.138,36.889,78.833,123.823,75.000,85.742,77.861,220.353,89.370,91.109,66.750,86.085,135.292,86.400,98.879,125.407,147.333,93.611,125.720,323.875,89.681,107.601,206.182,84.415,97.190,21.750,84.757,67.813,34.308,63.670,93.527,236.000,110.205,119.089,121.818,94.173,107.688
533,114.889,90.371,137.435,35.625,82.848,119.848,58.385,69.286,89.374,82.167,50.539,50.649,14.750,53.617,55.514,116.000,90.439,130.768,110.500,101.665,124.594,58.250,59.086,64.600,69.800,93.913,130.295,56.750,96.448,92.009,24.167,57.406,74.919,38.889,78.479,123.958,83.500,85.476,77.696,99.412,89.428,91.005,39.250,85.926,135.080,98.600,99.003,125.424,190.000,93.569,125.543,214.500,89.687,107.592,149.273,84.379,97.224,22.000,84.507,67.580,37.615,63.328,93.662,276.667,110.205,119.007,108.182,94.257,107.676
534,240.444,90.283,137.378,55.750,82.917,119.996,55.077,69.193,89.418,98.667,50.383,50.492,76.500,53.745,55.541,163.000,90.478,130.947,38.000,101.515,124.504,63.125,59.355,64.620,110.800,93.866,130.340,21.000,96.694,91.553,37.000,57.343,74.908,30.444,78.676,123.712,71.000,85.537,77.724,144.118,89.472,91.016,166.500,85.861,135.149,101.600,98.894,125.471,104.000,93.764,125.495,276.000,89.698,107.591,200.727,84.503,97.118,67.500,84.699,67.672,44.923,63.430,93.853,182.667,110.205,118.959,50.000,94.225,107.932
535,62.444,90.342,137.457,20.250,83.245,120.058,77.077,69.247,89.197,34.000,50.664,50.372,17.000,53.689,55.216,157.500,90.487,130.745,122.500,101.724,124.602,64.625,59.094,64.860,131.800,93.915,129.942,15.250,96.834,91.590,29.444,57.104,75.109,25.778,78.574,123.551,65.500,85.636,77.948,128.824,89.319,91.132,111.750,85.994,135.133,102.600,98.908,125.289,209.000,93.695,125.511,252.250,89.804,107.592,215.273,84.481,97.130,46.250,84.622,67.673,50.769,63.511,93.762,193.333,110.205,119.018,70.364,93.990,107.597
536,175.556,90.375,137.526,37.500,82.797,119.895,22.923,69.162,89.101,71.833,50.466,50.642,37.500,53.835,55.438,167.333,90.456,130.835,158.667,101.613,124.651,57.750,59.115,64.634,187.000,93.961,130.302,81.750,96.623,91.839,10.000,57.224,74.834,32.000,78.576,123.845,112.167,85.537,77.906,130.588,89.412,91.094,136.250,86.138,135.147,155.600,98.950,125.105,142.500,93.510,125.573,173.500,89.695,107.549,237.091,84.549,97.161,71.000,84.598,67.778,32.923,63.530,93.731,330.667,110.205,119.176,138.909,94.041,107.741
537,151.111,90.432,137.583,33.750,82.958,120.301,53.385,69.292,89.351,19.333,50.525,50.493,46.250,54.033,55.493,151.000,90.574,130.883,116.667,101.931,124.617,65.125,59.302,64.530,127.200,93.966,130.284,72.250,96.495,91.710,31.944,57.203,75.148,68.444,78.534,123.872,61.500,85.639,77.702,141.176,89.413,91.014,64.500,85.900,135.198,117.400,98.924,125.283,141.333,93.610,125.466,196.375,89.748,107.643,82.727,84.488,97.149,54.750,84.658,67.661,31.692,63.254,93.816,187.667,110.205,118.993,53.818,94.112,107.590
538,168.889,90.384,137.526,47.250,83.048,119.939,96.077,69.214,89.405,50.500,50.332,50.651,48.000,53.746,55.103,205.167,90.544,130.896,121.500,101.809,124.693,34.500,59.140,64.829,64.200,93.924,130.162,60.500,96.565,91.770,24.444,57.604,75.007,30.667,78.736,123.780,79.500,85.584,77.825,303.412,89.456,90.798,108.000,85.894,135.138,92.800,98.941,125.486,113.500,93.587,125.499,247.875,89.777,107.640,168.545,84.528,97.201,79.500,84.805,67.686,51.538,63.603,93.862,318.000,110.205,119.095,75.273,94.187,107.589
539,139.778,90.284,137.461,27.000,83.079,119.806,77.385,69.143,89.252,42.167,50.499,50.472,214.000,53.818,55.498,111.667,90.511,130.904,113.500,101.677,124.615,42.125,59.484,64.792,49.800,93.937,129.903,107.750,96.722,91.663,26.222,56.955,74.950,6.000,78.275,123.535,121.500,85.622,77.734,94.353,89.309,91.200,134.000,86.107,135.100,273.000,98.928,125.393,77.833,93.602,125.472,294.750,89.852,107.555,220.727,84.457,97.137,86.000,84.709,67.611,22.846,63.563,93.868,210.000,110.205,119.163,21.636,94.041,108.124
540,121.333,90.237,137.442,48.000,83.120,119.977,73.385,69.416,89.299,518.500,50.586,50.475,116.500,53.744,55.688,134.000,90.686,130.769,100.667,101.725,124.584,52.000,59.196,64.652,38.000,93.804,130.833,65.000,96.445,91.870,57.056,57.274,75.193,23.556,78.684,123.672,100.667,85.602,77.986,199.294,89.414,91.181,99.750,86.076,135.045,134.400,98.774,125.396,149.500,93.575,125.577,284.875,89.676,107.694,255.273,84.551,97.123,68.750,84.563,67.547,27.077,63.124,93.598,222.000,110.205,119.162,46.909,94.278,107.652
541,177.778,90.383,137.403,48.750,82.881,119.677,84.462,69.218,89.372,191.333,50.503,50.603,211.500,53.842,55.548,182.000,90.538,130.959,69.667,101.701,124.690,62.000,59.068,64.852,57.600,93.887,130.462,92.000,96.619,91.717,23.722,57.457,74.985,23.778,78.368,123.938,102.500,85.669,78.012,179.294,89.457,91.247,148.250,86.125,135.181,220.800,98.997,125.140,96.833,93.710,125.559,218.000,89.696,107.524,237.091,84.422,97.284,80.250,84.555,67.665,39.462,63.384,93.773,187.000,110.205,119.150,111.455,93.938,107.732
542,211.556,90.364,137.459,30.875,82.350,119.848,114.000,69.387,89.398,148.500,50.539,50.511,122.250,53.798,55.599,186.500,90.637,130.698,156.833,101.656,124.558,85.500,59.056,64.707,61.200,93.821,130.026,78.750,96.577,91.813,37.167,57.567,75.187,24.889,78.411,123.936,67.333,85.636,77.865,172.824,89.393,90.968,131.000,85.963,135.079,160.600,98.928,125.175,157.000,93.514,125.564,279.375,89.705,107.554,240.545,84.452,97.172,43.750,84.541,67.882,65.462,63.630,93.828,240.333,110.205,119.274,74.545,94.065,107.646
543,256.000,90.298,137.448,40.625,82.969,120.045,117.077,69.351,89.210,69.833,50.567,50.594,40.250,53.643,55.568,204.667,90.548,130.792,178.167,101.693,124.668,38.250,59.331,64.603,116.000,93.942,130.258,70.500,96.597,91.658,39.833,57.155,75.037,53.333,78.672,123.841,70.833,85.715,78.069,134.235,89.381,91.044,131.000,86.152,135.042,104.000,98.789,125.430,147.667,93.674,125.319,166.750,89.678,107.557,243.273,84.475,97.340,91.000,84.568,67.795,26.462,63.106,93.888,304.333,110.205,118.937,68.909,94.015,107.876
544,160.000,90.314,137.396,58.875,83.112,120.191,61.154,69.246,89.429,75.500,50.469,50.435,115.500,53.909,55.643,160.167,90.348,130.699,145.500,101.716,124.619,62.000,59.283,64.433,101.600,93.956,130.232,36.750,96.538,91.843,14.944,57.210,74.826,77.778,78.697,123.926,137.667,85.478,77.885,139.882,89.390,91.038,131.000,85.926,135.209,163.600,98.862,125.101,66.500,93.627,125.463,260.500,89.796,107.518,175.091,84.386,97.150,69.250,84.540,67.621,38.615,63.568,93.634,340.333,110.205,119.212,53.818,93.982,107.598
545,102.444,90.272,137.544,21.750,83.420,120.041,73.692,69.364,89.151,67.500,50.564,50.470,30.750,53.727,55.532,172.000,90.579,130.929,223.500,101.680,124.549,75.125,59.209,64.500,106.200,93.924,130.337,70.500,96.488,91.734,21.556,57.280,75.257,19.778,78.721,123.943,95.333,85.678,78.035,118.353,89.445,91.230,40.500,85.927,135.028,109.600,98.936,125.179,203.333,93.564,125.557,298.500,89.784,107.577,117.455,84.468,97.270,65.000,84.563,67.811,20.769,63.780,93.677,265.667,110.205,119.353,67.273,94.077,107.540
546,119.556,90.290,137.366,29.000,82.852,119.599,61.846,69.411,89.492,47.167,50.604,50.630,18.000,53.785,55.529,228.000,90.494,130.825,82.333,101.550,124.482,85.750,59.253,64.562,123.400,93.963,130.296,43.250,96.463,91.974,38.833,57.423,75.162,19.778,78.568,123.950,138.667,85.509,78.048,143.647,89.437,90.834,52.250,85.918,135.287,205.600,98.873,125.312,116.167,93.556,125.681,287.125,89.901,107.512,170.000,84.409,97.184,93.250,84.620,67.631,36.231,63.515,93.857,270.000,110.205,118.950,133.636,93.981,107.795
547,81.111,90.371,137.601,31.000,82.884,119.704,52.077,69.204,89.557,77.833,50.433,50.669,33.500,53.998,55.552,153.167,90.456,130.860,240.333,101.730,124.643,85.250,59.224,64.572,20.000,93.837,130.501,73.000,96.854,91.603,30.167,57.145,74.926,83.556,78.532,123.829,67.167,85.503,77.834,150.353,89.482,91.032,118.750,86.028,135.293,144.800,98.944,125.365,126.833,93.536,125.455,213.750,89.770,107.585,160.000,84.304,97.106,31.750,84.668,67.674,48.154,63.492,93.776,264.333,110.205,119.284,134.545,94.088,107.777
548,194.444,90.239,137.396,31.625,82.989,119.739,57.231,69.498,89.625,18.333,50.555,50.648,19.000,53.606,55.466,177.167,90.637,130.796,96.000,101.691,124.668,56.125,59.027,64.488,45.400,93.916,130.546,60.500,96.773,91.761,61.056,57.237,74.826,66.889,78.706,123.732,72.000,85.668,77.755,133.412,89.422,91.072,83.750,85.985,135.034,109.800,98.922,125.506,178.000,93.725,125.531,200.625,89.804,107.544,271.636,84.448,97.098,35.250,84.422,67.643,36.308,63.568,93.720,164.667,110.205,118.874,66.000,94.026,107.672
549,152.667,90.349,137.491,54.250,82.823,119.908,71.923,69.321,88.972,33.667,50.659,50.792,54.750,53.891,55.700,155.667,90.554,130.758,90.667,101.682,124.557,42.750,59.084,65.037,66.000,93.875,129.977,52.250,96.657,92.010,33.889,57.201,75.093,46.667,78.774,123.644,87.500,85.553,77.927,91.647,89.406,90.911,82.000,86.109,135.184,52.600,98.843,125.292,187.167,93.712,125.529,261.125,89.809,107.576,248.909,84.500,97.226,70.250,84.449,67.669,36.692,63.558,93.548,156.667,110.205,118.981,70.727,93.908,107.813
550,113.333,90.290,137.322,33.750,82.970,119.981,35.769,69.140,89.357,20.833,50.115,50.685,42.500,53.904,55.437,120.000,90.554,130.818,93.500,101.798,124.735,84.000,59.321,64.428,65.000,93.885,130.253,67.750,96.633,91.673,34.944,57.185,74.994,78.444,78.478,123.670,91.667,85.572,77.981,123.059,89.533,91.145,112.500,86.014,135.354,119.600,98.953,125.582,170.333,93.550,125.491,221.750,89.803,107.605,206.000,84.361,97.091,30.500,84.739,67.692,59.462,63.221,94.034,347.667,110.205,119.290,101.636,94.025,107.728
551,161.778,90.351,137.489,47.000,83.050,119.948,54.538,69.438,89.449,60.833,50.389,50.465,42.750,53.747,55.063,194.500,90.439,130.876,121.500,101.715,124.626,16.375,59.436,64.742,126.800,93.872,130.156,47.000,96.502,91.608,19.667,57.402,74.892,39.111,78.490,123.799,67.000,85.764,77.695,120.588,89.363,91.039,25.250,85.890,135.033,143.200,98.920,125.495,228.833,93.763,125.643,224.500,89.798,107.704,272.182,84.443,97.171,68.250,84.632,67.512,36.615,63.393,93.749,221.000,110.205,119.286,68.909,94.110,107.876
552,164.444,90.346,137.497,31.875,82.790,120.095,27.154,68.973,89.265,41.833,50.489,50.631,43.000,53.792,55.245,165.667,90.635,130.896,55.333,101.825,124.698,64.000,59.172,64.406,83.800,93.936,130.196,140.000,96.521,91.712,21.889,57.253,75.021,44.222,78.752,123.943,88.500,85.417,77.888,197.059,89.402,91.022,62.250,86.064,135.194,165.200,98.899,125.458,138.833,93.612,125.769,286.000,89.708,107.548,281.091,84.432,97.092,45.500,84.894,67.764,42.923,63.544,93.627,239.333,110.205,119.076,93.091,94.142,107.805
553,148.444,90.330,137.450,26.250,82.534,120.137,61.538,69.260,89.438,54.333,50.322,50.559,33.500,53.797,55.527,203.667,90.637,130.795,135.667,101.579,124.658,49.375,59.206,64.779,101.200,93.983,130.164,126.250,96.564,91.688,23.111,57.407,75.273,40.000,78.470,123.861,106.000,85.499,77.793,191.176,89.407,91.030,112.500,86.105,135.193,127.400,98.888,125.388,151.833,93.644,125.434,279.625,89.694,107.496,352.364,84.411,97.159,16.500,84.945,67.820,41.154,63.559,94.137,232.667,110.205,119.110,56.545,94.172,107.872
554,199.556,90.271,137.420,51.750,82.947,120.064,57.769,69.337,89.095,43.833,50.402,50.595,26.500,53.788,55.768,111.667,90.576,130.789,99.000,101.671,124.570,41.500,59.224,64.405,70.000,93.859,130.256,51.250,96.527,91.661,36.944,57.392,74.983,42.000,78.674,123.991,49.167,85.462,77.917,178.824,89.389,91.148,44.750,85.841,135.130,140.000,98.876,125.244,121.333,93.707,125.744,192.875,89.681,107.562,228.364,84.433,97.165,66.500,84.523,67.807,35.846,63.540,93.965,236.000,110.205,119.032,87.636,94.235,107.610
555,155.778,90.412,137.395,22.750,82.901,119.987,62.308,69.231,89.134,63.667,50.517,50.592,33.750,53.691,55.622,155.667,90.552,130.825,142.500,101.531,124.768,61.625,59.112,64.721,108.200,93.934,130.540,10.000,96.364,91.683,56.667,57.391,74.975,29.333,78.698,123.868,41.000,85.583,77.945,164.235,89.401,90.983,178.500,86.029,135.218,137.000,98.881,125.374,107.167,93.685,125.711,307.500,89.602,107.576,258.727,84.427,97.058,39.250,84.767,67.879,53.615,63.323,93.866,220.333,110.205,119.092,62.727,94.236,107.845
