 ,Mean1,XM1,YM1,Mean2,XM2,YM2,Mean3,XM3,YM3,Mean4,XM4,YM4,Mean5,XM5,YM5,Mean6,XM6,YM6,Mean7,XM7,YM7,Mean8,XM8,YM8,Mean9,XM9,YM9,Mean10,XM10,YM10,Mean11,XM11,YM11,Mean12,XM12,YM12,Mean13,XM13,YM13,Mean14,XM14,YM14,Mean15,XM15,YM15,Mean16,XM16,YM16
146,64.769,42.185,102.763,351.333,40.628,107.605,88.100,39.431,84.044,262.364,60.641,87.028,151.636,43.165,80.229,153.750,52.861,80.741,130.750,43.938,95.947,29.273,43.909,75.845,55.929,39.211,75.517,377.000,21.942,91.718,30.667,51.514,69.421,53.875,66.116,76.324,183.176,54.062,86.921,289.750,62.757,63.541,35.900,33.930,95.020,71.077,47.284,64.182
147,57.538,42.187,102.840,282.000,40.583,107.621,55.000,39.239,83.923,157.818,60.574,86.924,150.000,43.322,80.140,232.375,52.934,80.638,38.375,43.912,95.946,59.636,43.685,75.679,62.571,39.492,75.523,194.500,21.910,91.753,2.667,51.848,69.324,43.500,66.290,76.372,165.882,54.018,86.717,209.000,62.993,63.549,97.200,33.660,95.291,52.154,47.554,64.036
148,67.615,42.092,102.929,195.833,40.590,107.382,59.200,39.396,84.229,230.909,60.627,87.016,214.182,43.312,80.160,175.000,52.818,80.578,99.375,44.069,95.987,52.364,43.832,75.719,98.643,39.375,75.577,241.250,21.838,91.845,67.167,51.568,69.657,46.375,66.227,76.317,174.235,54.128,86.801,183.250,63.131,63.450,64.600,33.671,95.182,31.385,47.174,64.115
149,39.077,42.071,102.897,170.333,40.613,107.608,54.300,39.402,84.215,255.273,60.588,86.999,313.273,43.255,80.148,303.500,52.883,80.660,51.500,44.080,96.016,50.727,43.839,75.906,71.071,39.322,75.794,339.750,21.877,91.780,31.667,51.395,69.512,34.125,66.263,76.114,237.412,54.127,86.782,167.750,63.013,63.492,87.500,33.782,95.035,25.154,47.386,63.985
150,56.462,42.111,102.665,194.667,40.599,107.602,72.000,39.342,84.168,124.182,60.585,86.812,152.364,43.319,80.275,186.250,52.936,80.603,78.250,44.040,95.964,58.000,44.023,75.618,78.071,39.421,75.648,269.750,21.805,91.767,52.667,51.518,69.323,9.375,66.255,75.985,283.647,54.037,86.908,296.250,62.861,63.559,25.700,33.763,95.231,39.846,47.532,63.998
151,27.692,42.404,102.744,290.667,40.657,107.615,90.800,39.320,84.103,242.727,60.568,86.952,180.727,43.209,80.258,179.500,52.769,80.615,103.625,44.024,95.887,106.909,43.773,75.759,75.429,39.292,75.883,202.250,21.891,91.753,3.667,51.925,69.285,24.750,66.085,76.326,310.588,54.049,86.784,242.500,63.038,63.560,104.200,33.799,94.953,81.846,47.538,64.009
152,20.538,41.913,102.716,322.833,40.671,107.504,61.200,39.346,83.915,174.727,60.519,86.930,592.545,43.260,80.190,188.375,52.780,80.758,126.625,43.906,95.778,67.818,43.952,76.042,107.714,39.323,75.711,112.250,21.776,91.761,16.500,51.073,69.561,31.000,66.431,76.201,170.000,54.023,86.719,290.000,62.837,63.596,86.300,33.727,95.043,29.231,47.387,63.898
153,65.923,42.038,102.802,99.000,40.440,107.819,79.000,39.328,84.313,258.727,60.598,86.935,922.727,43.234,80.141,196.875,52.828,80.563,67.875,44.042,96.089,50.727,43.979,75.896,58.714,39.517,75.620,129.750,21.914,91.835,5.500,51.606,69.548,61.375,66.136,76.135,198.000,54.060,86.705,168.750,62.931,63.470,44.100,33.724,95.222,70.846,47.715,64.163
154,89.385,42.142,102.758,95.500,40.559,107.551,77.900,39.426,84.062,186.545,60.624,86.945,989.455,43.264,80.197,149.125,52.878,80.544,109.625,43.962,95.932,78.909,43.813,75.734,84.286,39.331,75.563,112.750,21.845,91.888,9.000,51.512,69.687,35.250,66.417,76.323,87.294,54.147,86.913,258.750,62.895,63.582,51.800,33.668,95.353,47.615,47.324,63.834
155,46.308,42.133,102.956,26.333,40.842,107.470,76.300,39.456,84.006,324.364,60.643,86.989,1096.545,43.258,80.168,162.625,52.764,80.491,110.500,44.021,96.037,97.091,43.878,75.789,57.643,39.363,75.728,104.250,21.723,91.715,12.000,51.615,69.474,63.500,66.141,76.270,115.529,54.173,86.758,225.250,62.863,63.517,51.800,33.876,95.077,46.615,47.368,64.067
156,90.000,42.413,102.607,61.667,40.747,107.583,111.400,39.301,84.174,210.000,60.586,86.969,974.909,43.253,80.208,252.625,52.790,80.680,62.875,44.235,95.936,38.182,43.872,76.092,80.786,39.351,75.145,135.750,21.954,91.692,10.167,51.468,69.559,7.250,66.463,75.875,127.647,54.128,86.728,209.250,62.908,63.546,60.800,33.752,95.200,48.154,47.139,64.206
157,56.154,42.004,102.584,66.000,40.572,107.672,130.100,39.335,84.127,206.182,60.596,86.939,946.182,43.286,80.113,193.500,52.827,80.522,77.000,43.950,95.860,57.455,43.848,75.973,122.143,39.220,75.718,84.750,21.653,91.669,70.667,51.474,69.599,33.750,66.169,76.133,171.412,54.176,87.095,235.250,62.847,63.509,65.800,33.852,95.205,72.000,47.461,63.881
158,35.154,42.002,102.678,64.667,40.379,107.607,80.400,39.481,84.013,255.818,60.645,87.009,1197.455,43.244,80.148,176.500,52.832,80.655,111.250,43.934,95.873,102.182,43.811,75.871,82.286,39.351,75.658,43.250,21.778,91.687,96.167,51.576,69.651,59.000,66.305,76.415,146.824,54.106,86.758,303.000,62.916,63.510,83.600,33.674,95.112,40.231,47.522,63.812
159,86.231,42.142,102.617,37.667,40.581,107.451,87.900,39.471,84.230,238.182,60.628,87.103,880.182,43.222,80.131,149.125,52.737,80.449,54.000,44.163,95.908,69.636,43.693,75.840,66.714,39.409,75.391,79.000,21.725,91.941,103.667,51.573,69.432,33.250,66.158,76.196,189.765,54.090,86.815,243.500,62.856,63.569,45.600,33.753,95.326,135.462,47.293,63.912
160,29.385,42.455,102.831,41.500,40.486,107.512,233.900,39.376,84.011,215.455,60.538,86.925,713.636,43.229,80.147,278.375,53.007,80.678,70.625,44.149,95.898,68.545,43.963,75.838,99.286,39.339,75.639,96.000,21.856,91.652,122.833,51.522,69.425,19.125,65.747,76.257,184.706,54.147,86.917,279.000,62.722,63.573,44.900,33.772,95.263,152.692,47.504,63.918
161,52.538,42.009,102.756,119.500,40.629,107.584,476.500,39.357,84.080,164.182,60.627,87.061,255.818,43.260,80.079,256.125,52.910,80.616,71.125,43.934,95.924,51.636,43.877,75.495,262.571,39.356,75.518,81.500,21.730,91.635,55.333,51.299,69.381,74.875,66.343,76.324,119.882,54.093,86.722,301.500,62.803,63.541,19.400,33.766,95.432,120.000,47.283,63.919
162,65.385,41.983,102.752,49.500,40.633,107.473,372.800,39.321,84.036,244.364,60.655,86.969,408.364,43.220,80.230,182.625,52.812,80.556,137.750,44.099,95.923,37.636,43.928,75.633,298.857,39.336,75.500,82.000,21.867,91.678,43.500,51.430,69.316,49.500,66.035,76.204,142.353,54.128,86.877,195.250,62.996,63.530,51.100,33.918,94.900,88.231,47.392,63.889
163,65.769,42.343,102.753,35.667,40.281,107.463,388.200,39.377,84.105,166.000,60.460,86.860,222.364,43.293,80.014,206.375,53.054,80.579,85.250,43.848,95.845,66.727,43.862,75.756,196.357,39.345,75.600,67.750,21.871,91.830,88.500,51.511,69.245,51.125,66.002,76.296,196.235,54.058,86.800,311.750,62.979,63.593,51.400,33.656,95.505,92.692,47.465,63.872
164,60.538,42.320,102.707,29.667,40.499,107.593,233.500,39.456,83.987,150.545,60.575,87.254,110.182,43.226,79.996,233.250,52.844,80.638,53.375,43.809,95.973,19.818,44.002,75.767,252.571,39.364,75.644,41.000,21.736,91.533,65.667,51.478,69.431,41.750,66.221,76.281,129.059,54.084,86.881,182.250,62.849,63.497,60.400,33.726,95.268,75.692,47.393,63.969
165,85.846,42.234,102.768,22.333,40.867,107.621,281.000,39.418,84.011,222.727,60.641,86.980,192.727,43.229,80.203,174.250,52.856,80.539,86.750,44.059,95.793,34.182,43.820,75.962,211.429,39.440,75.683,67.750,21.802,91.870,56.667,51.560,69.390,54.375,66.152,76.344,189.059,54.136,86.842,330.000,63.089,63.539,81.600,33.916,95.311,71.462,47.554,63.945
166,46.000,42.231,102.554,31.500,40.694,107.499,253.600,39.474,84.037,240.364,60.589,87.007,135.636,43.212,80.144,216.125,52.863,80.538,105.000,43.957,95.972,45.818,43.801,75.722,219.929,39.289,75.532,57.000,21.875,91.619,49.167,51.653,69.542,47.125,66.194,76.468,180.588,54.098,86.830,245.250,62.940,63.456,104.000,33.647,95.098,24.154,47.320,63.950
167,38.077,42.331,102.812,62.333,40.689,107.625,191.400,39.445,84.037,230.000,60.616,86.962,142.727,43.358,80.116,207.875,52.924,80.658,70.250,44.095,95.969,54.727,43.820,75.719,101.571,39.407,75.772,139.000,22.055,91.739,70.833,51.344,69.398,44.875,66.213,76.250,140.000,54.081,86.906,77.000,62.807,63.538,89.300,33.722,95.305,47.538,47.681,64.044
168,54.000,42.013,102.919,35.833,40.578,107.726,100.200,39.391,84.142,214.000,60.613,86.774,97.636,43.221,80.218,175.375,52.802,80.535,59.750,43.878,95.883,32.545,43.905,76.121,109.786,39.454,75.430,91.000,21.947,91.866,19.667,51.744,69.303,4.500,66.486,76.088,138.118,54.050,87.005,153.500,62.959,63.523,96.500,33.676,95.096,57.923,47.471,64.055
169,34.231,42.078,102.820,50.000,40.645,107.724,198.400,39.400,84.076,159.455,60.616,87.128,166.727,43.291,80.006,193.125,52.893,80.495,44.625,43.894,96.030,87.273,44.025,75.657,75.643,39.392,75.481,71.500,21.592,91.769,48.500,51.495,69.546,38.000,66.415,76.308,82.706,54.145,86.873,203.500,62.926,63.501,94.500,33.871,95.137,65.000,47.579,64.153
170,62.846,42.040,102.814,103.500,40.541,107.466,245.400,39.503,84.095,246.727,60.614,86.929,100.909,43.386,80.434,150.375,52.971,80.634,47.000,43.880,96.013,58.909,43.914,75.873,77.143,39.427,75.742,113.000,21.817,91.994,50.500,51.530,69.378,75.250,65.965,76.235,90.824,54.092,86.821,298.500,62.923,63.597,125.700,33.867,95.246,65.615,47.349,63.995
171,73.231,42.181,102.784,75.167,40.491,107.535,110.400,39.317,84.022,175.091,60.669,86.882,255.273,43.298,80.233,237.375,52.809,80.701,75.250,44.132,95.846,133.273,43.939,75.710,88.571,39.446,75.941,132.750,21.849,91.740,49.667,51.314,69.578,180.125,66.128,76.210,162.706,54.209,86.929,158.750,62.875,63.520,81.700,33.762,95.138,33.538,47.506,63.835
172,38.846,42.091,102.710,74.000,40.515,107.513,69.300,39.421,84.074,161.636,60.594,86.930,108.545,43.151,79.991,252.625,52.924,80.599,104.625,43.789,95.999,90.545,43.656,75.619,82.714,39.387,75.690,81.250,21.809,91.657,70.000,51.321,69.419,89.250,66.369,76.016,168.235,54.121,86.933,261.500,63.043,63.562,87.000,33.740,95.173,77.385,47.134,63.975
173,56.615,42.114,102.844,50.000,40.887,107.475,122.900,39.374,84.111,187.818,60.599,86.963,147.455,43.239,80.153,159.625,52.897,80.588,72.375,43.920,95.941,62.727,43.888,75.788,89.143,39.380,75.911,79.750,21.882,91.796,47.500,51.652,69.227,58.375,66.208,76.090,145.529,54.116,86.905,258.000,63.033,63.508,130.900,33.777,95.011,36.538,47.583,63.825
174,42.077,41.835,102.817,56.000,40.703,107.577,86.800,39.528,84.078,259.091,60.670,86.965,253.455,43.204,80.128,186.750,52.768,80.684,84.375,44.082,96.056,42.000,43.995,75.650,106.214,39.360,75.348,72.500,21.938,91.811,54.833,51.250,69.554,158.875,66.306,76.245,190.706,54.154,86.996,220.000,62.856,63.489,34.000,33.887,95.258,77.846,47.526,64.011
175,54.846,41.994,102.722,52.833,40.586,107.552,110.900,39.313,84.100,234.182,60.578,86.894,185.818,43.282,80.193,220.125,53.060,80.691,60.750,44.116,96.229,81.818,43.804,75.888,77.357,39.460,75.814,52.250,21.681,91.780,17.500,51.349,69.474,191.500,66.145,76.264,114.118,54.215,86.792,218.750,62.933,63.590,42.400,33.837,95.231,39.077,47.572,63.987
176,57.692,41.981,102.669,25.333,40.541,107.798,106.900,39.346,83.856,244.545,60.563,86.849,173.455,43.276,80.230,200.750,52.946,80.670,97.250,44.089,95.961,61.273,43.873,75.787,109.000,39.293,75.594,131.000,21.727,91.860,66.500,51.437,69.421,184.000,66.180,76.220,95.647,54.159,86.736,210.000,62.905,63.560,82.400,33.799,95.228,31.923,47.265,64.343
177,39.923,42.200,102.584,103.500,40.720,107.415,45.500,39.385,83.967,265.818,60.573,86.886,115.091,43.254,80.125,142.375,52.795,80.580,72.250,44.086,95.815,77.273,43.969,75.840,117.786,39.371,75.352,66.250,21.874,91.826,27.000,51.527,69.530,89.125,66.089,76.033,142.118,54.098,86.884,176.250,62.779,63.529,54.800,33.714,95.142,101.462,47.401,64.047
178,31.769,42.323,102.610,35.500,40.462,107.559,128.300,39.240,84.186,276.000,60.621,86.956,173.455,43.234,80.155,249.375,52.795,80.594,97.250,43.994,95.871,25.455,44.144,76.090,100.286,39.374,75.490,121.000,21.862,91.749,9.667,51.380,69.542,118.625,66.245,76.218,92.353,54.017,87.103,281.500,62.938,63.582,84.900,33.881,95.333,42.923,47.043,63.968
179,68.385,42.304,102.814,56.667,40.831,107.551,53.700,39.407,83.777,226.545,60.527,87.069,110.909,43.199,80.014,202.875,52.834,80.647,93.250,44.069,95.861,50.364,43.768,76.022,71.929,39.523,75.475,38.500,21.779,91.490,42.333,51.570,69.488,108.375,66.268,76.163,159.059,54.205,86.651,218.500,62.710,63.497,99.200,33.702,95.210,29.692,47.417,63.621
180,52.308,42.155,102.927,44.333,40.770,107.640,64.800,39.456,84.046,196.364,60.653,86.990,270.364,43.248,80.222,94.625,52.826,80.641,62.125,43.910,95.851,35.636,43.829,75.708,109.786,39.373,75.645,147.750,21.822,91.703,44.667,51.817,69.260,124.625,66.093,76.302,96.118,54.086,86.949,249.250,63.189,63.529,74.400,33.755,95.343,60.385,47.473,64.025
181,53.308,42.082,102.745,43.000,40.698,107.635,86.600,39.447,83.885,160.364,60.615,86.890,136.545,43.276,80.305,146.000,52.901,80.539,77.625,44.150,96.127,34.545,43.824,75.493,122.857,39.452,75.847,162.750,21.889,91.706,73.333,51.352,69.503,68.125,66.223,76.286,100.000,54.123,86.924,236.250,62.905,63.577,67.200,33.865,94.997,87.615,47.468,64.083
182,35.154,42.124,102.926,55.167,40.657,107.693,73.600,39.477,84.034,150.182,60.596,86.981,154.909,43.317,80.277,160.875,52.838,80.413,51.875,44.081,95.843,103.091,43.936,75.731,114.929,39.399,75.416,29.250,21.860,91.854,19.667,51.371,69.366,52.375,66.158,76.212,130.941,54.074,86.788,276.750,63.036,63.566,26.600,33.935,95.134,27.308,47.471,64.172
183,43.154,42.005,102.904,105.167,40.565,107.617,90.500,39.365,84.003,160.364,60.606,87.078,263.818,43.244,80.160,269.500,52.797,80.562,123.000,44.014,95.971,39.455,43.808,75.964,144.071,39.337,75.704,85.500,21.860,91.834,35.833,51.353,69.536,87.750,66.166,76.198,139.294,54.110,86.681,222.250,63.019,63.536,107.100,33.740,95.293,73.000,47.157,63.930
184,65.923,42.390,102.833,57.333,40.697,107.691,120.200,39.385,83.968,225.818,60.587,87.150,120.182,43.132,80.309,188.125,52.883,80.568,413.875,44.026,95.917,74.909,43.872,75.721,100.643,39.345,75.509,83.500,21.861,91.965,71.500,51.519,69.693,53.125,65.904,76.202,178.000,54.178,86.573,228.750,62.927,63.494,51.900,33.853,95.252,24.231,47.070,63.845
185,47.000,42.011,103.024,8.500,40.656,107.512,91.900,39.201,84.057,221.818,60.613,87.080,104.000,43.338,80.216,178.125,52.892,80.518,593.375,43.976,95.959,47.636,43.936,75.875,99.286,39.453,75.812,86.000,21.682,91.737,2.833,51.925,69.595,98.250,66.301,76.183,119.059,54.154,86.942,239.750,63.003,63.503,84.700,33.808,95.153,22.308,47.540,64.249
186,71.846,42.338,102.892,37.500,40.841,107.465,40.100,39.265,83.656,116.727,60.577,86.954,106.182,43.158,80.131,175.125,52.966,80.655,410.875,44.039,95.924,47.636,43.955,75.844,63.857,39.520,75.774,77.750,21.848,91.789,40.833,51.740,69.510,86.000,66.332,76.035,178.118,54.139,86.874,254.000,62.941,63.556,48.400,33.633,95.142,53.462,47.485,64.152
187,48.846,42.116,103.034,43.000,40.578,107.684,82.300,39.192,84.207,187.636,60.606,87.081,92.909,43.284,80.153,225.625,52.744,80.572,223.500,44.017,95.866,77.636,43.959,75.537,133.000,39.355,75.744,106.750,21.976,91.900,33.167,51.319,69.609,41.125,66.323,76.285,300.588,54.129,86.835,236.500,62.922,63.558,91.300,33.865,95.276,51.231,47.287,64.224
188,67.923,42.055,102.779,28.667,40.686,107.575,29.200,39.485,84.066,140.545,60.501,86.979,202.000,43.076,80.115,207.875,52.944,80.675,346.500,44.084,95.981,33.455,43.846,75.760,64.000,39.493,75.559,32.500,21.762,91.457,30.333,51.700,69.733,94.375,66.285,76.316,451.412,54.098,86.804,384.000,62.888,63.484,74.100,33.855,95.254,38.462,47.610,64.153
189,36.385,41.994,102.597,49.000,40.604,107.240,72.000,39.440,84.024,294.364,60.538,87.016,173.636,43.145,80.109,172.375,52.931,80.676,228.625,43.981,95.990,53.091,43.921,75.602,83.500,39.494,75.403,57.250,21.686,91.767,68.667,51.530,69.558,73.625,66.370,76.114,602.941,54.120,86.816,189.500,62.942,63.553,101.400,33.669,95.225,43.462,47.543,64.037
190,84.077,42.053,102.703,88.833,40.523,107.630,103.500,39.347,83.851,236.364,60.505,86.930,76.727,43.299,80.078,208.000,52.830,80.557,151.375,43.947,95.951,75.636,43.948,75.668,85.929,39.499,75.567,147.750,21.743,91.687,17.667,51.568,69.305,113.375,66.280,76.263,657.412,54.125,86.804,244.000,62.893,63.580,44.200,33.871,94.995,64.615,47.206,63.995
191,63.923,41.748,102.895,56.333,40.441,107.826,64.000,39.257,84.226,237.818,60.601,86.985,209.818,43.339,80.267,194.500,52.886,80.664,157.500,43.905,95.955,43.818,43.916,75.556,86.143,39.358,75.592,71.250,21.968,91.841,36.000,51.304,69.726,15.750,66.682,76.304,570.471,54.132,86.859,284.000,63.060,63.518,72.300,33.860,95.105,36.231,47.388,64.026
192,74.308,42.132,102.724,63.167,40.726,107.559,68.400,39.311,83.946,227.455,60.454,87.056,181.455,43.246,80.081,132.000,52.969,80.583,34.625,43.893,95.757,26.364,43.918,75.791,102.357,39.453,75.612,58.500,21.742,91.731,25.667,51.007,69.595,57.125,66.403,76.414,437.294,54.159,86.794,184.250,63.030,63.594,113.500,33.881,95.158,60.000,47.219,63.951
193,50.923,41.961,102.696,35.833,40.500,107.412,87.500,39.588,84.120,270.727,60.662,87.039,158.364,43.173,80.126,228.125,53.026,80.555,74.500,43.910,96.003,34.000,43.825,75.916,110.571,39.484,75.671,39.750,21.939,91.638,6.500,51.726,69.198,71.625,65.918,76.328,431.529,54.077,86.898,232.750,62.959,63.574,31.600,33.841,94.915,34.615,47.323,64.069
194,69.385,42.109,102.649,70.833,40.599,107.521,104.800,39.432,84.143,212.727,60.570,86.961,156.000,43.212,80.227,175.250,52.912,80.648,149.000,44.045,96.046,84.909,43.898,75.800,59.071,39.344,75.543,91.000,21.983,91.776,35.500,51.512,69.384,36.750,66.207,76.480,500.588,54.074,86.749,299.250,62.778,63.534,69.700,33.715,94.910,73.846,47.467,64.133
195,50.538,42.208,102.996,33.833,40.609,107.606,78.700,39.463,84.015,186.364,60.604,87.010,139.273,43.209,80.403,383.375,52.645,80.540,124.125,43.977,96.127,40.909,43.770,75.807,62.714,39.368,75.549,210.750,21.813,91.797,10.500,51.458,69.167,67.125,66.150,76.260,807.412,54.133,86.864,269.500,62.864,63.555,69.100,33.768,95.177,40.077,47.642,63.850
196,61.462,42.080,102.737,24.667,40.568,107.392,63.900,39.436,83.777,291.818,60.579,86.997,84.000,43.140,80.061,162.125,52.908,80.533,88.125,44.156,95.902,36.000,43.978,75.804,70.500,39.243,75.800,73.000,21.780,91.685,35.167,51.211,69.285,79.000,66.218,76.315,483.412,54.110,86.832,313.500,62.903,63.584,84.500,33.891,95.075,61.462,47.492,63.923
197,56.538,42.073,102.811,52.500,40.891,107.457,117.800,39.257,83.909,165.455,60.619,86.840,197.818,43.230,80.207,111.625,52.990,80.631,78.625,43.957,96.039,108.000,43.888,75.806,60.500,39.556,75.653,111.750,21.754,91.611,17.000,51.396,69.404,76.000,66.437,76.127,387.412,54.086,86.825,356.750,62.744,63.561,87.100,33.742,95.474,37.231,47.622,64.188
198,52.231,42.191,102.891,45.000,40.408,107.575,66.300,39.225,83.975,138.182,60.568,86.937,226.545,43.239,80.172,149.875,52.889,80.531,74.750,43.739,96.052,22.545,43.818,75.825,132.071,39.390,75.539,139.250,21.767,91.703,36.167,51.306,69.188,122.750,66.248,76.285,212.824,54.087,86.941,299.250,62.862,63.574,82.700,33.688,95.121,57.462,47.658,64.084
199,62.231,42.354,102.677,60.667,40.710,107.605,73.900,39.406,84.018,190.727,60.630,87.114,64.182,43.355,80.031,200.250,52.731,80.637,77.625,44.087,96.089,70.545,43.730,76.053,96.786,39.420,75.802,76.000,21.759,91.852,17.667,51.267,69.355,56.375,66.359,76.322,174.000,54.068,86.735,237.000,62.854,63.557,54.600,33.821,95.142,39.692,47.412,64.139
200,27.923,42.194,102.624,41.833,40.560,107.519,88.700,39.373,83.876,197.273,60.623,87.010,101.636,43.378,80.145,154.500,52.929,80.568,64.375,43.991,95.928,22.000,43.811,75.467,67.786,39.492,75.792,85.500,21.818,91.545,2.833,51.925,69.285,24.000,65.911,76.141,257.647,54.104,86.841,145.500,62.870,63.536,47.100,33.751,95.365,22.615,47.539,63.939
201,57.769,42.293,102.663,44.500,40.609,107.686,50.500,39.076,83.771,346.364,60.575,87.031,200.364,43.315,80.274,158.250,52.915,80.618,87.250,43.894,95.904,49.818,44.003,75.693,95.643,39.378,75.484,118.750,21.717,91.740,7.333,51.488,69.546,90.625,66.110,76.176,209.059,54.073,86.963,201.000,62.877,63.619,79.900,33.722,95.311,53.154,47.367,64.017
202,55.231,42.290,102.824,71.667,40.496,107.724,77.200,39.446,84.270,328.909,60.567,86.921,198.727,43.200,80.201,241.125,52.760,80.565,112.875,43.949,96.077,125.091,43.898,75.732,61.429,39.417,75.330,132.750,21.877,91.707,89.833,51.586,69.658,40.000,66.452,76.259,167.412,54.126,86.903,353.000,62.933,63.526,61.300,33.806,95.274,81.154,47.537,64.122
203,23.923,42.424,102.941,30.167,40.515,107.730,68.300,39.507,84.102,235.636,60.570,87.048,229.818,43.269,80.133,159.250,52.966,80.590,46.250,43.972,96.380,82.909,43.779,75.649,70.429,39.403,75.668,148.500,21.810,91.745,47.000,51.757,69.696,127.250,66.274,76.359,135.529,54.056,87.089,171.750,63.043,63.570,50.200,33.899,95.101,36.692,47.170,63.816
204,43.692,42.167,103.053,85.667,40.550,107.615,110.400,39.332,83.945,182.364,60.548,86.975,158.545,43.266,80.139,113.625,52.952,80.592,123.000,44.013,96.090,44.182,43.596,75.696,65.000,39.427,75.401,341.000,21.940,91.828,56.167,51.705,69.360,69.750,66.414,76.276,193.765,54.091,86.685,255.750,62.834,63.489,63.900,33.868,95.093,62.308,47.341,63.869
205,41.077,42.093,102.851,39.833,40.368,107.458,96.500,39.397,84.148,209.091,60.618,86.980,176.909,43.225,80.203,173.750,52.823,80.555,84.750,44.054,95.998,30.909,43.839,76.079,54.357,39.565,75.714,227.250,21.748,91.699,17.667,51.644,69.651,54.250,66.278,76.328,174.941,54.106,86.784,345.750,62.872,63.556,99.700,33.721,95.345,73.615,47.138,64.098
206,47.077,42.116,102.656,33.000,40.585,107.287,45.300,39.621,83.720,193.455,60.525,87.015,144.909,43.283,80.126,154.125,52.845,80.595,44.875,43.940,96.144,47.273,43.915,75.557,73.714,39.353,75.658,263.750,21.822,91.657,24.833,51.442,69.125,70.250,66.341,76.181,195.059,54.113,86.586,274.750,62.820,63.576,63.200,33.764,95.317,55.615,47.302,64.079
207,46.308,41.893,102.834,26.167,40.676,107.577,56.600,39.298,84.075,193.818,60.669,87.118,116.364,43.278,80.030,160.875,52.930,80.551,85.125,43.990,96.001,144.727,43.913,75.977,68.643,39.269,75.691,408.250,21.836,91.725,27.833,51.259,69.317,69.500,66.498,76.312,197.294,54.107,86.764,263.250,62.864,63.566,88.300,33.720,95.363,24.308,47.458,64.057
208,65.385,42.342,102.711,120.333,40.695,107.555,49.400,39.463,83.981,161.455,60.705,86.872,278.545,43.255,80.225,173.250,52.838,80.677,90.500,44.025,95.933,43.455,43.917,75.891,67.143,39.344,75.555,299.250,21.838,91.651,43.500,51.076,69.515,66.875,66.359,76.227,120.824,54.218,86.695,182.500,62.916,63.584,91.800,33.657,94.988,80.923,47.541,64.108
209,72.385,42.132,102.685,62.000,40.558,107.681,66.300,39.349,84.164,232.000,60.613,86.958,206.364,43.297,80.320,90.375,52.823,80.708,65.250,44.062,95.931,102.909,44.031,75.858,90.357,39.260,75.548,250.000,21.866,91.808,74.333,51.366,69.482,68.875,66.146,76.232,175.882,54.155,86.700,383.000,62.954,63.562,116.500,33.791,95.108,60.692,47.228,64.005
210,83.615,42.162,102.842,19.000,40.455,107.578,63.800,39.300,84.016,148.727,60.623,86.971,168.000,43.332,80.180,207.500,52.783,80.603,70.250,43.898,96.174,91.455,44.014,75.706,56.214,39.441,75.498,110.250,21.779,91.684,175.000,51.497,69.287,36.500,66.215,76.263,106.941,54.118,86.857,292.500,62.879,63.509,104.900,33.694,95.089,71.923,47.459,64.107
211,56.308,42.250,102.819,69.333,40.874,107.556,97.000,39.460,83.915,229.455,60.584,87.056,116.182,43.250,80.247,153.250,52.788,80.527,29.250,43.907,95.750,125.818,43.845,75.791,102.500,39.474,75.676,185.750,21.757,91.823,157.833,51.494,69.375,68.125,66.293,76.259,137.529,54.102,86.664,301.750,63.006,63.560,50.500,33.850,95.312,157.385,47.396,64.103
212,76.154,41.861,102.998,89.500,40.340,107.644,61.000,39.464,84.134,181.455,60.626,87.001,186.727,43.212,80.172,198.875,52.783,80.578,70.750,44.106,96.024,107.818,44.063,76.051,47.643,39.431,75.695,288.500,21.790,91.826,117.000,51.516,69.399,52.750,66.187,76.379,133.059,54.077,86.743,179.000,62.869,63.557,108.300,33.776,95.200,114.692,47.327,64.050
213,115.692,42.048,102.753,79.833,40.504,107.623,106.000,39.340,84.029,395.455,60.574,86.988,204.364,43.203,80.067,194.500,52.871,80.584,60.125,44.158,95.915,50.909,43.852,75.714,74.429,39.450,75.353,86.750,21.809,91.567,83.000,51.443,69.525,55.000,66.298,76.224,81.294,54.024,87.001,183.000,63.044,63.514,83.200,33.792,95.388,99.000,47.534,64.176
214,24.615,42.394,102.754,47.167,40.710,107.456,54.800,39.265,84.079,417.273,60.683,86.916,165.273,43.235,80.100,156.250,52.884,80.584,82.625,44.258,96.206,26.182,43.921,76.021,50.786,39.386,75.584,125.750,21.950,91.877,94.000,51.559,69.508,53.250,66.293,76.206,109.765,54.097,86.612,345.750,62.908,63.544,47.000,33.706,95.378,79.154,47.407,63.970
215,135.308,42.202,102.939,84.167,40.479,107.541,45.000,39.192,83.814,453.091,60.633,86.976,143.818,43.184,80.184,180.375,52.701,80.614,148.125,44.067,96.043,49.273,43.876,75.821,109.643,39.357,75.650,46.500,21.995,91.667,88.500,51.230,69.542,16.500,66.526,76.234,132.471,54.095,86.793,187.250,62.972,63.495,71.100,33.818,94.838,70.000,47.568,64.096
216,371.308,42.230,102.785,72.667,40.838,107.593,61.400,39.376,83.750,436.000,60.633,86.973,77.636,43.222,80.263,167.000,52.798,80.687,65.000,43.845,96.192,25.455,43.710,75.766,110.714,39.303,75.680,143.250,21.893,91.742,108.833,51.313,69.518,57.125,66.433,76.195,176.706,54.050,86.638,187.250,62.745,63.476,46.900,33.925,95.034,118.154,47.406,64.041
