 ,Mean1,XM1,YM1,Mean2,XM2,YM2,Mean3,XM3,YM3,Mean4,XM4,YM4,Mean5,XM5,YM5,Mean6,XM6,YM6,Mean7,XM7,YM7,Mean8,XM8,YM8,Mean9,XM9,YM9,Mean10,XM10,YM10,Mean11,XM11,YM11,Mean12,XM12,YM12,Mean13,XM13,YM13,Mean14,XM14,YM14,Mean15,XM15,YM15,Mean16,XM16,YM16,Mean17,XM17,YM17,Mean18,XM18,YM18,Mean19,XM19,YM19,Mean20,XM20,YM20,Mean21,XM21,YM21,Mean22,XM22,YM22,Mean23,XM23,YM23,Mean24,XM24,YM24,Mean25,XM25,YM25,Mean26,XM26,YM26,Mean27,XM27,YM27,Mean28,XM28,YM28,Mean29,XM29,YM29,Mean30,XM30,YM30,Mean31,XM31,YM31,Mean32,XM32,YM32,Mean33,XM33,YM33,Mean34,XM34,YM34,Mean35,XM35,YM35
431,305.342,109.318,166.555,167.967,106.486,160.238,397.476,100.111,153.578,121.048,108.294,214.381,264.290,100.739,145.518,225.300,106.006,151.773,23.836,93.161,193.398,454.227,112.597,162.389,21.525,94.360,115.761,157.312,134.825,171.432,186.762,102.392,210.417,153.069,92.335,159.597,247.125,87.087,158.364,155.889,123.621,168.722,296.882,107.251,157.057,100.909,123.423,160.402,99.529,117.881,161.073,135.379,97.525,160.199,150.581,126.578,171.234,110.706,113.525,218.452,295.514,117.658,173.706,368.000,118.054,168.057,119.182,90.195,153.349,52.233,65.607,101.677,174.378,130.019,174.454,84.409,57.147,103.776,448.250,69.351,97.647,24.154,134.791,178.027,88.625,124.733,152.056,194.875,95.400,150.377,187.871,99.115,149.948,93.833,127.324,178.291,205.562,129.220,168.749,109.042,130.029,160.865,118.900,112.209,151.805
432,329.266,109.301,166.549,199.700,106.337,160.348,212.238,99.872,153.747,124.619,108.131,214.207,222.928,100.585,145.484,229.900,105.938,151.811,23.803,93.330,193.447,473.182,112.737,162.501,9.575,94.285,115.446,170.562,134.820,171.370,183.143,102.272,210.566,139.172,92.284,159.777,267.333,87.067,158.354,207.778,123.658,168.835,235.059,107.158,157.073,94.909,123.394,160.287,47.824,117.698,160.713,108.034,97.649,160.357,210.323,126.628,171.154,87.706,113.620,218.454,314.432,117.680,173.629,333.583,118.028,168.059,84.227,90.083,153.530,113.067,65.714,101.629,96.378,130.038,174.027,74.636,57.367,104.206,421.708,69.307,97.655,20.077,135.005,178.305,90.125,124.835,152.017,65.250,95.124,150.467,230.258,98.990,149.849,51.833,127.200,178.167,181.875,129.208,168.492,98.875,130.049,160.826,44.100,111.998,151.396
433,344.759,109.359,166.492,193.900,106.381,160.335,89.000,99.985,153.689,102.667,108.251,214.323,236.638,100.438,145.511,210.967,105.961,151.845,34.131,92.955,193.334,425.909,112.738,162.413,17.850,94.764,116.194,100.375,134.737,171.250,213.333,102.294,210.376,145.931,92.202,159.689,311.542,87.149,158.371,165.833,123.694,168.769,299.471,107.320,157.158,105.864,123.360,160.460,56.294,118.063,161.085,142.483,97.491,160.485,202.258,126.679,171.386,96.529,113.415,218.210,286.054,117.700,173.722,356.639,118.044,168.074,102.500,89.895,153.330,109.233,65.778,101.497,136.649,130.001,174.186,72.455,56.999,104.046,442.792,69.382,97.649,41.462,134.737,178.156,111.875,124.741,152.030,48.250,95.181,150.142,234.903,98.881,149.834,106.611,127.518,178.383,114.875,129.157,168.533,94.375,129.953,160.918,120.100,112.212,151.490
434,319.468,109.237,166.440,192.500,106.265,160.153,91.143,99.840,153.775,164.429,108.259,214.330,219.159,100.672,145.572,208.367,105.954,151.835,36.721,93.089,192.972,455.636,112.637,162.402,2.650,94.454,115.384,100.250,134.874,171.384,170.667,102.131,210.114,138.897,92.249,159.646,222.792,87.267,158.601,171.278,123.609,168.653,268.294,107.253,157.080,124.455,123.363,160.488,72.412,117.637,161.106,125.103,97.529,160.422,169.355,126.577,171.157,111.059,113.616,218.275,255.405,117.665,173.594,355.722,118.159,168.118,89.182,90.099,153.346,83.167,65.688,101.542,165.459,129.940,174.248,57.864,57.037,104.109,423.875,69.480,97.638,27.154,135.161,178.235,84.750,124.755,151.816,37.125,95.220,150.177,254.516,99.112,149.891,61.889,127.256,177.956,149.812,129.180,168.804,108.042,130.122,160.762,116.400,112.201,151.509
435,282.835,109.493,166.657,133.800,106.239,160.490,82.476,99.786,153.901,98.333,108.335,214.421,270.406,100.581,145.462,193.367,105.812,151.677,47.639,93.216,193.272,480.364,112.692,162.418,57.575,94.667,115.800,169.500,134.843,171.430,151.524,102.115,210.260,169.621,92.285,159.647,272.292,87.135,158.419,177.056,123.729,168.489,239.647,107.277,157.036,117.909,123.334,160.371,31.412,117.747,160.991,147.172,97.654,160.367,154.645,126.742,171.377,78.118,113.451,218.329,302.324,117.634,173.682,365.972,118.067,167.961,116.955,90.006,153.492,72.900,65.765,101.451,102.108,129.924,174.366,72.091,57.201,103.943,422.958,69.355,97.590,29.846,134.869,178.205,108.125,124.755,151.907,68.875,95.292,150.256,185.097,99.194,149.931,58.278,127.523,178.580,198.688,129.158,168.902,84.958,130.108,161.103,116.000,112.087,151.785
436,305.266,109.426,166.463,198.767,106.405,160.210,97.810,99.812,153.505,98.952,108.322,214.158,224.203,100.523,145.511,188.567,105.799,151.694,51.967,93.296,193.175,396.227,112.695,162.364,57.850,94.333,115.597,150.000,134.948,171.475,164.190,102.339,210.391,151.690,92.133,159.952,286.042,87.209,158.251,178.944,123.790,168.732,330.000,107.281,156.880,122.682,123.465,160.409,70.353,117.628,161.057,155.655,97.553,160.298,197.484,126.642,171.164,162.000,113.499,218.377,305.730,117.559,173.636,321.917,118.158,168.013,137.364,89.961,153.515,81.333,65.589,101.381,136.919,130.098,174.155,83.818,57.055,104.092,400.625,69.251,97.578,11.923,135.043,177.871,137.625,124.948,152.163,57.125,95.161,150.192,277.548,99.077,149.916,47.278,127.550,178.312,162.500,128.997,168.737,103.042,130.126,160.753,94.400,112.153,151.602
437,367.797,109.340,166.498,154.333,106.265,160.118,107.190,99.765,153.658,133.095,108.284,214.004,204.464,100.770,145.391,1768.433,105.978,151.658,29.344,93.164,193.337,428.045,112.646,162.366,77.550,94.623,115.403,112.438,134.878,171.471,170.476,102.186,210.343,159.517,92.117,159.775,247.750,87.139,158.606,178.333,123.623,168.648,254.000,107.395,157.144,135.955,123.195,160.494,41.118,117.767,160.848,135.448,97.716,160.400,214.194,126.683,171.418,80.000,113.652,218.325,277.892,117.581,173.795,387.139,118.099,168.094,115.591,90.178,153.431,69.133,65.464,101.306,123.243,130.013,174.335,72.318,57.212,104.152,416.958,69.307,97.635,21.154,134.547,178.248,95.438,124.822,151.979,99.375,95.198,150.235,1413.935,99.135,149.908,55.889,127.268,178.309,158.562,129.097,168.715,106.875,129.969,160.928,81.500,112.153,151.549
438,333.620,109.455,166.417,170.033,106.348,160.390,87.381,99.723,153.716,128.238,108.127,214.146,261.565,100.831,145.636,1466.833,105.999,151.714,47.148,93.096,193.349,401.682,112.611,162.468,65.150,94.433,115.576,72.875,134.821,171.355,205.000,102.427,210.478,153.345,92.305,159.961,371.292,87.152,158.510,137.000,123.622,168.816,241.529,107.183,156.845,125.318,123.370,160.514,69.176,117.724,161.075,192.000,97.514,160.367,207.742,126.711,171.246,122.412,113.614,218.162,302.432,117.594,173.870,300.389,118.130,168.121,132.000,90.017,153.557,88.033,65.850,101.525,116.865,130.108,174.004,103.000,57.057,103.825,423.333,69.333,97.624,16.769,135.079,178.315,97.500,124.760,152.215,34.125,94.830,150.212,1209.484,99.094,149.864,72.444,127.311,178.359,128.938,129.063,168.815,62.958,130.134,160.752,137.800,112.093,151.644
439,308.810,109.355,166.485,241.533,106.373,160.467,233.619,100.000,153.732,122.000,108.205,214.337,2011.333,100.806,145.497,1454.433,105.984,151.704,45.016,93.199,192.812,383.773,112.599,162.472,27.525,94.531,116.469,158.250,134.938,171.485,176.190,102.268,210.332,216.069,92.197,159.838,247.375,87.220,158.309,112.778,123.487,168.692,249.824,107.349,157.121,189.955,123.508,160.408,63.588,117.543,160.903,135.103,97.692,160.385,174.129,126.590,171.342,90.412,113.518,218.517,300.270,117.660,173.682,323.500,118.201,168.055,140.364,90.023,153.370,94.000,65.777,101.506,172.216,130.078,174.095,79.773,57.171,103.975,500.375,69.336,97.615,36.846,134.667,178.011,104.938,124.731,151.854,59.000,95.331,150.346,1062.129,99.090,149.838,71.000,127.260,178.304,243.250,129.070,168.908,127.833,130.063,161.490,129.800,112.152,151.469
440,350.532,109.495,166.375,199.033,106.353,160.392,387.381,100.093,153.626,123.143,108.163,214.179,1129.739,100.830,145.495,1314.467,105.915,151.719,39.246,93.118,192.979,372.273,112.757,162.391,14.250,94.801,116.917,126.000,134.763,171.311,174.048,102.345,210.464,193.000,92.186,159.700,304.625,87.113,158.452,234.444,123.724,168.791,234.941,107.233,157.032,143.000,123.420,160.487,54.412,117.439,160.779,124.690,97.418,160.367,199.290,126.660,171.222,132.824,113.636,218.208,233.243,117.517,173.685,316.194,118.034,168.136,98.182,90.025,153.240,97.633,65.851,101.531,126.865,130.089,174.188,50.455,57.220,103.831,418.250,69.289,97.630,9.154,134.528,178.587,152.875,124.843,151.811,73.750,95.453,150.319,915.355,99.119,149.875,77.556,127.575,178.077,135.375,129.204,168.688,114.250,130.151,160.560,118.400,112.287,151.700
441,295.772,109.391,166.537,190.267,106.253,160.340,273.095,99.849,153.785,145.286,108.262,214.050,1616.638,100.901,145.503,337.900,105.935,151.557,34.984,93.163,192.643,446.182,112.584,162.373,21.850,94.453,116.053,92.625,134.918,171.403,196.810,102.310,210.372,141.103,92.170,159.776,320.417,87.021,158.467,204.056,123.613,168.457,287.412,107.315,157.026,157.318,123.368,160.428,60.353,117.520,160.941,132.552,97.472,160.275,245.484,126.630,171.229,120.353,113.583,218.405,284.541,117.564,173.651,311.111,118.025,168.081,122.773,89.994,153.349,91.567,66.058,101.461,157.297,130.057,174.122,102.636,57.229,103.692,399.583,69.324,97.627,17.846,134.618,178.108,143.875,124.640,151.835,78.875,95.457,150.237,308.000,98.999,149.806,39.056,127.411,178.114,148.062,128.986,168.793,93.917,130.233,160.753,112.000,112.198,151.501
442,352.557,109.335,166.424,148.700,106.436,160.271,200.095,100.119,153.738,166.762,108.131,214.205,539.681,100.883,145.496,211.500,105.923,151.716,51.279,93.034,193.094,436.636,112.682,162.474,16.950,94.441,116.286,204.625,134.956,171.398,226.905,102.358,210.323,144.517,92.188,159.871,319.875,87.161,158.383,1578.333,123.739,168.619,241.765,107.323,156.947,125.318,123.476,160.545,73.824,117.718,161.012,124.207,97.532,160.179,229.677,126.668,171.398,164.294,113.559,218.290,254.324,117.556,173.649,348.000,118.139,168.018,137.636,90.069,153.381,89.700,65.364,101.247,124.919,129.962,174.351,70.227,56.678,103.930,395.500,69.384,97.680,19.769,135.192,178.163,173.562,124.756,152.181,90.125,95.426,150.315,195.226,99.234,149.895,61.611,127.415,178.058,409.750,128.940,168.361,93.958,130.105,160.737,96.200,112.265,151.676
443,382.684,109.362,166.503,156.567,106.261,160.478,82.048,99.951,153.849,138.714,108.287,214.436,230.203,100.825,145.520,159.033,105.970,151.743,66.721,93.278,193.408,403.500,112.750,162.444,25.750,94.660,115.576,105.125,134.791,171.467,151.810,102.336,210.246,177.586,92.181,159.809,191.333,87.104,158.580,1309.389,123.704,168.573,261.882,107.304,157.048,116.091,123.228,160.270,68.176,117.479,160.785,133.586,97.564,160.297,238.000,126.597,171.439,85.412,113.518,218.371,281.405,117.576,173.606,343.500,118.126,168.008,82.045,89.874,153.343,64.867,65.690,101.572,153.676,130.116,174.419,55.727,57.282,103.858,402.375,69.388,97.570,14.462,134.840,177.708,128.000,124.756,151.825,46.500,95.431,150.344,225.677,98.900,149.856,69.556,127.586,178.256,272.438,129.057,168.361,81.042,130.084,161.324,83.800,112.313,151.697
444,341.165,109.324,166.439,188.500,106.398,160.371,98.857,99.906,153.958,106.143,108.027,214.305,232.812,100.819,145.477,281.500,106.093,151.832,19.574,93.187,193.208,507.909,112.661,162.419,13.175,94.954,115.854,129.750,135.003,171.570,180.762,102.206,210.415,187.897,92.236,159.783,320.625,87.133,158.386,1053.111,123.713,168.543,296.529,107.236,157.024,122.500,123.474,160.492,71.529,117.494,161.033,135.207,97.459,160.134,199.161,126.518,171.148,85.941,113.306,218.389,324.216,117.504,173.705,396.361,118.088,168.143,72.455,90.130,153.333,82.800,65.861,101.361,103.135,130.126,174.341,58.136,57.182,104.207,401.125,69.174,97.696,36.846,134.577,178.228,92.375,124.808,152.098,96.125,95.217,150.194,199.226,98.978,149.927,61.667,127.633,178.175,271.938,128.994,168.315,48.333,129.972,161.165,100.100,112.264,151.568
445,362.203,109.456,166.481,213.233,106.286,160.274,69.238,99.793,153.753,122.238,108.339,214.221,276.783,100.640,145.545,130.400,106.136,151.626,50.361,93.064,193.271,2329.682,112.780,162.376,15.825,94.578,116.120,153.125,134.806,171.368,194.238,102.336,210.324,177.517,92.096,159.826,280.125,87.150,158.422,578.778,123.696,168.655,286.471,107.249,157.114,107.773,123.524,160.433,112.824,117.451,160.932,128.517,97.619,160.412,215.290,126.609,171.304,122.118,113.630,218.377,246.757,117.772,173.661,373.000,118.085,168.144,108.000,89.905,153.279,73.200,65.716,101.364,141.838,130.143,174.413,90.955,57.320,103.943,426.917,69.338,97.600,18.462,134.818,178.179,143.125,124.614,151.880,84.625,95.416,150.396,153.871,99.190,149.754,48.500,127.312,178.071,250.438,128.984,168.530,60.500,130.179,161.108,57.000,112.267,151.450
446,280.532,109.321,166.545,170.767,106.269,160.299,115.667,99.685,153.608,127.429,108.282,214.108,211.101,100.564,145.562,183.367,106.091,151.730,43.902,93.186,193.149,1819.864,112.731,162.375,5.750,94.639,115.843,164.938,134.892,171.499,172.190,102.193,210.358,159.310,92.180,159.670,314.833,87.126,158.381,209.444,123.616,168.466,224.412,107.274,157.188,143.455,123.653,160.389,58.647,117.478,160.913,128.448,97.547,160.173,182.387,126.646,171.307,136.941,113.551,218.147,390.054,117.720,173.783,316.472,118.054,168.151,93.455,90.004,153.339,74.000,65.565,101.426,141.784,130.113,174.325,48.000,57.129,103.963,442.125,69.350,97.546,7.692,134.518,178.613,89.375,124.986,151.750,85.500,95.411,150.404,265.548,99.144,149.952,44.778,127.447,178.320,183.688,129.088,168.419,65.458,130.155,160.753,142.600,112.090,151.528
447,320.051,109.387,166.436,209.400,106.386,160.188,73.429,99.932,153.814,136.238,108.360,214.476,232.493,100.659,145.429,183.633,106.007,151.701,49.246,93.301,193.264,1426.091,112.693,162.426,19.750,94.857,115.849,148.625,134.886,171.416,189.143,102.379,210.344,89.759,92.109,159.905,217.167,87.239,158.391,201.444,123.647,168.497,202.176,107.189,156.955,131.545,123.466,160.536,88.412,117.714,160.602,124.379,97.401,160.436,177.355,126.633,171.287,122.706,113.615,218.314,238.703,117.742,173.613,323.000,118.088,168.157,160.045,89.959,153.265,78.267,65.803,101.486,177.568,130.019,174.259,73.091,56.887,103.758,398.458,69.339,97.555,17.538,134.657,178.276,170.625,124.791,151.911,90.500,95.163,150.428,232.387,99.068,149.814,46.222,127.201,178.004,215.750,129.094,168.771,100.125,130.291,160.832,42.200,112.265,151.561
448,344.937,109.335,166.459,167.100,106.507,160.306,60.095,99.880,153.896,153.762,108.275,214.386,217.072,100.466,145.559,241.333,106.017,151.782,43.377,93.346,193.038,2425.318,112.733,162.347,8.625,94.764,115.232,139.750,134.767,171.270,226.095,102.447,210.394,137.897,92.180,159.815,302.125,87.105,158.560,157.944,123.598,168.778,239.588,107.236,156.942,97.318,123.610,160.348,85.118,117.529,160.920,134.793,97.580,160.155,240.065,126.579,171.311,117.059,113.364,218.288,261.459,117.688,173.755,347.778,118.154,168.052,97.273,89.947,153.179,89.167,65.785,101.467,109.676,130.042,174.433,101.773,56.887,103.825,424.333,69.225,97.619,31.538,134.985,178.027,122.562,124.794,151.594,134.875,95.141,150.539,225.613,98.913,149.871,64.389,127.435,178.118,157.625,129.150,168.704,83.333,130.234,160.745,605.000,112.150,151.572
449,329.316,109.451,166.558,159.933,106.221,160.260,75.476,99.612,153.674,157.667,108.197,214.269,256.667,100.948,145.571,222.467,105.916,151.748,59.738,93.134,193.353,2291.909,112.731,162.398,16.550,94.627,115.659,171.875,134.743,171.396,177.333,102.177,210.409,188.345,92.198,159.756,228.875,87.035,158.515,116.778,123.529,168.571,215.176,107.272,157.192,125.591,123.438,160.313,84.294,117.680,161.105,87.552,97.535,160.408,214.323,126.656,171.291,154.941,113.446,218.236,282.378,117.665,173.771,362.167,118.271,168.087,96.864,89.882,153.543,64.900,65.951,101.544,72.378,130.153,174.357,113.636,56.910,103.898,390.750,69.218,97.626,39.846,134.826,178.021,161.688,124.695,151.705,107.625,95.227,150.269,170.323,99.004,149.983,41.444,127.485,178.261,187.875,129.170,168.680,85.708,130.240,160.688,448.400,112.165,151.642
450,324.987,109.421,166.456,223.767,106.468,160.293,57.952,99.863,153.706,146.810,108.200,214.095,211.855,100.573,145.482,251.767,105.954,151.918,37.016,93.285,193.005,1143.591,112.745,162.358,4.875,94.500,115.574,147.812,134.749,171.272,134.714,102.196,210.362,175.207,92.245,159.940,232.792,87.098,158.390,182.333,123.531,168.753,1430.177,107.268,156.817,138.227,123.546,160.624,50.941,117.442,160.869,94.448,97.544,160.240,153.097,126.710,171.396,88.059,113.481,218.040,242.270,117.656,173.645,360.944,118.016,168.055,77.318,90.044,153.146,65.833,65.679,101.527,125.243,130.024,174.159,73.091,57.085,103.951,412.708,69.405,97.506,19.846,134.962,178.112,144.188,124.674,151.870,78.875,95.603,150.463,211.290,99.092,149.826,35.944,127.595,178.252,128.312,129.024,168.727,64.333,130.186,160.689,260.300,112.119,151.792
451,325.848,109.345,166.390,169.500,106.395,160.227,79.048,99.843,153.633,174.190,108.120,214.256,196.174,100.652,145.517,233.833,105.879,151.651,52.557,93.074,193.175,425.273,112.747,162.501,8.200,94.153,116.092,102.812,134.717,171.450,195.190,102.229,210.310,137.103,92.162,159.549,235.042,87.091,158.414,180.389,123.622,168.592,1133.588,107.299,156.956,141.818,123.422,160.581,67.412,117.619,160.891,124.862,97.516,160.266,188.065,126.645,171.389,128.647,113.429,218.321,286.595,117.569,173.698,303.444,118.174,168.180,99.409,90.097,153.504,101.900,65.780,101.440,85.514,130.033,174.377,109.682,57.011,103.981,456.375,69.346,97.667,19.385,134.960,178.350,74.625,124.625,151.668,49.625,95.213,150.544,240.387,98.986,149.921,67.667,127.368,178.423,192.938,129.027,168.741,98.208,130.137,160.963,238.400,112.185,151.661
452,335.089,109.331,166.572,209.000,106.384,160.286,86.619,99.835,153.676,113.333,108.205,214.186,225.101,100.704,145.518,216.633,106.115,151.723,61.148,93.361,193.231,406.818,112.676,162.407,33.125,94.277,115.831,199.750,134.726,171.229,158.381,102.262,210.462,175.276,92.180,159.643,294.083,87.131,158.456,193.278,123.648,168.614,636.647,107.249,156.919,352.909,123.509,160.386,55.118,117.703,160.974,105.172,97.631,160.419,209.806,126.573,171.277,149.412,113.572,218.436,281.405,117.700,173.594,335.083,118.094,168.041,91.409,89.914,153.346,73.300,65.553,101.399,125.351,130.059,174.244,79.318,57.281,104.005,397.042,69.365,97.632,12.077,135.035,178.208,67.062,124.669,151.653,64.625,95.424,150.254,191.226,99.119,149.805,55.000,127.468,178.285,250.500,129.090,168.732,100.125,130.051,160.767,157.500,112.138,151.726
453,357.241,109.311,166.614,211.167,106.377,160.216,80.905,100.002,153.748,123.429,108.066,214.194,188.232,100.888,145.536,240.633,106.053,151.570,50.361,93.302,193.143,348.591,112.641,162.461,13.325,94.187,115.812,214.375,134.899,171.422,207.714,102.219,210.388,153.345,92.234,159.570,261.583,87.158,158.397,177.000,123.709,168.722,256.353,107.372,157.094,732.682,123.409,160.435,84.059,117.410,161.012,113.724,97.606,160.163,156.065,126.770,171.337,197.941,113.529,218.255,422.595,117.773,173.671,350.389,118.037,168.062,93.955,90.048,153.190,94.333,65.656,101.500,107.676,130.058,174.263,78.909,57.030,104.012,418.833,69.222,97.608,21.692,134.883,178.124,79.812,124.690,151.930,70.250,95.046,150.324,217.935,99.132,149.841,57.278,127.183,178.434,243.938,129.098,168.645,63.500,130.049,161.031,122.900,112.189,151.486
454,324.810,109.298,166.478,152.567,106.514,160.243,93.238,99.862,153.601,167.524,108.276,214.333,222.696,100.808,145.529,248.267,106.046,151.544,32.066,93.370,193.264,390.318,112.631,162.664,16.875,94.932,115.634,122.125,134.633,171.246,185.857,102.348,210.298,169.690,92.082,159.797,292.583,87.057,158.439,150.333,123.584,168.486,204.471,107.294,156.940,634.500,123.438,160.408,59.824,117.373,160.913,108.276,97.531,160.171,154.129,126.663,171.230,1269.000,113.498,218.359,2616.757,117.693,173.717,457.111,118.079,168.242,108.591,89.991,153.292,77.367,65.702,101.715,108.919,129.900,174.178,100.636,57.389,104.061,433.208,69.431,97.554,15.154,134.492,178.202,128.125,124.726,151.825,54.250,95.496,150.605,183.355,98.900,149.850,78.278,127.308,178.253,219.250,129.000,168.709,69.875,130.209,160.813,94.600,112.243,151.214
455,338.456,109.330,166.571,164.200,106.298,160.435,267.571,99.985,153.677,213.857,108.191,214.139,236.029,100.498,145.568,221.800,105.917,151.597,37.213,93.162,193.072,383.500,112.717,162.454,24.375,94.495,116.058,114.562,134.782,171.552,231.762,102.374,210.448,162.103,92.205,159.760,232.708,87.086,158.382,298.000,123.371,168.464,169.941,107.305,156.982,484.773,123.357,160.345,65.294,117.444,160.893,71.276,97.613,160.118,191.806,126.837,171.473,723.412,113.512,218.329,1618.000,117.621,173.743,3308.014,118.194,168.020,101.500,90.004,153.232,72.767,65.648,101.343,128.595,129.932,174.335,111.636,57.508,103.971,463.833,69.411,97.613,35.154,134.966,177.801,700.188,124.789,151.949,55.750,95.367,150.217,323.806,99.023,149.916,41.722,127.544,178.332,198.875,129.076,168.603,107.583,130.234,160.542,108.500,112.167,151.455
456,302.304,109.471,166.497,179.567,106.429,160.368,195.714,99.881,153.808,173.571,108.329,214.506,163.101,100.742,145.551,259.500,105.985,151.652,53.574,93.020,193.126,383.000,112.618,162.500,9.100,94.537,115.380,156.750,134.810,171.477,181.762,102.284,210.196,180.517,92.133,159.637,233.375,87.073,158.334,265.000,123.523,168.692,289.000,107.260,157.062,243.636,123.203,160.363,90.000,117.406,160.985,96.138,97.586,160.444,284.774,126.654,171.284,1175.118,113.532,218.374,502.649,117.635,173.710,1633.472,118.141,167.993,96.045,90.182,153.084,89.233,65.555,101.489,150.595,129.916,174.219,103.091,57.346,104.230,407.250,69.368,97.553,38.077,134.841,178.002,1298.125,124.758,151.819,84.250,95.452,150.277,224.000,98.967,149.849,85.167,127.289,178.264,172.000,129.189,168.646,80.542,130.106,161.046,141.000,112.215,151.559
457,312.430,109.349,166.447,176.267,106.363,160.479,258.571,99.951,153.726,208.381,108.159,214.247,235.594,100.581,145.556,258.467,105.866,151.691,49.377,93.161,193.121,386.864,112.711,162.342,11.625,94.504,115.721,194.375,134.851,171.428,218.571,102.369,210.388,175.828,92.217,159.795,223.083,87.222,158.299,284.944,123.457,168.356,201.588,107.330,157.057,137.773,123.251,160.620,55.118,117.105,160.932,116.517,97.531,160.194,281.677,126.844,171.215,1081.588,113.479,218.368,263.892,117.626,173.669,2263.194,118.118,168.032,94.136,90.079,153.401,54.967,65.726,101.365,168.865,130.106,174.493,93.455,57.082,104.152,432.083,69.327,97.639,4.308,134.324,178.350,891.250,124.749,151.919,88.375,95.337,150.416,207.161,98.995,149.910,45.667,127.339,178.177,151.188,129.118,168.764,116.583,130.118,160.894,130.200,112.144,151.540
458,339.519,109.290,166.441,134.633,106.491,160.462,157.571,99.890,153.596,1918.429,108.232,214.298,214.986,100.756,145.488,231.567,105.862,151.681,62.885,93.282,193.161,381.545,112.676,162.442,7.125,94.786,116.247,541.188,134.895,171.320,169.857,102.358,210.592,173.517,92.200,159.691,286.750,87.114,158.196,273.222,123.598,168.585,241.176,107.255,156.886,183.136,123.260,160.475,64.412,117.634,161.010,123.517,97.463,160.343,139.548,126.746,171.226,300.118,113.511,218.345,297.568,117.673,173.806,1598.889,118.162,168.015,94.864,89.963,153.372,111.867,65.670,101.442,137.568,130.080,174.439,62.773,56.971,104.008,438.917,69.364,97.645,26.615,134.741,178.078,836.312,124.792,151.956,92.875,95.095,150.300,246.323,99.068,149.854,58.778,127.279,178.391,199.188,129.231,168.711,85.750,130.020,160.993,158.200,112.190,151.588
459,298.709,109.300,166.449,193.433,106.348,160.523,77.714,99.607,153.533,1263.619,108.203,214.212,196.986,100.688,145.566,227.000,106.014,151.603,58.492,93.243,192.493,414.636,112.726,162.408,16.550,94.452,116.411,553.188,134.860,171.391,205.667,102.192,210.264,163.172,92.140,159.772,261.958,87.023,158.485,127.000,123.633,168.471,320.294,107.252,157.107,133.045,123.400,160.660,79.765,117.445,160.741,109.034,97.500,160.591,217.677,126.650,171.350,129.412,113.588,218.252,327.838,117.620,173.858,1254.083,118.206,167.968,124.318,89.958,153.435,84.833,65.605,101.611,143.297,129.920,174.391,82.727,57.307,103.782,408.333,69.487,97.585,30.385,135.106,178.079,668.000,124.800,151.849,113.125,95.513,150.412,124.581,99.042,149.757,55.611,127.682,178.514,287.125,129.114,168.729,121.417,130.145,160.725,126.700,112.219,151.526
460,313.266,109.372,166.543,186.900,106.238,160.290,79.048,99.900,153.682,793.571,108.176,214.274,225.478,100.743,145.548,226.267,106.051,151.628,69.508,93.307,192.963,445.091,112.622,162.469,8.625,94.470,115.989,480.875,134.991,171.369,202.524,102.299,210.414,202.897,92.079,159.764,216.500,87.232,158.483,97.222,123.783,168.836,217.353,107.268,157.070,103.727,123.551,160.465,91.941,117.384,160.910,129.241,97.493,160.521,162.129,126.734,171.196,123.118,113.377,218.182,267.838,117.705,173.656,317.194,118.056,168.015,68.545,90.057,153.487,121.533,65.870,101.432,151.946,130.043,174.351,87.955,57.306,104.094,394.083,69.415,97.595,30.538,134.728,178.112,78.125,124.822,151.979,98.625,95.280,150.340,181.419,99.008,149.705,51.000,127.459,178.108,213.438,129.202,168.839,101.292,130.243,160.997,134.200,112.193,151.583
461,306.177,109.270,166.469,163.100,106.339,160.394,129.238,99.785,153.790,579.905,108.194,214.347,262.551,100.760,145.475,272.867,105.993,151.717,47.770,93.174,193.215,403.045,112.695,162.496,7.150,94.321,115.116,290.812,134.876,171.369,219.762,102.178,210.276,144.207,92.028,159.773,268.208,87.119,158.496,149.444,123.649,168.536,278.647,107.271,156.999,149.091,123.608,160.576,82.941,117.465,160.923,88.276,97.544,160.120,205.097,126.765,171.235,133.118,113.583,218.381,270.324,117.651,173.692,361.056,118.105,167.995,157.318,90.075,153.310,66.067,65.894,101.617,119.351,130.090,174.424,96.455,57.335,104.120,449.625,69.519,97.642,33.846,134.793,178.084,131.875,124.832,151.866,115.375,94.961,150.329,219.097,99.044,149.811,42.722,127.535,178.074,248.312,129.200,168.659,73.167,130.173,161.022,79.100,112.201,151.917
462,360.582,109.329,166.502,170.900,106.548,160.321,96.143,99.778,153.897,750.810,108.161,214.237,171.710,100.588,145.547,161.267,105.925,151.662,33.869,93.332,193.185,439.818,112.711,162.336,11.975,94.797,115.560,206.812,134.781,171.241,2033.762,102.330,210.362,189.759,92.162,159.737,219.958,87.188,158.358,199.111,123.625,168.599,266.059,107.268,157.087,112.818,123.602,160.300,47.294,117.440,160.896,113.345,97.506,160.588,190.903,126.676,171.075,138.412,113.479,218.318,271.351,117.729,173.699,344.222,118.161,167.989,87.409,89.832,153.222,74.600,65.839,101.441,76.378,130.086,174.119,103.409,57.214,104.067,414.333,69.355,97.665,28.308,134.553,178.249,116.750,124.708,152.039,63.375,95.314,150.337,260.452,99.039,150.008,71.778,127.375,178.283,224.500,129.065,168.624,81.292,130.231,160.903,171.400,112.248,151.677
