 ,Mean1,XM1,YM1,Mean2,XM2,YM2,Mean3,XM3,YM3,Mean4,XM4,YM4,Mean5,XM5,YM5,Mean6,XM6,YM6,Mean7,XM7,YM7,Mean8,XM8,YM8,Mean9,XM9,YM9,Mean10,XM10,YM10,Mean11,XM11,YM11,Mean12,XM12,YM12,Mean13,XM13,YM13,Mean14,XM14,YM14,Mean15,XM15,YM15,Mean16,XM16,YM16,Mean17,XM17,YM17,Mean18,XM18,YM18,Mean19,XM19,YM19,Mean20,XM20,YM20,Mean21,XM21,YM21,Mean22,XM22,YM22,Mean23,XM23,YM23,Mean24,XM24,YM24,Mean25,XM25,YM25,Mean26,XM26,YM26,Mean27,XM27,YM27,Mean28,XM28,YM28,Mean29,XM29,YM29,Mean30,XM30,YM30,Mean31,XM31,YM31,Mean32,XM32,YM32,Mean33,XM33,YM33,Mean34,XM34,YM34,Mean35,XM35,YM35,Mean36,XM36,YM36,Mean37,XM37,YM37,Mean38,XM38,YM38,Mean39,XM39,YM39,Mean40,XM40,YM40,Mean41,XM41,YM41,Mean42,XM42,YM42,Mean43,XM43,YM43,Mean44,XM44,YM44
513,26.905,126.723,162.831,8.267,127.765,144.699,8.510,156.726,146.649,7.429,157.146,110.736,36.833,63.570,170.190,22.818,83.562,173.904,13.812,58.970,169.292,82.812,154.323,158.717,103.438,137.116,185.525,20.438,133.227,190.036,38.136,121.408,172.858,40.973,153.519,176.294,80.062,87.867,171.478,34.844,156.927,103.761,830.364,92.219,176.716,24.059,85.350,166.702,36.143,161.237,148.725,9.333,60.725,163.326,12.387,165.075,154.225,69.857,141.395,186.303,67.250,126.779,171.144,99.882,127.893,166.812,28.455,125.139,177.887,268.462,146.530,175.227,43.529,122.582,185.055,66.462,137.860,179.141,31.056,142.796,177.908,8.839,148.645,183.675,43.562,156.810,173.702,70.312,136.648,169.798,677.882,149.842,180.049,270.270,94.175,170.776,18.452,96.999,166.159,18.938,144.187,182.604,34.647,117.719,162.394,42.727,132.495,184.989,59.742,127.889,138.070,328.750,98.287,176.167,78.432,131.226,150.375,50.176,150.883,172.125,86.800,126.839,134.670,5.706,132.621,179.447,24.500,140.530,159.605,9.405,161.232,182.594
514,36.048,126.423,162.344,16.400,127.704,144.350,35.647,156.727,146.553,16.048,156.352,110.444,45.967,63.373,170.185,26.455,83.668,174.552,25.562,58.208,169.463,52.250,154.255,158.739,92.625,136.986,185.385,13.188,132.960,189.518,36.182,121.385,172.778,122.703,153.335,175.970,52.688,87.874,171.461,29.500,156.978,103.553,253.091,92.194,176.755,20.412,85.614,166.499,30.381,161.538,148.894,3.389,60.402,163.566,38.774,165.370,154.534,217.333,141.529,186.554,23.750,126.642,171.507,74.863,127.696,166.523,35.182,125.403,177.432,335.115,146.565,175.322,18.392,122.314,185.875,32.846,137.893,179.311,35.389,142.857,178.363,27.355,148.166,183.793,26.062,157.313,173.467,103.875,136.821,169.697,305.294,149.892,180.053,77.946,94.251,170.736,16.839,97.146,166.108,20.562,144.134,182.630,12.294,117.639,162.395,49.045,132.303,184.352,66.968,127.630,138.227,194.438,98.475,176.100,10.000,131.119,150.393,767.235,150.625,171.832,66.000,126.672,134.334,658.706,132.591,178.884,42.722,140.673,159.556,20.649,160.735,182.229
515,16.000,126.428,162.103,10.867,128.577,144.554,12.078,156.532,147.152,13.476,156.677,110.030,17.233,63.444,169.893,34.045,83.349,174.357,13.250,57.998,169.454,92.812,154.651,158.862,80.188,137.100,185.926,42.688,132.825,189.874,16.818,121.363,172.854,168.757,153.590,176.133,108.438,88.070,171.546,28.031,157.420,103.642,195.818,92.272,177.005,28.353,85.387,166.862,14.048,161.109,148.577,18.000,60.418,162.962,15.806,164.377,155.036,143.381,141.523,186.698,30.750,126.237,171.275,81.216,127.717,166.324,18.545,125.327,177.634,235.346,146.581,175.450,17.412,122.628,185.483,33.462,137.659,179.360,36.722,142.302,178.220,27.806,148.194,184.071,21.812,157.109,173.880,85.500,136.948,169.880,432.588,149.792,180.045,80.541,94.158,170.678,42.839,97.062,165.946,33.312,143.881,183.040,19.647,117.618,161.930,13.682,132.380,184.520,47.226,127.660,138.190,157.000,98.376,176.085,44.595,130.357,150.515,669.471,150.692,171.798,62.100,126.891,134.536,703.412,132.554,178.846,59.389,140.765,159.776,23.189,160.628,182.655
516,9.286,126.247,162.248,11.200,127.769,144.284,12.824,156.138,147.153,14.286,156.113,109.882,41.900,63.652,169.785,24.591,83.629,174.489,15.344,58.129,169.233,105.156,154.208,158.811,131.312,137.063,185.843,30.562,132.935,190.024,21.455,121.547,172.432,664.865,153.530,176.102,81.562,88.179,171.214,22.688,157.379,103.874,234.318,92.261,176.609,17.118,85.624,166.498,9.143,161.394,148.356,0.500,60.088,163.663,2.774,164.765,155.775,192.048,141.464,186.752,5.250,127.225,170.980,98.392,127.716,166.737,27.955,125.082,177.558,299.115,146.398,175.421,30.235,122.771,185.307,31.385,137.980,179.100,43.556,142.613,178.840,5.742,148.321,184.361,195.188,156.846,173.560,64.812,136.859,169.544,174.353,149.835,180.103,78.595,94.328,170.739,18.516,96.772,165.771,23.938,143.946,182.623,20.824,117.816,162.001,37.409,132.352,184.595,37.613,127.807,138.075,254.938,98.411,176.022,17.243,130.866,150.107,606.941,150.653,171.966,70.400,126.791,134.651,511.235,132.546,178.760,92.111,140.254,159.378,6.541,160.881,182.461
517,8.095,126.258,162.383,3.233,127.300,144.225,23.333,156.272,146.694,22.667,156.481,110.333,18.467,63.711,170.033,36.818,83.534,174.491,5.375,57.858,168.948,151.219,154.391,158.680,74.188,137.258,185.446,49.625,132.797,189.913,30.500,121.437,172.210,475.676,153.597,176.142,44.438,88.310,171.679,24.062,157.327,102.968,248.773,92.212,176.667,16.353,85.276,167.164,19.000,161.322,148.463,23.444,60.846,162.840,16.129,164.570,154.448,181.429,141.610,186.455,1.250,126.635,171.275,91.765,127.680,166.607,17.318,125.860,177.721,244.346,146.352,175.385,26.118,122.622,185.106,13.000,138.111,179.950,35.333,142.767,178.814,9.935,147.892,184.275,152.062,156.924,173.622,132.062,136.754,169.693,53.765,149.631,180.143,91.459,94.368,170.731,20.774,96.697,166.354,27.312,143.811,182.833,25.647,117.839,162.030,41.182,132.855,184.621,1222.129,127.863,138.140,380.125,98.484,176.081,28.054,130.209,150.548,568.059,150.746,171.981,55.700,126.893,134.643,748.765,132.596,178.799,254.500,140.463,159.726,8.108,161.012,183.530
518,16.429,126.785,162.125,18.367,127.875,144.235,17.373,156.260,146.660,8.810,156.207,110.135,29.533,63.500,170.009,21.000,83.601,174.401,15.719,57.996,169.204,109.594,154.305,158.822,62.125,137.159,185.455,35.812,133.064,190.087,26.227,121.128,172.918,442.649,153.589,176.163,67.562,88.168,171.469,32.281,157.245,103.435,215.682,92.300,176.627,34.471,85.418,167.087,4.524,161.975,147.715,7.444,60.290,163.384,22.839,164.511,154.765,219.524,141.448,186.333,22.125,126.668,170.848,75.333,127.915,166.439,24.045,125.126,177.366,110.692,146.496,175.161,42.510,122.619,185.576,50.538,137.514,179.280,44.167,142.560,178.657,3.419,148.271,183.622,126.125,156.878,173.403,76.500,136.949,169.905,92.941,149.449,180.055,123.730,94.680,170.757,19.097,96.662,166.384,60.188,143.868,182.746,10.471,117.821,161.534,46.182,131.946,184.560,871.548,127.843,138.064,297.438,98.429,176.303,15.784,130.904,150.819,574.471,150.689,171.923,976.500,126.822,134.522,395.294,132.547,178.802,469.778,140.400,159.806,7.081,161.014,183.360
519,9.095,126.442,162.467,9.033,127.328,144.541,18.078,156.759,146.682,2.476,156.443,110.354,36.267,63.325,170.027,40.500,83.702,174.364,6.000,58.464,168.858,128.469,154.395,158.702,74.375,137.230,185.395,26.062,132.776,190.001,21.818,121.468,172.548,357.946,153.519,176.220,148.562,88.160,171.563,36.656,157.138,103.660,272.182,92.243,176.723,30.529,85.742,166.694,14.571,161.440,148.325,7.222,60.717,162.547,12.194,164.742,155.158,120.333,141.555,186.671,14.625,126.887,171.068,77.961,127.863,166.545,38.182,125.429,177.531,51.038,146.260,175.395,22.078,122.537,185.004,30.538,137.692,179.245,34.278,142.576,178.946,10.323,148.141,184.295,120.500,156.733,173.638,58.812,137.208,169.672,105.882,149.677,179.916,146.486,94.239,170.679,21.613,96.955,166.121,11.125,144.302,182.388,26.529,117.642,162.096,33.455,132.230,184.923,767.032,127.837,138.095,302.438,98.459,175.984,17.730,130.508,150.241,543.647,150.747,171.957,1035.000,126.814,134.521,311.118,132.582,178.861,347.000,140.443,159.658,6.000,160.861,182.069
520,8.714,126.574,162.651,8.233,127.781,144.193,10.431,156.980,146.616,7.000,156.967,109.665,26.267,63.382,169.895,11.909,82.926,174.781,15.719,58.470,168.628,84.344,154.233,158.347,92.188,137.270,185.164,49.250,132.763,189.797,65.909,121.699,173.026,391.189,153.621,176.109,143.812,88.148,171.524,16.938,157.556,103.302,306.227,92.302,176.610,7.118,85.118,166.510,33.286,161.214,148.545,14.222,60.319,162.961,145.226,164.499,154.644,140.524,141.589,186.583,21.625,126.400,170.655,97.098,127.938,166.488,30.455,125.261,177.931,80.846,146.265,175.385,47.294,122.517,184.795,7.308,137.625,179.263,67.222,143.002,178.508,2.903,148.645,183.985,102.500,156.790,173.457,43.688,136.735,169.717,55.118,149.758,180.091,118.000,94.207,170.667,5.032,96.255,165.385,38.688,144.149,182.469,24.471,117.427,161.825,44.273,132.614,184.523,987.613,127.795,138.091,292.750,98.396,175.994,15.784,130.947,150.670,383.471,150.663,171.964,909.200,126.707,134.509,551.588,132.614,178.877,419.000,140.510,159.567,12.865,160.697,183.052
521,36.381,126.702,162.393,12.000,128.301,144.603,18.275,156.601,146.635,5.048,156.705,111.135,18.133,63.543,170.248,38.682,83.802,174.627,11.938,57.930,169.602,1665.594,154.383,158.772,99.062,137.237,185.547,43.188,132.787,189.685,28.409,121.106,172.759,329.027,153.500,176.212,59.000,88.227,171.343,229.375,157.161,103.610,293.682,92.162,176.654,15.529,85.890,166.517,31.667,161.372,148.433,4.222,60.160,162.464,190.129,164.648,154.606,150.762,141.563,186.291,38.125,126.661,171.096,71.373,127.884,166.578,60.545,125.380,177.492,16.154,146.440,175.336,50.784,122.427,185.641,28.000,137.563,179.351,25.222,142.939,178.327,15.484,148.101,184.393,98.375,157.007,173.830,110.375,136.779,169.746,67.765,149.963,180.289,77.459,94.283,170.774,19.677,96.324,165.794,56.938,143.991,182.733,20.824,117.619,161.908,35.591,132.233,184.504,729.548,127.930,138.118,131.625,98.405,175.867,0.378,130.665,151.125,548.706,150.662,172.037,737.600,126.757,134.550,268.647,132.547,178.786,400.500,140.409,159.722,34.000,160.934,182.726
522,6.429,126.527,161.803,1.933,127.736,144.530,8.353,156.948,146.463,25.905,156.056,109.809,34.833,63.147,169.963,205.955,83.536,174.173,10.062,58.272,169.191,1466.719,154.322,158.646,121.625,137.251,185.618,60.500,132.629,189.640,25.318,121.625,172.960,399.514,153.409,176.243,106.312,87.830,171.566,383.125,157.232,103.636,278.818,92.231,176.744,11.647,85.421,167.211,15.810,161.458,148.397,7.944,60.677,163.258,101.871,164.621,154.898,184.000,141.506,186.596,12.125,126.047,170.981,86.863,127.978,166.700,60.500,125.163,177.807,40.308,146.330,175.612,25.725,122.648,185.087,6.385,137.926,179.511,72.444,142.528,178.703,6.710,147.900,183.457,86.188,156.757,173.351,78.438,136.759,169.580,54.588,149.724,180.244,54.973,94.567,170.693,17.161,96.310,165.932,62.000,143.787,182.564,28.059,117.503,161.794,43.318,132.525,184.758,652.839,127.925,138.085,249.500,98.360,175.800,12.649,130.784,150.815,543.824,150.651,171.798,482.300,126.730,134.584,288.471,132.629,178.857,320.056,140.383,159.725,8.432,161.015,182.469
523,9.143,126.845,162.673,13.967,128.171,144.655,16.392,156.485,147.173,21.048,156.736,110.166,28.133,63.582,169.663,197.818,83.711,174.179,15.188,58.311,169.490,1295.594,154.316,158.613,137.125,137.205,185.314,24.562,132.789,190.170,20.227,121.395,172.521,387.135,153.610,176.362,131.688,88.060,171.598,208.250,157.310,103.491,203.636,92.203,176.568,42.294,85.734,166.875,27.524,161.632,148.049,9.111,60.497,163.204,69.097,164.702,154.721,140.714,141.471,186.714,66.625,126.915,170.888,110.118,127.957,166.550,36.773,125.302,177.658,24.692,146.470,175.686,28.353,122.620,185.459,46.846,137.713,179.273,41.667,142.759,178.587,14.129,147.971,183.938,101.812,156.749,173.573,90.125,136.890,169.809,57.118,149.942,179.984,107.459,94.391,170.860,1.677,96.446,165.957,39.188,143.962,182.843,19.529,117.480,162.050,32.864,132.387,184.759,207.613,127.979,138.077,69.500,98.354,175.985,21.351,130.348,150.723,209.294,150.538,171.996,425.400,126.738,134.540,245.588,132.508,178.947,465.667,140.417,159.706,10.865,161.389,183.032
524,3.000,126.468,163.240,18.433,127.333,144.441,22.980,156.823,146.793,12.810,155.851,110.484,29.833,63.526,169.935,333.091,83.533,174.228,1.531,57.524,169.232,1196.812,154.344,158.640,117.312,137.054,185.796,13.125,132.776,190.092,18.045,121.253,172.153,298.919,153.694,176.236,802.938,88.007,171.490,162.688,157.244,103.531,272.682,92.176,176.804,35.176,85.632,167.380,21.571,161.604,148.536,4.389,60.115,162.246,96.581,164.787,154.620,143.238,141.465,186.477,5.000,126.372,171.229,132.275,127.772,166.629,36.136,125.395,177.780,23.077,146.074,175.945,35.098,122.417,184.941,40.692,137.982,179.517,21.667,142.947,178.557,2.065,148.025,184.915,105.250,156.826,173.437,39.250,136.524,169.883,53.000,149.794,180.004,108.162,94.013,170.766,28.129,96.789,165.652,14.875,144.218,182.966,19.824,118.015,161.716,62.364,131.990,184.877,133.032,127.896,138.254,47.125,98.344,176.180,22.703,130.235,150.526,62.647,150.661,172.001,108.200,126.977,134.521,185.118,132.566,178.967,340.278,140.379,159.671,16.108,160.889,182.587
525,18.619,126.692,162.152,11.967,128.120,144.375,7.922,156.235,146.710,11.286,156.383,110.304,15.700,63.138,169.905,189.773,83.620,174.361,18.188,57.506,169.405,1135.531,154.350,158.686,175.062,137.237,185.464,36.938,132.646,189.922,14.227,121.786,172.592,351.081,153.665,176.226,772.938,87.930,171.416,39.438,157.233,103.460,215.818,92.223,176.705,5.529,85.299,166.454,13.429,161.409,148.550,10.722,60.141,162.515,87.742,164.775,154.803,108.286,141.430,186.387,25.000,126.773,171.362,120.039,127.803,166.284,65.136,125.521,177.595,65.154,146.155,175.671,21.098,122.683,185.576,55.692,137.548,179.535,39.056,142.343,178.654,6.968,148.051,184.410,123.812,156.853,173.431,112.438,136.850,169.576,72.765,149.603,180.377,111.946,94.425,170.811,10.065,96.380,166.460,34.438,143.654,182.964,48.353,117.535,162.668,34.591,132.319,184.446,60.903,127.658,138.020,18.062,98.503,175.580,17.459,130.890,150.515,21.235,150.613,172.172,73.000,126.639,134.604,124.412,132.517,178.464,257.389,140.437,159.875,14.324,160.834,183.116
526,19.143,126.654,162.565,7.867,127.985,143.795,11.647,157.504,146.713,6.905,156.491,110.793,14.133,63.098,170.145,131.955,83.520,174.265,15.094,58.457,169.839,621.594,154.291,158.672,119.500,137.219,185.512,30.688,132.814,189.861,12.409,121.313,172.679,139.892,153.662,176.122,951.312,87.992,171.462,38.781,157.005,103.559,222.318,92.294,176.663,35.294,85.742,166.974,18.286,161.415,148.940,16.000,60.509,163.364,21.161,164.781,154.581,125.429,141.470,186.888,6.750,126.204,171.464,102.078,127.759,166.811,34.000,125.417,177.421,55.462,146.152,175.541,34.275,122.600,185.162,21.769,137.382,179.320,35.944,142.603,178.899,10.839,147.521,183.885,23.500,157.173,173.755,78.688,136.739,169.530,47.941,149.921,180.064,100.216,93.993,170.819,9.097,96.589,165.726,21.312,144.217,183.798,27.176,117.343,161.489,36.409,132.229,184.773,86.710,127.929,137.995,33.500,98.265,175.671,41.568,130.384,150.493,69.294,150.608,172.077,53.100,126.771,134.452,17.882,132.662,178.958,285.500,140.369,159.779,10.324,160.855,182.480
527,25.333,126.164,162.836,10.133,128.202,144.044,32.314,157.128,146.738,8.714,156.261,110.676,17.733,63.391,170.219,332.273,83.425,174.146,17.250,57.916,169.530,140.562,154.140,158.723,51.750,137.393,185.833,18.500,132.826,189.636,30.591,121.409,172.358,30.162,153.671,176.400,822.062,87.920,171.428,41.625,157.296,103.770,217.955,92.233,176.672,84.471,85.436,166.344,21.857,161.308,148.592,5.889,60.669,162.572,1.613,164.567,155.081,86.286,141.512,186.601,37.500,126.552,170.903,79.529,127.709,166.562,87.409,125.352,177.708,130.038,145.809,175.753,47.451,122.355,184.867,35.308,137.844,179.331,391.722,142.624,178.490,91.806,148.039,184.111,33.062,156.973,173.464,61.250,136.671,169.594,12.294,150.004,180.050,103.838,94.065,170.760,27.871,97.102,166.189,23.875,143.713,183.204,20.941,117.565,161.869,28.636,132.881,184.930,54.839,127.784,137.976,70.938,98.390,176.278,8.054,130.295,150.295,45.647,150.799,171.995,78.900,126.743,134.483,29.412,132.552,178.775,272.722,140.480,159.556,21.892,160.987,182.943
528,26.381,126.361,162.338,16.133,128.638,144.523,22.863,156.424,146.929,13.476,157.081,109.429,20.767,63.586,169.797,169.591,83.702,174.309,23.125,57.774,169.349,100.031,154.219,158.853,97.938,137.149,185.814,41.125,132.893,189.927,18.318,121.227,172.359,16.973,153.229,176.445,407.250,87.927,171.366,31.531,157.211,103.567,234.273,92.155,177.010,33.824,85.888,166.502,4.286,161.696,148.394,7.778,60.459,163.397,11.806,164.701,154.848,94.048,141.491,186.970,37.875,126.788,171.102,107.961,127.807,166.700,33.364,125.483,177.279,120.808,145.795,175.688,20.392,122.790,185.466,20.385,137.623,179.240,501.333,142.569,178.502,34.387,147.786,183.837,50.312,156.719,173.582,54.312,137.091,169.551,71.059,150.046,180.140,87.297,94.012,170.857,3.742,97.564,165.700,27.312,144.267,182.651,19.118,117.178,162.500,45.364,132.494,184.290,39.935,127.906,138.266,24.375,98.670,176.369,32.270,130.541,150.398,8.882,150.733,172.207,51.300,126.980,134.490,38.882,132.593,179.038,188.889,140.509,159.496,17.622,161.110,182.855
529,19.857,126.733,162.854,12.100,127.793,144.624,13.451,156.771,147.021,16.190,156.700,109.886,38.400,63.740,170.399,153.091,83.529,174.026,12.500,58.483,168.914,80.125,154.190,158.496,93.688,137.090,185.505,116.875,132.849,189.676,29.227,121.589,172.760,43.838,153.293,176.196,207.250,87.913,171.349,44.062,157.673,103.656,223.955,92.250,176.633,20.059,85.275,166.588,16.381,161.329,148.962,3.389,60.844,163.347,15.742,164.689,154.892,34.143,141.527,186.301,4.500,126.816,171.172,109.843,127.842,166.667,58.591,125.604,177.485,75.538,145.930,175.485,41.373,122.306,185.151,59.154,137.579,179.229,221.167,142.670,178.472,24.323,147.834,183.852,14.625,156.819,173.629,110.375,137.044,169.968,34.882,149.815,180.082,70.432,94.433,170.719,9.355,96.659,165.868,30.062,144.062,182.675,18.235,117.323,161.815,35.182,132.484,184.527,66.387,127.387,138.135,37.875,98.392,176.148,29.946,131.184,150.677,57.412,150.722,172.095,63.100,126.698,134.491,40.647,132.393,178.991,130.944,140.564,159.709,5.838,161.189,182.639
530,8.190,126.145,161.878,12.633,128.155,144.283,21.373,157.195,146.849,1.905,156.976,109.903,22.967,63.889,170.296,127.318,83.553,174.281,12.812,57.931,169.093,134.344,154.287,158.595,98.562,137.082,185.494,29.688,132.466,190.164,26.364,121.419,172.074,10.973,153.547,176.829,83.062,88.043,171.273,21.344,157.653,103.457,213.955,92.224,176.726,33.059,85.314,166.850,15.333,161.647,148.467,14.222,60.905,162.556,7.548,164.765,155.465,51.476,141.407,186.373,5.375,126.325,171.275,92.941,127.672,166.641,28.591,125.262,177.644,131.231,146.003,175.604,18.627,122.275,185.239,413.154,137.564,179.344,330.389,142.682,178.453,12.839,148.123,184.054,17.875,156.679,173.320,79.125,136.864,169.822,35.294,149.952,180.274,140.649,94.064,170.751,21.355,97.466,165.674,16.312,144.166,182.598,29.529,117.577,162.075,58.955,132.628,184.406,59.806,127.751,138.090,37.250,98.509,176.087,32.270,130.510,150.474,40.000,150.671,171.866,101.000,126.663,134.464,46.941,132.801,178.959,207.056,140.235,159.682,23.568,160.963,182.761
531,10.952,126.534,162.757,6.300,128.029,144.459,39.098,156.551,146.701,22.333,156.947,110.013,19.267,63.410,170.143,30.636,83.208,174.035,21.656,58.430,169.452,59.406,154.166,158.931,106.438,137.273,185.599,40.750,132.539,189.692,11.364,121.168,172.524,41.027,153.525,176.232,28.375,87.891,171.334,28.312,157.100,103.661,172.818,92.453,176.538,22.941,85.403,166.919,22.952,161.096,148.521,5.167,60.502,162.658,4.065,165.006,155.145,36.190,141.675,186.253,5.375,126.923,170.799,71.882,127.882,166.774,30.727,125.418,177.687,75.192,145.683,175.584,36.353,122.759,185.177,458.077,137.647,179.327,178.056,142.699,178.507,21.806,148.293,184.350,12.688,156.997,173.779,46.188,136.772,170.045,35.824,149.978,180.331,68.432,94.093,170.839,17.419,96.725,165.932,25.750,143.838,182.981,46.882,117.521,162.041,15.909,132.071,184.729,71.935,127.797,138.287,32.125,98.559,176.193,12.216,130.662,150.560,42.118,150.791,172.165,227.300,126.644,134.319,51.353,132.820,178.693,318.444,140.388,159.584,13.405,161.206,182.668
532,15.762,126.422,162.095,4.200,128.101,144.435,17.098,156.859,146.693,29.095,156.657,110.026,16.133,63.759,169.769,14.727,83.503,174.571,18.469,57.557,169.611,103.906,154.327,158.652,81.938,137.190,185.605,38.562,132.708,189.739,21.636,121.515,172.168,23.568,153.643,175.985,67.000,87.965,171.323,34.031,156.952,103.852,171.409,92.266,176.667,15.412,85.451,166.262,1.095,160.735,148.025,0.000,NaN,NaN,8.194,164.977,154.960,53.381,141.576,186.460,26.500,126.916,170.842,103.725,128.001,166.550,18.545,125.362,177.333,44.615,146.034,175.658,26.392,122.786,185.591,177.462,137.584,179.235,65.056,142.519,178.410,31.290,148.026,184.415,249.375,157.267,173.548,64.938,136.836,170.036,34.706,149.867,180.338,123.622,94.364,170.781,16.387,97.046,166.443,28.062,144.211,183.248,30.529,117.619,162.295,45.182,132.261,184.606,112.839,127.737,137.934,23.875,98.405,175.907,17.568,130.355,150.328,70.824,150.532,171.747,73.700,126.875,134.317,58.765,132.489,178.675,296.111,140.483,159.585,595.892,161.085,182.759
533,0.238,126.139,162.967,11.600,128.164,144.257,16.078,156.259,146.876,13.381,156.766,109.599,36.300,63.501,169.838,46.909,83.684,174.665,6.750,58.070,169.498,80.062,154.587,158.878,39.812,137.328,185.462,57.562,132.572,189.948,22.636,121.798,172.273,33.514,153.586,175.905,67.250,87.857,171.487,32.094,157.181,103.464,231.182,92.213,176.832,27.294,85.920,166.731,13.619,161.269,148.508,6.611,60.230,162.574,8.968,164.587,154.435,58.429,141.403,186.525,24.625,126.833,170.754,109.059,127.926,166.228,18.727,125.152,177.838,18.154,146.289,175.476,29.490,122.488,185.379,56.615,137.691,179.482,42.667,142.856,178.628,51.226,148.194,183.893,209.375,157.045,173.406,76.250,136.794,169.756,34.647,149.907,180.300,145.892,94.016,170.657,4.581,96.783,165.586,37.250,144.109,183.100,27.059,117.786,162.226,70.182,132.308,184.538,71.677,127.689,138.400,21.812,98.345,176.312,13.730,130.593,150.543,50.706,150.636,171.737,29.600,126.664,134.850,40.706,132.664,178.909,275.111,140.492,159.689,519.135,161.023,182.847
534,25.286,126.423,162.366,20.433,128.250,144.346,42.784,156.731,146.168,35.714,156.405,110.508,42.533,63.616,169.532,16.091,83.909,174.451,11.906,57.918,168.736,106.312,154.211,158.630,131.938,137.265,185.335,34.438,132.578,189.994,27.045,121.820,172.428,13.297,153.591,176.290,89.688,87.916,171.429,40.156,156.964,103.784,224.636,92.165,176.819,14.294,85.701,166.506,4.952,162.243,148.293,7.167,60.985,162.571,21.806,165.005,155.256,35.714,141.548,186.746,33.125,126.840,171.308,101.961,127.983,166.418,35.409,125.197,177.536,14.692,146.562,176.014,46.196,122.329,185.374,34.154,137.197,179.625,9.944,142.540,178.440,48.710,148.095,184.506,103.938,157.169,173.527,93.875,137.087,169.974,42.647,149.637,180.076,72.757,94.275,170.805,7.226,96.609,165.737,26.812,144.325,182.845,125.059,117.758,162.564,50.409,132.485,184.709,119.032,127.944,138.039,44.562,98.132,175.795,31.459,130.382,150.548,97.824,150.661,172.056,66.600,127.044,134.514,24.706,132.528,179.183,299.444,140.494,159.597,480.703,161.073,182.772
535,20.571,126.287,162.698,9.500,128.286,144.352,192.196,156.783,146.375,11.952,156.284,110.119,76.367,63.580,169.971,7.091,83.776,174.009,15.750,58.266,169.370,95.312,154.155,158.387,80.250,137.041,185.622,21.562,132.611,189.860,15.545,120.829,172.559,29.568,153.136,175.998,29.750,87.874,171.425,63.875,157.403,103.630,292.636,92.144,176.572,15.529,85.498,166.652,21.095,161.679,148.531,2.000,61.122,162.629,1.806,164.189,154.823,41.381,141.418,186.425,152.375,126.749,171.066,141.176,127.890,166.948,38.136,125.366,177.670,52.577,146.333,175.518,31.569,122.571,185.557,13.385,137.629,179.271,35.056,142.434,178.621,32.065,147.895,183.939,106.500,157.380,173.483,93.875,136.811,169.835,51.059,149.743,180.160,166.649,94.384,170.661,40.710,96.547,166.533,31.125,143.718,183.003,63.588,117.704,162.417,55.727,132.494,184.324,73.097,127.871,138.128,48.562,98.459,175.698,39.351,130.911,150.785,53.647,150.396,171.828,70.000,126.857,134.559,34.824,132.366,178.907,161.833,140.345,159.513,450.216,161.139,182.838
536,146.619,126.603,163.098,9.400,127.950,144.044,111.804,156.860,146.571,18.667,156.250,109.876,122.900,63.344,169.935,25.409,83.378,174.314,28.875,58.303,169.143,87.219,154.527,158.652,121.688,137.096,185.612,37.750,132.962,190.054,20.955,120.822,172.389,30.270,153.833,176.420,114.562,87.790,171.530,32.281,157.089,103.648,225.864,92.282,176.733,27.824,85.284,166.506,10.429,161.369,148.751,13.833,60.550,162.910,17.806,164.745,154.992,19.048,141.433,186.539,162.500,126.765,170.964,1639.804,127.831,166.565,30.955,125.077,177.830,24.538,146.202,175.569,18.392,122.791,184.834,37.769,137.849,179.248,36.056,142.818,178.520,15.742,147.715,183.473,101.125,157.218,173.457,96.125,136.821,169.524,50.882,149.741,180.212,103.027,94.289,170.797,6.258,96.913,165.542,38.812,144.142,183.027,75.765,117.622,162.252,50.000,132.402,184.339,74.194,127.946,138.026,22.750,98.475,175.991,15.135,130.623,150.421,24.824,150.338,171.846,56.000,126.872,134.548,36.765,132.200,179.301,206.000,140.401,159.825,359.838,161.079,182.823
537,128.762,126.509,163.325,9.300,128.052,144.508,70.549,156.877,146.900,28.905,156.359,110.017,158.833,63.503,170.027,29.136,83.660,174.143,50.312,58.089,169.031,71.094,154.604,158.662,104.250,137.228,185.538,38.562,132.800,190.203,43.909,121.198,172.461,31.730,153.685,176.352,33.500,87.964,171.588,21.250,157.035,103.737,230.455,92.326,176.627,34.471,85.535,167.128,22.762,161.333,148.512,13.389,60.641,163.001,2.774,165.118,155.076,38.333,141.156,186.494,299.000,126.744,171.035,1226.980,127.852,166.569,35.909,125.701,177.751,51.231,145.954,175.392,17.176,122.522,185.328,40.846,137.709,179.315,6.556,142.429,178.313,6.129,148.139,183.740,58.125,157.345,173.403,66.938,136.919,169.671,57.059,149.871,180.302,101.027,94.200,170.831,3.419,96.483,165.911,45.562,143.770,183.022,18.471,117.247,162.117,52.364,132.400,184.786,53.935,127.585,137.965,39.938,98.411,175.665,21.027,130.888,150.531,31.529,150.936,172.063,66.300,127.069,134.547,26.941,132.532,178.915,125.722,140.582,159.413,262.811,161.018,182.827
