 ,Mean1,XM1,YM1,Mean2,XM2,YM2,Mean3,XM3,YM3,Mean4,XM4,YM4,Mean5,XM5,YM5,Mean6,XM6,YM6,Mean7,XM7,YM7,Mean8,XM8,YM8,Mean9,XM9,YM9,Mean10,XM10,YM10,Mean11,XM11,YM11,Mean12,XM12,YM12,Mean13,XM13,YM13,Mean14,XM14,YM14,Mean15,XM15,YM15,Mean16,XM16,YM16,Mean17,XM17,YM17,Mean18,XM18,YM18,Mean19,XM19,YM19,Mean20,XM20,YM20,Mean21,XM21,YM21,Mean22,XM22,YM22,Mean23,XM23,YM23,Mean24,XM24,YM24,Mean25,XM25,YM25,Mean26,XM26,YM26,Mean27,XM27,YM27,Mean28,XM28,YM28,Mean29,XM29,YM29,Mean30,XM30,YM30
223,258.906,131.739,184.717,444.583,209.846,151.296,179.286,209.539,131.898,221.846,150.217,132.765,50.889,139.550,136.608,236.533,161.476,129.672,13.538,123.955,102.662,137.812,141.410,115.503,953.000,174.209,192.455,102.529,210.879,143.943,161.189,129.070,118.709,224.200,156.643,201.097,174.059,161.048,198.619,262.765,146.562,138.232,105.529,129.484,101.805,256.111,128.548,124.914,316.118,155.507,128.476,384.023,135.820,121.537,50.984,205.775,160.259,66.300,115.338,132.905,173.104,155.302,137.519,56.714,122.396,128.723,103.727,179.465,175.260,163.000,145.680,189.443,36.800,147.351,208.367,635.909,173.887,178.096,70.529,178.766,189.551,88.581,131.308,126.859,45.762,141.833,203.658,7.333,146.012,103.866
224,303.969,131.553,184.807,419.375,209.813,151.354,203.238,209.539,131.943,238.962,150.259,132.709,101.500,139.390,136.355,265.167,161.529,129.785,14.288,124.223,103.189,158.594,141.427,115.574,996.792,174.217,192.491,119.941,210.856,143.983,181.297,128.982,118.597,225.300,156.651,201.070,209.294,160.981,198.393,261.412,146.618,138.280,77.824,129.208,102.291,254.278,128.535,124.967,199.412,155.410,128.608,408.070,135.868,121.635,37.672,205.770,160.554,43.633,115.447,133.154,129.438,155.241,137.677,53.810,122.680,128.077,90.727,179.529,175.192,204.647,145.686,189.605,24.633,147.544,208.568,668.273,174.078,178.059,89.412,178.612,189.440,104.070,131.533,127.023,53.476,141.575,203.562,23.630,145.892,103.850
225,327.531,131.685,184.784,361.958,209.859,151.429,157.762,209.486,131.702,228.538,150.273,132.682,37.333,139.409,136.376,240.333,161.534,129.641,7.038,124.623,102.596,140.656,141.326,115.758,960.000,174.235,192.520,115.353,210.838,144.009,146.162,128.973,118.670,258.000,156.769,201.215,180.412,160.889,198.478,253.176,146.688,138.345,115.529,129.399,102.138,190.000,128.608,124.992,273.608,155.627,128.582,426.233,135.876,121.562,43.311,205.612,160.317,66.400,115.583,133.089,187.146,155.199,137.694,65.381,122.419,128.332,149.500,179.401,175.348,210.941,145.668,189.560,40.100,147.356,209.082,877.818,173.964,178.148,66.353,178.751,189.362,93.651,131.264,127.167,49.190,141.796,203.495,11.593,146.097,103.607
226,254.781,131.801,184.695,400.750,209.867,151.298,154.810,209.570,131.826,184.000,150.099,132.542,33.056,139.853,136.475,267.733,161.437,129.855,21.250,124.347,103.357,175.469,141.402,115.556,1428.583,174.215,192.482,97.235,210.686,144.107,176.270,129.078,118.589,207.067,156.642,201.000,174.706,160.916,198.390,240.882,146.644,138.402,89.294,129.496,102.047,295.833,128.654,124.875,248.588,155.530,128.472,443.907,135.843,121.572,60.295,205.829,160.429,63.033,115.061,132.990,125.583,155.103,137.487,22.143,122.253,128.330,100.227,179.492,175.249,316.882,145.693,189.556,49.867,147.426,208.943,818.727,173.958,178.090,58.824,178.653,189.432,78.023,131.415,126.936,59.238,141.516,203.504,15.630,146.199,104.209
227,267.844,131.746,184.776,376.667,209.916,151.339,162.905,209.580,131.869,163.423,150.086,132.631,61.056,139.517,136.461,274.033,161.431,129.757,12.404,123.965,102.788,187.781,141.547,115.606,4095.000,174.220,192.510,143.118,210.745,144.123,196.703,129.029,118.574,232.533,156.654,201.319,159.765,160.821,198.407,283.294,146.626,138.395,65.882,129.374,102.164,249.167,128.554,124.999,235.922,155.550,128.679,398.884,135.804,121.450,73.148,205.470,160.465,57.200,115.483,133.065,149.979,154.980,137.533,55.810,122.400,128.045,129.591,179.485,175.180,261.471,145.727,189.488,35.000,147.461,208.497,1065.364,173.888,178.105,283.941,178.312,189.588,96.651,131.694,126.883,36.429,141.562,203.315,14.444,146.373,104.116
228,356.344,131.809,184.751,420.042,209.914,151.418,194.381,209.601,131.796,193.962,150.165,132.839,61.056,139.554,136.490,248.100,161.555,129.688,15.885,124.006,102.539,139.625,141.264,115.656,3352.771,174.223,192.517,95.412,210.857,144.068,219.676,129.158,118.710,214.733,156.519,201.277,233.765,160.962,198.403,228.471,146.526,138.387,110.588,129.307,102.008,210.333,128.669,124.941,267.333,155.398,128.471,480.814,135.887,121.530,38.164,205.817,160.121,96.500,115.442,132.982,159.146,155.221,137.639,67.476,122.508,128.329,133.682,179.599,175.208,381.235,145.588,189.627,42.100,147.799,209.056,1013.636,173.939,178.126,157.059,178.361,189.703,93.233,131.338,126.945,61.286,141.697,202.950,20.556,145.785,103.375
229,334.344,131.635,184.649,434.417,209.842,151.399,183.000,209.504,131.671,278.269,150.160,132.613,40.111,139.600,136.407,304.133,161.612,129.819,13.058,123.869,102.905,109.969,141.361,115.302,1263.417,174.199,192.537,124.118,210.669,144.154,205.730,129.186,118.529,247.967,156.785,201.182,183.412,161.174,198.439,328.882,146.549,138.317,78.706,129.432,102.142,266.222,128.644,124.864,286.471,155.580,128.474,883.256,136.020,121.585,47.148,205.692,159.903,73.833,115.551,132.955,101.771,155.104,137.421,76.095,122.440,128.190,145.545,179.548,175.209,233.765,145.619,189.639,22.367,147.423,208.599,1033.455,173.978,178.136,68.294,178.808,189.475,97.442,131.474,126.985,38.381,141.484,204.078,23.074,145.803,103.722
230,312.656,131.650,184.734,424.542,209.889,151.312,151.429,209.627,131.817,232.615,150.082,132.711,69.056,139.603,136.536,292.100,161.552,129.785,17.096,124.105,102.897,126.281,141.585,115.614,986.917,174.200,192.515,126.059,210.759,144.139,118.378,129.051,118.560,225.933,156.747,201.153,169.647,161.111,198.389,282.765,146.610,138.429,69.471,129.568,102.096,273.333,128.494,124.975,282.078,155.620,128.416,692.256,135.980,121.677,59.148,205.744,159.940,60.667,115.624,132.985,124.438,155.228,137.480,85.238,122.343,128.356,124.500,179.546,175.421,172.647,145.774,189.445,49.700,147.792,209.094,1194.818,173.960,178.139,123.529,178.729,189.501,77.233,131.471,127.003,43.476,141.409,203.394,14.963,146.005,103.724
231,273.875,131.652,184.707,380.333,209.909,151.393,178.381,209.673,131.980,210.423,150.147,132.538,108.667,139.551,136.215,307.467,161.530,129.678,10.923,124.355,102.863,168.094,141.344,115.517,1054.917,174.222,192.406,123.235,210.849,144.140,206.757,129.215,118.521,265.800,156.656,201.240,210.059,161.044,198.305,286.176,146.667,138.473,95.176,129.585,102.044,243.056,128.607,124.969,281.137,155.392,128.477,715.442,135.917,121.586,47.344,205.919,160.002,76.600,115.335,132.934,166.021,155.197,137.505,76.857,122.692,128.110,192.182,179.535,175.219,148.118,145.689,189.721,23.733,147.812,208.920,1093.773,173.951,178.078,47.294,178.683,189.482,90.953,131.463,127.366,86.429,141.524,203.112,9.333,145.440,103.839
232,279.438,131.771,184.799,399.417,209.834,151.492,137.714,209.608,131.829,249.462,150.103,132.760,90.778,139.488,136.429,178.500,161.501,129.640,27.327,124.391,102.734,109.156,141.317,115.373,858.250,174.186,192.457,147.059,210.678,144.156,227.297,129.217,118.540,232.900,156.690,201.209,206.882,161.135,198.451,322.059,146.618,138.401,109.706,129.453,102.037,284.944,128.665,124.852,288.667,155.517,128.408,658.302,135.976,121.567,36.721,205.922,160.424,56.467,115.347,132.922,103.062,155.020,137.663,61.286,122.618,128.128,143.045,179.713,175.239,143.706,145.642,189.667,39.767,147.625,208.482,1145.500,173.948,178.089,62.000,178.992,189.279,608.442,131.558,127.585,63.381,141.632,203.470,6.852,145.962,103.586
233,284.250,131.829,184.750,378.625,209.879,151.489,151.762,209.647,132.119,211.577,150.073,132.659,79.722,139.645,136.288,332.467,161.526,129.782,13.577,123.524,102.567,193.438,141.438,115.453,982.750,174.173,192.534,198.000,210.877,143.957,219.405,129.077,118.649,281.800,156.748,201.305,181.706,161.011,198.385,2307.677,146.608,138.438,80.882,129.524,102.018,314.944,128.549,124.917,323.882,155.546,128.511,473.116,135.886,121.535,47.869,205.818,159.977,72.700,115.411,133.127,117.083,155.113,137.532,41.524,122.542,128.187,100.227,179.713,175.241,178.824,145.542,189.545,41.433,147.335,208.906,1243.864,173.917,178.098,77.412,178.435,189.416,280.279,131.588,127.516,37.857,141.420,203.136,5.815,145.926,104.305
234,309.625,131.922,184.813,413.375,209.862,151.329,153.048,209.592,131.657,163.731,150.143,132.605,59.722,139.501,136.386,268.200,161.537,129.803,12.000,124.139,102.551,109.906,141.437,115.683,931.625,174.189,192.533,139.647,210.884,144.250,203.351,129.141,118.623,255.067,156.693,201.247,232.647,160.974,198.267,996.941,146.650,138.483,41.941,129.267,102.130,185.056,128.602,125.044,310.941,155.431,128.347,468.279,135.775,121.508,53.180,205.778,160.068,79.700,115.518,132.882,109.958,154.876,137.739,71.048,122.349,128.629,105.682,179.330,175.400,181.882,145.631,189.566,45.733,147.659,208.311,1256.318,173.941,178.028,89.588,178.783,189.267,163.465,131.700,127.571,30.714,141.742,203.445,5.037,145.757,103.606
235,317.688,131.753,184.873,378.792,209.901,151.425,168.619,209.639,131.562,142.231,150.024,132.806,103.389,139.631,136.467,253.633,161.521,129.711,20.788,124.086,103.011,100.125,141.320,115.642,954.458,174.215,192.492,155.353,210.791,144.145,213.838,128.917,118.629,258.867,156.716,201.196,180.529,161.055,198.340,700.059,146.608,138.551,94.000,129.382,102.101,253.167,128.561,124.945,280.039,155.551,128.674,361.767,135.987,121.561,31.443,205.679,160.470,53.700,115.468,133.027,106.125,154.956,137.578,65.429,122.506,127.748,121.227,179.469,175.144,182.176,145.559,189.290,44.633,147.499,208.630,1046.227,173.946,178.084,117.941,178.726,189.423,84.907,131.571,127.066,75.048,141.588,203.558,30.333,145.980,103.033
236,290.156,131.842,184.805,415.083,209.879,151.397,127.619,209.646,131.952,204.654,150.072,132.600,69.778,139.808,136.621,287.433,161.573,129.689,12.962,123.645,102.688,154.844,141.250,115.409,1036.500,174.170,192.493,188.471,210.902,144.231,167.405,129.150,118.704,218.433,156.712,201.163,207.588,161.035,198.338,414.588,146.638,138.385,87.824,129.520,101.803,246.556,128.694,124.931,1764.000,155.503,128.472,416.256,135.897,121.461,35.770,205.563,159.990,56.100,115.345,133.180,89.708,155.042,137.577,44.381,122.241,127.823,128.727,179.329,175.192,172.765,145.735,189.279,55.433,147.644,209.172,806.136,173.958,178.063,173.412,178.799,189.501,87.256,131.643,127.203,23.857,141.778,203.409,18.296,146.211,103.813
237,350.812,131.731,184.600,449.875,209.894,151.401,173.333,209.550,132.024,244.192,150.127,132.609,94.556,139.557,136.431,278.833,161.595,129.834,16.308,124.352,102.478,144.500,141.491,115.601,1107.292,174.165,192.461,115.412,210.641,144.221,200.811,129.005,118.574,294.500,156.553,201.233,202.706,160.946,198.392,197.294,146.643,138.343,38.588,129.487,102.188,298.778,128.668,124.968,2755.706,155.487,128.459,432.721,135.925,121.540,15.279,205.805,160.209,62.833,115.188,133.002,115.729,155.024,137.899,32.571,122.390,128.192,129.591,179.470,175.296,165.412,145.713,189.280,32.633,147.664,208.757,873.091,174.021,178.044,998.353,178.772,189.394,60.465,131.263,127.115,44.238,141.930,203.409,13.593,145.961,103.105
238,277.312,131.708,184.746,370.292,209.993,151.423,159.810,209.581,131.991,225.346,150.174,132.651,843.444,139.435,136.423,300.500,161.611,129.758,16.481,123.983,102.680,150.625,141.420,115.761,985.958,174.207,192.469,127.824,210.577,143.960,160.703,128.912,118.524,228.000,156.650,201.141,195.118,161.028,198.349,223.471,146.587,138.409,62.706,129.484,102.100,279.444,128.599,125.006,2905.922,155.503,128.426,381.884,135.954,121.572,44.295,205.932,160.405,67.433,115.362,132.895,104.229,155.152,137.402,63.714,122.463,128.138,170.000,179.690,175.195,166.824,145.604,189.300,26.867,147.529,208.590,661.636,173.977,178.053,347.000,178.814,189.500,70.791,131.691,127.294,45.524,141.763,202.798,4.593,146.210,103.998
239,295.281,131.834,184.766,420.250,209.846,151.512,165.000,209.413,131.884,246.077,150.101,132.660,134.722,139.473,136.350,222.067,161.536,129.676,10.904,124.751,103.121,146.562,141.318,115.704,987.125,174.150,192.444,112.294,210.847,143.882,187.243,128.954,118.543,214.100,156.798,201.147,331.588,161.120,198.307,194.824,146.623,138.544,70.412,129.667,101.738,186.444,128.550,125.087,1661.804,155.476,128.435,454.860,135.951,121.606,43.639,205.510,160.643,80.500,115.508,133.085,104.083,155.053,137.558,47.571,122.517,127.918,101.591,179.365,175.559,99.059,145.571,189.649,36.300,147.834,208.468,544.409,173.926,178.067,48.176,178.280,189.414,61.163,131.743,127.183,79.571,141.760,203.417,13.778,146.371,103.538
240,347.719,131.743,184.689,498.000,209.889,151.465,173.619,209.526,132.128,260.192,150.234,132.669,68.222,139.653,136.059,297.433,161.627,129.861,11.173,124.250,102.473,149.562,141.415,115.725,983.333,174.150,192.455,104.882,210.785,143.967,196.649,129.153,118.606,237.100,156.710,201.266,183.941,160.968,198.301,194.176,146.468,138.544,44.765,129.599,102.043,279.444,128.625,124.951,785.647,155.504,128.481,431.721,135.884,121.553,41.016,205.716,160.095,90.767,115.595,133.006,98.625,155.096,137.735,88.286,122.378,127.974,196.045,179.662,175.275,164.176,145.767,189.611,40.067,147.400,208.569,762.273,173.941,178.223,94.294,178.442,189.503,74.000,131.307,127.088,44.810,141.698,203.303,21.778,146.067,103.382
241,307.312,131.785,184.719,345.625,209.793,151.187,143.857,209.572,132.042,309.923,150.149,132.739,51.500,139.484,136.380,267.900,161.637,129.792,15.288,124.283,102.655,202.312,141.370,115.570,1040.750,174.223,192.545,115.529,210.684,144.083,270.108,129.180,118.604,216.900,156.789,201.080,250.706,161.123,198.378,206.294,146.619,138.401,65.941,129.497,101.985,234.722,128.567,124.995,1762.353,155.484,128.456,481.256,135.858,121.555,48.557,205.901,160.338,92.700,115.714,133.019,76.229,155.125,137.672,80.190,122.555,128.115,121.500,179.612,175.216,181.000,145.578,189.573,36.567,147.805,208.465,585.955,173.959,178.139,93.529,178.790,189.421,58.860,131.545,126.912,47.286,141.739,204.019,6.074,146.309,103.680
242,333.281,131.826,184.824,470.875,209.820,151.386,174.190,209.520,132.071,238.577,150.156,132.632,55.778,139.374,136.393,254.167,161.571,129.706,15.673,124.093,103.529,159.656,141.203,115.681,1040.042,174.142,192.465,128.824,210.770,143.961,199.027,129.270,118.635,221.733,156.542,201.273,196.059,161.014,198.350,228.882,146.626,138.565,56.412,129.590,102.327,301.222,128.610,124.971,1268.314,155.473,128.491,445.651,135.873,121.543,48.721,205.417,160.211,82.300,115.774,132.883,97.979,155.219,137.910,69.095,122.436,128.096,123.727,179.657,175.069,290.824,145.763,189.682,53.700,147.842,208.697,679.091,173.961,178.110,84.882,178.816,189.444,97.442,131.705,127.169,41.524,141.826,203.390,21.778,145.666,103.749
243,268.125,131.890,184.763,414.167,209.862,151.281,196.810,209.697,132.050,202.192,150.389,132.950,69.111,139.435,136.574,298.567,161.585,129.768,17.923,124.039,102.917,134.875,141.443,115.481,979.625,174.168,192.450,225.059,210.858,144.082,227.351,129.117,118.698,250.267,156.667,201.297,160.706,160.949,198.414,173.176,146.628,138.455,56.941,129.434,101.885,254.778,128.723,124.867,319.020,155.360,128.476,462.651,135.921,121.519,38.852,205.804,160.398,55.633,115.457,133.079,87.604,155.352,137.642,45.905,122.565,127.907,98.045,179.376,175.089,223.176,145.754,189.433,56.767,147.697,208.294,621.318,173.919,178.079,75.765,178.592,189.503,98.977,131.389,127.061,51.714,141.833,203.558,98.037,146.118,103.579
244,302.250,131.794,184.703,390.000,209.834,151.342,168.333,209.669,132.291,164.192,150.104,132.648,67.556,139.563,136.157,255.933,161.510,129.771,6.462,124.297,102.362,150.531,141.315,115.643,1124.875,174.144,192.482,93.471,210.822,144.111,274.054,129.041,118.692,208.233,156.846,201.338,171.059,161.103,198.476,234.412,146.489,138.338,63.941,129.624,102.201,188.556,128.664,124.818,243.647,155.365,128.410,461.791,135.824,121.503,31.279,205.580,160.389,83.933,115.346,133.086,88.896,155.222,137.835,104.857,122.446,127.948,138.818,179.685,175.424,160.235,145.802,189.409,45.567,147.888,208.712,669.818,173.996,178.074,79.059,178.662,189.389,67.628,131.487,127.292,42.619,141.570,203.490,41.370,145.954,103.796
245,290.531,131.685,184.687,371.083,209.774,151.332,139.333,209.495,131.955,220.231,150.228,132.675,80.667,139.347,136.514,262.800,161.548,129.757,16.827,123.594,102.825,144.938,141.394,115.710,974.750,174.145,192.547,167.294,210.748,143.998,151.135,129.205,118.812,216.067,156.768,201.214,279.000,161.078,198.410,227.824,146.679,138.343,36.118,129.739,102.152,271.111,128.630,124.884,296.157,155.420,128.402,442.698,135.896,121.594,37.016,205.504,160.121,62.400,115.446,132.935,101.021,155.380,137.655,77.667,122.611,128.215,121.455,179.423,175.071,173.235,145.715,189.508,46.000,147.766,208.857,623.273,173.881,178.042,84.647,178.656,189.531,108.628,131.420,127.160,67.667,141.618,203.664,53.704,145.923,103.684
246,307.000,131.911,184.731,389.125,209.845,151.312,218.905,209.532,132.117,218.692,150.043,132.883,86.111,139.430,136.288,270.200,161.574,129.679,15.577,123.766,102.918,143.219,141.477,115.616,949.750,174.198,192.515,121.000,210.789,144.271,178.432,129.193,118.876,226.500,156.664,201.146,251.118,161.134,198.317,213.647,146.675,138.431,76.059,129.404,101.758,186.444,128.658,124.747,257.725,155.556,128.397,522.605,135.921,121.627,56.852,205.611,160.307,53.100,115.673,132.885,103.062,155.083,137.844,76.524,122.348,127.811,105.136,179.329,175.054,87.471,145.899,189.697,70.067,147.719,208.592,541.409,173.945,178.117,84.412,178.776,189.577,91.721,131.682,127.033,48.048,141.582,203.419,24.074,145.839,103.374
247,280.500,131.700,184.713,342.667,209.895,151.247,159.238,209.541,132.163,246.000,150.294,132.667,113.500,139.545,136.599,301.233,161.673,129.729,11.135,124.658,102.646,136.312,141.524,115.543,986.750,174.173,192.491,135.412,210.907,144.037,222.811,129.316,118.485,240.500,156.743,201.155,164.824,161.218,198.374,202.529,146.621,138.489,37.059,129.595,102.115,248.889,128.650,124.985,246.824,155.690,128.549,465.605,135.944,121.502,18.262,205.995,159.740,67.633,115.110,133.041,128.812,155.263,137.251,87.524,122.183,128.049,138.591,179.459,175.226,237.471,145.635,189.451,31.000,148.161,208.658,639.591,173.962,178.145,145.824,178.754,189.296,90.628,131.439,127.103,53.619,141.641,203.641,7.593,146.222,104.542
248,248.312,131.817,184.716,350.292,209.873,151.247,189.714,209.540,132.259,242.808,150.200,132.726,94.833,139.477,136.258,215.300,161.504,129.726,10.231,124.702,102.626,135.531,141.259,115.924,1088.667,174.191,192.493,93.824,210.926,144.213,170.973,129.127,118.822,251.200,156.733,201.082,252.588,161.182,198.399,225.529,146.492,138.295,88.647,129.531,102.229,252.111,128.434,124.887,297.686,155.373,128.402,493.930,135.991,121.549,21.246,205.652,160.381,52.567,115.039,132.875,155.875,155.495,137.547,70.714,122.399,128.070,98.455,179.428,175.365,167.471,145.783,189.598,39.500,147.844,209.062,718.227,173.914,178.122,86.706,178.744,189.203,131.116,131.475,126.952,21.381,141.451,204.035,10.259,146.102,104.638
249,319.750,131.701,184.839,309.792,209.878,151.342,154.190,209.653,131.871,274.269,150.247,132.561,88.333,139.489,136.615,228.233,161.450,129.680,21.519,124.318,102.144,84.844,141.344,115.625,1088.583,174.194,192.492,145.588,211.022,143.957,136.162,129.256,118.657,265.367,156.667,201.230,232.588,161.101,198.379,248.588,146.600,138.519,79.059,129.374,102.125,209.556,128.774,124.712,226.980,155.412,128.448,469.837,135.978,121.561,33.934,205.915,160.360,40.767,114.948,132.910,92.146,155.185,137.791,69.667,122.388,128.343,80.773,179.442,175.189,161.412,145.617,189.569,49.167,147.927,209.057,721.091,173.973,178.111,103.412,178.786,189.496,101.349,131.652,126.986,46.095,141.572,203.009,2.519,145.700,104.105
250,228.625,131.673,184.768,334.292,209.773,151.313,180.952,209.574,132.040,239.385,150.374,132.650,104.000,139.845,136.276,297.133,161.455,129.791,19.000,123.766,103.036,132.531,141.438,115.562,1053.833,174.223,192.453,119.941,210.857,143.978,147.297,129.374,118.457,283.233,156.875,201.099,260.647,160.941,198.436,191.941,146.717,138.372,80.059,129.397,102.069,261.889,128.767,124.983,225.882,155.352,128.615,472.651,135.941,121.555,36.656,205.473,160.259,61.433,115.368,133.151,74.333,155.117,137.501,41.952,122.382,127.905,123.182,179.311,175.314,183.412,145.601,189.537,53.333,147.733,208.374,601.591,173.889,178.154,50.471,178.556,189.750,144.093,131.485,127.080,54.714,141.510,203.131,8.000,146.198,104.618
251,267.719,131.661,184.844,369.542,209.806,151.192,190.667,209.469,132.099,244.077,150.134,132.925,85.722,139.823,136.292,245.000,161.481,129.831,9.365,124.169,102.181,146.656,141.331,115.723,1028.542,174.152,192.444,164.471,210.771,144.046,169.243,129.290,118.545,279.633,156.648,201.331,2394.235,161.111,198.365,207.706,146.695,138.509,67.353,129.499,102.079,237.611,128.668,125.004,265.804,155.470,128.450,539.535,135.815,121.540,20.361,205.554,160.005,76.533,115.478,132.838,89.542,155.091,137.426,41.143,122.455,128.210,70.773,179.719,175.392,184.294,145.688,189.568,32.200,147.674,208.871,543.909,174.018,178.048,63.765,178.947,189.456,111.349,131.666,127.124,71.762,141.897,203.475,7.926,145.767,103.456
252,210.250,131.631,184.712,385.083,209.818,151.446,116.619,209.614,132.156,247.154,150.241,132.746,56.944,139.518,136.653,247.367,161.537,129.732,21.615,124.378,102.601,125.344,141.254,115.739,1031.792,174.123,192.480,121.588,210.904,144.010,176.865,129.219,118.656,2104.233,156.629,201.224,1424.412,161.078,198.445,200.765,146.627,138.442,75.941,129.522,101.867,226.500,128.614,124.854,208.078,155.431,128.550,532.767,135.957,121.590,33.705,205.965,160.822,55.800,115.224,133.003,86.333,155.067,137.378,110.714,122.543,127.887,74.682,179.210,175.280,153.412,145.651,189.566,22.267,147.923,209.204,565.773,174.005,178.142,57.294,178.529,189.420,140.302,131.459,127.158,80.286,141.940,203.557,1.852,146.029,103.645
253,283.438,131.663,184.704,438.458,209.756,151.219,161.286,209.644,131.915,203.923,150.030,132.761,81.111,139.482,136.246,281.867,161.578,129.580,19.827,124.596,102.607,144.188,141.451,115.641,976.125,174.160,192.513,89.824,210.929,143.896,146.000,129.185,118.564,1801.367,156.625,201.172,1765.882,161.044,198.372,199.941,146.435,138.337,162.882,129.361,102.109,216.833,128.673,125.001,231.490,155.345,128.419,535.256,135.867,121.598,41.344,205.591,160.130,88.967,115.614,133.236,85.771,155.165,137.899,76.095,122.683,128.027,124.136,179.553,175.299,175.588,145.682,189.584,28.900,147.780,208.681,657.409,173.926,178.022,92.588,178.828,189.315,103.814,131.685,127.407,38.381,141.838,203.805,12.185,146.024,104.078
254,233.938,131.799,184.760,383.500,209.844,151.332,113.048,209.511,132.453,143.308,150.383,132.671,55.833,139.884,136.288,235.900,161.503,129.710,26.923,124.155,102.948,125.625,141.460,115.484,932.833,174.151,192.502,127.059,210.843,144.255,164.486,129.040,118.577,1575.700,156.630,201.192,2005.588,161.062,198.386,185.000,146.605,138.469,106.471,129.590,102.026,210.222,128.711,124.926,220.549,155.536,128.621,464.628,135.985,121.563,44.131,205.607,160.395,63.033,115.603,133.122,86.271,155.212,137.319,61.429,122.387,128.573,71.091,179.453,175.265,183.706,145.749,189.597,40.267,147.662,208.659,637.818,173.915,178.073,118.294,178.600,189.506,152.442,131.510,127.218,59.095,141.802,203.251,1.815,145.684,103.891
255,292.562,131.757,184.714,500.917,209.897,151.237,150.000,209.569,131.959,295.192,150.308,132.645,50.722,139.436,136.563,236.633,161.399,129.744,113.212,124.582,102.725,119.156,141.338,115.729,813.292,174.176,192.516,183.353,210.807,144.088,151.135,129.180,118.767,1871.233,156.651,201.176,1614.353,161.018,198.406,277.588,146.586,138.446,61.882,129.273,101.966,312.722,128.639,124.824,237.569,155.489,128.398,568.395,135.930,121.596,54.623,205.935,159.914,59.433,115.340,133.001,61.479,155.178,137.238,79.143,122.476,128.079,93.909,179.641,174.916,152.706,145.563,189.229,62.167,147.524,208.929,679.136,173.988,178.117,84.176,178.613,189.608,138.558,131.748,127.107,43.952,141.800,203.429,9.074,145.430,103.801
256,255.625,131.775,184.682,458.750,209.847,151.365,151.286,209.578,132.215,254.077,150.285,132.698,91.222,139.434,136.316,217.400,161.565,129.724,83.615,124.374,102.877,135.469,141.202,115.737,919.333,174.179,192.421,140.235,210.895,144.256,166.378,129.068,118.699,1618.633,156.642,201.196,1267.647,161.002,198.384,208.118,146.597,138.563,93.235,129.210,102.040,183.667,128.718,124.947,281.294,155.486,128.307,491.326,136.075,121.578,35.148,205.687,160.585,61.500,115.608,132.956,88.271,155.072,137.585,60.000,122.719,128.048,80.636,179.444,175.299,156.647,145.761,189.487,70.000,147.817,208.710,664.909,173.965,178.147,38.765,178.527,189.320,124.256,131.520,127.180,43.714,141.446,203.161,19.296,146.241,104.197
257,314.219,131.842,184.810,444.625,209.916,151.385,308.190,209.577,132.121,222.154,150.332,132.799,46.333,139.613,136.549,245.667,161.625,129.602,79.250,124.700,102.850,221.750,141.258,115.685,876.792,174.115,192.392,140.000,210.924,143.962,155.297,129.213,118.605,1953.267,156.621,201.172,1447.647,161.047,198.403,232.000,146.562,138.359,175.765,129.369,101.930,178.500,128.487,124.918,246.902,155.519,128.325,457.256,136.010,121.507,32.328,205.575,160.094,89.533,115.212,133.047,73.083,155.249,137.517,64.571,122.654,128.401,104.273,179.790,175.339,127.588,145.440,189.576,51.300,147.680,208.603,669.136,173.991,178.114,33.647,178.351,189.704,165.465,131.633,127.313,77.857,141.646,203.272,9.185,145.824,103.776
258,341.500,131.793,184.746,462.458,209.852,151.302,2311.881,209.594,131.993,215.769,150.252,132.645,70.944,139.726,136.148,229.233,161.414,129.803,55.788,124.534,102.681,119.531,141.432,115.718,810.875,174.135,192.530,130.000,210.711,144.034,143.622,129.232,118.580,1102.600,156.735,201.197,987.235,161.052,198.399,267.706,146.637,138.563,122.353,129.467,102.241,229.111,128.607,124.916,207.255,155.525,128.337,469.535,135.955,121.603,28.426,205.499,160.138,54.333,115.611,132.856,68.250,155.263,137.496,73.381,122.515,128.285,118.273,179.441,175.399,184.941,145.844,189.490,44.633,147.605,208.748,615.182,173.882,178.170,82.118,178.672,189.251,136.930,131.661,127.347,65.952,141.721,203.129,4.852,146.302,104.781
259,306.219,131.622,184.702,382.250,209.841,151.406,1228.095,209.581,132.086,225.923,150.131,132.819,126.111,139.805,136.514,235.600,161.548,129.672,25.519,124.651,102.677,130.094,141.217,115.430,819.292,174.113,192.511,162.118,210.810,144.129,163.892,129.170,118.625,295.500,156.766,201.303,244.824,160.938,198.412,233.176,146.609,138.370,133.471,129.385,101.935,198.056,128.745,124.899,267.961,155.356,128.562,502.419,136.020,121.608,37.475,205.993,159.983,59.133,115.596,132.937,70.896,155.095,137.594,45.524,122.521,128.049,108.227,179.419,175.273,222.235,145.830,189.545,55.033,147.564,208.956,594.818,173.982,178.025,107.412,178.613,189.635,118.860,131.924,127.351,14.667,141.897,203.169,3.741,146.245,103.397
