 ,Mean1,XM1,YM1,Mean2,XM2,YM2,Mean3,XM3,YM3,Mean4,XM4,YM4,Mean5,XM5,YM5,Mean6,XM6,YM6,Mean7,XM7,YM7,Mean8,XM8,YM8,Mean9,XM9,YM9,Mean10,XM10,YM10,Mean11,XM11,YM11,Mean12,XM12,YM12,Mean13,XM13,YM13,Mean14,XM14,YM14,Mean15,XM15,YM15,Mean16,XM16,YM16,Mean17,XM17,YM17,Mean18,XM18,YM18,Mean19,XM19,YM19,Mean20,XM20,YM20,Mean21,XM21,YM21,Mean22,XM22,YM22,Mean23,XM23,YM23,Mean24,XM24,YM24,Mean25,XM25,YM25,Mean26,XM26,YM26,Mean27,XM27,YM27,Mean28,XM28,YM28,Mean29,XM29,YM29,Mean30,XM30,YM30,Mean31,XM31,YM31,Mean32,XM32,YM32,Mean33,XM33,YM33,Mean34,XM34,YM34,Mean35,XM35,YM35,Mean36,XM36,YM36,Mean37,XM37,YM37,Mean38,XM38,YM38,Mean39,XM39,YM39
549,2.412,97.949,112.171,9.333,94.163,110.419,17.846,95.592,103.871,89.032,99.200,102.786,83.857,115.047,44.761,26.800,86.720,97.546,43.250,125.999,109.692,34.286,128.461,112.486,90.471,81.668,76.829,64.486,135.676,40.907,34.773,156.484,85.441,40.000,98.457,68.844,78.957,101.896,49.891,153.255,142.716,78.166,180.250,135.707,78.578,228.581,139.014,74.627,98.190,90.454,53.316,71.089,100.981,55.483,126.345,96.985,90.280,1061.231,139.843,60.744,43.333,138.322,88.417,37.791,88.696,80.679,102.000,97.514,83.679,120.222,138.212,67.554,149.935,141.815,64.780,28.029,150.909,46.905,54.314,105.878,65.071,48.905,82.433,66.023,49.686,128.421,63.854,20.649,87.775,77.575,26.318,134.889,92.624,16.278,129.989,90.908,81.568,110.475,49.790,43.296,140.561,50.782,69.806,107.784,45.584,33.000,107.321,98.083,1670.968,136.866,62.313,89.577,140.669,41.114,25.189,93.639,69.094
550,7.235,98.077,112.262,4.762,94.274,110.912,49.154,95.213,104.046,38.968,99.125,102.888,86.667,115.244,45.022,22.167,86.422,97.866,41.875,125.289,108.928,48.476,128.372,111.789,41.882,81.774,76.968,52.703,135.666,41.519,42.545,156.127,86.443,91.667,98.148,68.976,73.304,101.995,49.064,124.471,142.830,78.222,239.562,135.736,78.568,105.677,138.974,74.563,72.619,90.198,53.107,79.038,100.934,55.524,64.759,97.307,90.479,1090.846,139.881,60.683,72.056,138.127,88.146,40.395,88.629,80.883,124.432,97.393,83.806,112.222,138.347,66.958,227.355,141.813,64.893,35.768,150.957,46.808,54.392,105.820,64.986,37.524,82.383,65.603,42.353,128.676,64.599,56.541,88.336,77.910,30.409,135.221,92.403,17.889,129.752,91.755,130.541,110.449,49.585,17.778,140.473,50.053,101.935,107.519,45.735,49.278,107.344,98.590,1613.290,136.882,62.301,72.923,140.484,40.935,64.162,93.429,69.216
551,33.294,97.962,111.378,28.429,93.794,110.778,31.077,95.549,103.773,71.419,99.279,102.952,60.810,114.964,44.985,15.733,86.237,97.932,45.875,125.639,108.900,25.810,128.868,112.298,114.353,82.019,76.990,34.216,135.678,41.546,41.909,156.038,85.627,52.944,98.323,68.721,76.203,101.767,49.391,122.784,142.833,78.116,248.500,135.602,78.469,122.710,139.013,74.659,93.286,90.303,53.055,107.975,101.005,55.225,62.414,97.243,90.171,1071.885,139.873,60.727,75.333,138.441,88.498,36.814,88.360,80.784,122.703,97.399,83.940,54.167,138.302,67.087,70.000,141.746,64.672,31.913,150.880,46.762,52.980,105.961,65.192,60.381,82.366,65.822,59.961,128.470,64.255,76.108,88.317,77.399,26.818,135.230,92.449,12.556,129.612,91.302,144.595,110.455,49.601,39.519,140.447,50.756,85.097,107.636,45.646,64.778,107.495,98.645,1449.677,136.788,62.387,90.423,140.144,41.173,55.351,93.464,69.267
552,22.529,98.030,111.113,20.619,93.232,110.781,13.462,95.672,103.900,95.161,99.198,103.001,43.476,115.233,45.050,14.967,86.844,97.568,47.250,125.314,108.820,21.095,128.494,112.076,67.882,81.734,77.059,49.243,135.523,41.082,51.182,156.177,85.670,91.667,98.380,69.090,52.087,101.562,49.426,160.941,142.671,78.152,202.812,135.890,78.698,178.710,139.059,74.384,114.190,90.111,53.096,90.456,100.963,55.197,52.724,97.206,89.816,985.808,139.877,60.704,41.722,138.765,88.199,39.605,88.409,80.779,75.784,97.349,83.650,75.833,138.304,67.008,229.290,141.773,64.560,40.986,150.913,47.010,48.235,105.744,64.922,42.238,82.429,65.952,35.176,128.256,64.436,55.405,88.461,77.435,55.182,135.009,92.580,26.444,129.697,91.531,112.649,110.732,49.925,22.111,140.310,50.710,68.645,107.822,45.410,90.000,107.256,98.849,1415.129,136.859,62.289,43.231,140.474,40.996,66.757,93.511,69.639
553,14.706,98.162,111.191,16.000,93.580,110.422,25.308,95.208,103.734,90.516,99.368,102.898,45.333,115.184,45.003,14.867,86.933,97.917,17.250,125.548,108.998,11.190,128.164,112.200,54.647,82.026,77.294,61.514,135.529,41.080,51.000,155.936,85.936,77.500,98.369,69.021,89.159,101.731,49.593,130.078,142.802,78.176,194.688,135.687,78.530,166.323,139.135,74.718,93.476,90.103,53.157,88.810,100.900,55.499,78.241,97.160,90.077,949.538,139.858,60.636,61.444,138.372,88.434,44.163,88.283,80.976,108.973,97.322,83.828,92.056,138.322,66.929,113.161,141.899,64.720,36.783,150.834,46.534,70.510,105.961,64.959,47.619,82.741,65.876,61.725,128.521,64.446,79.568,87.966,77.635,13.364,135.304,91.929,24.889,130.142,92.455,72.324,110.443,49.592,67.259,140.352,50.976,43.419,107.648,45.315,51.000,107.378,98.386,1324.129,136.828,62.275,53.154,140.547,40.648,23.892,93.671,69.073
554,6.941,98.031,112.010,20.952,93.951,111.069,4.769,95.005,104.200,60.065,99.356,102.791,71.857,115.281,44.942,20.300,86.197,97.350,50.688,125.728,108.699,21.048,128.593,111.949,43.941,82.142,77.057,84.108,135.732,41.155,50.682,155.819,86.106,57.944,97.894,68.881,76.000,102.063,49.232,131.608,142.733,78.433,143.562,135.721,78.523,151.161,139.097,74.568,80.286,90.409,53.071,73.215,100.983,55.322,76.931,97.058,90.149,980.000,139.896,60.692,59.778,138.402,88.130,24.930,88.209,81.015,108.000,97.370,83.727,70.278,138.284,67.440,147.677,141.813,64.805,45.362,150.726,46.997,95.961,105.668,64.738,48.143,82.361,65.990,33.569,128.564,64.457,38.865,88.241,77.417,41.636,135.062,91.785,41.000,129.987,91.970,67.730,110.253,49.781,13.963,140.235,51.199,61.290,107.476,45.688,32.444,107.046,98.612,1386.710,136.849,62.200,68.538,140.367,41.051,101.351,93.483,69.404
555,10.176,98.396,110.882,6.000,93.955,110.798,15.615,94.787,103.777,128.516,99.343,102.852,54.381,115.246,45.129,10.033,86.010,98.045,28.625,125.649,109.427,32.810,128.456,112.126,56.824,81.922,76.956,80.973,135.617,41.135,78.091,156.106,86.012,75.722,98.340,68.944,64.087,101.909,49.483,152.902,142.746,77.938,251.812,135.789,78.801,163.290,139.182,74.557,89.000,90.490,53.293,55.620,100.946,54.961,100.897,97.286,89.972,765.231,139.902,60.754,57.778,138.428,88.405,42.907,88.548,80.822,113.351,97.406,83.827,75.833,138.251,67.325,136.968,141.780,64.359,27.478,150.970,46.932,32.510,105.829,65.239,41.190,82.723,66.041,29.608,128.581,64.064,51.784,88.270,77.557,54.500,134.871,91.872,11.611,129.817,91.848,75.514,110.546,49.702,42.481,140.552,51.264,106.710,107.804,45.584,58.722,107.273,98.482,1065.097,136.847,62.346,38.885,140.185,41.032,48.378,93.289,69.273
556,26.176,97.916,112.157,7.095,93.731,109.964,13.077,95.524,103.699,61.548,99.387,102.659,52.667,115.182,45.097,14.900,85.679,97.466,27.062,125.504,108.651,19.095,128.678,112.140,52.765,81.795,76.934,58.757,135.479,41.147,310.091,156.134,85.852,36.833,98.272,68.969,66.406,101.764,49.569,113.843,142.793,78.367,182.188,135.734,78.427,154.581,139.173,74.505,74.286,90.211,53.300,56.278,100.926,55.376,109.586,97.118,90.286,626.500,139.847,60.730,67.278,138.057,88.297,55.581,88.528,80.830,132.595,97.412,83.764,131.500,138.513,66.799,915.097,141.748,64.549,46.261,150.957,46.621,64.314,105.741,65.463,50.381,82.559,66.288,63.608,128.209,64.421,80.811,88.218,77.564,36.727,135.199,92.171,43.167,130.017,91.612,85.838,110.438,49.811,27.444,140.393,50.697,70.065,107.742,45.345,68.278,107.602,98.514,804.452,136.854,62.175,35.346,140.129,41.295,30.000,93.482,69.472
557,27.647,97.907,111.525,27.905,93.363,111.102,22.000,95.792,104.044,102.387,99.381,102.809,70.143,115.140,45.213,19.033,86.984,97.750,50.688,125.711,109.091,253.381,128.174,112.172,45.471,82.105,76.515,95.946,135.589,41.242,301.636,156.112,85.748,78.944,98.322,69.235,66.348,101.908,49.236,106.588,142.883,78.211,135.688,135.840,78.419,187.032,139.063,74.559,135.762,90.190,52.973,100.405,100.886,55.315,146.172,96.944,90.042,351.154,139.850,60.874,69.944,138.149,88.289,19.744,88.302,80.718,135.081,97.153,83.747,249.222,138.423,66.703,1063.677,141.776,64.602,30.319,150.849,46.803,50.863,105.906,64.955,62.762,82.478,66.314,46.980,128.392,64.567,59.568,88.136,77.461,29.045,134.729,91.988,26.222,129.820,91.628,73.081,110.290,49.767,26.370,140.514,50.918,99.484,107.480,45.485,67.389,107.222,98.556,579.226,136.841,62.384,63.846,140.511,40.866,44.973,93.653,69.185
558,15.235,97.871,111.030,13.238,94.290,111.041,20.692,95.352,103.745,56.968,99.451,103.079,78.762,115.271,45.001,14.733,86.672,97.984,54.375,125.373,109.202,210.952,128.531,112.083,88.706,81.754,77.134,137.297,135.741,41.091,291.045,156.208,85.731,98.833,98.384,69.210,85.507,101.878,49.683,187.804,142.723,78.368,183.000,135.820,78.725,180.452,139.118,74.620,75.524,90.174,53.293,100.759,100.637,55.175,78.448,97.034,90.251,232.962,139.989,60.552,73.444,138.410,88.417,67.442,88.641,80.653,91.027,97.390,84.037,206.444,138.470,66.770,951.290,141.823,64.573,36.319,150.747,46.783,66.627,105.612,64.887,16.857,82.431,66.110,25.451,128.531,64.272,100.000,88.357,77.484,27.727,135.133,91.792,36.500,129.835,91.787,64.703,110.331,49.638,22.333,140.409,51.019,80.774,107.810,45.622,46.722,107.327,98.719,296.194,137.001,62.428,67.885,140.116,40.898,47.351,93.427,69.579
559,13.118,97.927,110.914,30.524,93.461,110.853,31.538,95.379,103.892,76.000,99.197,102.973,90.667,115.201,44.708,20.033,85.959,98.005,638.812,125.513,109.151,197.762,128.312,112.171,95.118,81.800,77.018,58.054,135.572,40.618,233.545,156.297,85.695,70.056,98.527,69.099,49.739,101.629,49.625,137.020,142.777,78.259,156.875,135.829,78.495,161.548,139.151,74.651,80.667,90.328,53.087,85.316,100.910,55.332,109.172,96.880,90.210,185.308,139.986,60.678,35.333,138.227,88.658,26.907,88.445,80.674,115.838,97.407,83.898,796.333,138.258,67.113,1428.065,141.810,64.623,25.797,151.069,47.057,68.902,105.883,65.061,49.190,82.457,65.788,61.373,128.255,64.703,72.324,88.187,77.398,29.318,134.893,92.092,33.000,129.632,92.085,73.568,110.666,49.813,36.222,140.553,50.870,82.968,107.996,45.242,25.556,107.421,98.607,233.097,136.848,62.417,72.769,140.627,41.001,40.432,93.556,69.503
560,19.647,97.902,111.445,15.810,93.723,111.214,18.077,96.120,104.070,79.742,99.342,102.579,69.524,115.308,45.152,22.067,86.798,97.597,115.000,125.806,109.199,192.048,128.437,112.185,72.353,81.885,76.948,79.892,135.581,41.040,184.455,156.061,85.792,62.556,98.303,68.916,49.101,101.972,49.507,183.020,142.720,78.417,149.438,135.820,78.459,126.065,139.001,74.914,71.619,90.056,52.828,92.430,100.844,55.342,105.552,97.209,90.245,188.808,140.116,60.606,40.667,138.361,88.579,34.465,88.462,80.919,144.541,97.690,83.568,427.056,138.415,66.983,1105.742,141.749,64.666,53.652,151.162,46.679,32.235,105.752,65.249,59.619,82.200,65.693,20.196,128.796,64.041,58.216,88.282,77.604,63.182,135.162,92.405,28.556,130.068,91.582,79.351,110.401,49.949,29.185,140.262,49.940,78.452,107.799,45.609,76.389,107.528,98.671,156.839,136.830,62.347,82.846,140.510,40.951,58.919,93.498,69.318
561,14.353,97.771,111.384,9.095,94.307,110.215,11.692,95.329,104.009,94.710,99.448,102.788,72.905,115.267,44.993,24.533,86.682,97.631,233.125,125.580,109.093,185.571,128.330,112.052,62.353,81.772,77.016,63.027,135.590,41.423,360.773,156.117,85.865,95.278,98.262,68.652,71.014,101.313,49.360,176.196,142.607,78.235,121.375,135.853,78.643,142.000,138.975,74.727,105.952,90.267,53.445,56.810,100.976,55.274,110.103,97.304,90.254,131.423,139.877,60.549,45.889,138.110,88.070,42.977,88.472,80.784,96.919,97.178,83.506,236.000,138.389,67.044,517.548,141.750,64.610,54.493,150.973,46.766,68.196,105.675,64.972,75.095,82.555,65.812,48.275,128.618,64.515,57.622,88.218,77.654,25.182,135.124,92.011,34.111,129.762,91.360,109.351,110.690,49.760,25.222,140.035,50.944,46.129,107.818,45.909,34.389,107.521,98.217,104.968,136.709,62.189,104.654,140.710,41.065,33.135,93.603,69.792
562,12.824,97.511,111.394,6.095,94.206,110.757,12.615,95.300,103.928,65.290,99.247,102.723,59.714,115.151,44.759,25.333,86.395,97.751,324.750,125.605,109.119,169.000,128.444,111.977,87.647,82.192,76.998,62.000,135.740,41.384,284.182,156.133,85.792,74.778,98.255,69.249,74.261,101.789,49.292,129.333,142.757,78.319,173.125,135.522,78.585,199.548,139.071,74.614,112.857,90.203,53.360,79.747,100.973,55.263,75.931,97.103,90.397,143.423,139.896,60.436,59.667,138.156,88.265,34.116,88.199,80.723,111.892,97.342,83.640,195.833,138.411,67.040,570.258,141.756,64.738,30.667,150.594,46.579,78.745,105.775,64.843,53.952,82.630,65.657,38.314,128.367,64.074,83.946,88.347,77.312,46.182,135.130,92.411,31.500,129.611,91.970,154.432,110.638,49.893,30.852,140.372,51.177,75.097,107.771,45.721,48.722,107.191,98.841,144.581,136.944,62.247,104.500,140.475,40.905,41.568,93.355,68.982
563,18.706,97.663,111.301,4.381,93.172,111.755,4.462,95.052,103.422,102.645,99.414,102.679,57.571,114.899,44.911,25.233,86.104,97.590,388.812,125.550,109.078,94.571,128.467,112.178,101.412,82.007,76.899,64.595,135.750,41.017,413.773,156.158,85.690,46.889,98.068,69.196,73.043,101.924,49.197,144.941,142.673,78.390,164.750,135.697,78.486,102.323,138.753,74.617,103.476,90.118,53.339,107.063,100.832,55.307,86.621,97.117,90.097,125.846,140.201,60.593,44.944,138.211,88.530,28.000,88.204,81.074,101.838,97.356,84.003,203.056,138.368,67.063,467.613,141.786,64.651,71.594,150.514,46.706,64.980,105.722,64.934,16.048,82.396,66.106,55.843,128.456,64.474,30.541,88.489,77.665,48.455,135.136,92.073,6.667,130.030,91.683,104.757,110.526,49.850,36.222,140.170,51.265,106.323,107.740,45.533,39.500,107.271,98.551,173.097,136.785,62.017,92.115,140.374,40.895,60.216,93.473,69.065
564,4.765,97.767,111.606,22.667,93.315,110.361,12.538,95.241,104.189,57.806,99.362,102.817,43.095,115.075,45.196,15.367,86.900,97.817,306.500,125.586,109.101,18.619,127.985,112.391,86.471,81.875,77.109,81.243,135.674,41.228,196.545,156.157,85.828,70.833,98.329,68.986,48.870,101.839,49.362,167.569,142.748,78.560,132.812,135.802,78.597,124.065,139.034,74.764,137.667,90.202,53.469,75.797,100.736,55.396,110.655,97.101,90.123,129.500,139.861,60.627,33.611,138.046,88.552,36.721,88.539,80.677,96.216,97.173,83.557,95.333,138.254,66.797,121.290,141.841,64.624,51.420,150.913,46.901,58.784,105.761,65.342,54.857,82.333,66.394,27.137,128.301,64.050,53.189,88.168,77.587,38.000,134.787,92.305,20.778,129.758,92.387,94.216,110.416,49.959,31.741,140.243,50.758,45.290,107.522,45.230,70.056,107.499,98.670,225.871,136.653,61.927,60.846,140.515,41.290,76.216,93.839,69.163
565,10.235,98.058,111.680,12.286,93.774,110.576,5.846,95.606,104.286,79.355,99.516,103.075,79.333,115.196,45.326,17.633,86.102,97.592,37.250,125.458,109.172,16.952,128.321,112.021,64.353,81.994,76.819,74.108,135.573,41.058,85.545,156.103,85.843,100.111,98.342,69.242,47.101,101.626,49.475,149.882,142.857,78.208,105.250,135.836,78.644,146.710,138.999,74.281,55.810,90.344,53.566,104.253,101.195,55.263,83.310,97.152,89.954,175.962,139.945,60.425,105.278,138.313,88.385,45.488,88.710,80.879,100.486,97.268,83.641,68.333,138.341,67.118,142.710,141.782,64.463,35.014,150.476,46.722,61.686,105.604,65.268,59.190,82.469,65.832,46.510,128.415,64.140,76.162,88.519,77.540,34.818,135.132,92.351,32.056,130.024,91.468,95.459,110.434,49.668,18.222,140.195,50.936,82.387,107.762,45.838,36.778,107.329,98.993,156.129,136.993,62.223,60.308,140.352,40.764,65.730,93.421,69.392
566,4.294,98.162,110.884,5.238,93.651,110.921,43.077,95.653,103.763,130.323,99.611,102.929,40.857,115.140,44.808,9.400,86.574,97.836,59.625,125.498,109.014,22.810,128.523,112.114,65.118,82.043,76.978,73.351,135.654,41.262,68.591,156.059,85.951,77.222,98.495,68.916,80.812,101.763,49.338,106.039,142.683,78.040,147.250,135.664,78.511,140.194,139.027,74.739,99.714,90.120,53.040,53.114,101.228,55.287,213.069,97.283,90.311,152.808,140.011,60.541,88.944,138.256,88.314,52.372,88.569,80.687,98.865,97.098,83.662,33.778,138.148,67.115,142.323,141.736,64.245,17.768,150.610,46.890,55.059,105.688,64.907,68.619,82.362,65.907,33.020,128.772,64.030,57.243,88.247,77.568,21.864,135.088,92.472,25.167,129.893,91.875,90.000,110.624,49.759,33.333,140.644,51.094,49.677,107.741,45.139,46.500,107.649,98.515,92.000,136.797,62.065,107.538,140.716,40.953,54.432,93.293,69.291
567,16.059,97.701,110.987,1.619,93.547,109.722,37.077,95.724,104.010,46.387,99.027,102.872,72.476,115.212,45.093,28.000,86.425,97.809,41.500,125.643,109.154,26.238,128.425,112.114,69.176,81.997,77.448,150.486,135.641,41.235,46.591,156.235,85.783,72.000,98.255,68.960,48.899,101.743,49.555,2358.000,142.786,78.268,193.750,135.912,78.574,128.903,139.041,74.557,111.190,90.232,52.998,73.139,100.860,55.234,110.828,97.103,90.163,200.385,140.057,60.679,49.278,138.155,88.585,50.419,88.361,80.742,96.757,97.193,83.836,72.167,138.220,67.262,138.387,141.838,64.555,25.884,151.029,46.919,63.490,105.929,64.836,48.048,82.229,66.057,37.451,128.635,64.400,72.973,88.181,77.557,36.045,134.955,92.381,39.556,129.793,91.844,34.270,110.413,49.678,33.667,140.612,51.126,56.968,107.827,45.475,34.056,107.270,98.634,179.290,136.913,62.208,59.346,140.189,40.937,73.676,93.412,68.810
568,10.824,97.839,111.758,6.333,93.519,111.270,28.538,95.675,103.992,72.774,99.429,103.085,37.667,115.014,44.711,35.633,86.429,97.676,46.812,125.726,108.977,20.619,129.174,112.147,51.118,81.808,77.019,124.378,135.553,41.128,41.318,156.058,85.921,57.833,98.181,68.904,62.609,101.607,49.660,1032.196,142.742,78.327,180.938,135.760,78.406,148.968,139.003,74.838,55.143,90.212,52.664,89.797,101.064,55.226,113.310,96.943,90.425,193.885,140.018,60.415,62.389,138.047,88.190,56.698,88.352,80.980,77.838,97.275,83.692,73.167,138.467,67.370,100.516,141.910,64.332,36.145,151.098,46.680,63.020,105.777,64.836,78.857,82.384,65.658,45.020,128.575,64.428,75.892,88.064,77.946,43.545,134.870,92.060,17.333,129.794,92.284,102.486,110.444,49.690,66.407,140.354,51.002,99.742,107.783,45.359,48.944,107.399,98.564,170.645,136.797,62.223,613.500,140.428,40.803,47.459,93.528,68.958
569,21.294,97.983,111.460,14.000,94.241,111.223,21.769,95.970,104.006,61.097,99.156,102.517,74.476,115.589,45.098,18.967,86.328,98.068,8.688,125.622,109.520,29.762,128.494,111.972,120.235,81.790,76.981,84.919,135.554,41.175,44.818,155.959,85.648,91.111,98.482,69.157,79.304,101.946,49.341,1060.392,142.821,78.232,217.250,135.885,78.469,217.548,138.964,74.638,97.048,90.090,52.822,97.975,101.025,55.124,76.414,96.893,90.252,186.769,140.192,60.659,51.722,138.250,88.419,52.977,88.829,80.894,116.108,97.539,83.775,90.944,138.275,67.036,112.581,141.825,64.484,31.971,150.431,46.940,30.196,105.873,65.217,56.952,82.585,65.862,61.882,128.536,64.512,36.757,88.291,77.666,17.000,135.080,92.042,15.444,130.004,91.798,52.000,110.607,50.174,30.185,140.394,51.214,63.677,107.820,45.282,73.000,107.306,98.718,170.065,136.682,62.075,478.308,140.338,40.822,27.784,93.537,68.940
570,21.588,98.211,111.636,12.238,93.271,110.586,20.538,96.149,104.076,85.548,99.476,102.606,48.857,115.042,45.108,9.400,86.272,97.934,27.562,125.440,109.179,27.619,128.313,112.081,56.882,81.905,76.847,90.865,135.690,41.302,38.136,155.796,85.868,83.833,98.337,68.963,86.377,101.705,49.473,279.098,142.614,78.324,117.312,136.020,78.681,109.419,139.108,74.765,82.190,90.010,53.178,91.671,100.750,55.509,87.586,97.085,90.338,134.192,139.913,60.493,52.111,138.121,88.366,26.023,88.481,80.856,142.703,97.324,83.782,111.000,138.100,66.984,81.871,141.955,64.811,46.580,150.884,46.597,57.098,105.902,64.883,57.286,82.435,65.784,28.588,128.401,64.328,61.622,88.308,77.804,32.045,134.925,92.394,62.389,129.750,91.892,84.919,110.632,49.806,50.815,140.397,50.774,90.194,107.889,45.520,46.222,107.350,98.734,214.968,136.842,62.244,245.115,140.106,41.000,39.784,93.251,69.630
571,19.529,97.678,111.730,6.762,94.048,111.268,31.077,95.359,103.927,44.000,99.136,102.865,40.190,115.213,45.051,8.833,86.324,98.384,32.500,125.337,109.270,25.524,128.495,112.152,56.941,82.143,77.069,117.568,135.731,41.057,39.000,155.817,86.215,73.111,98.205,68.992,80.957,101.856,49.383,146.431,142.756,78.180,107.250,135.888,78.558,148.194,138.987,74.510,84.095,90.288,52.923,71.165,100.892,55.329,104.724,97.028,90.282,154.231,140.010,60.573,41.111,138.073,88.172,44.070,88.826,80.606,90.865,97.389,83.733,81.778,138.239,67.272,149.226,141.736,64.457,24.667,150.834,46.786,64.667,105.752,64.916,58.810,82.357,66.050,44.275,128.271,63.937,58.216,88.175,77.814,26.864,134.867,92.395,55.444,129.878,91.571,97.027,110.346,49.590,16.333,140.064,51.273,56.645,107.500,45.641,69.333,107.495,98.660,164.581,136.845,62.007,443.577,140.475,40.834,56.000,93.526,69.421
572,9.412,98.103,111.478,11.429,94.102,110.523,20.615,95.617,104.052,191.742,99.980,102.773,58.524,114.866,45.144,14.167,85.936,97.746,45.125,125.504,109.244,8.000,128.475,112.032,87.765,82.021,76.992,102.270,135.515,41.320,68.864,156.126,86.026,72.389,98.333,69.171,42.696,101.558,49.431,162.039,142.618,78.305,192.188,135.756,78.512,140.903,139.061,74.564,70.905,90.234,52.750,86.608,100.957,55.407,89.793,97.031,90.001,176.538,140.010,60.569,66.333,138.337,88.322,33.930,88.740,80.620,98.432,97.267,83.761,65.889,138.406,67.237,105.806,141.765,64.913,46.783,151.025,47.272,71.490,105.759,65.138,60.476,82.509,65.569,34.824,128.693,63.974,46.108,88.239,77.365,22.909,134.576,92.167,51.000,130.015,92.090,92.108,110.512,49.607,34.333,140.555,51.028,61.355,107.955,45.805,75.333,107.378,98.624,143.677,136.778,62.218,498.231,140.280,40.850,72.054,93.662,69.001
573,17.529,97.933,112.099,3.381,93.391,110.655,16.692,95.336,104.092,43.419,99.587,102.972,58.476,114.866,45.005,10.233,86.789,97.794,27.375,125.535,108.919,33.286,128.496,112.316,92.765,81.929,76.736,78.378,135.528,41.335,12.955,156.026,86.113,74.722,98.301,69.279,48.029,101.850,49.264,150.627,142.844,78.323,203.062,136.024,78.541,124.387,139.100,74.736,91.810,90.405,53.127,85.215,100.926,55.395,175.517,97.066,90.221,119.077,139.999,60.659,140.444,138.333,88.421,33.349,88.345,81.012,128.649,97.394,83.620,117.222,138.347,67.007,175.226,141.775,64.502,43.971,150.871,46.778,60.353,105.847,65.419,59.095,82.535,65.862,23.529,128.410,64.526,58.054,88.469,77.805,16.545,135.279,92.437,44.889,129.981,91.509,66.216,110.667,49.608,27.259,140.320,50.669,45.871,107.589,45.649,38.722,107.354,98.831,57.419,136.638,62.245,395.231,140.280,40.813,94.216,93.514,69.004
574,18.059,98.204,111.720,12.952,93.150,110.676,15.615,95.658,104.208,127.871,99.226,102.854,106.048,115.314,45.070,16.200,86.695,97.912,25.312,125.531,108.843,18.333,127.872,112.146,54.941,82.115,76.988,74.378,135.547,41.016,22.455,155.956,85.610,47.056,98.155,68.802,102.522,102.000,49.481,151.725,142.684,78.160,157.812,135.820,78.553,160.516,139.103,74.553,99.429,90.311,53.139,77.671,101.006,55.355,1377.310,97.089,90.186,202.038,139.869,60.569,90.667,138.147,88.779,77.767,88.398,80.991,107.189,97.480,83.700,95.889,138.400,67.185,91.355,141.659,64.527,222.870,151.315,46.902,82.000,106.025,64.757,39.762,82.340,65.658,32.510,128.621,64.246,65.946,88.450,77.459,29.273,134.820,92.118,7.778,130.001,92.221,70.216,110.848,49.839,25.741,140.391,50.636,61.613,107.703,45.233,57.722,107.131,98.874,138.000,136.974,62.047,194.731,140.206,40.900,43.405,93.470,69.807
575,15.824,97.667,111.478,13.429,93.744,110.754,15.538,95.716,103.674,48.129,99.243,102.773,73.381,115.178,44.910,20.400,86.278,98.228,22.062,125.673,108.896,34.381,128.625,112.041,55.118,81.893,77.198,77.459,135.602,41.216,57.227,156.240,86.184,90.778,98.366,68.771,90.986,101.626,49.459,174.039,142.865,78.195,81.000,135.775,78.618,191.871,139.095,74.650,66.048,90.338,53.081,576.785,101.230,55.301,1011.483,97.200,90.192,177.615,139.894,60.503,53.111,138.047,88.456,34.744,88.981,80.917,71.946,97.392,83.750,49.722,138.408,67.423,77.871,141.568,64.778,305.391,151.105,46.917,43.412,105.872,65.072,43.190,82.396,65.459,24.078,128.550,64.370,56.919,87.926,77.865,70.636,135.384,92.320,25.056,130.037,91.331,85.189,110.528,49.883,36.741,140.434,50.552,72.903,107.935,45.656,62.333,107.322,98.663,156.258,136.733,62.379,78.808,140.338,40.759,34.541,93.455,69.138
576,0.059,98.425,111.445,7.048,93.949,111.399,28.231,95.400,104.176,90.258,99.297,102.867,39.429,115.447,44.890,11.800,85.854,98.084,27.562,126.097,109.354,35.429,128.115,112.179,76.706,82.154,76.939,120.000,135.527,40.876,47.955,156.183,85.647,48.333,98.054,69.178,65.565,101.744,49.417,125.333,142.592,78.166,233.250,135.817,78.588,141.935,139.095,74.443,91.571,90.257,53.304,1002.304,101.030,55.387,115.448,97.032,90.195,133.692,139.857,60.503,87.111,138.274,88.250,54.047,88.516,80.684,130.919,97.491,83.736,94.167,138.476,67.178,138.065,141.842,64.668,260.957,151.051,46.952,54.510,105.933,64.978,77.095,82.503,65.484,14.000,128.116,64.711,89.676,88.490,77.538,20.045,135.170,92.694,24.556,130.065,91.979,164.216,110.486,49.759,39.185,140.227,50.712,84.194,107.658,45.716,40.389,107.477,98.923,171.226,136.986,62.037,53.038,140.353,41.191,74.865,93.379,69.029
