 ,Mean1,XM1,YM1,Mean2,XM2,YM2,Mean3,XM3,YM3,Mean4,XM4,YM4,Mean5,XM5,YM5,Mean6,XM6,YM6,Mean7,XM7,YM7,Mean8,XM8,YM8,Mean9,XM9,YM9,Mean10,XM10,YM10,Mean11,XM11,YM11,Mean12,XM12,YM12,Mean13,XM13,YM13,Mean14,XM14,YM14,Mean15,XM15,YM15,Mean16,XM16,YM16,Mean17,XM17,YM17,Mean18,XM18,YM18,Mean19,XM19,YM19,Mean20,XM20,YM20,Mean21,XM21,YM21,Mean22,XM22,YM22,Mean23,XM23,YM23,Mean24,XM24,YM24,Mean25,XM25,YM25,Mean26,XM26,YM26,Mean27,XM27,YM27,Mean28,XM28,YM28,Mean29,XM29,YM29,Mean30,XM30,YM30,Mean31,XM31,YM31,Mean32,XM32,YM32,Mean33,XM33,YM33,Mean34,XM34,YM34,Mean35,XM35,YM35,Mean36,XM36,YM36,Mean37,XM37,YM37,Mean38,XM38,YM38,Mean39,XM39,YM39,Mean40,XM40,YM40,Mean41,XM41,YM41,Mean42,XM42,YM42,Mean43,XM43,YM43
228,387.081,244.738,61.541,810.896,227.248,73.951,119.353,244.330,22.361,227.923,242.837,29.843,111.200,250.663,31.712,519.043,252.333,19.702,218.095,214.746,22.121,57.000,212.530,29.477,179.161,237.430,34.754,252.750,235.856,26.839,684.700,245.233,80.800,3564.882,235.486,59.805,232.750,224.658,66.802,740.667,231.553,60.851,279.176,211.562,78.197,87.769,244.035,75.349,120.857,239.880,71.430,38.278,223.230,57.607,103.471,173.070,70.674,104.700,171.130,75.720,181.810,239.108,65.206,114.077,238.511,51.667,176.000,233.890,55.432,177.250,219.388,31.507,500.846,254.093,79.607,1135.250,237.748,56.655,1910.083,227.841,56.134,249.500,228.800,19.793,960.000,205.839,75.119,222.703,183.125,75.414,285.500,250.169,77.329,50.500,227.967,14.718,112.625,223.571,19.998,118.190,249.365,20.926,45.923,245.032,67.552,146.476,247.632,72.340,172.387,210.830,34.441,124.176,243.185,32.871,631.562,232.539,70.382,631.294,255.215,18.948,202.200,174.932,75.249,143.419,231.055,82.712,304.294,240.547,84.701
229,377.892,244.653,61.570,1243.708,227.214,73.922,175.353,244.473,22.214,144.231,242.950,29.775,53.400,250.520,31.951,155.370,252.179,20.074,220.857,214.703,22.169,120.000,212.443,29.522,166.903,237.451,34.937,198.188,235.757,26.924,708.200,245.207,80.826,3135.794,235.467,59.824,258.625,224.583,66.895,690.633,231.505,60.783,253.353,211.593,78.293,125.769,244.238,75.396,70.714,239.869,71.712,62.167,223.116,58.008,136.176,172.777,70.621,119.100,171.139,75.920,147.619,239.310,65.325,93.154,238.578,51.719,170.062,233.806,55.599,204.062,219.310,31.603,198.846,253.871,79.578,784.375,237.720,56.632,1770.417,227.826,56.233,170.722,228.640,19.927,246.167,205.852,75.162,275.892,183.035,75.380,71.300,250.228,77.278,70.083,227.764,14.576,132.125,223.674,20.173,279.238,249.108,20.945,30.923,244.851,67.404,82.190,247.502,72.560,202.839,210.978,34.503,110.941,243.218,33.056,451.938,232.408,70.306,118.941,255.281,18.905,245.700,174.838,75.314,246.774,231.148,82.604,344.647,240.551,84.777
230,355.514,244.711,61.614,555.583,227.298,73.942,233.588,244.361,22.273,215.846,242.896,29.747,73.600,250.474,31.979,87.935,252.134,20.043,233.238,214.697,22.085,124.300,212.464,29.310,149.935,237.353,34.851,190.062,235.683,26.925,723.600,245.181,80.838,2585.294,235.500,59.816,212.875,224.636,66.753,613.200,231.552,60.915,314.882,211.603,78.398,110.846,244.071,75.482,132.929,239.954,71.453,76.722,223.494,57.757,108.412,172.853,70.520,126.600,171.114,75.919,134.095,239.087,65.347,84.846,238.524,51.790,140.875,233.694,55.558,104.625,219.284,31.558,120.077,254.066,79.561,464.250,237.736,56.773,1423.000,227.830,56.215,151.444,228.611,19.822,121.667,205.941,75.189,221.838,183.075,75.601,60.200,250.003,77.251,40.500,227.861,14.712,143.375,223.701,19.909,158.952,248.941,20.875,75.846,244.766,67.453,53.429,247.579,72.578,208.516,210.958,34.408,159.765,243.329,32.933,556.125,232.489,70.478,59.529,255.068,19.107,251.500,174.813,75.310,252.839,231.013,82.518,302.118,240.572,84.761
231,299.514,244.723,61.527,320.646,227.279,73.988,205.588,244.380,22.263,194.769,242.834,29.763,45.000,250.571,32.173,90.609,252.166,20.332,183.333,214.653,22.185,185.200,212.406,29.549,138.839,237.336,34.770,190.625,235.749,27.010,729.900,245.215,80.874,2682.853,235.447,59.820,216.438,224.698,66.846,588.533,231.601,60.861,315.059,211.669,78.335,110.308,244.169,75.478,90.071,239.923,71.527,94.056,223.315,57.840,105.647,172.782,70.493,198.600,171.125,75.806,198.381,239.169,65.326,97.231,238.443,51.538,206.062,233.711,55.565,114.938,219.344,31.660,113.769,253.911,79.688,417.000,237.751,56.781,1946.250,227.800,56.187,185.111,228.707,19.738,94.917,205.634,75.399,248.703,183.120,75.359,36.400,250.108,77.385,91.417,227.903,14.738,142.500,223.524,20.119,190.952,249.050,20.945,103.000,244.752,67.258,128.190,247.498,72.489,227.290,211.088,34.516,191.706,243.226,32.945,579.500,232.494,70.325,88.353,255.021,18.915,179.800,174.749,75.318,307.742,231.127,82.554,246.706,240.578,84.617
232,276.703,244.699,61.567,257.667,227.233,73.958,128.000,244.317,22.275,219.923,242.793,29.721,163.600,250.442,31.842,102.522,252.219,20.309,231.048,214.628,22.015,157.600,212.481,29.387,156.839,237.416,34.672,255.750,235.822,26.728,686.900,245.244,80.846,1801.000,235.518,59.844,221.750,224.577,67.064,477.000,231.489,60.903,245.059,211.544,78.416,177.846,244.060,75.225,109.357,239.936,71.450,86.889,223.355,57.695,135.882,173.005,70.722,132.300,171.151,75.964,120.095,239.549,65.203,122.308,238.433,51.741,146.062,233.745,55.506,159.250,219.310,31.722,131.308,254.147,79.749,359.625,237.738,56.727,1095.750,227.787,56.243,133.833,228.608,19.720,91.250,205.791,75.328,292.324,182.993,75.568,51.900,250.424,76.970,57.250,228.029,14.916,126.375,223.554,19.928,270.000,249.013,20.846,56.308,244.756,67.433,104.857,247.524,72.569,185.032,210.959,34.405,154.882,243.382,32.907,521.438,232.485,70.374,86.176,254.987,18.865,224.600,174.758,75.313,209.161,231.070,82.529,336.765,240.529,84.698
233,234.216,244.789,61.541,265.521,227.317,73.978,122.412,244.492,22.066,205.692,243.035,29.880,82.300,250.329,31.925,179.391,252.033,20.615,222.095,214.754,22.117,156.500,212.433,29.621,118.645,237.488,34.770,249.562,235.687,27.060,659.300,245.174,80.851,1101.941,235.566,59.885,237.312,224.639,66.898,311.300,231.366,61.118,298.118,211.621,78.264,102.231,244.317,75.429,57.071,239.881,71.249,39.389,223.201,57.831,104.235,173.063,70.734,193.200,171.154,75.998,82.000,239.094,65.385,118.077,238.632,51.817,140.438,233.750,55.351,105.188,219.317,31.649,140.923,254.334,79.644,281.500,237.684,56.596,753.000,227.859,56.163,151.111,228.740,19.889,71.833,205.788,75.275,257.405,183.043,75.432,73.900,250.218,77.328,102.500,227.959,14.705,141.188,223.441,20.068,155.524,249.067,21.002,48.154,245.106,67.647,96.762,247.507,72.456,165.226,210.913,34.592,140.412,243.307,32.907,552.000,232.577,70.334,85.882,255.235,18.867,224.400,174.770,75.376,268.000,231.151,82.715,261.176,240.556,84.678
234,270.000,244.768,61.548,308.021,227.347,73.933,110.353,244.395,22.330,218.231,242.883,29.657,85.900,250.718,32.044,272.283,251.981,20.939,178.952,214.723,22.205,192.100,212.315,29.451,178.774,237.408,34.948,275.062,235.750,27.042,592.600,245.250,80.828,836.941,235.411,59.905,195.750,224.583,67.132,1158.800,231.266,61.092,331.059,211.656,78.196,104.538,243.973,75.402,101.786,240.017,71.405,247.833,223.408,57.836,106.059,173.049,70.578,122.500,171.310,76.034,145.238,239.187,65.263,102.077,238.485,51.692,253.688,233.842,55.562,117.750,219.423,31.649,203.154,253.987,79.716,115.375,237.717,56.573,446.333,227.852,56.032,159.556,228.807,19.632,66.583,205.891,75.292,268.865,183.090,75.365,44.300,250.055,76.999,102.500,227.870,14.569,102.062,223.561,20.201,240.190,249.244,20.820,54.308,244.864,67.313,75.619,247.638,72.507,183.161,210.973,34.530,105.529,243.360,32.520,480.125,232.479,70.445,77.765,255.239,18.797,201.800,174.717,75.175,247.548,231.138,82.561,294.235,240.489,84.713
235,245.081,244.731,61.626,250.167,227.367,73.849,110.588,244.474,22.467,193.308,242.713,29.701,54.600,250.466,32.032,195.543,252.017,20.850,239.429,214.701,22.127,85.500,212.414,29.641,94.258,237.437,34.971,223.875,235.709,27.149,769.400,245.183,80.881,665.941,235.497,59.793,272.250,224.721,67.009,616.000,231.305,61.274,349.941,211.697,78.286,90.077,244.171,75.189,104.714,239.972,71.464,113.167,223.421,57.914,93.118,172.817,70.755,153.100,171.087,76.009,121.048,239.186,65.335,126.769,238.698,51.762,197.312,233.811,55.528,113.625,219.413,31.712,80.923,254.114,79.638,315.375,237.683,56.640,481.667,227.837,56.046,136.611,228.660,19.810,28.417,205.814,74.814,303.514,183.051,75.488,63.900,250.188,77.297,84.250,227.823,14.963,129.938,223.439,20.066,150.286,249.230,20.885,83.615,244.734,67.365,35.238,247.359,72.495,168.903,211.046,34.520,121.059,243.244,33.010,466.312,232.448,70.384,98.647,255.182,18.959,192.600,174.755,75.382,212.645,231.164,82.501,290.294,240.663,84.735
236,268.541,244.826,61.613,290.604,227.450,73.878,157.824,244.403,22.392,209.000,242.859,29.753,84.100,250.442,31.986,103.978,252.106,20.165,206.000,214.749,22.027,128.200,212.381,29.430,163.613,237.426,34.778,333.625,235.755,27.025,683.600,245.222,80.776,636.118,235.459,59.806,200.938,224.606,67.081,628.700,231.290,61.217,318.471,211.622,78.229,159.769,244.075,75.316,94.714,239.963,71.353,107.056,223.311,57.938,158.353,172.973,70.603,134.500,171.114,75.732,116.190,239.049,65.318,133.769,238.604,51.868,226.000,233.695,55.440,142.875,219.307,31.590,71.769,254.061,79.524,242.875,237.559,56.688,373.667,227.767,56.061,208.389,228.707,19.906,92.917,205.873,75.151,284.270,183.086,75.459,57.000,250.211,77.134,70.917,227.955,14.708,139.062,223.462,19.958,131.143,248.846,20.898,171.846,244.843,67.390,31.333,247.428,72.400,182.258,211.018,34.564,124.353,243.217,32.884,549.125,232.451,70.369,100.059,255.380,18.800,218.200,174.884,75.509,186.581,231.149,82.699,252.706,240.680,84.698
237,240.324,244.744,61.611,223.917,227.539,73.944,146.235,244.514,22.352,236.769,242.749,29.722,68.600,250.509,32.275,103.543,252.025,20.093,226.000,214.753,22.124,67.000,212.486,29.562,166.065,237.402,34.914,300.750,235.761,27.241,642.900,245.200,80.916,556.000,235.467,59.857,237.562,224.646,66.883,342.867,231.246,61.229,348.471,211.584,78.444,130.385,244.128,75.294,129.286,239.923,71.220,80.444,223.513,57.861,97.000,173.024,70.650,149.400,171.107,76.038,90.000,239.153,65.223,130.538,238.422,51.872,195.938,233.728,55.507,172.125,219.195,31.670,73.769,253.943,79.532,311.500,237.756,56.594,342.917,227.908,56.115,182.222,228.823,19.807,86.750,205.853,75.361,246.919,183.018,75.404,74.600,250.312,77.121,94.750,227.988,15.140,140.500,223.622,20.104,105.143,248.996,20.764,692.923,244.917,67.458,75.143,247.667,72.747,195.935,210.985,34.542,72.882,243.384,33.022,494.938,232.508,70.317,89.118,255.151,19.077,160.000,174.741,75.340,212.000,231.094,82.601,309.000,240.565,84.762
238,300.703,244.717,61.578,295.354,227.473,73.973,176.529,244.383,22.318,172.385,242.911,29.993,35.900,250.579,32.116,81.022,252.166,19.950,184.095,214.632,22.060,141.100,212.418,29.201,114.452,237.376,34.932,346.188,235.845,27.162,786.600,245.205,80.865,613.412,235.426,59.825,177.375,224.638,66.890,278.867,231.405,61.245,3326.500,211.668,78.276,100.231,244.257,75.167,82.929,239.990,71.345,86.722,223.172,57.878,77.765,172.793,70.739,138.700,171.086,76.040,1282.667,239.178,65.298,133.692,238.497,51.945,191.750,233.729,55.505,168.000,219.369,31.460,106.000,253.963,79.551,322.625,237.809,56.682,575.000,227.864,56.047,129.944,228.783,19.767,63.000,205.815,75.109,202.703,183.039,75.445,74.600,250.327,77.120,72.667,227.665,14.910,130.375,223.568,20.099,131.333,248.950,21.017,352.692,244.915,67.430,139.714,247.643,72.547,196.645,210.963,34.668,183.471,243.262,32.928,461.688,232.372,70.362,88.882,255.166,18.725,232.500,174.832,75.350,226.000,231.275,82.614,308.059,240.592,84.835
239,293.081,244.677,61.528,279.833,227.451,73.955,119.647,244.521,22.356,130.077,242.755,29.810,84.800,250.393,31.958,103.674,252.170,20.035,200.381,214.668,22.168,102.800,212.494,29.324,101.097,237.241,34.885,307.062,235.745,27.204,902.500,245.177,80.934,634.941,235.518,59.820,261.562,224.569,66.920,271.233,231.206,61.257,2426.853,211.677,78.310,84.077,244.096,75.398,138.214,239.960,71.303,91.333,223.301,57.649,95.882,172.876,70.421,87.900,171.140,76.014,352.190,239.198,65.254,161.231,238.361,51.785,162.438,233.774,55.387,264.562,219.427,31.589,85.308,253.972,79.530,216.625,237.805,56.646,418.083,227.798,56.077,169.556,228.773,19.771,40.500,206.034,75.000,241.892,182.961,75.457,28.200,250.135,76.866,41.167,228.009,14.822,133.062,223.623,20.196,98.857,248.843,20.897,91.462,244.861,67.195,97.619,247.566,72.569,219.548,210.812,34.547,119.529,243.376,32.974,555.625,232.496,70.343,72.765,255.415,19.040,302.100,174.745,75.395,276.968,231.134,82.497,308.706,240.587,84.694
240,325.081,244.809,61.534,294.458,227.321,73.939,114.941,244.428,22.316,185.846,242.900,29.747,138.800,250.467,31.861,106.457,252.067,20.299,163.048,214.783,22.082,64.700,212.432,29.506,194.968,237.253,34.941,272.750,235.865,27.308,751.800,245.214,80.818,621.529,235.529,59.895,342.750,224.602,66.798,321.367,231.333,61.213,1868.000,211.652,78.252,109.462,244.118,75.350,87.857,239.945,71.199,84.222,223.262,57.660,111.706,172.944,70.855,163.200,171.219,75.825,159.524,239.171,65.244,154.308,238.548,51.946,189.750,233.689,55.388,141.938,219.245,31.706,71.077,254.047,79.587,180.750,237.661,56.555,380.167,227.781,56.011,155.667,228.732,19.880,16.417,205.855,75.003,269.081,183.038,75.552,63.900,250.175,77.341,92.250,227.891,14.856,142.750,223.593,20.174,140.286,249.030,20.802,110.615,245.041,67.591,80.190,247.422,72.599,172.000,210.967,34.566,130.412,243.267,32.921,565.375,232.467,70.411,78.765,254.934,18.899,232.100,174.800,75.409,299.419,231.142,82.532,305.647,240.632,84.761
241,302.811,244.759,61.604,278.938,227.497,73.990,98.000,244.486,22.240,236.692,242.756,29.733,86.000,250.428,31.980,75.370,252.039,20.360,168.381,214.757,22.079,121.600,212.595,29.507,166.194,237.485,34.780,208.625,235.759,27.281,930.400,245.164,80.924,549.824,235.521,59.823,3024.562,224.644,66.899,330.167,231.223,61.443,788.176,211.670,78.323,125.077,244.288,75.386,72.000,239.906,71.288,44.333,223.219,58.149,101.824,172.944,70.740,145.400,171.137,76.163,106.952,239.090,64.952,129.385,238.666,51.596,98.750,233.838,55.606,164.188,219.217,31.478,88.769,253.869,79.505,330.125,237.778,56.564,536.833,227.871,56.130,185.000,228.762,19.858,45.000,205.971,75.191,236.973,182.981,75.560,41.000,250.123,77.389,100.083,227.737,14.703,111.688,223.534,20.030,187.238,249.099,20.900,57.692,244.828,67.280,89.524,247.466,72.587,203.097,211.062,34.533,187.176,243.327,32.773,563.750,232.498,70.378,74.824,255.146,18.916,140.500,174.842,75.453,283.161,231.085,82.605,266.118,240.555,84.729
242,269.946,244.887,61.562,310.458,227.521,74.065,92.059,244.499,22.507,118.769,242.965,29.954,77.400,250.267,31.836,110.217,252.066,20.360,198.857,214.611,22.053,122.200,212.360,29.142,164.839,237.397,34.682,285.625,235.807,27.218,763.400,245.201,80.877,707.529,235.435,59.822,2719.938,224.646,66.935,304.533,231.386,61.349,299.706,211.680,78.244,109.923,244.007,75.188,87.500,240.032,71.454,79.944,223.179,57.833,80.588,172.920,70.860,85.000,171.115,75.957,105.810,239.227,65.405,69.615,238.641,51.573,97.312,233.844,55.492,186.938,219.305,31.616,98.846,254.086,79.627,268.625,237.776,56.719,462.417,227.866,56.111,188.000,228.870,19.824,79.167,205.751,75.119,336.649,183.071,75.515,35.100,250.017,77.369,65.250,227.858,14.819,56.062,223.445,20.147,102.476,249.171,20.858,46.923,244.558,67.436,72.381,247.530,72.495,181.548,210.965,34.493,107.588,243.260,32.917,566.938,232.508,70.369,80.706,255.266,18.953,228.400,174.700,75.188,158.194,231.053,82.721,240.647,240.603,84.636
243,262.000,244.758,61.646,676.521,227.466,74.002,80.353,244.629,22.258,206.846,242.765,29.777,93.700,250.434,31.751,94.870,252.166,20.117,159.714,214.764,22.249,118.400,212.450,29.509,109.484,237.331,34.923,267.062,235.776,27.028,699.600,245.136,80.913,807.353,235.502,59.801,1804.188,224.657,66.928,267.600,231.329,61.345,379.824,211.615,78.245,93.462,244.136,75.335,99.357,239.930,71.519,36.556,223.224,57.683,119.471,172.962,70.776,144.400,171.160,76.014,133.143,239.022,65.398,126.615,238.544,51.735,127.812,233.794,55.669,232.688,219.375,31.537,106.077,253.978,79.637,276.625,237.762,56.725,598.167,227.890,56.061,175.833,228.805,19.802,91.833,205.752,74.787,199.730,183.180,75.468,35.000,250.267,76.993,90.667,227.887,14.494,126.062,223.452,20.121,101.333,248.944,20.985,71.846,244.737,67.593,83.048,247.449,72.486,155.613,210.879,34.481,94.059,243.374,32.981,582.375,232.439,70.344,90.176,255.197,19.068,173.600,174.766,75.350,251.806,231.192,82.547,323.588,240.597,84.889
244,263.784,244.771,61.451,1356.146,227.454,73.992,90.824,244.264,22.407,130.692,242.846,29.876,84.600,250.425,32.012,107.304,252.098,20.079,153.048,214.683,22.173,92.900,212.418,29.237,109.548,237.367,35.079,248.625,235.784,27.161,780.000,245.207,80.901,970.529,235.498,59.776,1335.062,224.649,66.978,313.200,231.284,61.251,339.647,211.707,78.174,132.077,244.188,75.256,74.786,240.050,71.335,89.389,223.386,57.730,108.118,173.023,70.486,109.400,171.075,75.830,121.810,239.387,65.226,106.154,238.451,51.474,127.750,233.732,55.541,236.625,219.499,31.567,174.769,254.069,79.657,384.125,237.816,56.707,662.500,227.893,56.018,124.833,228.754,19.770,25.167,205.828,75.358,238.973,183.015,75.431,91.500,250.115,77.540,84.917,227.893,14.832,97.938,223.463,20.114,131.524,249.075,20.898,41.077,244.786,67.398,76.571,247.452,72.586,186.387,211.008,34.597,80.059,243.358,32.931,733.312,232.552,70.451,68.118,255.327,18.723,183.700,174.757,75.362,222.968,231.031,82.539,269.824,240.497,84.676
245,243.081,244.844,61.488,384.125,227.442,73.971,77.941,244.552,22.356,172.615,242.892,29.848,58.100,250.290,32.184,82.174,252.094,20.262,180.476,214.836,22.213,72.500,212.449,29.601,132.968,237.318,35.024,256.000,235.798,27.034,841.400,245.191,80.882,2583.588,235.492,59.793,583.000,224.638,66.905,492.800,231.527,60.953,339.941,211.678,78.377,135.692,244.047,75.304,112.500,240.052,71.561,72.556,223.241,57.662,110.941,172.914,70.393,159.200,171.184,75.925,142.190,239.130,65.126,110.923,238.619,51.697,107.625,233.761,55.560,488.812,219.586,31.471,131.923,254.072,79.639,677.250,237.832,56.784,1828.667,227.833,56.087,192.722,228.782,19.978,65.750,205.770,75.141,304.324,183.021,75.568,51.200,250.125,77.579,107.000,227.831,14.758,125.188,223.466,20.092,103.429,248.985,20.992,87.615,244.869,67.592,58.667,247.662,72.472,193.548,210.901,34.560,104.529,243.375,32.756,521.812,232.497,70.436,112.118,255.222,19.095,227.600,174.786,75.446,316.516,231.122,82.460,219.471,240.574,84.657
246,542.811,244.770,61.592,264.250,227.394,73.966,84.824,244.457,22.386,242.846,242.933,29.909,138.600,250.409,31.790,125.391,252.155,20.201,140.381,214.591,22.192,151.100,212.458,29.364,147.161,237.438,34.889,254.812,235.834,27.097,940.800,245.207,80.890,1621.471,235.537,59.828,284.500,224.644,67.032,480.100,231.398,61.095,406.000,211.682,78.208,145.231,244.103,75.561,120.857,239.853,71.277,102.278,223.083,57.824,120.000,172.852,70.567,129.500,171.188,76.015,185.333,239.219,65.174,150.692,238.499,51.714,183.062,233.754,55.676,505.625,219.546,31.477,173.846,254.151,79.795,550.250,237.706,56.670,1345.167,227.834,56.052,190.833,228.858,19.912,91.417,205.926,75.075,264.649,183.134,75.391,80.600,250.107,77.330,121.417,227.849,14.842,149.750,223.333,20.154,186.857,249.067,20.928,34.154,245.181,67.634,82.667,247.535,72.399,180.645,211.009,34.564,119.412,243.311,33.055,671.000,232.499,70.454,87.353,255.311,18.680,231.000,174.854,75.468,234.516,231.039,82.539,337.000,240.511,84.705
247,346.054,244.724,61.633,330.125,227.518,73.904,55.471,244.643,22.504,302.692,242.842,29.981,65.300,250.485,32.226,120.174,252.106,20.398,257.333,214.639,22.026,139.500,212.434,29.352,165.613,237.350,35.079,274.125,235.847,27.136,765.000,245.214,80.876,1280.177,235.532,59.798,293.438,224.539,66.837,384.400,231.462,61.098,409.882,211.638,78.324,175.846,244.100,75.221,100.286,239.952,71.208,89.611,223.207,57.685,110.412,173.169,70.550,194.900,171.116,76.112,233.810,239.192,65.145,139.846,238.718,51.800,172.438,233.772,55.502,278.125,219.479,31.528,122.231,253.933,79.572,338.625,237.743,56.734,958.583,227.838,56.078,178.500,228.741,19.741,72.000,205.742,75.496,296.378,183.057,75.437,86.300,250.266,76.995,84.417,227.847,14.904,107.938,223.392,20.180,137.905,248.966,20.948,68.692,244.917,67.592,135.905,247.629,72.599,223.290,211.047,34.497,685.765,243.335,32.883,549.188,232.483,70.381,88.529,255.098,18.855,178.100,174.900,75.374,351.484,231.156,82.517,302.588,240.589,84.811
248,365.514,244.802,61.492,306.771,227.470,73.969,93.529,244.376,22.563,373.462,242.912,29.952,165.400,250.383,31.817,141.065,252.189,20.060,305.714,214.714,22.123,142.700,212.392,29.351,157.742,237.418,34.813,277.125,235.809,26.922,896.400,245.206,80.884,803.471,235.502,59.763,267.062,224.637,66.984,309.800,231.205,61.233,397.294,211.628,78.298,119.308,244.341,75.306,116.143,239.967,71.259,73.333,223.272,57.611,118.588,172.934,70.684,136.200,171.129,76.221,149.619,239.269,65.336,149.846,238.467,51.908,200.312,233.874,55.536,249.375,219.439,31.553,128.077,254.066,79.455,332.125,237.708,56.666,593.583,227.846,56.055,201.611,228.710,19.710,77.583,205.836,75.232,296.757,183.061,75.418,126.700,250.117,77.235,85.417,227.962,14.851,105.312,223.610,20.184,113.619,248.937,20.832,71.077,244.806,67.653,79.905,247.734,72.299,210.194,210.822,34.638,1165.059,243.356,32.959,717.688,232.421,70.362,81.941,255.153,18.961,181.100,174.818,75.505,208.065,231.110,82.468,317.235,240.611,84.751
249,311.189,244.716,61.560,275.500,227.411,74.012,86.412,244.529,22.379,286.385,242.941,29.885,100.700,250.531,31.989,108.239,252.121,20.228,206.667,214.710,22.197,114.300,212.487,29.328,117.613,237.472,34.952,293.250,235.870,27.074,805.200,245.183,80.893,659.059,235.485,59.743,357.000,224.726,66.937,305.467,231.273,61.230,404.765,211.736,78.317,142.769,244.256,75.288,228.929,239.931,71.482,106.278,223.214,57.914,76.706,172.982,70.737,203.500,171.058,75.938,141.619,239.189,65.394,131.154,238.511,51.662,133.375,233.659,55.512,214.062,219.370,31.572,177.846,254.087,79.578,405.625,237.725,56.527,517.917,227.802,55.921,175.222,228.811,19.761,141.083,205.740,75.132,230.757,183.153,75.631,63.200,249.975,77.391,93.083,227.967,14.834,156.750,223.432,20.164,188.095,249.089,20.847,95.077,244.811,67.439,64.667,247.404,72.502,228.516,210.948,34.501,539.941,243.385,32.977,627.312,232.519,70.375,103.059,255.360,18.929,247.600,174.784,75.291,266.710,230.921,82.573,288.353,240.435,84.724
250,290.486,244.734,61.575,256.521,227.376,73.935,106.706,244.451,22.580,229.462,242.876,29.966,128.500,250.555,32.082,105.000,252.181,20.269,162.952,214.779,22.173,82.800,212.547,29.373,128.323,237.436,34.849,262.500,235.926,26.974,944.400,245.230,80.899,611.353,235.502,59.796,332.312,224.661,67.073,253.000,231.189,61.212,317.824,211.645,78.244,145.538,244.290,75.157,136.786,239.925,71.517,92.222,222.964,57.383,91.059,173.005,70.607,175.900,171.163,76.050,138.381,239.144,65.372,128.308,238.667,51.752,568.000,233.721,55.474,241.938,219.462,31.425,217.462,254.057,79.747,483.125,237.710,56.582,422.583,227.846,55.902,185.778,228.778,19.851,98.083,205.969,75.116,194.865,183.100,75.482,103.900,250.222,76.995,185.250,227.934,14.830,156.625,223.566,20.117,110.667,248.960,20.847,48.923,244.637,67.366,144.667,247.413,72.378,258.774,210.924,34.424,649.235,243.278,32.922,540.625,232.510,70.354,124.000,255.221,18.934,202.200,174.719,75.509,266.581,231.161,82.675,319.176,240.548,84.803
251,274.162,244.763,61.454,256.250,227.408,74.013,80.059,244.688,22.237,241.615,242.854,29.833,67.800,250.475,31.656,126.978,252.112,20.161,250.571,214.610,22.265,49.700,212.444,29.680,109.097,237.483,34.902,318.688,235.881,26.958,791.700,245.217,80.848,612.235,235.501,59.771,304.875,224.645,66.803,380.567,231.209,61.383,434.059,211.639,78.358,78.077,244.280,75.393,108.571,239.888,71.049,117.167,223.089,57.885,79.471,172.901,70.626,163.500,171.133,75.896,164.667,239.102,65.374,105.385,238.492,51.711,895.812,233.681,55.532,185.188,219.408,31.519,121.385,254.224,79.476,373.125,237.790,56.516,427.167,227.939,56.007,199.556,228.770,19.733,81.167,205.877,75.303,257.784,183.037,75.553,128.000,250.165,77.302,120.250,227.799,14.620,112.750,223.568,19.969,170.381,249.048,21.087,54.462,245.077,67.548,126.000,247.457,72.406,177.419,211.010,34.399,195.941,243.317,32.967,538.938,232.512,70.410,150.353,255.221,18.750,216.000,174.726,75.433,296.323,231.170,82.559,310.941,240.676,84.713
252,315.514,244.731,61.485,297.021,227.483,73.991,88.941,244.554,22.551,259.154,242.795,29.719,87.100,250.311,31.884,118.196,251.976,20.319,274.667,214.633,22.056,55.400,212.677,29.251,135.355,237.245,34.903,320.562,235.853,26.771,810.100,245.177,80.920,591.824,235.452,59.806,210.750,224.715,66.804,339.267,231.282,61.295,418.765,211.691,78.303,120.615,244.127,75.523,168.857,239.911,71.221,81.000,223.202,57.824,98.588,173.046,70.784,188.700,171.119,76.131,117.810,239.233,65.119,130.077,238.525,51.742,606.625,233.790,55.560,267.625,219.349,31.434,156.538,253.961,79.725,341.375,237.725,56.583,460.833,227.817,55.934,121.111,228.752,19.799,89.667,205.898,75.022,232.162,183.053,75.293,38.800,250.316,77.041,98.500,227.990,14.989,144.688,223.541,20.078,169.429,249.107,20.933,52.000,244.959,67.569,127.524,247.518,72.532,236.903,210.912,34.510,182.235,243.177,33.009,595.562,232.493,70.432,109.588,255.234,18.892,200.900,174.831,75.468,242.581,231.207,82.576,261.588,240.451,84.771
